PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,TARPOP,TARAGG,TARSBJ,T001,T048,T064,T080,T096,T112,T128,T144,T160,T176,T192,T208,T224,T240
10000571,10000571,BA-MUS,1,30,14,,5,0,5,5,20,15,20,10,15,0,5,0,0,0
10000571,10000571,BA-PH,1,30,14,,0,5,5,10,15,5,25,10,10,5,10,0,0,0
10000571,10000571,BA-RPE,1,15,14,,0,0,0,10,35,20,20,0,10,0,5,0,0,0
10000571,10000571,BA-TP,1,20,14,,0,0,0,20,5,30,20,10,0,0,5,5,0,0
10000571,10000571,BA-YC,1,135,13,105,1,0,2,7,25,23,13,14,8,2,3,0,0,1
10000571,10000571,BAMA-CM,1,20,24,,0,0,0,0,15,10,15,20,25,10,0,0,0,0
10000571,10000571,BAMA-TDFI,1,15,24,,0,0,0,0,0,0,10,25,35,25,5,0,0,0
10000571,10000571,BS-BI,1,25,14,,0,0,5,25,20,25,15,10,0,0,0,0,0,0
10000571,10000571,BS-BI-SW,1,30,13,012,0,0,5,20,20,25,15,10,5,0,0,0,0,0
10000571,10000571,BS-BICB,1,30,13,012,0,0,5,20,20,25,15,10,5,0,0,0,0,0
10000571,10000571,BS-BICB-SW,1,30,13,012,0,0,5,20,20,25,15,10,5,0,0,0,0,0
10000571,10000571,BS-BIHB,1,30,13,012,0,0,5,20,20,25,15,10,5,0,0,0,0,0
10000571,10000571,BS-BIHB-SW,1,30,13,012,0,0,5,20,20,25,15,10,5,0,0,0,0,0
10000571,10000571,BS-CRI,1,30,13,054,0,0,10,15,25,25,15,5,5,0,0,0,0,0
10000571,10000571,BS-EDABI,1,30,13,012,0,0,5,20,20,25,15,10,5,0,0,0,0,0
10000571,10000571,BS-EDABI,1,135,13,105,1,0,2,7,25,23,13,14,8,2,3,0,0,1
10000571,10000571,BS-EDAGE,1,70,13,031,0,0,4,16,36,21,11,6,3,1,1,0,0,0
10000571,10000571,BS-EDAGE,1,135,13,105,1,0,2,7,25,23,13,14,8,2,3,0,0,1
10000571,10000571,BS-EDAPS,1,90,13,019,2,0,1,16,11,36,14,10,6,0,1,1,1,1
10000571,10000571,BS-EDAPS,1,135,13,105,1,0,2,7,25,23,13,14,8,2,3,0,0,1
10000571,10000571,BS-EDASC,1,30,13,054,0,0,10,15,25,25,15,5,5,0,0,0,0,0
10000571,10000571,BS-EDASC,1,135,13,105,1,0,2,7,25,23,13,14,8,2,3,0,0,1
10000571,10000571,BS-EV,1,10,14,,0,0,0,35,35,10,10,10,10,0,0,0,0,0
10000571,10000571,BS-EV-SW,1,70,13,031,0,0,4,16,36,21,11,6,3,1,1,0,0,0
10000571,10000571,BS-FS,1,15,14,,0,0,5,15,20,20,15,25,0,5,0,0,0,0
10000571,10000571,BS-FS-SW,1,20,13,007,5,0,5,15,20,20,10,20,5,5,0,0,0,0
10000571,10000571,BS-GDS,1,20,14,,0,0,5,15,20,30,25,5,0,0,5,0,0,0
10000571,10000571,BS-GE,1,30,14,,0,0,5,15,50,20,5,5,0,5,0,0,0,0
10000571,10000571,BS-GEPH,1,70,13,031,0,0,4,16,36,21,11,6,3,1,1,0,0,0
10000571,10000571,BS-HN,1,20,13,007,5,0,5,15,20,20,10,20,5,5,0,0,0,0
10000571,10000571,BS-HN-SW,1,20,13,007,5,0,5,15,20,20,10,20,5,5,0,0,0,0
10000571,10000571,BS-PS,1,70,14,,1,0,0,17,11,39,14,10,6,0,0,0,1,0
10000571,10000571,BS-SC,1,15,14,,0,0,10,20,25,25,10,5,5,0,0,0,0,0
10000571,10000571,F-29,1,95,12,29,0,1,2,17,29,14,17,13,6,1,0,0,0,0
10000571,10000571,F-34,1,80,12,34,0,0,2,6,26,31,15,11,3,2,3,1,0,0
10000571,10000571,F-35,1,35,12,35,0,0,5,10,30,25,15,5,10,0,5,0,0,0
10000571,10000571,F-36,1,180,12,36,1,2,5,11,10,19,18,14,11,5,2,1,1,1
10000571,10000571,MOD-CWAEN,1,30,14,,0,0,5,20,20,20,25,15,0,5,0,0,0,0
10000571,10000571,MOD-CWAPU,1,15,14,,0,5,0,10,10,10,35,10,0,5,5,0,0,0
10000654,10000654,SPRTMFH05,1,15,23,018,20,15,5,15,5,0,20,5,15,0,0,0,0,5
10000712,10000712,BA_AAM,1,110,13,067,5,6,8,18,11,13,11,11,15,1,1,0,1,0
10000712,10000712,BA_BEN,1,10,14,,10,0,10,25,25,15,10,10,0,0,0,0,0,0
10000712,10000712,BA_BTM,1,10,24,,0,10,10,15,25,10,25,0,10,0,0,0,0,0
10000712,10000712,BA_CAMM,1,15,14,,0,0,0,20,40,15,20,5,0,5,0,0,0,0
10000712,10000712,BA_CHI,1,65,14,,3,11,6,11,12,23,11,17,8,0,0,0,0,0
10000712,10000712,BA_CHIE,1,65,14,,3,11,6,11,12,23,11,17,8,0,0,0,0,0
10000712,10000712,BA_DMK,1,15,13,062,25,0,10,10,15,15,10,25,0,0,0,0,0,0
10000712,10000712,BA_EVE,1,25,14,,15,15,5,20,10,15,15,5,0,5,0,0,0,0
10000712,10000712,BA_HBMM,1,20,24,,5,0,5,15,15,20,10,10,15,0,0,0,0,0
10000712,10000712,BA_HEV,1,20,24,,5,0,10,10,5,35,10,10,10,0,0,0,0,0
10000712,10000712,BA_HMM,1,75,14,,9,3,9,11,22,22,12,4,7,0,1,0,0,0
10000712,10000712,BA_HRM,1,20,13,023,0,0,0,15,45,10,15,5,0,5,0,0,0,0
10000712,10000712,BA_HTM,1,10,14,,0,10,10,25,20,0,0,10,20,0,0,0,10,0
10000712,10000712,BA_ITB,1,15,14,,0,5,0,5,15,15,15,15,35,0,0,0,0,0
10000712,10000712,BA_MKT,1,15,24,,20,0,25,20,5,5,5,20,0,0,0,0,0,0
10000712,10000712,BA_MWE,1,15,24,,5,0,15,20,20,5,15,20,0,0,0,0,0,0
10000712,10000712,BA_SFS,1,110,13,067,5,6,8,18,11,13,11,11,15,1,1,0,1,0
10000712,10000712,BA_SM_,1,15,14,,5,0,20,5,5,15,5,20,15,0,5,0,0,0
10000712,10000712,BA_SPA,1,110,13,067,5,6,8,18,11,13,11,11,15,1,1,0,1,0
10000712,10000712,BA_YCF,1,35,13,058,5,5,0,10,20,25,10,5,25,0,0,0,0,0
10000712,10000712,BSCAFN,1,20,13,023,0,0,0,15,45,10,15,5,0,5,0,0,0,0
10000712,10000712,BSCBPT,1,20,13,023,0,0,0,15,45,10,15,5,0,5,0,0,0,0
10000712,10000712,BSCCSC,1,20,13,023,0,0,0,15,45,10,15,5,0,5,0,0,0,0
10000712,10000712,BSCFDI,1,20,13,023,0,0,0,15,45,10,15,5,0,5,0,0,0,0
10000712,10000712,BSCHSC,1,25,14,,10,10,0,10,15,20,15,0,20,0,0,0,0,0
10000712,10000712,BSCHSCS,1,25,14,,10,10,0,10,15,20,15,0,20,0,0,0,0,0
10000712,10000712,BSCITM,1,15,24,,5,0,15,15,20,20,0,25,5,0,0,0,0,0
10000712,10000712,BSCSPT,1,90,14,,0,6,6,10,12,23,17,10,12,3,1,0,0,0
10000712,10000712,FDGAAH,1,75,13,067,27,32,22,10,4,3,0,3,0,0,0,0,0,0
10000712,10000712,FDGAFN,1,30,13,023,5,15,40,20,5,5,5,5,5,0,0,5,0,0
10000712,10000712,FDGBCT,1,30,13,023,5,15,40,20,5,5,5,5,5,0,0,5,0,0
10000712,10000712,FDGBTM,1,75,13,067,27,32,22,10,4,3,0,3,0,0,0,0,0,0
10000712,10000712,FDGBUS,1,20,14,,30,25,25,10,0,5,0,0,0,0,0,0,0,0
10000712,10000712,FDGCAMM,1,10,24,,15,35,35,15,0,0,0,0,0,0,0,0,0,0
10000712,10000712,FDGCHI,1,30,14,,15,35,25,0,15,5,0,5,5,5,0,0,0,5
10000712,10000712,FDGCHIE,1,30,14,,15,35,25,0,15,5,0,5,5,5,0,0,0,5
10000712,10000712,FDGCSC,1,30,13,023,5,15,40,20,5,5,5,5,5,0,0,5,0,0
10000712,10000712,FDGDMK,1,10,13,062,50,15,25,10,0,0,0,0,0,0,0,0,0,0
10000712,10000712,FDGEVE,1,20,14,,25,35,25,0,10,5,0,5,0,0,0,0,0,0
10000712,10000712,FDGFDI,1,30,13,023,5,15,40,20,5,5,5,5,5,0,0,5,0,0
10000712,10000712,FDGHBMM,1,15,24,,30,50,15,5,0,0,0,0,0,0,0,0,0,0
10000712,10000712,FDGHEV,1,75,13,067,27,32,22,10,4,3,0,3,0,0,0,0,0,0
10000712,10000712,FDGHMM,1,30,14,,50,15,5,10,15,5,0,5,0,0,0,0,0,0
10000712,10000712,FDGHRM,1,30,13,023,5,15,40,20,5,5,5,5,5,0,0,5,0,0
10000712,10000712,FDGITBH,1,15,24,,30,10,60,0,0,0,0,0,0,0,0,0,0,0
10000712,10000712,FDGMKT,1,10,24,,35,10,35,15,10,0,0,0,0,0,0,0,0,0
10000712,10000712,FDGMWE,1,15,24,,35,20,35,5,0,0,0,0,0,0,0,0,0,0
10000712,10000712,FDGSFS,1,75,13,067,27,32,22,10,4,3,0,3,0,0,0,0,0,0
10000712,10000712,FDGSM_,1,15,14,,55,25,15,10,0,0,0,0,0,0,0,0,0,0
10000712,10000712,FDGSPA,1,75,13,067,27,32,22,10,4,3,0,3,0,0,0,0,0,0
10000712,10000712,FDGSPT,1,30,14,,25,40,20,15,5,0,0,0,0,0,0,0,0,0
10000712,10000712,FDGTHM,1,10,24,,25,25,25,10,0,10,0,10,0,0,0,0,0,0
10000820,10000820,FDBBF,1,20,23,061,10,5,30,45,10,0,0,0,30,0,0,0,0,15
10000824,10000824,BAAAF_VL46,1,10,14,,0,0,0,25,25,25,15,10,0,0,0,0,0,0
10000824,10000824,BAAFFS_L100,1,180,14,,1,1,2,4,22,28,22,9,8,1,2,0,0,0
10000824,10000824,BAAFFS_N420,1,180,14,,1,1,2,4,22,28,22,9,8,1,2,0,0,0
10000824,10000824,BAAFFS_NL31,1,180,14,,1,1,2,4,22,28,22,9,8,1,2,0,0,0
10000824,10000824,BAAFFS_NM41,1,180,14,,1,1,2,4,22,28,22,9,8,1,2,0,0,0
10000824,10000824,BAAFFS_NN13,1,180,14,,1,1,2,4,22,28,22,9,8,1,2,0,0,0
10000824,10000824,BAAFFS_NN41,1,180,14,,1,1,2,4,22,28,22,9,8,1,2,0,0,0
10000824,10000824,BAAFFS_NN43,1,180,14,,1,1,2,4,22,28,22,9,8,1,2,0,0,0
10000824,10000824,BAARCF_C786,1,30,13,091,5,0,5,30,20,20,15,5,5,0,0,0,0,0
10000824,10000824,BAAS_N590,1,60,14,,2,0,2,2,5,27,20,20,17,2,3,0,0,0
10000824,10000824,BABSS_N100,1,235,14,,3,0,1,2,9,24,24,19,13,3,1,1,0,0
10000824,10000824,BACAAF_GW4F,1,35,14,,0,0,0,5,5,10,20,30,10,10,0,10,0,5
10000824,10000824,BACOMMF_P900,1,100,14,,3,0,0,2,25,24,17,21,5,2,2,0,0,0
10000824,10000824,BACVAF_W280,1,45,14,,0,0,0,10,5,5,10,15,30,5,10,0,0,0
10000824,10000824,BAEF_Q300,1,40,14,,0,0,5,0,15,30,35,15,5,0,5,0,0,5
10000824,10000824,BAELMS_N506,1,45,14,,0,0,10,30,30,15,0,10,0,0,0,0,0,0
10000824,10000824,BAEMS_N820,1,115,14,,4,2,3,12,24,17,12,10,10,0,3,2,0,0
10000824,10000824,BAFF_T6H3,1,275,13,069,2,1,1,2,12,17,24,21,12,4,3,1,1,0
10000824,10000824,BAHF_H4F5,1,30,12,34,5,0,5,30,20,20,15,5,5,0,0,0,0,0
10000824,10000824,BAIHMS_N863,1,55,14,,0,2,4,13,36,26,4,9,6,0,0,0,0,0
10000824,10000824,BAINDS_W242,1,10,14,,0,10,0,10,35,10,25,10,10,0,0,0,0,0
10000824,10000824,BAMCS_N591,1,70,14,,0,0,0,3,19,28,30,6,6,6,0,3,0,0
10000824,10000824,BAMMJF_P500,1,90,14,,0,1,1,0,4,26,24,20,14,6,3,0,0,0
10000824,10000824,BAMPF_PH10,1,80,14,,3,0,0,4,1,17,29,23,13,5,4,1,0,0
10000824,10000824,BAMSWF_W620,1,40,14,,0,0,0,5,10,15,20,20,10,10,0,0,0,0
10000824,10000824,BAPOF_P486,1,20,23,053,0,0,5,0,40,15,25,5,5,5,0,0,0,0
10000824,10000824,BAPRS_P210,1,40,14,,0,0,0,0,25,25,20,15,5,5,0,0,0,0
10000824,10000824,BARMS_N240,1,45,14,,0,0,5,15,35,25,5,10,5,0,5,0,0,0
10000824,10000824,BASAF_LL36,1,25,14,,0,0,5,10,40,35,10,0,0,0,0,0,0,0
10000824,10000824,BASCF_H2L9,1,50,13,054,0,0,5,20,40,20,10,0,0,0,0,0,0,0
10000824,10000824,BASF_18J3,1,50,13,054,0,0,5,20,40,20,10,0,0,0,0,0,0,0
10000824,10000824,BASPDS_H101,1,60,14,,0,0,3,13,35,18,16,8,5,2,0,0,0,0
10000824,10000824,BASPDS_W240,1,60,14,,0,0,3,13,35,18,16,8,5,2,0,0,0,0
10000824,10000824,BASWF_L500,1,20,24,,0,0,0,10,15,15,5,30,25,0,0,0,0,0
10000824,10000824,BATMS_N800,1,55,14,,0,0,2,15,24,22,15,7,9,0,6,0,0,0
10000824,10000824,BATPF_W621,1,65,14,,0,0,0,0,3,6,27,25,22,7,4,1,3,0
10000824,10000824,BSAAFSF_4K2M,1,30,13,091,5,0,5,30,20,20,15,5,5,0,0,0,0,0
10000824,10000824,BSAAFSF_4K2M,1,80,13,027,4,0,0,8,17,20,25,11,10,4,0,2,0,0
10000824,10000824,BSAAFSF_4K2M,1,10,13,056,0,0,0,15,20,25,15,10,10,0,5,5,0,0
10000824,10000824,BSAF_J21B,1,10,13,056,0,0,0,15,20,25,15,10,10,0,5,5,0,0
10000824,10000824,BSANF_B700,1,70,14,,0,1,1,4,7,15,18,18,29,3,0,1,1,0
10000824,10000824,BSANF_B740,1,115,13,005,0,1,3,4,9,12,21,21,22,3,1,3,1,0
10000824,10000824,BSARCF_F400,1,20,14,,5,0,10,35,20,20,15,0,0,0,0,0,0,0
10000824,10000824,BSBSF_C100,1,45,14,,0,0,5,10,30,30,15,10,0,0,0,0,0,0
10000824,10000824,BSCESF_CB69,1,20,14,,0,0,0,5,35,10,20,10,10,5,0,0,0,0
10000824,10000824,BSCOFS_G503,1,180,14,,2,1,2,12,16,21,20,9,11,3,1,1,1,0
10000824,10000824,BSCOFS_G506,1,180,14,,2,1,2,12,16,21,20,9,11,3,1,1,1,0
10000824,10000824,BSCOFS_G550,1,180,14,,2,1,2,12,16,21,20,9,11,3,1,1,1,0
10000824,10000824,BSCOFS_G602,1,180,14,,2,1,2,12,16,21,20,9,11,3,1,1,1,0
10000824,10000824,BSCOFS_G610,1,180,14,,2,1,2,12,16,21,20,9,11,3,1,1,1,0
10000824,10000824,BSCOFS_I120,1,180,14,,2,1,2,12,16,21,20,9,11,3,1,1,1,0
10000824,10000824,BSCSMF_2DA6,1,325,13,035,1,1,2,10,15,21,19,12,14,3,2,0,0,0
10000824,10000824,BSCYNF_B702,1,10,14,,0,0,10,0,10,10,25,20,20,0,0,10,0,0
10000824,10000824,BSCYNF_B730,1,115,13,005,0,1,3,4,9,12,21,21,22,3,1,3,1,0
10000824,10000824,BSDES_H100,1,20,14,,0,5,0,25,30,10,10,10,10,0,5,0,0,0
10000824,10000824,BSEVSF_D449,1,10,14,,0,10,0,15,40,10,25,0,0,0,0,0,0,0
10000824,10000824,BSEWCF_CD14,1,30,14,,0,0,5,5,30,25,15,5,20,0,0,0,0,0
10000824,10000824,BSFBF_F3B7,1,30,13,012,0,0,5,5,30,25,15,5,20,0,0,0,0,0
10000824,10000824,BSFBF_F3B7,1,80,13,027,4,0,0,8,17,20,25,11,10,4,0,2,0,0
10000824,10000824,BSFIF_F401,1,20,14,,5,0,0,5,5,20,25,20,10,5,0,0,0,0
10000824,10000824,BSFSCF_F413,1,60,14,,3,0,0,9,21,19,26,9,9,3,0,2,0,0
10000824,10000824,BSGF_F800,1,25,13,059,0,5,0,25,30,30,10,5,0,0,0,0,0,0
10000824,10000824,BSGPS_I610,1,45,14,,0,0,0,5,15,25,20,20,10,0,0,0,0,0
10000824,10000824,BSGTS_G601,1,70,14,,0,0,1,4,14,23,19,13,19,3,3,0,0,0
10000824,10000824,BSMATS_J932,1,10,14,,10,0,0,20,25,35,10,0,0,0,0,0,0,0
10000824,10000824,BSMNF_B701,1,20,14,,0,0,0,5,20,10,15,30,15,0,0,0,0,0
10000824,10000824,BSMNF_B761,1,115,13,005,0,1,3,4,9,12,21,21,22,3,1,3,1,0
10000824,10000824,BSMSPS_W390,1,30,14,,0,0,5,10,20,20,15,15,5,5,0,0,0,0
10000824,10000824,BSMS_N504,1,65,14,,3,0,0,5,27,25,19,14,3,2,2,0,0,0
10000824,10000824,BSMWF_B720,1,15,14,,0,0,5,5,5,0,35,20,0,15,5,5,0,0
10000824,10000824,BSNF_B400,1,20,14,,0,0,0,0,10,40,30,10,5,10,0,0,0,0
10000824,10000824,BSOTF_B930,1,15,14,,5,0,0,0,15,15,5,35,15,5,0,0,0,0
10000824,10000824,BSPF_C800,1,220,14,,0,0,1,10,25,29,18,9,4,2,2,0,0,0
10000824,10000824,BSPSF_86G3,1,115,13,005,0,1,3,4,9,12,21,21,22,3,1,3,1,0
10000824,10000824,BSPTF_B160,1,15,14,,0,0,0,0,0,0,25,25,25,25,10,0,0,0
10000824,10000824,BSSDAGF_GG74,1,15,24,,0,0,0,0,5,15,5,15,0,20,5,30,0,0
10000824,10000824,BSSDCSS_C600,1,60,14,,2,0,2,10,10,17,15,19,20,2,3,0,0,0
10000824,10000824,BSSMGS_N2C6,1,20,14,,0,0,5,0,15,20,25,20,15,5,0,0,0,0
10000824,10000824,BSSMS_N290,1,65,14,,3,3,2,17,14,13,14,11,17,2,3,2,0,0
10000824,10000824,BSSPCSS_CX81,1,55,14,,2,4,0,4,22,35,13,5,9,4,0,4,0,0
10000824,10000824,BSSTF_846W,1,125,13,018,2,2,1,9,15,21,15,13,16,2,2,1,0,0
10000824,10000824,LLBLFS_M100,1,70,14,,0,1,0,3,15,29,26,16,6,3,0,0,0,0
10000824,10000824,MAFAFF_N420,1,90,13,066,1,1,2,4,22,28,22,9,8,1,2,0,0,0
10000824,10000824,MAFAFF_N420,1,110,13,065,1,2,1,4,21,28,22,10,7,1,1,0,0,0
10000824,10000824,MDPDF_3LD4,1,135,13,096,1,1,4,8,29,15,18,9,11,2,0,0,0,1
10000824,10000824,MEES_H105,1,20,14,,0,0,5,10,20,25,20,0,15,0,0,0,0,0
10000824,10000824,MLEF_K284,1,40,13,075,0,0,5,0,15,30,35,15,5,0,5,0,0,5
10000824,10000824,MNNF_R421,1,20,13,007,0,0,0,0,10,40,30,10,5,10,0,0,0,0
10000878,10000878,00246152,1,10,21,D,15,10,10,15,15,10,0,10,10,0,0,0,0,35
10000878,10000878,1728,1,15,23,021,15,5,5,15,5,20,5,5,5,0,0,0,0,5
10000878,10000878,296,1,10,23,061,15,10,10,15,15,10,0,10,10,0,0,0,0,35
10000878,10000878,299,1,15,23,021,15,5,5,15,5,20,5,5,5,0,0,0,0,5
10000878,10000878,OU018-FD,1,10,23,061,15,10,10,15,15,10,0,10,10,0,0,0,0,35
10000886,10000886,H1CC008GUU,1,20,14,,5,0,5,15,5,25,20,10,10,5,0,0,0,0
10000886,10000886,H1CC009GUU,1,20,14,,5,0,0,15,25,10,15,25,5,5,0,0,0,0
10000886,10000886,H1EA007MAU,1,25,14,,10,0,5,15,15,5,15,15,15,0,0,0,0,0
10000886,10000886,H1EA008MUU,1,70,14,,3,1,1,7,20,20,21,11,9,3,1,0,0,1
10000886,10000886,H1EA017GUU,1,240,13,096,4,3,3,9,15,16,17,15,10,4,2,2,0,0
10000886,10000886,H1EA017GUU,1,370,13,061,3,1,8,19,23,21,10,8,5,2,1,0,0,0
10000886,10000886,H1EA018GUU,1,240,13,096,4,3,3,9,15,16,17,15,10,4,2,2,0,0
10000886,10000886,H1EA018GUU,1,370,13,061,3,1,8,19,23,21,10,8,5,2,1,0,0,0
10000886,10000886,H2EA004GAU,1,25,14,,10,10,5,10,10,10,10,15,10,5,0,0,0,0
10000886,10000886,H2EA006GAU,1,20,24,,15,10,0,0,20,25,10,25,5,0,0,0,0,0
10000886,10000886,H2EA007GAU,1,20,24,,0,0,0,5,15,10,25,25,25,0,0,0,0,0
10000886,10000886,H2EA008GAU,1,55,14,,2,6,4,2,17,9,22,19,9,6,2,4,0,0
10000886,10000886,H2EA009GAU,1,40,14,,0,0,0,10,15,15,15,10,15,5,0,0,0,0
10000886,10000886,H2EA020GUU,1,20,24,,5,5,0,5,0,25,40,15,5,5,0,0,0,0
10000886,10000886,H2EA021GUU,1,35,14,,15,0,0,0,10,25,15,30,0,5,5,5,0,0
10000886,10000886,H2EA023GAU,1,10,14,,10,10,10,10,40,10,0,0,15,0,0,0,0,0
10000886,10000886,H3EA001GUU,1,10,24,,0,0,10,10,20,40,20,0,0,0,0,0,0,0
10000886,10000886,H3EA004GUU,1,15,24,,0,5,5,20,20,25,25,0,0,0,5,0,0,0
10000886,10000886,H3EA008GUU,1,10,14,,0,0,0,10,30,20,0,0,20,10,10,0,0,0
10000886,10000886,H3EA010GUU,1,25,14,,0,5,5,5,25,35,10,20,0,0,0,5,0,0
10000886,10000886,H3EA011GUU,1,25,14,,5,5,10,15,25,15,10,15,5,0,0,0,0,0
10000886,10000886,H3EA014GUU,1,20,14,,0,0,5,20,10,35,15,5,5,0,0,0,0,0
10000886,10000886,H6EA003GUU,1,15,14,,5,0,0,0,5,15,25,15,20,0,0,5,5,0
10000886,10000886,H6FS001MUU,1,10,14,,20,10,50,10,0,10,0,0,0,0,0,0,0,0
10000886,10000886,H7EA001GUU,1,20,23,092,0,0,10,25,20,30,10,5,5,0,0,0,0,0
10000886,10000886,H7EA001GUU,1,75,13,093,1,3,10,18,20,21,16,10,3,0,0,0,0,0
10000886,10000886,H7EA002FUU,1,20,14,,0,0,20,0,35,15,20,0,5,5,0,0,0,0
10000886,10000886,H7EA003FUU,1,20,23,084,0,0,5,10,20,20,25,20,5,0,0,0,0,0
10000886,10000886,H7EA004GUU,1,10,14,,0,0,0,35,35,25,0,0,0,0,0,0,0,0
10000886,10000886,H7EA005GUU,1,15,14,,10,0,10,15,25,15,25,10,0,0,0,0,0,0
10000886,10000886,H7EA006GUU,1,45,13,090,0,0,5,10,25,30,15,15,0,0,0,0,0,0
10000886,10000886,H7EA006GUU,1,75,13,093,1,3,10,18,20,21,16,10,3,0,0,0,0,0
10000886,10000886,H7EA007FUU,1,65,12,38,8,0,2,6,8,29,19,21,3,2,2,2,0,0
10000886,10000886,H7EA007FUU,1,170,13,075,0,1,8,18,27,16,16,9,2,3,0,0,0,0
10000886,10000886,H7EA008FUU,1,65,12,38,8,0,2,6,8,29,19,21,3,2,2,2,0,0
10000886,10000886,H7EA008FUU,1,170,13,075,0,1,8,18,27,16,16,9,2,3,0,0,0,0
10000886,10000886,H7EA009FUU,1,25,14,,0,0,10,10,25,15,20,15,5,5,5,0,0,0
10000886,10000886,H8CC002GUU,1,25,24,,5,10,5,5,10,20,20,15,10,0,5,0,0,0
10000886,10000886,H8EA004EUU,1,10,14,,15,0,10,0,10,25,25,10,10,0,0,0,0,0
10000886,10000886,H8EA005EUU,1,20,14,,5,0,25,20,10,20,5,15,0,0,0,5,0,0
10000886,10000886,H8EA007EUU,1,80,13,069,4,1,15,9,18,26,10,11,4,0,1,0,0,2
10000886,10000886,H8EA008GUU,1,240,13,096,4,3,3,9,15,16,17,15,10,4,2,2,0,0
10000886,10000886,H8EA009GUU,1,20,14,,10,0,5,5,15,20,5,20,0,5,0,5,0,0
10000886,10000886,H8EA010EUU,1,240,13,096,4,3,3,9,15,16,17,15,10,4,2,2,0,0
10000886,10000886,H8EA011EUU,1,240,13,096,4,3,3,9,15,16,17,15,10,4,2,2,0,0
10000886,10000886,H8EA013EUU,1,80,13,069,4,1,15,9,18,26,10,11,4,0,1,0,0,2
10000886,10000886,H8EA015MUU,1,125,12,18,5,1,3,9,24,19,15,12,7,2,2,0,0,1
10000886,10000886,J1EG003MUU,1,35,14,,5,0,5,20,20,30,5,10,5,5,0,0,0,0
10000886,10000886,J1EG004MUU,1,105,14,,2,2,5,29,22,22,11,4,3,1,0,0,0,0
10000886,10000886,J1EG005MUU,1,70,14,,3,0,0,15,24,28,11,4,13,0,0,0,1,0
10000886,10000886,J1EG007MUU,1,40,14,,5,0,0,10,25,20,10,15,10,5,0,5,0,0
10000886,10000886,J1EG008MUU,1,15,24,,5,0,0,5,25,15,20,20,5,5,0,0,0,0
10000886,10000886,J1EG009MUU,1,45,14,,0,0,15,20,10,20,15,10,5,5,0,0,0,0
10000886,10000886,J1EG011MUU,1,20,14,,0,0,10,10,15,25,15,10,0,5,5,0,0,0
10000886,10000886,J1EG012MUU,1,10,14,,0,0,0,0,35,25,20,10,0,0,10,0,0,0
10000886,10000886,J1EG013MUU,1,45,14,,0,0,15,30,30,15,5,0,0,0,0,0,0,0
10000886,10000886,J1EG014MUU,1,45,14,,0,0,15,20,25,20,5,5,0,0,0,0,0,0
10000886,10000886,J1EG015MUU,1,15,24,,0,0,0,25,10,25,30,15,0,0,0,0,0,0
10000886,10000886,J1EG016MUU,1,30,14,,0,0,15,20,30,15,10,5,5,5,0,0,0,0
10000886,10000886,J1EG017MUU,1,15,14,,20,0,5,40,15,15,0,5,0,0,0,0,0,5
10000886,10000886,J1EG018MUU,1,15,13,062,5,0,5,35,30,20,0,0,0,0,0,0,0,0
10000886,10000886,J1EG020MUU,1,15,13,062,5,0,5,35,30,20,0,0,0,0,0,0,0,0
10000886,10000886,J1EG021MUU,1,250,11,B,1,3,6,21,22,23,9,6,7,2,1,0,0,0
10000886,10000886,J1EL001MUU,1,50,14,,5,5,5,20,30,25,5,5,0,0,0,0,0,0
10000886,10000886,J1EL002MUU,1,45,14,,0,0,5,15,20,40,5,5,0,0,0,0,0,0
10000886,10000886,J1EL003MUU,1,65,13,060,3,2,6,18,26,31,5,5,2,1,0,0,0,0
10000886,10000886,J2EA001EUU,1,15,14,,10,0,10,10,30,25,15,10,0,0,0,0,0,0
10000886,10000886,J2EA002EUU,1,15,14,,0,5,0,5,5,15,15,15,25,0,5,0,0,5
10000886,10000886,J2EA015EUU,1,15,14,,5,0,5,35,30,20,0,0,0,0,0,0,0,0
10000886,10000886,J2EA017EUU,1,10,24,,0,0,10,0,25,15,35,10,10,0,0,0,0,0
10000886,10000886,J2EA028EUU,1,30,14,,15,5,5,20,15,15,15,15,5,5,0,0,0,0
10000886,10000886,J4CA003MUU,1,25,13,040,0,15,15,15,20,20,10,5,0,0,0,0,0,0
10000886,10000886,J4CE001MUU,1,145,13,035,1,1,10,15,15,14,16,11,9,3,1,1,0,1
10000886,10000886,J4CE002MUU,1,145,13,035,1,1,10,15,15,14,16,11,9,3,1,1,0,1
10000886,10000886,J4CE003MUU,1,145,13,035,1,1,10,15,15,14,16,11,9,3,1,1,0,1
10000886,10000886,J4EA008MUU,1,15,24,,0,0,10,25,30,10,30,0,0,0,0,0,0,0
10000886,10000886,J4EA014MUU,1,50,14,,0,0,15,5,20,30,5,15,5,0,0,0,0,0
10000886,10000886,J4ED003MUU,1,25,13,040,0,15,15,15,20,20,10,5,0,0,0,0,0,0
10000886,10000886,J4ED004MUU,1,25,13,040,0,15,15,15,20,20,10,5,0,0,0,0,0,0
10000886,10000886,J4EG006MUU,1,35,14,,0,0,5,30,15,25,15,5,5,0,0,0,0,0
10000886,10000886,J4EG007MUU,1,10,24,,0,0,20,10,20,40,10,0,0,0,0,0,0,0
10000886,10000886,J4EG011MUU,1,55,14,,0,0,9,16,24,16,9,9,9,5,0,2,0,0
