PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,SBJ
10007154,10007154,VR14,1,090
10007154,10007154,VR14,1,082
10007154,10007154,VRB7,1,090
10007154,10007154,VRB7,1,083
10007154,10007154,VRD7,1,083
10007154,10007154,VRD7,1,090
10007154,10007154,VV14,1,091
10007154,10007154,VV14,1,090
10007154,10007154,VV31,1,090
10007154,10007154,VV43,1,091
10007154,10007154,VV43,1,090
10007154,10007154,VV56,1,093
10007154,10007154,VV56,1,094
10007154,10007154,VVC4,1,090
10007154,10007154,VVC4,1,091
10007154,10007154,W300,1,097
10007154,10007154,W630,1,100
10007154,10007154,W63F,1,100
10007154,10007154,WV35,1,093
10007154,10007154,WV35,1,097
10007154,10007154,X3BA,1,105
10007154,10007154,X3MA,1,105
10007155,10007155,C0056,1,035
10007155,10007155,C0058,1,035
10007155,10007155,C0074,1,037
10007155,10007155,C0092,1,032
10007155,10007155,C0106,1,040
10007155,10007155,C0107,1,040
10007155,10007155,C0132,1,047
10007155,10007155,C0143,1,059
10007155,10007155,C0177,1,041
10007155,10007155,C0178,1,041
10007155,10007155,C0203,1,012
10007155,10007155,C0223,1,028
10007155,10007155,C0236,1,028
10007155,10007155,C0251,1,004
10007155,10007155,C0252,1,017
10007155,10007155,C0256,1,019
10007155,10007155,C0256,2,019
10007155,10007155,C0290,1,079
10007155,10007155,C0291,1,080
10007155,10007155,C0295,1,082
10007155,10007155,C0300,1,076
10007155,10007155,C0300,1,082
10007155,10007155,C0313,1,053
10007155,10007155,C0315,1,054
10007155,10007155,C0392,1,083
10007155,10007155,C0406,2,043
10007155,10007155,C0496,1,061
10007155,10007155,C0496IE,1,061
10007155,10007155,C0567,1,012
10007155,10007155,C0570,1,016
10007155,10007155,C0580,1,035
10007155,10007155,C0586,1,054
10007155,10007155,C0592,1,028
10007155,10007155,C0592,2,028
10007155,10007155,C0594,1,029
10007155,10007155,C0615,1,067
10007155,10007155,C0635,1,067
10007155,10007155,C0694,1,053
10007155,10007155,C0704,1,051
10007155,10007155,C0707,1,037
10007155,10007155,C0716,1,032
10007155,10007155,C0760,1,018
10007155,10007155,C0906,1,065
10007155,10007155,C0906,1,066
10007155,10007155,C0952,1,028
10007155,10007155,C0961,1,037
10007155,10007155,C0965,1,041
10007155,10007155,C0965,1,048
10007155,10007155,C0968,1,035
10007155,10007155,C0979,1,054
10007155,10007155,C0983,1,090
10007155,10007155,C0983,1,053
10007155,10007155,C0984,1,053
10007155,10007155,C0984,1,090
10007155,10007155,C0995,1,075
10007155,10007155,C1042,1,059
10007155,10007155,C1045,1,075
10007155,10007155,C1067,1,037
10007155,10007155,C1082,1,100
10007155,10007155,C1083,1,096
10007155,10007155,C1087,1,090
10007155,10007155,C1095,1,090
10007155,10007155,C1095,1,075
10007155,10007155,C1255,1,069
10007155,10007155,C1255,1,075
10007155,10007155,C1264,1,062
10007155,10007155,C1346,1,069
10007155,10007155,C1492,1,083
10007155,10007155,C1504,1,032
10007155,10007155,C1508,1,064
10007155,10007155,C1508,1,019
10007155,10007155,C1509,1,019
10007155,10007155,C1509,1,054
10007155,10007155,C1515,1,035
10007155,10007155,C1565,2,054
10007155,10007155,C1582,2,105
10007155,10007155,C1582AL,2,105
10007155,10007155,C1582SV,2,105
10007155,10007155,C1585,1,076
10007155,10007155,C1586,1,069
10007155,10007155,C1586,1,054
10007155,10007155,C1592,2,054
10007155,10007155,C1595,1,031
10007155,10007155,C1611,1,101
10007155,10007155,C1611,1,075
10007155,10007155,C1656,1,058
10007155,10007155,C1663,1,075
10007155,10007155,C1663,1,076
10007155,10007155,C1665,1,019
10007155,10007155,C1665,1,062
10007155,10007155,C1671,1,035
10007155,10007155,C1685,1,060
10007155,10007155,C1685,1,061
10007155,10007155,C1690,1,076
10007155,10007155,C1690,1,090
10007155,10007155,C1727,1,053
10007155,10007155,C1727,1,083
10007155,10007155,C1732,1,031
10007155,10007155,C1791,1,035
10007155,10007155,C1791,1,069
10007155,10007155,C1802,1,035
10007155,10007155,C1802,1,046
10007155,10007155,C1810,1,005
10007155,10007155,C1823,1,052
10007155,10007155,C1824,1,052
10007155,10007155,C1826,1,052
10007155,10007155,C1847,2,061
10007155,10007155,C1847IE,2,061
10007155,10007155,C1889,1,037
10007155,10007155,C1912,1,100
10007155,10007155,C1989,1,105
10007155,10007155,C2038,1,060
10007155,10007155,C2039,1,054
10007155,10007155,C2068,1,053
10007155,10007155,C2074,1,019
10007155,10007155,C2074,2,019
10007155,10007155,C2113,2,054
10007155,10007155,C2143,1,105
10007155,10007155,C2148,1,075
10007155,10007155,C2149,1,083
10007155,10007155,C2149,1,059
10007155,10007155,C2149,1,052
10007155,10007155,C2150,1,073
10007155,10007155,C2172,1,096
10007155,10007155,C2174,1,040
10007155,10007155,C2175,1,040
10007155,10007155,C2181,1,054
10007155,10007155,C2181,1,019
10007155,10007155,C2187,1,035
10007155,10007155,C2194,1,043
10007155,10007155,C2196,1,098
10007155,10007155,C2280,1,059
10007155,10007155,C2280,1,052
10007155,10007155,C2280,1,083
10007155,10007155,C2286,1,009
10007155,10007155,C2286,2,009
10007155,10007155,C2290,1,042
10007155,10007155,C2308,1,035
10007155,10007155,C2308,1,061
10007155,10007155,C2318,1,026
10007155,10007155,C2325,1,018
10007155,10007155,C2325P,2,018
10007155,10007155,C2326,1,035
10007155,10007155,C2326,1,062
10007155,10007155,C2344,1,028
10007155,10007155,C2345,1,035
10007155,10007155,C2365,1,040
10007155,10007155,C2381,1,069
10007155,10007155,C2381,1,073
10007155,10007155,C2382,1,073
10007155,10007155,C2382,1,075
10007155,10007155,C2383,1,073
10007155,10007155,C2383,1,075
10007155,10007155,C2390,1,054
10007155,10007155,C2390,1,060
10007155,10007155,C2391,1,053
10007155,10007155,C2391,1,060
10007155,10007155,C2400,1,019
10007155,10007155,C2400,1,105
10007155,10007155,C2401,1,019
10007155,10007155,C2401,1,105
10007155,10007155,C2402,1,048
10007155,10007155,C2407,1,035
10007155,10007155,C2410,1,004
10007155,10007155,C2413,1,052
10007155,10007155,C2415,1,061
10007155,10007155,C2437,1,096
10007155,10007155,C2439,1,061
10007155,10007155,C2441,1,064
10007155,10007155,C2449,1,018
10007155,10007155,C2449P,2,018
10007155,10007155,C2454,1,061
10007155,10007155,C2459,2,056
10007155,10007155,C2495,1,098
10007155,10007155,C2501,1,016
10007155,10007155,C2502,1,012
10007155,10007155,C2503,1,012
10007155,10007155,C2513,1,005
10007155,10007155,C2515,1,035
10007155,10007155,C2516,1,047
10007155,10007155,C2526,1,035
10007155,10007155,C2526,1,063
10007155,10007155,C2545,1,005
10007155,10007155,C2546,1,026
10007155,10007155,C2547,1,026
10007155,10007155,C2553,1,048
10007155,10007155,C2554,1,035
10007155,10007155,C2555,1,063
10007155,10007155,C2583,1,008
10007155,10007155,C2584,1,084
10007155,10007155,C2595,1,028
10007155,10007155,C2596,1,028
10007155,10007155,C2597,1,028
10007155,10007155,C2598,1,031
10007155,10007155,C2599,1,029
10007155,10007155,C2605,1,018
10007155,10007155,C2605,1,019
10007155,10007155,C2609,1,026
10007155,10007155,C2647,1,061
10007155,10007155,C2647,1,062
10007155,10007155,C2651,1,069
10007155,10007155,C2652,1,069
10007155,10007155,C2652,1,101
10007155,10007155,C2653,1,100
10007155,10007155,C2661,1,042
10007155,10007155,C2663,1,005
10007155,10007155,C2700,1,035
10007155,10007155,C2701,1,101
10007155,10007155,C2718,1,010
10007155,10007155,C2719,1,010
10007156,10007156,A_AAG_S,1,059
10007156,10007156,A_AAG_S,1,091
10007156,10007156,A_AN_F,1,100
10007156,10007156,A_AN_S,1,100
10007156,10007156,A_CMIH_F,1,090
10007156,10007156,A_CMIH_F,2,090
10007156,10007156,A_CWAP_F,1,101
10007156,10007156,A_DCW_F,1,101
10007156,10007156,A_DCW_F,1,098
10007156,10007156,A_DM_F,1,096
10007156,10007156,A_DN_F,1,096
10007156,10007156,A_D_F,1,099
10007156,10007156,A_E$D_F,1,075
10007156,10007156,A_E$D_F,1,098
10007156,10007156,A_E$F_F,1,069
10007156,10007156,A_E$F_F,1,075
10007156,10007156,A_ECW_F,1,101
10007156,10007156,A_ECW_F,1,075
10007156,10007156,A_ELCW_F,1,101
10007156,10007156,A_ELCW_F,1,075
10007156,10007156,A_ELEL_F,1,075
10007156,10007156,A_ELG_F,1,075
10007156,10007156,A_EL_F,1,075
10007156,10007156,A_FADD_F,1,096
10007156,10007156,A_FIMS_F,1,096
10007156,10007156,A_FLM_F,1,069
10007156,10007156,A_FLP_F,1,069
10007156,10007156,A_FTSD_F,1,098
10007156,10007156,A_GDC_F,1,096
10007156,10007156,A_GD_F,1,096
10007156,10007156,A_GEO_F,1,057
10007156,10007156,A_GEO_F,2,057
10007156,10007156,A_IND_F,1,096
10007156,10007156,A_IPS_F,1,053
10007156,10007156,A_IRP_F,1,053
10007156,10007156,A_IRP_F,2,053
10007156,10007156,A_JEN_F,1,073
10007156,10007156,A_JEN_F,1,075
10007156,10007156,A_JM_F,1,073
10007156,10007156,A_JOB_F,1,073
10007156,10007156,A_MAP_F,1,098
10007156,10007156,A_MCMFY_F,1,097
10007156,10007156,A_MCM_F,1,097
10007156,10007156,A_MMAFY_F,1,097
10007156,10007156,A_MMA_F,1,097
10007156,10007156,A_MPMRF_F,1,097
10007156,10007156,A_MPMR_F,1,097
10007156,10007156,A_PHCC_F,1,100
10007156,10007156,A_PHOT_F,1,100
10007156,10007156,A_PHOT_S,1,100
10007156,10007156,A_POH_F,1,090
10007156,10007156,A_POH_F,1,053
10007156,10007156,A_POH_F,2,053
10007156,10007156,A_POH_F,2,090
10007156,10007156,A_PO_F,1,053
10007156,10007156,A_PO_F,2,053
10007156,10007156,A_SW_F,1,058
10007156,10007156,A_SW_F,2,058
10007156,10007156,A_TPP_F,1,098
10007156,10007156,A_TVR_F,1,069
10007156,10007156,A_TVR_F,1,098
10007156,10007156,A_VA_F,1,095
10007156,10007156,E_AC_F,1,046
10007156,10007156,E_AEF_F,1,038
10007156,10007156,E_AEPS_F,1,038
10007156,10007156,E_AE_F,1,038
10007156,10007156,E_CAE_F,1,041
10007156,10007156,E_CAE_F,1,047
10007156,10007156,E_CIF_F,1,041
10007156,10007156,E_CI_F,1,041
10007156,10007156,E_ELE_F,1,040
10007156,10007156,E_MEFY_F,1,037
10007156,10007156,E_ME_F,1,037
10007156,10007156,E_PME_F,1,037
10007156,10007156,E_PME_F,1,042
10007156,10007156,LB_CL_F,1,060
10007156,10007156,LB_CL_S,1,060
10007156,10007156,LB_LC_F,1,054
10007156,10007156,LB_LC_F,1,060
10007156,10007156,LB_LC_S,1,060
10007156,10007156,LB_LMD_F,1,060
10007156,10007156,LB_LMD_S,1,060
10007156,10007156,LB_LM_F,1,060
10007156,10007156,LB_LM_S,1,060
10007156,10007156,LB_L_F,1,060
10007156,10007156,LB_L_S,1,060
10007156,10007156,ME_AE_F,1,038
10007156,10007156,ME_AWPS_F,1,038
10007156,10007156,ME_CAE_F,1,041
10007156,10007156,ME_CAE_F,1,047
10007156,10007156,ME_CI_F,1,041
10007156,10007156,ME_ME_F,1,037
10007156,10007156,MP_PAT_F,1,026
10007156,10007156,MP_PN_F,1,026
10007156,10007156,MP_P_F,1,026
10007156,10007156,S_ADTB_F,1,047
10007156,10007156,S_ADTF_F,1,047
10007156,10007156,S_ADT_F,1,047
10007156,10007156,S_ADT_F,2,047
10007156,10007156,S_AF_F,1,065
10007156,10007156,S_AF_F,1,066
10007156,10007156,S_AF_S,1,065
10007156,10007156,S_AF_S,1,066
10007156,10007156,S_ARC_F,1,047
10007156,10007156,S_ARC_F,1,050
10007156,10007156,S_ARC_F,1,051
10007156,10007156,S_ARC_F,2,047
10007156,10007156,S_ARC_F,2,050
10007156,10007156,S_ARC_F,2,051
10007156,10007156,S_ATPS_F,1,038
10007156,10007156,S_B$E_F,1,052
10007156,10007156,S_B$E_F,1,061
10007156,10007156,S_B$E_S,1,052
10007156,10007156,S_B$E_S,1,061
10007156,10007156,S_B$MN_F,1,061
10007156,10007156,S_B$MN_S,1,061
10007156,10007156,S_BFMS_F,1,061
10007156,10007156,S_BFM_F,1,061
10007156,10007156,S_BFM_F,2,061
10007156,10007156,S_BFM_S,1,061
10007156,10007156,S_BINT_F,1,035
10007156,10007156,S_BINT_S,1,035
10007156,10007156,S_BIOM_F,1,011
10007156,10007156,S_BIOM_F,2,011
10007156,10007156,S_BIU_F,1,016
10007156,10007156,S_BI_F,1,016
10007156,10007156,S_BI_F,2,016
10007156,10007156,S_BLFY_F,1,012
10007156,10007156,S_BLU_F,1,012
10007156,10007156,S_BL_F,1,012
10007156,10007156,S_BL_F,2,012
10007156,10007156,S_BML_F,1,061
10007156,10007156,S_BML_S,1,061
10007156,10007156,S_BMSC_F,1,061
10007156,10007156,S_BMSP_F,1,067
10007156,10007156,S_BMSP_S,1,067
10007156,10007156,S_BTM_F,1,067
10007156,10007156,S_BTM_S,1,067
10007156,10007156,S_BUSB_F,1,048
10007156,10007156,S_BUSF_F,1,048
10007156,10007156,S_BUS_F,1,048
10007156,10007156,S_BUS_F,2,048
10007156,10007156,S_CI_F,1,041
10007156,10007156,S_CNP_F,1,019
10007156,10007156,S_CNP_F,1,011
10007156,10007156,S_CNP_F,2,019
10007156,10007156,S_CNP_F,2,011
10007156,10007156,S_CNW_F,1,035
10007156,10007156,S_CO_F,1,035
10007156,10007156,S_CPMB_F,1,048
10007156,10007156,S_CPMF_F,1,048
10007156,10007156,S_CPM_F,1,048
10007156,10007156,S_CPM_F,2,048
10007156,10007156,S_CRC_F,1,011
10007156,10007156,S_CRC_F,1,054
10007156,10007156,S_CRSO_F,1,054
10007156,10007156,S_CRSO_F,2,054
10007156,10007156,S_CR_F,1,054
10007156,10007156,S_CR_F,2,054
10007156,10007156,S_CSB_F,1,054
10007156,10007156,S_CSPS_F,1,058
10007156,10007156,S_CSPS_F,1,019
10007156,10007156,S_CSPS_F,2,058
10007156,10007156,S_CSPS_F,2,019
10007156,10007156,S_CVG_F,1,096
10007156,10007156,S_CVG_F,1,035
10007156,10007156,S_CVG_S,1,035
10007156,10007156,S_DR_F,1,010
10007156,10007156,S_ELM_S,1,061
10007156,10007156,S_EMFY_F,1,013
10007156,10007156,S_EMFY_F,1,030
10007156,10007156,S_EMFY_F,1,031
10007156,10007156,S_EMFY_F,2,030
10007156,10007156,S_EMFY_F,2,013
10007156,10007156,S_EMFY_F,2,031
10007156,10007156,S_EPAH_F,1,011
10007156,10007156,S_EPAH_F,1,018
10007156,10007156,S_EPAH_F,2,011
10007156,10007156,S_EPAH_F,2,018
10007156,10007156,S_EVM_F,1,030
10007156,10007156,S_EVM_F,2,030
10007156,10007156,S_FMA_F,1,032
10007156,10007156,S_FMA_S,1,032
10007156,10007156,S_GE_F,1,031
10007156,10007156,S_GE_F,2,031
10007156,10007156,S_HB$ID_F,1,003
10007156,10007156,S_HB$ID_F,1,012
10007156,10007156,S_HB$ID_F,1,015
10007156,10007156,S_HB$ID_F,2,003
10007156,10007156,S_HB$ID_F,2,012
10007156,10007156,S_HB$ID_F,2,015
10007156,10007156,S_HRMS_F,1,064
10007156,10007156,S_HRM_F,1,064
10007156,10007156,S_HRM_S,1,064
10007156,10007156,S_IB_F,1,061
10007156,10007156,S_IB_S,1,061
10007156,10007156,S_IEM_F,1,067
10007156,10007156,S_IEM_S,1,067
10007156,10007156,S_IPLD_F,1,058
10007156,10007156,S_MEC_F,1,025
10007156,10007156,S_MEC_F,2,025
10007156,10007156,S_MKS_F,1,062
10007156,10007156,S_MRK_F,1,062
10007156,10007156,S_MRK_S,1,062
10007156,10007156,S_MT_F,1,069
10007156,10007156,S_MT_F,1,040
10007156,10007156,S_MW_F,1,005
10007156,10007156,S_M_F,1,032
10007156,10007156,S_NAD_F,1,005
10007156,10007156,S_NCY_F,1,005
10007156,10007156,S_NME_F,1,005
10007156,10007156,S_OT_F,1,011
10007156,10007156,S_OT_F,2,011
10007156,10007156,S_PAP_F,1,026
10007156,10007156,S_PAT_F,1,026
10007156,10007156,S_PHP_F,1,011
10007156,10007156,S_PHP_F,2,011
10007156,10007156,S_PHY_F,1,003
10007156,10007156,S_PHY_F,2,003
10007156,10007156,S_PH_F,1,011
10007156,10007156,S_PH_F,2,011
10007156,10007156,S_PREB_F,1,063
10007156,10007156,S_PREF_F,1,063
10007156,10007156,S_PRE_F,1,063
10007156,10007156,S_PRE_F,2,063
10007156,10007156,S_PRO_F,1,010
10007156,10007156,S_PSCS_F,1,060
10007156,10007156,S_PSCS_F,1,019
10007156,10007156,S_PSC_F,1,025
10007156,10007156,S_PSC_F,2,025
10007156,10007156,S_PSS_F,1,019
10007156,10007156,S_PSV_F,1,040
10007156,10007156,S_PSYC_F,1,019
10007156,10007156,S_PSYC_F,1,060
10007156,10007156,S_PSYC_F,2,060
10007156,10007156,S_PSYC_F,2,019
10007156,10007156,S_PSY_F,1,019
10007156,10007156,S_PSY_F,2,019
10007156,10007156,S_PS_F,1,019
10007156,10007156,S_PS_F,2,019
10007156,10007156,S_PY_F,1,006
10007156,10007156,S_PY_F,2,006
10007156,10007156,S_P_F,1,026
10007156,10007156,S_QSB_F,1,048
10007156,10007156,S_QSF_F,1,048
10007156,10007156,S_QS_F,1,048
10007156,10007156,S_QS_F,2,048
10007156,10007156,S_SO_F,1,054
10007156,10007156,S_SO_F,2,054
10007156,10007156,S_SPR_F,1,003
10007156,10007156,S_SPR_F,1,011
10007156,10007156,S_SP_F,1,055
10007156,10007156,S_SP_F,2,055
10007156,10007156,S_SS_F,1,018
10007156,10007156,S_SS_F,2,018
10007156,10007156,S_SWE_F,1,035
10007156,10007156,S_W$PC_F,1,013
10007156,10007156,S_W$PC_F,2,013
10007156,10007156,S_WCZB_F,1,012
10007156,10007156,S_WCZB_F,1,013
10007156,10007156,S_WCZB_F,2,012
10007156,10007156,S_WCZB_F,2,013
10007156,10007156,S_WD_F,1,035
10007156,10007156,S_WD_S,1,035
10007156,10007156,S_Z_F,1,013
10007156,10007156,S_Z_F,2,013
10007157,10007157,0G31,1,040
10007157,10007157,2A47,1,035
10007157,10007157,2A47,1,040
10007157,10007157,2G36,1,037
10007157,10007157,2G91,1,041
10007157,10007157,2H26,1,041
10007157,10007157,2S15,1,037
10007157,10007157,8L16,1,040
10007157,10007157,8L55,1,041
10007157,10007157,8M74,1,035
10007157,10007157,8M74,1,040
10007157,10007157,8T63,1,041
10007157,10007157,A100,1,001
10007157,10007157,A200,1,002
10007157,10007157,B520,1,008
10007157,10007157,B620,1,009
10007157,10007157,B900,1,011
10007157,10007157,B901,1,011
10007157,10007157,B902,1,011
10007157,10007157,B909,1,011
10007157,10007157,B911,1,011
10007157,10007157,B990,1,011
10007157,10007157,B990,2,011
10007157,10007157,B991,1,005
10007157,10007157,C100,1,012
10007157,10007157,C101,1,012
10007157,10007157,C109,1,012
10007157,10007157,C10C,1,012
10007157,10007157,C180,1,012
10007157,10007157,C189,1,012
10007157,10007157,C1R9,1,012
10007157,10007157,C1R9,1,083
10007157,10007157,C200,1,017
10007157,10007157,C209,1,017
10007157,10007157,C300,1,013
10007157,10007157,C309,1,013
10007157,10007157,C400,1,014
10007157,10007157,C409,1,014
10007157,10007157,C431,1,014
10007157,10007157,C433,1,014
10007157,10007157,C440,1,016
10007157,10007157,C449,1,016
10007157,10007157,C500,1,015
10007157,10007157,C509,1,015
10007157,10007157,C521,1,015
10007157,10007157,C523,1,015
10007157,10007157,C700,1,016
10007157,10007157,C709,1,016
10007157,10007157,C720,1,016
10007157,10007157,C741,1,016
10007157,10007157,C749,1,016
10007157,10007157,C790,1,016
10007157,10007157,C791,1,016
10007157,10007157,C800,1,019
10007157,10007157,C801,1,019
10007157,10007157,CC45,1,014
10007157,10007157,CC45,1,015
10007157,10007157,CC47,1,014
10007157,10007157,CC47,1,016
10007157,10007157,CC4C,1,014
10007157,10007157,CC4C,1,015
10007157,10007157,CC4R,1,014
10007157,10007157,CC4R,1,016
10007157,10007157,CC74,1,014
10007157,10007157,CC74,1,016
10007157,10007157,CC75,1,015
10007157,10007157,CC75,1,016
10007157,10007157,CC79,1,015
10007157,10007157,CC79,1,016
10007157,10007157,CC7C,1,014
10007157,10007157,CC7C,1,016
10007157,10007157,DENU03,1,002
10007157,10007157,F100,1,025
10007157,10007157,F105,1,025
10007157,10007157,F106,1,025
10007157,10007157,F107,1,025
10007157,10007157,F107,1,083
10007157,10007157,F108,1,025
10007157,10007157,F108,1,076
10007157,10007157,F109,1,076
10007157,10007157,F109,1,025
10007157,10007157,F2H8,1,044
10007157,10007157,F2H8,1,042
10007157,10007157,F300,1,026
10007157,10007157,F301,1,026
10007157,10007157,F304,1,026
10007157,10007157,F305,1,026
10007157,10007157,F321,1,026
10007157,10007157,F335,1,026
10007157,10007157,F344,1,026
10007157,10007157,F350,1,026
10007157,10007157,F371,1,026
10007157,10007157,F3F5,1,026
10007157,10007157,F3G4,1,026
10007157,10007157,F3G4,1,035
10007157,10007157,F3GK,1,026
10007157,10007157,F3GK,1,035
10007157,10007157,F3V5,1,093
10007157,10007157,F3V5,1,026
10007157,10007157,F400,1,091
10007157,10007157,F401,1,091
10007157,10007157,F410,1,091
10007157,10007157,F800,1,031
10007157,10007157,F801,1,031
10007157,10007157,F802,1,031
10007157,10007157,F803,1,031
10007157,10007157,F804,1,031
10007157,10007157,F900,1,031
10007157,10007157,F901,1,031
10007157,10007157,F902,1,031
10007157,10007157,F903,1,031
10007157,10007157,FF35,1,026
10007157,10007157,FF3M,1,026
10007157,10007157,FH21,1,044
10007157,10007157,FHF1,1,044
10007157,10007157,FV35,1,026
10007157,10007157,FV35,1,093
10007157,10007157,FV41,1,091
10007157,10007157,FV41,1,090
10007157,10007157,G100,1,032
10007157,10007157,G102,1,032
10007157,10007157,G103,1,032
10007157,10007157,G106,1,032
10007157,10007157,G110,1,032
10007157,10007157,G112,1,032
10007157,10007157,G1R1,1,032
10007157,10007157,G1R1,1,079
10007157,10007157,G1R2,1,032
10007157,10007157,G1R2,1,080
10007157,10007157,G1R4,1,032
10007157,10007157,G1R4,1,082
10007157,10007157,G400,1,035
10007157,10007157,G402,1,035
10007157,10007157,G403,1,035
10007157,10007157,G404,1,035
10007157,10007157,G490,1,035
10007157,10007157,G491,1,035
10007157,10007157,G495,1,035
10007157,10007157,G496,1,035
10007157,10007157,G4G1,1,032
10007157,10007157,G4G1,1,035
10007157,10007157,G4G2,1,035
10007157,10007157,G4G2,1,032
10007157,10007157,G500,1,035
10007157,10007157,G500,1,040
10007157,10007157,G600,1,035
10007157,10007157,G604,1,035
10007157,10007157,G650,1,035
10007157,10007157,G654,1,035
10007157,10007157,G700,1,035
10007157,10007157,G704,1,035
10007157,10007157,GG41,1,032
10007157,10007157,GG41,1,035
10007157,10007157,GG42,1,032
10007157,10007157,GG42,1,035
10007157,10007157,GG74,1,035
10007157,10007157,GG75,1,035
10007157,10007157,GN13,1,065
10007157,10007157,GN13,1,032
10007157,10007157,GN52,1,035
10007157,10007157,GN53,1,035
10007157,10007157,GN53,1,063
10007157,10007157,H100,1,036
10007157,10007157,H104,1,036
10007157,10007157,H130,1,035
10007157,10007157,H130,1,040
10007157,10007157,H1NF,1,063
10007157,10007157,H1NF,1,040
10007157,10007157,H200,1,041
10007157,10007157,H202,1,041
10007157,10007157,H210,1,041
10007157,10007157,H2T9,1,041
10007157,10007157,H2T9,1,083
10007157,10007157,H300,1,037
10007157,10007157,H302,1,037
10007157,10007157,H304,1,037
10007157,10007157,H305,1,037
10007157,10007157,H360,1,037
10007157,10007157,H361,1,037
10007157,10007157,H3H6,1,037
10007157,10007157,H3H8,1,037
10007157,10007157,H3R1,1,037
10007157,10007157,H3R1,1,079
10007157,10007157,H3R2,1,037
10007157,10007157,H3R2,1,080
10007157,10007157,H3R3,1,081
10007157,10007157,H3R3,1,037
10007157,10007157,H3R4,1,037
10007157,10007157,H3R4,1,082
10007157,10007157,H3T7,1,037
10007157,10007157,H400,1,038
10007157,10007157,H401,1,044
10007157,10007157,H402,1,038
10007157,10007157,H403,1,044
10007157,10007157,H404,1,038
10007157,10007157,H405,1,038
10007157,10007157,H406,1,038
10007157,10007157,H460,1,038
10007157,10007157,H490,1,038
10007157,10007157,H610,1,040
10007157,10007157,H611,1,040
10007157,10007157,H613,1,040
10007157,10007157,H614,1,040
10007157,10007157,H615,1,040
10007157,10007157,H616,1,040
10007157,10007157,H620,1,040
10007157,10007157,H621,1,040
10007157,10007157,H622,1,040
10007157,10007157,H623,1,040
10007157,10007157,H628,1,040
10007157,10007157,H629,1,040
10007157,10007157,H633,1,040
10007157,10007157,H634,1,040
10007157,10007157,H645,1,040
10007157,10007157,H647,1,040
10007157,10007157,H648,1,040
10007157,10007157,H649,1,040
10007157,10007157,H651,1,040
10007157,10007157,H654,1,040
10007157,10007157,H660,1,040
10007157,10007157,H673,1,040
10007157,10007157,H675,1,040
10007157,10007157,H67H,1,040
10007157,10007157,H67I,1,040
10007157,10007157,H690,1,040
10007157,10007157,H6T9,1,040
10007157,10007157,H6T9,1,083
10007157,10007157,H800,1,042
10007157,10007157,H804,1,042
10007157,10007157,H810,1,042
10007157,10007157,H840,1,042
10007157,10007157,H8F1,1,025
10007157,10007157,H8F1,1,042
10007157,10007157,H8J7,1,042
10007157,10007157,H8J7,1,046
10007157,10007157,H8T9,1,083
10007157,10007157,H8T9,1,042
10007157,10007157,H990,1,042
10007157,10007157,HK21,1,041
10007157,10007157,HK21,1,047
10007157,10007157,HK2D,1,041
10007157,10007157,HN62,1,040
10007157,10007157,HN62,1,063
10007157,10007157,J200,1,044
10007157,10007157,J500,1,044
10007157,10007157,J505,1,044
10007157,10007157,J591,1,044
10007157,10007157,J5R9,1,044
10007157,10007157,JH51,1,044
10007157,10007157,JH56,1,044
10007157,10007157,JH5P,1,044
10007157,10007157,K100,1,047
10007157,10007157,K3K4,1,049
10007157,10007157,K400,1,050
10007157,10007157,K401,1,050
10007157,10007157,K441,1,050
10007157,10007157,KC39,1,049
10007157,10007157,KK13,1,047
10007157,10007157,KK13,1,049
10007157,10007157,L100,1,052
10007157,10007157,L101,1,052
10007157,10007157,L1N3,1,065
10007157,10007157,L1N3,1,052
10007157,10007157,L201,1,053
10007157,10007157,L210,1,053
10007157,10007157,L300,1,054
10007157,10007157,L301,1,054
10007157,10007157,L305,1,057
10007157,10007157,L390,1,054
10007157,10007157,L391,1,054
10007157,10007157,L391,1,069
10007157,10007157,L431,1,057
10007157,10007157,L432,1,057
10007157,10007157,L435,1,057
10007157,10007157,L700,1,059
10007157,10007157,L701,1,059
10007157,10007157,L702,1,059
10007157,10007157,L722,1,050
10007157,10007157,L790,1,050
10007157,10007157,LG11,1,052
10007157,10007157,LG11,1,032
10007157,10007157,LK74,1,050
10007157,10007157,LL12,1,052
10007157,10007157,LL12,1,053
10007157,10007157,LL23,1,053
10007157,10007157,LL23,1,054
10007157,10007157,LL24,1,053
10007157,10007157,LL34,1,054
10007157,10007157,LL34,1,055
10007157,10007157,LV15,1,052
10007157,10007157,LV15,1,093
10007157,10007157,LV25,1,053
10007157,10007157,LV25,1,093
10007157,10007157,M100,1,060
10007157,10007157,M120,1,060
10007157,10007157,M1M2,1,060
10007157,10007157,M1M2,1,079
10007157,10007157,M1M3,1,060
10007157,10007157,M1M3,1,080
10007157,10007157,M1M4,1,060
10007157,10007157,M1M4,1,082
10007157,10007157,M1M5,1,060
10007157,10007157,M1M5,1,087
10007157,10007157,M900,1,060
10007157,10007157,M930,1,060
10007157,10007157,N120,1,063
10007157,10007157,N200,1,063
10007157,10007157,N420,1,066
10007157,10007157,NG21,1,032
10007157,10007157,NG21,1,063
10007157,10007157,NG41,1,032
10007157,10007157,NG41,1,066
10007157,10007157,NL21,1,052
