PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,SBJ
10001144,10001144,28HNDGDSHE,1,096
10001144,10001144,28HNDMUIHE,1,097
10001144,10001144,28HNDPHTHE,1,100
10001144,10001144,71HNDABWHE,1,021
10001144,10001144,71HNDANMHE,1,021
10001144,10001144,71HNDPSVHE,1,053
10001144,10001144,79HNDCMSEK,1,035
10001144,10001144,79HNDCONEK,1,048
10001144,10001144,BUSI(FINANC)-HND,1,061
10001144,10001144,BUSI(FINANC)-HND,1,065
10001144,10001144,BUSI(LAW)-HND,1,060
10001144,10001144,BUSI(LAW)-HND,1,061
10001144,10001144,BUSI(MARK)-HND,1,061
10001144,10001144,BUSI(MARK)-HND,1,062
10001165,10001165,HE_Early_Years,1,105
10001165,10001165,HE_Teaching_Learning_Support,1,103
10001196,10001196,309,2,106
10001196,10001196,309F,1,106
10001196,10001196,8678,1,035
10001196,10001196,8678P,2,035
10001207,10001207,CH1001,1,103
10001207,10001207,CH1011,1,105
10001207,10001207,CH1054,1,011
10001282,10001282,21FAHE-N-AHE1,1,047
10001282,10001282,21FAHT-N-AHT1,1,047
10001282,10001282,21FASX-N-ASX3CCH,1,018
10001282,10001282,21FBLT-N-BLT1,1,061
10001282,10001282,21FCES-N-CES1,1,058
10001282,10001282,21FDFI-N-DFI1,1,096
10001282,10001282,21FEBZ-N-EBZ1,1,061
10001282,10001282,21FEPM-N-EPM1,1,108
10001282,10001282,21FFHN-N-FHN1,1,096
10001282,10001282,21FFSM-N-FSM1,1,096
10001282,10001282,21FIAH-N-IAH1,1,047
10001282,10001282,21FJAH-N-ANR1,1,005
10001282,10001282,21FJOU-N-JOU1,1,073
10001282,10001282,21FMAY-N-MAY1,1,060
10001282,10001282,21FMDW-N-MDW1,1,005
10001282,10001282,21FMNU-N-CNU1,1,005
10001282,10001282,21FMNU-N-MHN1,1,005
10001282,10001282,21FNUA-N-NUA1,1,005
10001282,10001282,21FNUR-N-NUC1,1,005
10001282,10001282,21FNUR-N-NUL1,1,005
10001282,10001282,21FNUR-N-NUM1,1,005
10001282,10001282,21FOPT-N-OPT1,1,011
10001282,10001282,21FPCY-N-PCY1,1,019
10001282,10001282,21FPHS-N-PSO1,1,003
10001282,10001282,21FSGT-N-SGT1,1,018
10001282,10001282,21FSPG-N-SPG1,1,018
10001282,10001282,21FSPV-N-SPV1,1,018
10001282,10001282,21FSWO-N-PSR1,1,058
10001282,10001282,21FSXN-N-SXN1,1,018
10001282,10001282,21FSXR-N-SXR1,1,018
10001282,10001282,21PAHT-N-AHT1,2,047
10001282,10001282,21PBDV-N-BDV1,2,048
10001282,10001282,21PBOM-N-BOM1,2,012
10001282,10001282,21PCZP-N-CZP1,2,048
10001282,10001282,21PELN-N-ELN1,2,040
10001282,10001282,21PELZ-N-ELZ1,2,040
10001282,10001282,21PLEM-N-LEM1,2,061
10001282,10001282,21PLUG-N-LAW1,2,060
10001282,10001282,21PMAA-N-MAA1,2,041
10001282,10001282,21PMAB-N-MAB1,2,037
10001282,10001282,21PMAM-N-MAM1,2,037
10001282,10001282,21PMAZ-N-MAZ1,2,041
10001282,10001282,21PMEW-N-MEW1,2,037
10001282,10001282,21PMEY-N-MEY1,2,037
10001282,10001282,21PQTS-N-QTS1,2,048
10001282,10001282,21PREZ-N-REZ1,2,048
10001282,10001282,21SACG-N-ACG1,1,066
10001282,10001282,21SADH-N-ADH1,1,102
10001282,10001282,21SAEG-N-AEG1,1,037
10001282,10001282,21SAFY-N-AFY1,1,027
10001282,10001282,21SAME-N-AME1,1,037
10001282,10001282,21SANM-N-ANM1,1,096
10001282,10001282,21SAST-N-AST1,1,075
10001282,10001282,21SAST-N-AST1,1,090
10001282,10001282,21SBAG-N-BSL3ACG,1,061
10001282,10001282,21SBDV-N-BDV1,1,048
10001282,10001282,21SBFL-N-BSL3FLM,1,061
10001282,10001282,21SBHU-N-BSL3HUR,1,061
10001282,10001282,21SBIG-N-BIG1,1,012
10001282,10001282,21SBIN-N-BSL3INM,1,061
10001282,10001282,21SBLO-N-BSL3LSU,1,061
10001282,10001282,21SBMG-N-BSL3MNT,1,061
10001282,10001282,21SBMX-N-BSL3MMA,1,061
10001282,10001282,21SBNM-N-BNM1,1,061
10001282,10001282,21SBNV-N-BNV1,1,051
10001282,10001282,21SBOM-N-BOM1,1,012
10001282,10001282,21SBRP-N-BSL3ERP,1,035
10001282,10001282,21SBRP-N-BSL3ERP,1,061
10001282,10001282,21SBSZ-N-BSL3ECZ,1,061
10001282,10001282,21SBTO-N-BSL3TOR,1,061
10001282,10001282,21SCAI-N-CSC3ARI,1,035
10001282,10001282,21SCCS-N-CCS1,1,035
10001282,10001282,21SCDF-N-CDI1,1,035
10001282,10001282,21SCGD-N-CSD3GDV,1,035
10001282,10001282,21SCHY-N-CHY1,1,025
10001282,10001282,21SCIE-N-CIE1,1,041
10001282,10001282,21SCIV-N-CIV1,1,041
10001282,10001282,21SCIZ-N-CIZ1,1,035
10001282,10001282,21SCMB-N-MCM3BNS,1,073
10001282,10001282,21SCMF-N-CMG2FRS,1,025
10001282,10001282,21SCMF-N-CMG2FRS,1,054
10001282,10001282,21SCMG-N-CMG1,1,054
10001282,10001282,21SCNS-N-CNE1,1,035
10001282,10001282,21SCOF-N-COF1,1,035
10001282,10001282,21SCSA-N-CSC3AGV,1,035
10001282,10001282,21SCSD-N-CSD3WDE,1,035
10001282,10001282,21SCSG-N-CSC3GAD,1,035
10001282,10001282,21SCSI-N-CSI1,1,035
10001282,10001282,21SCSN-N-CSN1,1,035
10001282,10001282,21SCSO-N-CMG2SCG,1,054
10001282,10001282,21SCSR-N-CSD3AGR,1,035
10001282,10001282,21SCST-N-CSD3AIN,1,035
10001282,10001282,21SCSW-N-CSC3WED,1,035
10001282,10001282,21SCZP-N-CZP1,1,048
10001282,10001282,21SDRM-N-DRM1,1,098
10001282,10001282,21SEFY-N-EFY1,1,043
10001282,10001282,21SEGC-N-EGL2CWR,1,075
10001282,10001282,21SEGL-N-EGL1,1,075
10001282,10001282,21SEHZ-N-EGL2HTR,1,075
10001282,10001282,21SEHZ-N-EGL2HTR,1,090
10001282,10001282,21SELN-N-ELN1,1,040
10001282,10001282,21SELZ-N-ELZ1,1,040
10001282,10001282,21SENE-N-ENE1,1,031
10001282,10001282,21SFAR-N-FAR1,1,095
10001282,10001282,21SFHC-N-FHC1,1,096
10001282,10001282,21SFRS-N-FRS1,1,025
10001282,10001282,21SFSU-N-FSU1,1,007
10001282,10001282,21SFTZ-N-FTZ1,1,100
10001282,10001282,21SFVM-N-FVM1,1,061
10001282,10001282,21SFVP-N-FVP1,1,100
10001282,10001282,21SFYB-N-FYB1,1,061
10001282,10001282,21SFYH-N-FYH1,1,075
10001282,10001282,21SFYH-N-FYH1,1,090
10001282,10001282,21SFYL-N-FYL1,1,060
10001282,10001282,21SFYS-N-FYS1,1,054
10001282,10001282,21SGEH-N-GEH1,1,031
10001282,10001282,21SGEN-N-GEN1,1,031
10001282,10001282,21SGEY-N-GEY1,1,059
10001282,10001282,21SGRP-N-GRP1,1,096
10001282,10001282,21SGUC-N-GUC1,1,058
10001282,10001282,21SHPZ-N-HTR2PLT,1,053
10001282,10001282,21SHPZ-N-HTR2PLT,1,090
10001282,10001282,21SHTR-N-HTR1,1,090
10001282,10001282,21SHUG-N-HUG1,1,059
10001282,10001282,21SHUR-N-HUR1,1,061
10001282,10001282,21SICR-N-ICS3ASR,1,026
10001282,10001282,21SICS-N-ICS1,1,026
10001282,10001282,21SIDE-N-IDE1,1,096
10001282,10001282,21SIDS-N-IDS1,1,096
10001282,10001282,21SIHS-N-IHS1,1,058
10001282,10001282,21SINA-N-INB3SAN,1,061
10001282,10001282,21SINA-N-INB3SAN,1,082
10001282,10001282,21SINB-N-INB1,1,061
10001282,10001282,21SINE-N-INB3FRC,1,061
10001282,10001282,21SINE-N-INB3FRC,1,079
10001282,10001282,21SIRP-N-IRP1,1,053
10001282,10001282,21SITX-N-ITX1,1,035
10001282,10001282,21SJOE-N-JOU2EGL,1,075
10001282,10001282,21SJOE-N-JOU2EGL,1,073
10001282,10001282,21SLAL-N-LST2EGL,1,075
10001282,10001282,21SLIL-N-LWZ3ILB,1,060
10001282,10001282,21SLIL-N-LWZ3ILB,1,061
10001282,10001282,21SLST-N-LST1,1,075
10001282,10001282,21SLWB-N-LWZ3BSL,1,060
10001282,10001282,21SLWB-N-LWZ3BSL,1,061
10001282,10001282,21SLWZ-N-LWZ1,1,060
10001282,10001282,21SMAA-N-MAA1,1,041
10001282,10001282,21SMAU-N-MAU1,1,037
10001282,10001282,21SMAZ-N-MAZ1,1,041
10001282,10001282,21SMCA-N-MCM3AVT,1,073
10001282,10001282,21SMCH-N-MCH1,1,025
10001282,10001282,21SMCU-N-MCM1,1,073
10001282,10001282,21SMEA-N-MEA1,1,037
10001282,10001282,21SMEJ-N-MEI2JOU,1,073
10001282,10001282,21SMEJ-N-MEI2JOU,1,100
10001282,10001282,21SMEW-N-MEW1,1,037
10001282,10001282,21SMEY-N-MEY1,1,037
10001282,10001282,21SMIM-N-MIM1,1,032
10001282,10001282,21SMMA-N-MMA1,1,061
10001282,10001282,21SMPR-N-MCM3WPR,1,073
10001282,10001282,21SMTC-N-MTH2CSI,1,032
10001282,10001282,21SMTC-N-MTH2CSI,1,035
10001282,10001282,21SMTH-N-MTH1,1,032
10001282,10001282,21SMTP-N-MTH2PHI,1,026
10001282,10001282,21SMTP-N-MTH2PHI,1,032
10001282,10001282,21SPHA-N-PHI3ASY,1,026
10001282,10001282,21SPHG-N-PHG1,1,031
10001282,10001282,21SPHI-N-PHI1,1,026
10001282,10001282,21SPSG-N-PSG1,1,031
10001282,10001282,21SQTS-N-QTS1,1,048
10001282,10001282,21SREZ-N-REZ1,1,048
10001282,10001282,21SSCG-N-SCG1,1,054
10001282,10001282,21STDF-N-TDF1,1,096
10001282,10001282,21STDS-N-TDS1,1,035
10001282,10001282,21STEM-N-TEM1,1,061
10001282,10001282,25FOPD-N-OPD4,1,005
10001309,10006299,UCWT-08397,2,105
10001378,10001378,FDAFTCRMJST,1,060
10001378,10001378,FDSFTAPPCOM,1,035
10001378,10001378,FDSFTHREFIT,1,102
10001378,10001378,FDSFTHREFIT,2,102
10001378,10001378,FDSFTPSYHST,1,019
10001378,10001378,FDSFTSPOCOA,1,018
10001378,10001378,FDSFTSPOCOA,2,018
10001378,10001378,FDSPTAPPCOM,2,035
10001378,10001378,FDSPTBUSMGT,2,061
10001378,10001378,FDSPTBUSMGT,2,063
10001378,10001378,FDSPTCHIDYP,2,058
10001378,10001378,FDSPTSPECED,2,058
10001378,10001378,HNDFTARTDES,1,095
10001378,10001378,HNDFTBUSINE,1,061
10001378,10001378,HNDFTCMCGD,1,100
10001378,10001378,HNDFTCONSTR,1,041
10001378,10001378,HNDFTCONSTR,1,048
10001378,10001378,HNDFTCREMED,1,100
10001378,10001378,HNDFTELCENG,1,040
10001378,10001378,HNDFTELCENG,2,040
10001378,10001378,HNDFTPERART,1,098
10001378,10001378,HNDPTMECENG,1,037
10001378,10001378,HNDPTMECENG,2,037
10001386,10001386,FdAInclPerf,1,098
10001446,10001446,50083004,1,018
10001446,10001446,FAHL,1,090
10001457,10001457,course_1,1,012
10001457,10001457,course_2,1,097
10001457,10001457,course_3,1,100
10001457,10001457,course_4,1,067
10001457,10001457,course_5,1,067
10001457,10001457,course_6,1,067
10001457,10001457,course_6,1,023
10001457,10001457,course_7,1,061
10001457,10001457,course_8,1,067
10001457,10001457,course_9,1,063
10001458,10001458,HDPAAF,1,098
10001458,10001458,HDPADF,1,098
10001465,10001465,M52BHD5BDH1A-1,1,061
10001465,10001465,M52ECN4BDH1A-1,2,040
10001465,10001465,M52HNM5BEH1A-1,1,097
10001465,10001465,M52HNT5BEH1A-1,1,097
10001465,10001465,M52MEC5BDH1A-1,2,037
10001465,10001465,M52SES5BDH1A-1,1,018
10001465,10001465,M53CBS4BDH3A-1,1,035
10001465,10001465,M53CFS5BDH1A-1,1,035
10001465,10001465,S52CST5BDH1A-1,2,041
10001465,10001465,S52CST5BDH1A-1,2,048
10001467,10001467,HBF1426A01,1,035
10001467,10001467,HBF1521A01,1,061
10001467,10001467,HBF1524A01,1,061
10001467,10001467,HBF1526A01,1,006
10001467,10001467,HBF1532A01,1,035
10001467,10001467,HBF1532A01,2,035
10001467,10001467,HBF1533B01,1,035
10001467,10001467,HBF1533B01,2,035
10001467,10001467,HBF1537A01,1,011
10001467,10001467,HBF1781B01,1,011
10001467,10001467,HBF1781B01,2,011
10001467,10001467,HGF1522A01,1,096
10001467,10001467,HGF1525A01,1,096
10001467,10001467,HGF1525A01,2,096
10001467,10001467,HGF1528A01,1,096
10001467,10001467,HGF1528A01,2,096
10001467,10001467,HGF1529A01,1,100
10001467,10001467,HGF1529A01,2,100
10001467,10001467,HPF1531A01,1,038
10001467,10001467,HTF1530A01,1,098
10001474,10006299,USSX-02511,1,018
10001474,10006299,USSX-09636,1,018
10001475,10001475,KIS00025,2,019
10001475,10001475,KIS00031,1,018
10001475,10001475,KIS00048,1,097
10001475,10001475,KIS00049,1,099
10001475,10001475,KIS00050,1,098
10001475,10001475,KIS00109,2,058
10001475,10001475,KIS00110,1,058
10001475,10001475,SC002,1,011
10001475,10001475,SC003,1,061
10001475,10001475,SC004,1,067
10001475,10001475,SC005,1,035
10001475,10001475,SC008,1,018
10001475,10001475,SC011,1,037
10001475,10001475,SC012,1,040
10001475,10001475,SC013,1,067
10001475,10001475,SC014,1,095
10001476,10001476,001931,1,097
10001478,10001478,UJEWAC,1,052
10001478,10001478,UJEWAC,1,066
10001478,10001478,UJIPOS,1,053
10001478,10001478,UJIPOS,1,054
10001478,10001478,UJMCSO,1,054
10001478,10001478,UJMCSO,1,069
10001478,10001478,UMCRSO,1,054
10001478,10001478,UMCRSO,1,060
10001478,10001478,UMSOPS,1,019
10001478,10001478,UMSOPS,1,054
10001478,10001478,USACFF,1,065
10001478,10001478,USACFF,1,066
10001478,10001478,USACTC,1,065
10001478,10001478,USACTF,1,065
10001478,10001478,USAERB,1,038
10001478,10001478,USAERF,1,038
10001478,10001478,USAERM,1,038
10001478,10001478,USAFFF,1,065
10001478,10001478,USAFFF,1,066
10001478,10001478,USBCSW,1,035
10001478,10001478,USBFIN,1,065
10001478,10001478,USBIFI,1,065
10001478,10001478,USBIMB,1,040
10001478,10001478,USBIMM,1,040
10001478,10001478,USBUST,1,061
10001478,10001478,USCACI,1,102
10001478,10001478,USCIVB,1,041
10001478,10001478,USCIVF,1,041
10001478,10001478,USCIVM,1,041
10001478,10001478,USCOSC,1,035
10001478,10001478,USCRIM,1,054
10001478,10001478,USCRPS,1,019
10001478,10001478,USCRPS,1,054
10001478,10001478,USCSCI,1,035
10001478,10001478,USCSCS,1,035
10001478,10001478,USCSGT,1,035
10001478,10001478,USECON,1,052
10001478,10001478,USELEB,1,040
10001478,10001478,USELEF,1,040
10001478,10001478,USELEM,1,040
10001478,10001478,USENGB,1,036
10001478,10001478,USENGL,1,075
10001478,10001478,USENGM,1,036
10001478,10001478,USFIEC,1,052
10001478,10001478,USGTEC,1,035
10001478,10001478,USHEAL,1,058
10001478,10001478,USIFRM,1,065
10001478,10001478,USIPEC,1,053
10001478,10001478,USIPOL,1,053
10001478,10001478,USJOUR,1,073
10001478,10001478,USLEPR,2,060
10001478,10001478,USLLAW,1,060
10001478,10001478,USMAFN,1,032
10001478,10001478,USMAFN,1,065
10001478,10001478,USMANG,1,063
10001478,10001478,USMECB,1,037
10001478,10001478,USMECF,1,037
10001478,10001478,USMECM,1,037
10001478,10001478,USMIDB,1,005
10001478,10001478,USMUSC,1,097
10001478,10001478,USMUST,1,097
10001478,10001478,USNUAB,1,005
10001478,10001478,USNUCB,1,005
10001478,10001478,USNUMB,1,005
10001478,10001478,USOPDI,1,008
10001478,10001478,USOPTY,1,008
10001478,10001478,USPOLS,1,053
10001478,10001478,USPSYC,1,019
10001478,10001478,USRDIA,1,010
10001478,10001478,USRTHY,1,010
10001478,10001478,USSLTY,1,009
10001478,10001478,USSOCI,1,054
10001478,10001478,USSPLS,1,009
10001503,10001503,HBACF,1,100
10001503,10001503,HBACI,1,102
10001503,10001503,HBACT,1,102
10001503,10001503,HBAFA,1,095
10001503,10001503,HBAFS,1,102
10001503,10001503,HBAGC,1,074
10001503,10001503,HBAIC,1,096
10001503,10001503,HBAPD,1,098
10001503,10001503,HBAPH,1,100
10001503,10001503,HBATX,1,096
10001535,10001535,ZE1BSIT,1,035
10001535,10001535,ZE1BSIT,2,035
10001535,10001535,ZE1FDITF,1,035
10001535,10001535,ZE1FDITF,2,035
10001535,10001535,ZE2BAME,1,097
10001535,10001535,ZE2BAME,2,097
10001535,10001535,ZH1BAFAF,1,095
10001535,10001535,ZH1BAFAF,2,095
10001535,10001535,ZH1BAFTF,1,095
10001535,10001535,ZH1BAFTF,1,096
10001535,10001535,ZH1BAFTF,2,095
10001535,10001535,ZH1BAFTF,2,096
10001535,10001535,ZH1BAGDF,1,095
10001535,10001535,ZH1BAGDF,1,096
10001535,10001535,ZH1BAGDF,2,095
10001535,10001535,ZH1BAGDF,2,096
10001535,10001535,ZH1BAPHF,1,100
10001535,10001535,ZH1BAPHF,2,100
10001535,10001535,ZH1BATDF,1,095
10001535,10001535,ZH1BATDF,1,102
10001535,10001535,ZH1BATDF,2,095
10001535,10001535,ZH1BATDF,2,102
10001535,10001535,ZH1FDPHF,1,100
10001535,10001535,ZH1FDPHF,2,100
10001535,10001535,ZH2BACOF,1,011
10001535,10001535,ZH2BACOF,2,011
10001535,10001535,ZH2BAHSF,1,011
10001535,10001535,ZH2BAHSF,1,058
10001535,10001535,ZH2BAHSF,2,011
10001535,10001535,ZH2BAHSF,2,058
10001535,10001535,ZH3BACPF,1,098
10001535,10001535,ZH3BACPF,2,098
10001535,10001535,ZH3BAMTF,1,097
10001535,10001535,ZH3BAMTF,2,097
10001535,10001535,ZH3BAPMF,1,097
10001535,10001535,ZH3BAPMF,2,097
10001535,10001535,ZH3BATTF,1,098
10001535,10001535,ZH3BATTF,2,098
10001535,10001535,ZH3FDPMF,1,097
10001535,10001535,ZH3FDPMF,2,097
10001535,10001535,ZH3FDTTF,1,098
10001535,10001535,ZH3FDTTF,2,098
10001535,10001535,ZH6BAEYF,1,058
10001535,10001535,ZH6BAEYF,1,105
10001535,10001535,ZH6BAEYF,2,058
10001535,10001535,ZH6BAEYF,2,105
10001535,10001535,ZT1BSCCF,1,048
10001535,10001535,ZT1BSCCF,2,048
10001535,10001535,ZT1BSCSF,1,048
10001535,10001535,ZT1BSCSF,2,048
10001535,10001535,ZT1FDCMF,1,048
10001535,10001535,ZT1FDCMF,2,048
10001548,10001548,FN4MCNCH_6DA21A,1,011
10001549,10001549,BEFCD1AW,1,035
10001549,10001549,BEKBP1AW,1,061
10001549,10001549,BEKCP1AW,1,035
10001549,10001549,TTKEP1AW,1,041
10001549,10001549,TTKEP1AW,1,048
10001653,10001653,2-H00-ACT,1,098
10001653,10001653,2-J10-TTM,1,098
10001653,10001653,4-J10-PDP,1,099
10001653,10001653,5-J10-CIR,1,098
10001653,10001653,6-H00-AC3,1,098
10001653,10001653,6-J10-AC2,1,098
10001653,10001653,6-J10-SMT,1,098
10001653,10001653,7-J10-BCD,1,099
10001653,10001653,8-H00-CDX,1,099
10001653,10001653,B-H00-ACT,1,098
10001653,10001653,B-H00-PSM,1,098
10001653,10001653,B-J10-ACT,1,098
10001653,10001653,B-J10-COS,1,098
10001653,10001653,B-J10-PSM,1,098
10001653,10001653,N-H00-CDX,1,099
10001696,10001696,100101,1,105
10001696,10001696,1001201,2,055
10001696,10001696,1001202,2,055
10001696,10001696,1001203,1,098
10001696,10001696,1001203,2,098
10001696,10001696,100123,1,018
10001696,10001696,100123,1,045
10001696,10001696,100123,2,018
10001696,10001696,100123,2,045
10001696,10001696,100133,1,023
10001696,10001696,100133,2,023
10001696,10001696,100135,1,024
10001696,10001696,100135,2,024
10001696,10001696,100143,1,012
10001696,10001696,100143,2,012
10001696,10001696,100155,1,036
10001696,10001696,100155,2,036
10001696,10001696,100175,1,029
10001696,10001696,100175,2,029
10001696,10001696,100178,1,045
10001696,10001696,100178,2,045
10001696,10001696,100181,1,060
10001696,10001696,100183,1,041
10001696,10001696,100183,2,041
10001696,10001696,100198,1,021
10001696,10001696,100199,1,012
10001696,10001696,100199,1,024
10001696,10001696,100199,2,012
10001696,10001696,100199,2,024
10001696,10001696,100200,1,013
10001696,10001696,100333,1,063
10001696,10001696,100556,1,027
10001696,10001696,100556,2,027
10001696,10001696,103284,1,049
10001696,10001696,103284,2,049
10001696,10001696,210659,1,021
10001696,10001696,210667,1,018
10001696,10001696,210859,1,058
10001696,10001696,211701,1,021
10001696,10001696,211802,1,102
10001696,10001696,211802,2,102
10001696,10001696,212550,1,035
10001696,10001696,212552,1,097
10001696,10001696,212571,1,035
10001696,10001696,212997,1,024
10001696,10001696,212997,2,024
10001696,10001696,213056,1,024
10001696,10001696,213285,1,061
10001696,10001696,213317,1,054
10001696,10001696,213317,2,054
10001696,10001696,213838,1,013
10001696,10001696,213852,1,018
10001696,10001696,213856,1,013
10001696,10001696,214873,1,024
10001696,10001696,214873,2,024
10001696,10001696,214875,1,017
10001696,10001696,214875,2,017
10001696,10001696,214876,1,049
10001696,10001696,214876,2,049
10001726,10001726,10,1,038
10001726,10001726,100,1,052
10001726,10001726,101,1,065
10001726,10001726,101,1,066
10001726,10001726,102,1,060
10001726,10001726,104,1,053
10001726,10001726,107,1,073
10001726,10001726,107,1,069
10001726,10001726,108,1,075
10001726,10001726,109,1,060
10001726,10001726,11,1,025
10001726,10001726,11,1,027
10001726,10001726,110,1,005
10001726,10001726,111,1,060
10001726,10001726,111,2,060
10001726,10001726,112,1,060
10001726,10001726,112,2,060
10001726,10001726,115,1,063
10001726,10001726,115,2,063
10001726,10001726,116,1,063
10001726,10001726,116,2,063
10001726,10001726,117,1,063
10001726,10001726,117,1,066
10001726,10001726,117,2,063
10001726,10001726,117,2,066
10001726,10001726,118,1,062
10001726,10001726,119,1,032
10001726,10001726,120,1,032
10001726,10001726,121,1,037
10001726,10001726,122,1,069
10001726,10001726,123,1,069
10001726,10001726,124,1,003
10001726,10001726,124,1,004
10001726,10001726,125,1,005
10001726,10001726,126,2,026
10001726,10001726,127,1,005
10001726,10001726,128,1,005
10001726,10001726,129,1,037
10001726,10001726,130,1,035
10001726,10001726,134,1,046
10001726,10001726,135,1,011
10001726,10001726,135,2,011
10001726,10001726,136,1,028
10001726,10001726,137,1,005
10001726,10001726,139,1,005
10001726,10001726,14,1,047
10001726,10001726,14,2,047
10001726,10001726,140,1,100
10001726,10001726,141,1,003
10001726,10001726,142,1,053
10001726,10001726,143,1,053
10001726,10001726,143,1,090
10001726,10001726,144,1,096
10001726,10001726,145,1,096
10001726,10001726,148,1,019
10001726,10001726,149,1,019
10001726,10001726,149,1,054
10001726,10001726,15,1,047
10001726,10001726,150,1,048
10001726,10001726,150,2,048
10001726,10001726,152,1,062
10001726,10001726,152,2,062
10001726,10001726,153,1,058
10001726,10001726,154,1,054
10001726,10001726,155,1,054
10001726,10001726,157,1,082
10001726,10001726,16,1,096
10001726,10001726,160,1,103
10001726,10001726,160,1,082
10001726,10001726,161,1,018
10001726,10001726,162,1,067
10001726,10001726,163,1,062
10001726,10001726,164,1,019
10001726,10001726,164,1,018
10001726,10001726,165,1,018
10001726,10001726,166,1,062
10001726,10001726,166,2,062
10001726,10001726,167,1,067
10001726,10001726,167,2,067
10001726,10001726,169,1,098
10001726,10001726,17,1,096
10001726,10001726,170,1,067
10001726,10001726,170,2,067
10001726,10001726,177,1,041
10001726,10001726,177,2,041
10001726,10001726,18,1,037
10001726,10001726,19,1,067
10001726,10001726,190,1,017
10001726,10001726,190,2,017
10001726,10001726,191,1,017
10001726,10001726,191,2,017
10001726,10001726,192,1,060
10001726,10001726,192,1,061
10001726,10001726,192,2,060
10001726,10001726,192,2,061
10001726,10001726,193,1,060
10001726,10001726,193,1,061
10001726,10001726,193,2,061
10001726,10001726,193,2,060
10001726,10001726,194,1,036
10001726,10001726,194,2,036
10001726,10001726,195,1,036
10001726,10001726,195,2,036
10001726,10001726,196,1,065
10001726,10001726,198,1,054
10001726,10001726,198,1,063
10001726,10001726,198,2,054
10001726,10001726,198,2,063
10001726,10001726,199,1,063
10001726,10001726,199,1,054
10001726,10001726,199,2,054
10001726,10001726,199,2,063
10001726,10001726,2,1,066
10001726,10001726,20,1,065
10001726,10001726,20,2,065
10001726,10001726,200,1,055
10001726,10001726,200,1,058
10001726,10001726,200,2,055
10001726,10001726,200,2,058
10001726,10001726,201,1,055
10001726,10001726,201,1,058
10001726,10001726,201,2,055
10001726,10001726,201,2,058
10001726,10001726,203,1,037
10001726,10001726,203,2,037
10001726,10001726,206,1,096
10001726,10001726,21,1,065
10001726,10001726,21,2,065
10001726,10001726,210,1,058
10001726,10001726,210,2,058
10001726,10001726,211,1,058
10001726,10001726,211,2,058
10001726,10001726,214,1,063
10001726,10001726,214,2,063
10001726,10001726,215,1,063
10001726,10001726,215,2,063
10001726,10001726,216,1,063
10001726,10001726,216,1,066
10001726,10001726,216,2,063
10001726,10001726,216,2,066
10001726,10001726,22,1,027
10001726,10001726,22,1,012
10001726,10001726,221,1,058
10001726,10001726,221,1,055
10001726,10001726,221,2,058
10001726,10001726,221,2,055
10001726,10001726,222,1,055
10001726,10001726,222,1,058
10001726,10001726,222,2,058
10001726,10001726,222,2,055
10001726,10001726,223,1,058
10001726,10001726,223,2,058
10001726,10001726,224,1,058
10001726,10001726,224,2,058
10001726,10001726,228,1,063
10001726,10001726,228,1,062
10001726,10001726,229,1,067
10001726,10001726,23,1,011
10001726,10001726,231,1,032
10001726,10001726,231,1,026
10001726,10001726,233,1,032
10001726,10001726,233,1,035
10001726,10001726,239,1,096
10001726,10001726,240,1,011
10001726,10001726,240,2,011
10001726,10001726,241,1,011
10001726,10001726,241,2,011
10001726,10001726,242,1,007
10001726,10001726,247,1,016
10001726,10001726,247,2,016
10001726,10001726,248,1,016
10001726,10001726,248,2,016
10001726,10001726,249,1,041
10001726,10001726,249,2,041
10001726,10001726,25,1,048
10001726,10001726,25,2,048
10001726,10001726,251,1,062
10001726,10001726,26,1,061
10001726,10001726,27,1,061
10001726,10001726,27,1,065
10001726,10001726,28,1,064
10001726,10001726,29,1,061
10001726,10001726,29,1,062
10001726,10001726,3,1,061
10001726,10001726,3,1,066
10001726,10001726,3,2,061
10001726,10001726,3,2,066
10001726,10001726,30,1,052
10001726,10001726,31,1,035
10001726,10001726,32,1,063
10001726,10001726,34,1,058
10001726,10001726,35,1,005
10001726,10001726,37,1,041
10001726,10001726,37,2,041
10001726,10001726,38,1,041
10001726,10001726,38,2,041
10001726,10001726,39,1,060
10001726,10001726,4,1,065
10001726,10001726,4,1,066
10001726,10001726,41,1,040
10001726,10001726,42,1,035
10001726,10001726,44,1,035
10001726,10001726,45,1,048
10001726,10001726,45,2,048
10001726,10001726,46,1,054
10001726,10001726,47,1,054
10001726,10001726,47,1,060
10001726,10001726,48,1,019
10001726,10001726,48,1,054
10001726,10001726,49,1,099
10001726,10001726,5,1,005
10001726,10001726,50,1,007
10001726,10001726,51,1,041
10001726,10001726,51,1,046
10001726,10001726,52,1,041
10001726,10001726,52,1,046
10001726,10001726,53,1,052
10001726,10001726,54,1,040
10001726,10001726,56,1,040
10001726,10001726,59,1,075
10001726,10001726,60,1,075
10001726,10001726,60,1,101
10001726,10001726,61,1,073
10001726,10001726,61,1,075
10001726,10001726,62,1,075
10001726,10001726,62,1,103
10001726,10001726,63,1,061
10001726,10001726,65,1,035
10001726,10001726,66,1,063
10001726,10001726,68,1,096
