PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,CONTPOP,CONTAGG,CONTSBJ,UCONT,UDORMANT,UGAINED,ULEFT,ULOWER
10007114,10007114,U75NG,1,15,24,,40,10,30,25,0
10007114,10007114,U75NG,2,25,14,,5,95,0,0,0
10007114,10007114,UB750,1,15,14,,90,10,0,0,0
10007114,10007114,UC600,1,10,13,018,25,10,50,15,0
10007114,10007114,UC600,2,10,11,3,50,50,0,0,0
10007114,10007114,UC690,1,10,13,018,25,10,50,15,0
10007114,10007114,UC690,2,10,11,3,50,50,0,0,0
10007114,10007114,UC6N2,1,10,14,,25,10,50,15,0
10007114,10007114,UC6N2,2,10,11,3,50,50,0,0,0
10007114,10007114,UC800,1,50,14,,75,5,0,15,10
10007114,10007114,UC800,2,10,14,,45,55,0,0,0
10007114,10007114,UC902,1,65,11,3,63,5,10,14,8
10007114,10007114,UC902,2,10,11,3,50,50,0,0,0
10007114,10007114,UCX61,1,145,13,067,30,3,39,28,0
10007114,10007114,UCX61,2,30,13,067,55,35,0,10,0
10007114,10007114,UD453,1,15,24,,75,5,5,10,0
10007114,10007114,UD453,2,15,24,,40,45,0,15,0
10007114,10007114,UD4N2,1,25,23,024,55,20,15,15,0
10007114,10007114,UD4N2,2,10,24,,40,20,0,40,0
10007114,10007114,UD500,1,25,23,024,55,20,15,15,0
10007114,10007114,UD500,2,25,23,024,40,35,0,25,0
10007114,10007114,UF710,1,25,14,,95,0,0,5,0
10007114,10007114,UF710,2,15,12,10,45,50,0,5,0
10007114,10007114,UF7N8,1,25,13,029,95,0,0,5,0
10007114,10007114,UF7N8,1,65,13,067,69,17,5,6,3
10007114,10007114,UF7N8,2,10,11,D,50,25,15,10,0
10007114,10007114,UF7N8,2,15,12,10,45,50,0,5,0
10007114,10007114,UF820,1,10,23,031,70,0,0,20,10
10007114,10007114,UF900,1,15,14,,95,5,0,0,0
10007114,10007114,UF900,2,15,14,,45,50,0,5,0
10007114,10007114,UH200,1,35,11,9,40,15,35,5,0
10007114,10007114,UH200,2,10,23,041,70,0,0,30,0
10007114,10007114,UH301,1,20,12,14,55,10,30,5,0
10007114,10007114,UH301,2,20,21,9,75,10,0,15,0
10007114,10007114,UH315,1,20,12,14,55,10,30,5,0
10007114,10007114,UH315,2,20,21,9,75,10,0,15,0
10007114,10007114,UH361,1,20,12,14,55,10,30,5,0
10007114,10007114,UH361,2,20,21,9,75,10,0,15,0
10007114,10007114,UH414,1,20,14,,60,10,30,0,0
10007114,10007114,UH414,2,20,21,9,75,10,0,15,0
10007114,10007114,UH601,1,20,12,14,55,10,30,5,0
10007114,10007114,UH601,2,20,21,9,75,10,0,15,0
10007114,10007114,UH630,1,20,12,14,55,10,30,5,0
10007114,10007114,UH630,2,20,21,9,75,10,0,15,0
10007114,10007114,UH642,1,15,24,,40,20,25,20,0
10007114,10007114,UH642,2,20,21,9,75,10,0,15,0
10007114,10007114,UH650,1,20,12,14,55,10,30,5,0
10007114,10007114,UH650,2,20,21,9,75,10,0,15,0
10007114,10007114,UH801,1,20,12,14,55,10,30,5,0
10007114,10007114,UH801,2,20,21,9,75,10,0,15,0
10007114,10007114,UK130,1,20,24,,65,5,20,10,0
10007114,10007114,UL300,1,20,14,,70,5,0,10,15
10007114,10007114,UL300,2,50,11,B,50,25,0,20,0
10007114,10007114,UL380,1,30,13,054,70,5,0,5,15
10007114,10007114,UL380,2,50,11,B,50,25,0,20,0
10007114,10007114,UL450,1,25,14,,65,15,5,15,0
10007114,10007114,UL450,2,20,14,,50,35,0,15,0
10007114,10007114,UL530,1,50,24,,85,5,0,10,0
10007114,10007114,UL530,2,25,14,,55,20,0,25,0
10007114,10007114,ULM39,1,30,13,054,70,5,0,5,15
10007114,10007114,ULM39,2,50,11,B,50,25,0,20,0
10007114,10007114,UN290,1,15,14,,95,0,0,5,0
10007114,10007114,UN290,2,10,11,D,50,25,15,10,0
10007114,10007114,UN430,1,95,11,D,56,17,11,13,3
10007114,10007114,UN430,2,10,11,D,50,25,15,10,0
10007114,10007114,UN820,1,65,13,067,69,17,5,6,3
10007114,10007114,UN820,2,10,11,D,50,25,15,10,0
10007114,10007114,UN853,2,10,11,D,50,25,15,10,0
10007114,10007114,UN870,1,35,14,,70,25,5,5,0
10007114,10007114,UN870,2,10,11,D,50,25,15,10,0
10007114,10007114,UN875,1,65,13,067,69,17,5,6,3
10007114,10007114,UN875,2,10,11,D,50,25,15,10,0
10007114,10007114,UNN21,1,30,14,,30,15,25,25,5
10007114,10007114,UNN21,2,20,24,,60,10,10,15,0
10007114,10007114,UQ320,1,15,14,,60,30,0,0,10
10007114,10007114,UQ320,2,10,21,F,40,50,0,10,0
10007114,10007114,UQ505,1,20,23,077,90,10,0,0,0
10007114,10007114,UQ505,2,10,21,F,40,50,0,10,0
10007114,10007114,UQ530,1,20,23,077,90,10,0,0,0
10007114,10007114,UQ530,2,10,21,F,40,50,0,10,0
10007114,10007114,UQ538,1,20,23,077,90,10,0,0,0
10007114,10007114,UQ538,2,10,21,F,40,50,0,10,0
10007114,10007114,UQP53,1,20,23,077,90,10,0,0,0
10007114,10007114,UQW53,1,70,13,097,75,7,9,7,1
10007114,10007114,UV210,1,55,13,090,65,9,2,19,6
10007114,10007114,UV210,2,20,13,090,40,55,0,5,0
10007114,10007114,UV212,1,10,14,,65,10,0,20,10
10007114,10007114,UV212,2,10,24,,35,65,0,0,0
10007114,10007114,UV2Q5,1,55,13,090,65,9,2,19,6
10007114,10007114,UV2Q5,2,20,13,090,40,55,0,5,0
10007114,10007114,UV400,1,20,14,,80,5,0,15,0
10007114,10007114,UV400,2,15,24,,50,40,0,15,0
10007114,10007114,UV600,1,15,14,,55,15,0,25,10
10007114,10007114,UV600,2,20,14,,60,30,0,10,0
10007114,10007114,UV900,1,80,12,34,70,8,1,18,4
10007114,10007114,UV900,2,25,12,34,40,55,0,5,0
10007114,10007114,UV9Q5,1,80,12,34,70,8,1,18,4
10007114,10007114,UV9Q5,2,25,12,34,40,55,0,5,0
10007114,10007114,UV9V2,1,80,12,34,70,8,1,18,4
10007114,10007114,UV9V2,2,25,12,34,40,55,0,5,0
10007114,10007114,UV9V4,1,80,12,34,70,8,1,18,4
10007114,10007114,UV9V4,2,25,12,34,40,55,0,5,0
10007114,10007114,UVF49,1,10,24,,70,0,0,20,10
10007114,10007114,UVL12,1,20,14,,70,5,0,15,10
10007114,10007114,UVL12,2,20,13,090,40,55,0,5,0
10007114,10007114,UVL22,1,55,13,090,65,9,2,19,6
10007114,10007114,UVL22,2,20,13,090,40,55,0,5,0
10007114,10007114,UVL52,1,15,12,35,55,15,0,25,10
10007114,10007114,UVL52,1,110,11,B,68,14,3,10,5
10007114,10007114,UVL52,2,20,12,35,60,30,0,10,0
10007114,10007114,UVL52,2,50,11,B,50,25,0,20,0
10007114,10007114,UVQ03,1,55,13,090,65,9,2,19,6
10007114,10007114,UVQ03,2,20,13,090,40,55,0,5,0
10007114,10007114,UVQ23,1,55,13,090,65,9,2,19,6
10007114,10007114,UVQ23,2,20,13,090,40,55,0,5,0
10007114,10007114,UVV04,1,55,13,090,65,9,2,19,6
10007114,10007114,UVV04,2,20,13,090,40,55,0,5,0
10007114,10007114,UVV06,1,55,13,090,65,9,2,19,6
10007114,10007114,UVV06,2,20,13,090,40,55,0,5,0
10007114,10007114,UVV24,1,15,14,,70,10,0,25,0
10007114,10007114,UVV24,2,20,13,090,40,55,0,5,0
10007114,10007114,UVV26,1,55,13,090,65,9,2,19,6
10007114,10007114,UVV26,2,20,13,090,40,55,0,5,0
10007114,10007114,UW100,1,15,14,,55,30,10,0,10
10007114,10007114,UW100,2,10,24,,50,35,0,15,0
10007114,10007114,UW213,1,10,13,096,75,10,10,0,10
10007114,10007114,UW213,2,15,23,096,55,35,0,15,0
10007114,10007114,UW231,1,10,24,,75,10,0,0,20
10007114,10007114,UW231,2,15,23,096,55,35,0,15,0
10007114,10007114,UW301,1,20,14,,85,10,0,0,5
10007114,10007114,UW301,2,20,11,H,45,35,0,15,0
10007114,10007114,UW310,1,35,14,,65,5,15,15,0
10007114,10007114,UW310,2,20,11,H,45,35,0,15,0
10007114,10007114,UW3N1,1,15,14,,85,10,10,0,0
10007114,10007114,UW400,1,25,14,,55,20,15,5,0
10007114,10007114,UW400,2,20,11,H,45,35,0,15,0
10007114,10007114,UW600,1,120,11,H,69,13,10,6,3
10007114,10007114,UW600,2,20,11,H,45,35,0,15,0
10007114,10007114,UWW12,1,15,13,095,55,25,5,5,5
10007114,10007114,UWW12,2,10,13,095,40,40,0,20,0
10007137,10007137,UGBAACCAECN,1,35,13,065,90,5,0,5,0
10007137,10007137,UGBAACCAECN,1,140,11,B,78,1,12,8,1
10007137,10007137,UGBAACCFIN,1,15,14,,90,0,0,15,0
10007137,10007137,UGBAACCWIES,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAACCWIES,1,35,13,065,90,5,0,5,0
10007137,10007137,UGBAACT,1,35,13,098,95,0,0,5,0
10007137,10007137,UGBAAFF,1,35,13,098,95,0,0,5,0
10007137,10007137,UGBAASC,1,140,13,058,78,1,12,8,1
10007137,10007137,UGBABUS,1,25,14,,90,5,0,5,0
10007137,10007137,UGBABUSAECN,1,45,13,061,90,5,0,5,0
10007137,10007137,UGBABUSAECN,1,140,11,B,78,1,12,8,1
10007137,10007137,UGBABUSWIES,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBABUSWIES,1,45,13,061,90,5,0,5,0
10007137,10007137,UGBACEY,1,80,14,,68,1,21,9,1
10007137,10007137,UGBACF,1,140,13,058,78,1,12,8,1
10007137,10007137,UGBACHD,1,40,12,28,70,0,5,15,0
10007137,10007137,UGBACW,1,50,13,101,95,0,0,5,0
10007137,10007137,UGBACWR,1,50,13,101,95,0,0,5,0
10007137,10007137,UGBADAN,1,45,14,,80,0,0,15,5
10007137,10007137,UGBADANP,1,45,13,099,80,0,0,15,5
10007137,10007137,UGBADFPS,1,15,14,,100,0,0,0,0
10007137,10007137,UGBADRTHT,1,35,13,098,95,0,0,5,0
10007137,10007137,UGBAEDPE,1,395,13,018,84,3,7,6,0
10007137,10007137,UGBAEDSEN,1,30,13,105,95,5,0,0,0
10007137,10007137,UGBAEDSPE,1,395,13,018,84,3,7,6,0
10007137,10007137,UGBAEDU,1,30,13,105,95,5,0,0,0
10007137,10007137,UGBAENL,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAENLD,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAENLL,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAEVM,1,25,14,,75,0,10,15,5
10007137,10007137,UGBAEVMWIES,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAEVMWIES,1,40,13,067,70,0,5,15,0
10007137,10007137,UGBAFAR,1,30,14,,90,0,0,5,10
10007137,10007137,UGBAFARPD,1,30,13,095,90,0,0,5,10
10007137,10007137,UGBAFARPR,1,30,13,095,90,0,0,5,10
10007137,10007137,UGBAFARSC,1,30,13,095,90,0,0,5,10
10007137,10007137,UGBAFARTX,1,30,13,095,90,0,0,5,10
10007137,10007137,UGBAFARWIES,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAFARWIES,1,30,13,095,90,0,0,5,10
10007137,10007137,UGBAFCP,1,395,13,018,84,3,7,6,0
10007137,10007137,UGBAFTS,1,30,13,069,95,0,5,0,0
10007137,10007137,UGBAHIARTAFA,1,30,13,095,90,0,0,5,10
10007137,10007137,UGBAHIS,1,60,14,,86,3,0,10,0
10007137,10007137,UGBAHISWIES,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAHISWIES,1,65,13,090,87,3,0,9,1
10007137,10007137,UGBAHRM,1,15,23,064,85,0,0,15,0
10007137,10007137,UGBAHRMWIES,1,15,23,064,85,0,0,15,0
10007137,10007137,UGBAHRMWIES,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAHUCOUND,2,25,14,,95,0,0,5,0
10007137,10007137,UGBAICTWIES,1,10,13,035,95,0,0,0,5
10007137,10007137,UGBAICTWIES,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAIESWSTMG,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAIESWSTMG,1,40,13,067,70,0,5,15,0
10007137,10007137,UGBAMEDCOM,1,30,13,069,95,0,5,0,0
10007137,10007137,UGBAMEMHIS,1,65,13,090,87,3,0,9,1
10007137,10007137,UGBAMKT,1,10,14,,100,0,0,0,0
10007137,10007137,UGBAMKTWIES,1,25,13,062,95,0,0,0,5
10007137,10007137,UGBAMKTWIES,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAMODHIS,1,65,13,090,87,3,0,9,1
10007137,10007137,UGBAMPAAFF,1,35,13,098,95,0,0,5,0
10007137,10007137,UGBAMPAAFF,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMTAAFF,1,35,13,098,95,0,0,5,0
10007137,10007137,UGBAMTAAFF,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUAMT,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUS,1,35,14,,85,5,5,5,5
10007137,10007137,UGBAMUSIT,1,15,24,,100,0,0,0,0
10007137,10007137,UGBAMUSJZPER,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUSPER,1,20,14,,65,0,0,30,5
10007137,10007137,UGBAMUSPR,1,35,14,,85,5,5,5,5
10007137,10007137,UGBAMUSVOPER,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUSVT,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUSWIES,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBAMUSWIES,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUSWMMA,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUTH,1,60,14,,84,2,11,2,2
10007137,10007137,UGBAMUTHAAD,1,40,12,28,70,0,5,15,0
10007137,10007137,UGBAMUTHAAD,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUTHP,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUWAD,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUWJS,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUWLM,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAMUWT,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBAOADV,1,395,13,018,84,3,7,6,0
10007137,10007137,UGBAPADA,1,20,24,,80,0,0,15,5
10007137,10007137,UGBAPCH,1,140,11,B,78,1,12,8,1
10007137,10007137,UGBAPESC,1,135,14,,89,3,0,7,1
10007137,10007137,UGBAPETEYU,1,130,13,108,89,3,0,8,1
10007137,10007137,UGBAPETU,1,125,14,,89,3,0,7,1
10007137,10007137,UGBAPHIL,1,25,12,35,100,0,0,0,0
10007137,10007137,UGBARES,1,25,12,35,100,0,0,0,0
10007137,10007137,UGBARES,1,25,13,094,100,0,0,0,0
10007137,10007137,UGBASACT,1,30,13,069,95,0,5,0,0
10007137,10007137,UGBASCP,1,395,13,018,84,3,7,6,0
10007137,10007137,UGBASCR,1,50,13,101,95,0,0,5,0
10007137,10007137,UGBASPMED,1,30,13,069,95,0,5,0,0
10007137,10007137,UGBASPTBUMG,1,40,13,067,70,0,5,15,0
10007137,10007137,UGBASPTDVCO,1,395,13,018,84,3,7,6,0
10007137,10007137,UGBASPTSTD,1,10,14,,100,0,0,0,0
10007137,10007137,UGBASWK,1,60,14,,92,2,0,7,0
10007137,10007137,UGBATHRS,1,25,13,094,100,0,0,0,0
10007137,10007137,UGBATHRSWIES,1,30,13,075,90,5,0,5,0
10007137,10007137,UGBATHRSWIES,1,65,13,090,87,3,0,9,1
10007137,10007137,UGBATHT,1,30,14,,100,0,0,0,0
10007137,10007137,UGBATPP,1,35,13,098,95,0,0,5,0
10007137,10007137,UGBMSCIPSY,1,45,13,019,90,0,0,5,5
10007137,10007137,UGBMSISPTSES,1,395,13,018,84,3,7,6,0
10007137,10007137,UGBMUSCD,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBMUSOP,1,215,13,097,82,2,4,9,4
10007137,10007137,UGBSCDM,1,30,13,069,95,0,5,0,0
10007137,10007137,UGBSCSPC,1,395,13,018,84,3,7,6,0
10007137,10007137,UGBSDANSCI,1,45,13,099,80,0,0,15,5
10007137,10007137,UGBSDIGMKT,1,25,13,062,95,0,0,0,5
10007137,10007137,UGBSENVSB,1,40,12,28,70,0,5,15,0
10007137,10007137,UGBSITMB,1,10,13,035,95,0,0,0,5
10007137,10007137,UGBSKS23MAT,1,130,13,108,89,3,0,8,1
10007137,10007137,UGBSPOL,1,140,11,B,78,1,12,8,1
10007137,10007137,UGBSPSY,1,45,14,,90,0,0,5,5
10007137,10007137,UGBSSOFTDEV,1,10,13,035,95,0,0,0,5
10007137,10007137,UGBSSPEXPS,1,35,14,,95,5,0,5,0
10007137,10007137,UGBSSPSCICO,1,395,13,018,84,3,7,6,0
10007137,10007137,UGBSSPTSES,1,75,14,,92,1,1,5,0
10007137,10007137,UGBSSPTSTH,1,35,14,,90,0,0,10,0
10007137,10007137,UGBSSTMG,1,40,13,067,70,0,5,15,0
10007137,10007137,UGFDCSCD,1,25,14,,95,0,0,0,5
10007137,10007137,UGFDEYBOC,1,25,13,058,90,0,10,0,0
10007137,10007137,UGFDSHES,1,25,13,018,95,0,0,0,5
10007137,10007137,UGFDTLSPD,2,25,14,,90,5,0,5,0
10007137,10007137,UGFSFCPU,1,25,13,018,95,0,0,0,5
10007137,10007137,UGMSSPTSTH,1,395,13,018,84,3,7,6,0
10007138,10007138,CBAAACTCT,1,45,14,,90,5,0,0,0
10007138,10007138,CBAAACTIN,1,45,14,,90,5,0,0,0
10007138,10007138,CBAAADVDM,1,90,13,062,82,2,8,9,1
10007138,10007138,CBAAADVDMYZ,1,90,13,062,82,2,8,9,1
10007138,10007138,CBAABUSEN,1,20,14,,70,0,20,5,0
10007138,10007138,CBAABUSENYZ,1,20,14,,70,0,20,5,0
10007138,10007138,CBAABUSST,1,50,14,,85,0,0,10,0
10007138,10007138,CBAABUSSTYZ,1,50,14,,85,0,0,10,0
10007138,10007138,CBAACHYOU,1,20,14,,85,5,0,5,5
10007138,10007138,CBAACHYOUYZ,1,20,14,,85,5,0,5,5
10007138,10007138,CBAACREWR,1,20,24,,90,5,0,5,0
10007138,10007138,CBAACRIMY,1,45,14,,85,0,0,15,0
10007138,10007138,CBAADRAMA,1,30,14,,60,0,30,0,10
10007138,10007138,CBAADRAMAYZ,1,30,14,,60,0,30,0,10
10007138,10007138,CBAAECHST,1,75,14,,87,1,0,8,4
10007138,10007138,CBAAECHSTYZ,1,75,14,,87,1,0,8,4
10007138,10007138,CBAAEDSTD,1,50,14,,90,0,0,10,0
10007138,10007138,CBAAEDSTDYZ,1,50,14,,90,0,0,10,0
10007138,10007138,CBAAENGLH,1,25,14,,90,0,0,10,0
10007138,10007138,CBAAEVMAN,1,35,14,,90,5,5,5,5
10007138,10007138,CBAAEVMANYZ,1,35,14,,90,5,5,5,5
10007138,10007138,CBAAFARTP,1,20,14,,80,5,0,15,0
10007138,10007138,CBAAFARTPYZ,1,20,14,,80,5,0,15,0
10007138,10007138,CBAAFASHM,1,25,14,,85,0,0,10,5
10007138,10007138,CBAAFASHMYZ,1,25,14,,85,0,0,10,5
10007138,10007138,CBAAFASHN,1,45,14,,90,0,0,5,0
10007138,10007138,CBAAFASHNYZ,1,45,14,,90,0,0,5,0
10007138,10007138,CBAAFASLE,1,45,14,,90,0,0,5,0
10007138,10007138,CBAAFASTF,1,45,14,,90,0,0,5,0
10007138,10007138,CBAAFASTFYZ,1,45,14,,90,0,0,5,0
10007138,10007138,CBAAFNART,1,30,14,,80,0,5,15,5
10007138,10007138,CBAAFNARTYZ,1,30,14,,80,0,5,15,5
10007138,10007138,CBAAFSHPC,1,160,13,096,73,1,19,7,0
10007138,10007138,CBAAFWACS,1,45,14,,90,0,0,5,0
10007138,10007138,CBAAFWACSYZ,1,45,14,,90,0,0,5,0
10007138,10007138,CBAAGAART,1,125,13,035,68,1,24,7,1
10007138,10007138,CBAAGRCOM,1,50,14,,45,0,45,10,0
10007138,10007138,CBAAGRCOMYZ,1,50,14,,45,0,45,10,0
10007138,10007138,CBAAHISHR,1,50,14,,90,0,0,10,0
10007138,10007138,CBAAHISHRYZ,1,50,14,,90,0,0,10,0
10007138,10007138,CBAAHISTY,1,50,14,,90,0,0,10,0
10007138,10007138,CBAAHISTYYZ,1,50,14,,90,0,0,10,0
10007138,10007138,CBAAHRMAN,1,20,14,,85,5,5,5,0
10007138,10007138,CBAAHRMANYZ,1,20,14,,85,5,5,5,0
10007138,10007138,CBAAILLUS,1,15,14,,70,0,25,5,0
10007138,10007138,CBAAILLUSYZ,1,15,14,,70,0,25,5,0
10007138,10007138,CBAAINDES,1,15,14,,95,0,0,5,0
10007138,10007138,CBAAINDESYZ,1,15,14,,95,0,0,5,0
10007138,10007138,CBAAINTBS,1,25,14,,85,0,0,10,10
10007138,10007138,CBAAINTBSYZ,1,25,14,,85,0,0,10,10
10007138,10007138,CBAAINTOM,1,20,14,,80,0,0,20,0
10007138,10007138,CBAAINTOMYZ,1,20,14,,80,0,0,20,0
10007138,10007138,CBAAINTPO,1,15,13,053,100,0,0,0,0
10007138,10007138,CBAAINVPR,1,115,13,060,85,1,0,14,0
10007138,10007138,CBAAINVPRYZ,1,115,13,060,85,1,0,14,0
10007138,10007138,CBAAMANAG,1,15,14,,90,0,0,10,0
10007138,10007138,CBAAMANAGYZ,1,15,14,,90,0,0,10,0
10007138,10007138,CBAAMEPMI,1,15,14,,5,0,80,15,0
10007138,10007138,CBAAMEPMIYZ,1,15,14,,5,0,80,15,0
10007138,10007138,CBAAMMJOU,1,20,24,,75,0,10,15,0
10007138,10007138,CBAAMMJOUYZ,1,20,14,,95,0,0,5,0
10007138,10007138,CBAAMSJOU,1,30,13,073,95,0,0,5,0
10007138,10007138,CBAAPHOTO,1,30,14,,90,0,0,5,5
10007138,10007138,CBAAPHOTOYZ,1,30,14,,90,0,0,5,5
10007138,10007138,CBAAPOLIC,1,30,13,063,90,0,0,10,0
10007138,10007138,CBAAPOPMU,1,25,14,,90,5,0,10,0
10007138,10007138,CBAAPOPMUYZ,1,25,14,,90,5,0,10,0
10007138,10007138,CBAAPREDU,1,125,14,,96,0,0,2,2
10007138,10007138,CBAAPRI37,1,20,14,,100,0,0,0,0
10007138,10007138,CBAASENIN,1,265,13,105,57,4,28,9,2
10007138,10007138,CBAASENINYZ,1,265,13,105,57,4,28,9,2
10007138,10007138,CBAASOCIY,1,25,14,,95,0,0,5,0
10007138,10007138,CBAASOCIYYZ,1,25,14,,95,0,0,5,0
10007138,10007138,CBAASOCOD,1,55,14,,92,6,0,2,0
10007138,10007138,CBAASOCWK,1,30,14,,90,5,0,0,5
10007138,10007138,CBAASPDPE,1,25,14,,65,0,15,10,10
10007138,10007138,CBAASPDPEYZ,1,25,14,,65,0,15,10,10
10007138,10007138,CBAATWDEV,1,90,13,057,55,3,38,3,0
10007138,10007138,CBAATWDEVYZ,1,90,13,057,55,3,38,3,0
10007138,10007138,CBENCOMCN,1,10,14,,90,0,0,10,0
10007138,10007138,CBENCOMCS,1,35,13,036,45,0,45,10,0
10007138,10007138,CBENENGEE,1,65,11,9,64,2,27,8,0
10007138,10007138,CBENENGIN,1,20,13,037,70,5,15,10,0
10007138,10007138,CBENENMEC,1,20,13,037,70,5,15,10,0
10007138,10007138,CBSCACFIN,1,115,14,,87,3,0,7,4
10007138,10007138,CBSCADNUR,1,160,14,,86,11,0,3,1
10007138,10007138,CBSCARCTY,1,25,14,,50,5,30,0,15
10007138,10007138,CBSCARCTYYZ,1,25,14,,50,5,30,0,15
10007138,10007138,CBSCBAFPL,1,15,14,,90,5,0,5,0
10007138,10007138,CBSCBAFPLYZ,1,15,14,,90,5,0,5,0
10007138,10007138,CBSCBCSYS,1,15,24,,100,0,0,0,0
10007138,10007138,CBSCBCWEB,1,15,24,,100,0,0,0,0
10007138,10007138,CBSCBIOLY,1,15,14,,80,0,0,20,0
10007138,10007138,CBSCBIOLYYZ,1,15,14,,80,0,0,20,0
10007138,10007138,CBSCCGDEV,1,10,14,,90,0,0,10,0
10007138,10007138,CBSCCHNUR,1,30,14,,100,0,0,0,0
10007138,10007138,CBSCCOMGV,1,60,14,,59,2,33,5,2
10007138,10007138,CBSCCOMMC,1,60,14,,59,2,33,5,2
10007138,10007138,CBSCCOMPU,1,60,14,,59,2,33,5,2
10007138,10007138,CBSCCOMPUYZ,1,60,14,,59,2,33,5,2
10007138,10007138,CBSCCOMSE,1,60,14,,59,2,33,5,2
10007138,10007138,CBSCCOMWT,1,60,14,,59,2,33,5,2
10007138,10007138,CBSCDEPSY,1,15,14,,90,0,0,10,0
10007138,10007138,CBSCECONI,1,25,14,,90,0,0,5,5
10007138,10007138,CBSCECONIYZ,1,25,14,,90,0,0,5,5
10007138,10007138,CBSCENGIN,1,15,14,,0,0,95,5,0
10007138,10007138,CBSCENGINYZ,1,15,14,,0,0,95,5,0
10007138,10007138,CBSCENVSC,1,15,14,,85,15,0,0,0
10007138,10007138,CBSCENVSCYZ,1,15,14,,85,15,0,0,0
10007138,10007138,CBSCGEOGY,1,50,14,,90,0,0,5,0
10007138,10007138,CBSCGEOGYYZ,1,50,14,,90,0,0,5,0
10007138,10007138,CBSCGEOHG,1,50,14,,90,0,0,5,0
10007138,10007138,CBSCGEOPG,1,50,14,,90,0,0,5,0
10007138,10007138,CBSCHBIOS,1,40,14,,75,5,0,15,0
10007138,10007138,CBSCHBIOSYZ,1,40,14,,75,5,0,15,0
10007138,10007138,CBSCINTAC,1,120,13,066,86,3,0,7,4
10007138,10007138,CBSCINTACYZ,1,120,13,066,86,3,0,7,4
10007138,10007138,CBSCLDNUR,1,320,13,005,82,10,5,3,1
10007138,10007138,CBSCLEATH,1,10,14,,100,0,0,0,0
10007138,10007138,CBSCLEATHYZ,1,10,14,,100,0,0,0,0
10007138,10007138,CBSCMHNUR,1,45,14,,90,5,0,0,0
10007138,10007138,CBSCMIDWF,1,45,14,,75,20,0,5,0
10007138,10007138,CBSCMKTMA,1,25,14,,90,5,0,10,0
10007138,10007138,CBSCMKTMAYZ,1,25,14,,90,5,0,10,0
10007138,10007138,CBSCOCCTH,1,45,14,,95,0,0,0,0
10007138,10007138,CBSCPARSC,1,320,13,005,82,10,5,3,1
10007138,10007138,CBSCPODIA,1,35,14,,85,0,0,10,5
10007138,10007138,CBSCPRDES,1,15,14,,70,0,20,5,0
10007138,10007138,CBSCPRDESYZ,1,15,14,,70,0,20,5,0
10007138,10007138,CBSCPSCOU,1,30,14,,85,0,0,15,0
10007138,10007138,CBSCPSYCH,1,85,14,,86,2,1,11,0
10007138,10007138,CBSCPSYCHYZ,1,85,14,,86,2,1,11,0
10007138,10007138,CBSCSPEXS,1,30,14,,90,0,0,10,0
10007138,10007138,CBSCSPEXSYZ,1,30,14,,90,0,0,10,0
10007138,10007138,CDIPLEATH,1,20,13,044,0,0,90,10,0
10007138,10007138,CFDABUSEN,1,20,14,,90,5,0,5,0
10007138,10007138,CFDAEARYR,1,30,14,,95,5,0,5,0
10007138,10007138,CFDALEATE,1,40,14,,90,0,0,5,0
10007138,10007138,CFDASUPCL,1,10,13,063,100,0,0,0,0
10007138,10007138,CFDSDENNU,1,20,14,,100,0,0,0,0
10007138,10007138,CFDSHSOCC,1,30,14,,50,10,0,25,20
10007138,10007138,CFDSPMSCI,1,25,14,,100,0,0,0,0
10007138,10007138,CHNDBCSYS,1,40,13,035,75,0,5,25,0
10007138,10007138,CHNDBCWEB,1,40,13,035,75,0,5,25,0
10007138,10007138,CHNDBUSIN,1,30,14,,100,0,0,0,0
