PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,CONTPOP,CONTAGG,CONTSBJ,UCONT,UDORMANT,UGAINED,ULEFT,ULOWER
10007148,10007148,00001366,1,390,11,9,81,6,7,5,0
10007148,10007148,00001378,1,100,14,,86,5,1,7,1
10007148,10007148,00004501,1,30,23,027,85,10,0,0,0
10007148,10007148,00004501,1,145,13,025,80,13,0,2,5
10007148,10007148,00004503,1,30,24,,95,5,0,5,0
10007148,10007148,00004617,1,70,14,,96,1,0,3,0
10007148,10007148,00004996,1,50,14,,75,15,0,5,5
10007148,10007148,00006058,1,25,14,,85,0,0,10,5
10007148,10007148,00006168,1,10,24,,75,20,0,10,0
10007148,10007148,00006278,1,20,14,,100,0,0,0,0
10007148,10007148,00006279,1,15,24,,85,0,0,15,0
10007148,10007148,00006282,1,15,14,,90,0,0,10,0
10007148,10007148,00006283,1,30,14,,95,5,0,0,0
10007148,10007148,00006286,1,20,13,053,80,5,5,5,5
10007148,10007148,00006347,1,15,14,,100,0,0,0,0
10007148,10007148,00006386,1,25,14,,80,10,5,10,0
10007148,10007148,00006411,1,25,14,,80,10,0,15,0
10007148,10007148,00006412,1,20,13,018,75,10,10,5,5
10007148,10007148,00006502,2,25,21,B,80,5,10,10,0
10007148,10007148,00006502,2,25,23,058,80,5,10,10,0
10007148,10007148,00006506,1,30,23,027,85,10,0,0,0
10007148,10007148,00006506,1,145,13,025,80,13,0,2,5
10007148,10007148,00006515,1,15,14,,90,0,0,10,0
10007148,10007148,00006619,1,20,14,,90,5,0,5,0
10007148,10007148,00006638,1,15,14,,70,5,0,20,5
10007148,10007148,00006640,1,20,14,,100,0,0,0,0
10007148,10007148,00006644,1,15,14,,100,0,0,0,0
10007148,10007148,00006646,1,215,13,061,40,5,49,5,1
10007148,10007148,00006646,1,235,13,063,74,4,14,6,1
10007148,10007148,00006650,1,20,14,,90,5,0,5,0
10007148,10007148,00006652,1,45,14,,95,0,0,5,0
10007148,10007148,00006728,1,20,14,,85,15,0,0,0
10007148,10007148,00006816,2,20,21,9,90,5,5,5,0
10007148,10007148,00006817,1,40,14,,85,10,0,5,0
10007148,10007148,00006818,1,110,13,037,87,3,7,4,0
10007148,10007148,00006819,1,20,14,,80,10,0,10,0
10007148,10007148,00006824,1,15,14,,80,10,0,5,0
10007148,10007148,00006828,1,200,13,040,80,9,5,5,1
10007148,10007148,00006885,1,50,14,,90,10,0,0,0
10007148,10007148,00006886,2,20,14,,90,10,0,0,0
10007148,10007148,00006889,2,25,24,,90,15,0,0,0
10007148,10007148,00006907,1,60,13,100,82,7,0,11,0
10007148,10007148,00006907,1,150,13,097,90,6,1,3,1
10007148,10007148,00006907,1,55,13,046,74,1,13,12,0
10007148,10007148,00006925,1,15,13,102,85,10,0,5,0
10007148,10007148,00006925,1,405,13,096,86,9,0,4,1
10007148,10007148,00006926,1,15,13,102,85,10,0,5,0
10007148,10007148,00006926,1,405,13,096,86,9,0,4,1
10007148,10007148,00006927,1,45,14,,75,5,0,15,0
10007148,10007148,00006934,1,260,11,B,85,7,1,5,1
10007148,10007148,00006945,1,60,13,100,82,7,0,11,0
10007148,10007148,00007021,1,55,13,046,74,1,13,12,0
10007148,10007148,00007026,1,145,13,025,80,13,0,2,5
10007148,10007148,00007027,1,30,23,027,85,10,0,0,0
10007148,10007148,00007027,1,145,13,025,80,13,0,2,5
10007148,10007148,00007036,1,95,13,062,80,3,13,4,0
10007148,10007148,00007036,1,215,13,061,40,5,49,5,1
10007148,10007148,00007039,1,95,13,060,91,3,1,3,2
10007148,10007148,00007056,1,145,13,025,80,13,0,2,5
10007148,10007148,00007056,1,390,11,9,81,6,7,5,0
10007148,10007148,00007088,1,55,13,046,74,1,13,12,0
10007148,10007148,00007088,1,235,13,063,74,4,14,6,1
10007148,10007148,00007089,1,260,11,B,85,7,1,5,1
10007148,10007148,00007100,1,145,13,025,80,13,0,2,5
10007148,10007148,00007100,1,390,11,9,81,6,7,5,0
10007148,10007148,00007102,2,10,23,037,90,10,0,0,0
10007148,10007148,00007104,1,25,23,007,90,5,0,5,0
10007148,10007148,00007104,1,35,13,016,95,0,0,5,0
10007148,10007148,00007104,1,20,13,018,75,10,10,5,5
10007148,10007148,00007105,1,20,13,018,75,10,10,5,5
10007148,10007148,00007105,1,35,13,016,95,0,0,5,0
10007148,10007148,00007107,2,10,12,04,90,10,0,0,0
10007148,10007148,00007109,1,20,13,053,80,5,5,5,5
10007148,10007148,00007109,1,260,11,B,85,7,1,5,1
10007148,10007148,00007495,1,150,13,097,90,6,1,3,1
10007148,10007148,00007496,1,150,13,097,90,6,1,3,1
10007148,10007148,00007500,1,235,12,26,74,4,14,6,1
10007148,10007148,00007501,1,95,12,18,84,10,3,2,1
10007148,10007148,00007502,1,95,12,18,84,10,3,2,1
10007148,10007148,00007504,1,50,13,004,95,0,0,5,0
10007148,10007148,00007504,1,60,13,003,98,1,0,1,0
10007148,10007148,00007587,1,35,13,016,95,0,0,5,0
10007148,10007148,00007588,1,105,13,012,76,15,0,3,7
10007148,10007148,00007589,1,35,13,016,95,0,0,5,0
10007148,10007148,00007590,1,105,13,012,76,15,0,3,7
10007148,10007148,00007591,1,15,13,014,95,0,0,0,5
10007148,10007148,00007609,1,135,13,011,80,7,0,6,6
10007148,10007148,00007610,1,95,12,18,84,10,3,2,1
10007148,10007148,00007615,1,300,13,035,71,13,7,9,0
10007148,10007148,00007617,1,20,13,108,90,5,0,5,0
10007148,10007148,00007618,1,20,13,108,90,5,0,5,0
10007148,10007148,00007620,1,300,13,035,71,13,7,9,0
10007148,10007148,00007621,1,300,13,035,71,13,7,9,0
10007148,10007148,00007628,1,110,13,037,87,3,7,4,0
10007148,10007148,00007628,1,200,13,040,80,9,5,5,1
10007148,10007148,00007629,1,110,13,037,87,3,7,4,0
10007148,10007148,00007629,1,200,13,040,80,9,5,5,1
10007148,10007148,00007646,1,215,13,061,40,5,49,5,1
10007148,10007148,00007646,1,235,13,063,74,4,14,6,1
10007148,10007148,00007647,1,215,13,061,40,5,49,5,1
10007148,10007148,00007663,1,50,13,004,95,0,0,5,0
10007148,10007148,00007663,1,105,13,012,76,15,0,3,7
10007148,10007148,00007664,1,50,13,004,95,0,0,5,0
10007148,10007148,00007664,1,105,13,012,76,15,0,3,7
10007148,10007148,00007672,1,95,13,062,80,3,13,4,0
10007148,10007148,00007673,1,260,11,B,85,7,1,5,1
10007148,10007148,00007674,1,40,14,,80,10,0,5,0
10007148,10007148,00007675,1,15,14,,95,0,0,0,5
10007148,10007148,00007676,1,30,14,,85,0,0,5,5
10007148,10007148,00007677,1,55,14,,87,6,0,4,4
10007148,10007148,00007678,1,215,13,061,40,5,49,5,1
10007148,10007148,00007678,1,235,13,063,74,4,14,6,1
10007148,10007148,00007691,1,50,14,,80,10,0,10,0
10007148,10007148,00007692,1,55,13,098,84,7,0,9,0
10007148,10007148,00007692,1,80,13,075,83,8,1,6,1
10007148,10007148,00007693,1,55,13,098,84,7,0,9,0
10007148,10007148,00007693,1,80,13,075,83,8,1,6,1
10007148,10007148,00007694,1,55,13,098,84,7,0,9,0
10007148,10007148,00007694,1,80,13,075,83,8,1,6,1
10007148,10007148,00007695,1,80,11,F,82,8,3,6,1
10007148,10007148,00007695,1,80,13,075,83,8,1,6,1
10007148,10007148,00007696,1,15,14,,75,15,5,5,0
10007148,10007148,00007697,1,10,14,,90,10,0,0,0
10007148,10007148,00007698,1,80,11,F,82,8,3,6,1
10007148,10007148,00007698,1,80,13,075,83,8,1,6,1
10007148,10007148,00007699,1,45,13,090,90,5,0,0,5
10007148,10007148,00007699,1,80,13,075,83,8,1,6,1
10007148,10007148,00007700,1,45,13,090,90,5,0,0,5
10007148,10007148,00007700,1,80,13,075,83,8,1,6,1
10007148,10007148,00007701,1,15,24,,75,0,0,0,25
10007148,10007148,00007702,1,15,14,,80,15,0,5,0
10007148,10007148,00007703,1,20,14,,85,10,0,5,0
10007148,10007148,00007704,1,80,11,F,82,8,3,6,1
10007148,10007148,00007704,1,80,13,075,83,8,1,6,1
10007148,10007148,00007705,1,15,14,,85,0,0,15,0
10007148,10007148,00007709,1,15,24,,75,10,0,15,0
10007148,10007148,00007710,1,100,13,069,86,4,0,6,3
10007148,10007148,00007711,1,100,13,069,86,4,0,6,3
10007148,10007148,0001083,1,85,14,,92,2,0,5,1
10007148,10007148,0001089,1,200,13,040,80,9,5,5,1
10007148,10007148,0001180,2,10,14,,90,10,0,0,0
10007148,10007148,0001273,1,200,13,040,80,9,5,5,1
10007148,10007148,0001274,1,200,13,040,80,9,5,5,1
10007148,10007148,0001283,1,200,13,040,80,9,5,5,1
10007148,10007148,0001283,1,300,13,035,71,13,7,9,0
10007149,10007149,040002,1,35,14,,80,0,0,0,20
10007149,10007149,040003,1,40,13,032,75,0,0,5,15
10007149,10007149,040004,1,20,14,,95,0,0,5,0
10007149,10007149,040010,1,15,14,,95,0,0,0,5
10007149,10007149,040038,1,95,13,026,86,3,0,1,10
10007149,10007149,040040,1,95,13,026,86,3,0,1,10
10007149,10007149,047604,1,25,14,,75,10,0,0,15
10007149,10007149,061601,1,165,13,025,89,1,0,1,8
10007149,10007149,061603,1,165,13,025,89,1,0,1,8
10007149,10007149,061604,1,165,13,025,89,1,0,1,8
10007149,10007149,061605,1,165,13,025,89,1,0,1,8
10007149,10007149,061611,2,15,23,025,85,5,0,5,0
10007149,10007149,061630,1,115,13,016,94,1,1,1,3
10007149,10007149,080001,1,75,14,,81,4,9,4,1
10007149,10007149,080013,1,15,14,,100,0,0,0,0
10007149,10007149,080014,1,10,24,,90,0,0,0,10
10007149,10007149,080016,1,10,24,,90,10,0,0,0
10007149,10007149,087601,1,15,14,,65,5,0,0,30
10007149,10007149,090016,1,25,23,096,85,0,0,10,5
10007149,10007149,099001,1,40,13,069,80,5,0,10,5
10007149,10007149,099001,1,50,13,098,90,0,0,5,5
10007149,10007149,121603,1,120,13,105,76,2,13,6,4
10007149,10007149,125834,2,30,13,105,75,5,0,20,0
10007149,10007149,130093,1,40,13,040,70,5,10,10,5
10007149,10007149,130094,1,40,13,040,70,5,10,10,5
10007149,10007149,130095,1,40,13,040,70,5,10,10,5
10007149,10007149,130095,1,70,13,037,87,0,0,1,12
10007149,10007149,130097,1,40,13,040,70,5,10,10,5
10007149,10007149,130099,1,40,13,040,70,5,10,10,5
10007149,10007149,130100,1,40,13,040,70,5,10,10,5
10007149,10007149,137503,1,40,13,040,70,5,10,10,5
10007149,10007149,220001,1,175,14,,70,2,20,5,3
10007149,10007149,220008,1,105,13,053,85,2,2,3,7
10007149,10007149,220008,1,225,13,060,75,1,16,5,3
10007149,10007149,220011,1,10,14,,85,0,0,10,10
10007149,10007149,220012,1,225,13,060,75,1,16,5,3
10007149,10007149,223001,1,105,13,053,85,2,2,3,7
10007149,10007149,223001,1,225,13,060,75,1,16,5,3
10007149,10007149,228345,1,15,24,,100,0,0,0,0
10007149,10007149,228355,1,10,24,,85,10,0,0,10
10007149,10007149,228356,1,15,14,,100,0,0,0,0
10007149,10007149,251602,1,50,13,097,90,0,0,5,0
10007149,10007149,251603,1,50,13,097,90,0,0,5,0
10007149,10007149,251604,1,50,13,097,90,0,0,5,0
10007149,10007149,251605,1,50,13,097,90,0,0,5,0
10007149,10007149,251606,1,50,13,097,90,0,0,5,0
10007149,10007149,251607,1,50,13,097,90,0,0,5,0
10007149,10007149,270001,1,15,14,,100,0,0,0,0
10007149,10007149,270007,1,30,13,093,90,0,0,5,5
10007149,10007149,270007,1,35,12,35,90,0,0,5,5
10007149,10007149,270008,1,30,13,093,90,0,0,5,5
10007149,10007149,273010,1,30,13,093,90,0,0,5,5
10007149,10007149,273010,1,65,13,052,86,1,3,5,6
10007149,10007149,273010,1,105,13,053,85,2,2,3,7
10007149,10007149,300001,1,15,14,,95,0,0,5,0
10007149,10007149,302701,1,30,13,093,90,0,0,5,5
10007149,10007149,302701,1,105,13,053,85,2,2,3,7
10007149,10007149,320044,1,40,13,032,75,0,0,5,15
10007149,10007149,460006,1,85,14,,84,6,0,7,3
10007149,10007149,470055,1,360,13,005,70,7,17,4,2
10007149,10007149,480025,1,360,13,005,70,7,17,4,2
10007149,10007149,540150,1,25,23,096,85,0,0,10,5
10007149,10007149,570116,1,70,13,037,87,0,0,1,12
10007149,10007149,570117,1,70,13,037,87,0,0,1,12
10007149,10007149,570118,1,70,13,037,87,0,0,1,12
10007149,10007149,570121,1,40,13,040,70,5,10,10,5
10007149,10007149,570121,1,70,13,037,87,0,0,1,12
10007149,10007149,570122,1,50,13,042,90,0,0,0,10
10007149,10007149,570123,1,50,13,042,90,0,0,0,10
10007149,10007149,577614,1,50,13,042,90,0,0,0,10
10007149,10007149,581601,1,105,13,012,87,1,1,8,3
10007149,10007149,581602,1,105,13,012,87,1,1,8,3
10007149,10007149,581607,1,360,11,2,70,7,17,4,2
10007149,10007149,581610,1,360,11,2,70,7,17,4,2
10007149,10007149,581617,1,105,13,012,87,1,1,8,3
10007149,10007149,581618,1,105,13,012,87,1,1,8,3
10007149,10007149,581623,1,50,13,013,95,0,0,0,0
10007149,10007149,581624,1,50,13,013,95,0,0,0,0
10007149,10007149,BS0001,1,105,13,012,87,1,1,8,3
10007149,10007149,BS0002,1,105,13,012,87,1,1,8,3
10007149,10007149,BS0003,1,105,13,012,87,1,1,8,3
10007149,10007149,BS0004,1,105,13,012,87,1,1,8,3
10007149,10007149,BS0005,1,105,13,012,87,1,1,8,3
10007149,10007149,BS0006,1,105,13,012,87,1,1,8,3
10007149,10007149,CE0001,1,115,13,016,94,1,1,1,3
10007149,10007149,CE0002,1,115,13,016,94,1,1,1,3
10007149,10007149,CE0003,1,115,13,016,94,1,1,1,3
10007149,10007149,CE0004,1,165,13,025,89,1,0,1,8
10007149,10007149,CE0008,1,165,13,025,89,1,0,1,8
10007149,10007149,CE0009,1,165,13,025,89,1,0,1,8
10007149,10007149,CE0010,1,165,13,025,89,1,0,1,8
10007149,10007149,CE0011,2,30,13,025,90,0,5,5,5
10007149,10007149,CR002,1,150,13,054,83,4,1,9,3
10007149,10007149,CR003,1,150,13,054,83,4,1,9,3
10007149,10007149,CR004,1,150,13,054,83,4,1,9,3
10007149,10007149,CRI001,1,150,13,054,83,4,1,9,3
10007149,10007149,CRI002,1,150,13,054,83,4,1,9,3
10007149,10007149,CRI002,1,195,13,019,86,3,0,4,7
10007149,10007149,CS0001,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0002,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0003,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0004,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0005,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0006,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0007,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0008,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0009,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0010,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0020,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0021,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0022,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0023,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0024,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0025,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0026,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0027,1,230,13,035,81,3,4,6,5
10007149,10007149,CS0028,1,230,13,035,81,3,4,6,5
10007149,10007149,DD001,1,25,13,083,85,5,0,0,10
10007149,10007149,DD001,1,25,23,096,85,0,0,10,5
10007149,10007149,DD001,1,220,11,F,89,2,1,4,5
10007149,10007149,DR0001,1,25,23,096,85,0,0,10,5
10007149,10007149,DR0002,1,25,23,096,85,0,0,10,5
10007149,10007149,DR0004,1,25,13,083,85,5,0,0,10
10007149,10007149,DR0004,1,25,23,096,85,0,0,10,5
10007149,10007149,DR0004,1,220,11,F,89,2,1,4,5
10007149,10007149,DR001,1,50,13,098,90,0,0,5,5
10007149,10007149,DR002,1,50,13,098,90,0,0,5,5
10007149,10007149,ED0001,1,120,13,105,76,2,13,6,4
10007149,10007149,ED0002,1,120,13,105,76,2,13,6,4
10007149,10007149,ED0007,1,105,13,105,92,1,1,5,2
10007149,10007149,ED003,1,120,13,105,76,2,13,6,4
10007149,10007149,ED004,1,120,13,105,76,2,13,6,4
10007149,10007149,ED005,1,70,13,108,96,0,0,4,0
10007149,10007149,ED006,1,70,13,108,96,0,0,4,0
10007149,10007149,EDU037,1,120,13,058,86,5,0,6,3
10007149,10007149,EG0001,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0002,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0003,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0004,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0005,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0006,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0007,1,50,13,042,90,0,0,0,10
10007149,10007149,EG0008,1,50,13,042,90,0,0,0,10
10007149,10007149,EG0009,1,50,13,042,90,0,0,0,10
10007149,10007149,EG0010,1,50,13,042,90,0,0,0,10
10007149,10007149,EG0011,1,50,13,042,90,0,0,0,10
10007149,10007149,EG0012,1,50,13,042,90,0,0,0,10
10007149,10007149,EG0013,1,50,13,042,90,0,0,0,10
10007149,10007149,EG0014,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0015,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0016,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0017,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0018,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0019,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0020,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0021,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0022,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0023,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0024,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0024,1,50,12,16,90,0,0,0,10
10007149,10007149,EG0025,1,50,12,16,90,0,0,0,10
10007149,10007149,EG0025,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0026,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0026,1,50,12,16,90,0,0,0,10
10007149,10007149,EG0027,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0028,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0029,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0030,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0037,1,50,12,16,90,0,0,0,10
10007149,10007149,EG0037,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0038,1,50,12,16,90,0,0,0,10
10007149,10007149,EG0038,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0039,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0039,1,50,12,16,90,0,0,0,10
10007149,10007149,EG0040,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0040,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0041,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0041,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0042,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0042,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0043,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0043,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0044,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0044,1,40,13,040,70,5,10,10,5
10007149,10007149,EG0045,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0046,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0047,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0048,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0049,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0050,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0051,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0052,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0053,1,70,13,037,87,0,0,1,12
10007149,10007149,EG0054,1,70,13,037,87,0,0,1,12
10007149,10007149,ENG001,1,90,13,075,89,1,1,4,5
10007149,10007149,ENG002,1,90,13,075,89,1,1,4,5
10007149,10007149,ENG003,1,90,13,075,89,1,1,4,5
10007149,10007149,ENG003,1,15,13,101,80,10,0,10,0
10007149,10007149,ENG004,1,15,13,101,80,10,0,10,0
10007149,10007149,ENG004,1,90,13,075,89,1,1,4,5
10007149,10007149,FM001,1,40,13,069,80,5,0,10,5
10007149,10007149,FM002,1,40,13,069,80,5,0,10,5
10007149,10007149,FM003,1,40,13,069,80,5,0,10,5
10007149,10007149,FM003,1,220,11,F,89,2,1,4,5
10007149,10007149,FM003,1,25,13,083,85,5,0,0,10
10007149,10007149,GG0001,1,55,13,059,94,4,0,2,0
10007149,10007149,GG0002,1,55,13,059,94,4,0,2,0
10007149,10007149,GG0003,1,75,13,031,96,0,0,3,2
10007149,10007149,GG0004,1,10,13,028,95,0,0,0,5
10007149,10007149,GG0005,1,10,13,028,95,0,0,0,5
10007149,10007149,GG0006,1,10,13,028,95,0,0,0,5
10007149,10007149,GG0006,1,75,13,031,96,0,0,3,2
10007149,10007149,GG0007,1,10,13,028,95,0,0,0,5
10007149,10007149,GG0007,1,75,13,031,96,0,0,3,2
10007149,10007149,GG0008,1,55,13,059,94,4,0,2,0
10007149,10007149,GG0009,1,55,13,059,94,4,0,2,0
10007149,10007149,GG0010,1,75,13,031,96,0,0,3,2
10007149,10007149,GG0011,1,75,13,031,96,0,0,3,2
10007149,10007149,GG012,1,55,13,059,94,4,0,2,0
10007149,10007149,GG013,1,75,13,031,96,0,0,3,2
10007149,10007149,GG014,1,75,13,031,96,0,0,3,2
10007149,10007149,GG015,1,10,13,028,95,0,0,0,5
10007149,10007149,GG016,1,10,13,028,95,0,0,0,5
10007149,10007149,GG016,1,75,13,031,96,0,0,3,2
10007149,10007149,GG017,1,55,13,059,94,4,0,2,0
10007149,10007149,GG018,1,75,13,031,96,0,0,3,2
10007149,10007149,HI0001,1,90,13,075,89,1,1,4,5
10007149,10007149,HI0001,1,130,13,090,94,0,0,4,2
10007149,10007149,HIS001,1,130,13,090,94,0,0,4,2
10007149,10007149,HIS002,1,130,13,090,94,0,0,4,2
10007149,10007149,HIS003,1,130,13,090,94,0,0,4,2
10007149,10007149,HIS003,1,20,23,091,85,0,0,10,0
10007149,10007149,HIS004,1,130,13,090,94,0,0,4,2
10007149,10007149,HIS005,1,130,13,090,94,0,0,4,2
10007149,10007149,HIS007,1,130,13,090,94,0,0,4,2
10007149,10007149,HIS007,1,90,13,075,89,1,1,4,5
10007149,10007149,HIS008,1,130,13,090,94,0,0,4,2
10007149,10007149,HIS008,1,105,13,053,85,2,2,3,7
10007149,10007149,HIS009,1,220,11,F,89,2,1,4,5
10007149,10007149,HIS009,1,25,13,083,85,5,0,0,10
10007149,10007149,HIS009,1,130,13,090,94,0,0,4,2
10007149,10007149,HUB001,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB001,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB001,2,25,11,D,80,10,0,10,0
10007149,10007149,HUB001,2,25,13,061,80,10,0,10,0
10007149,10007149,HUB002,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB002,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB003,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB003,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB004,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB004,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB005,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB005,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB005,1,710,11,D,48,1,46,2,3
10007149,10007149,HUB006,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB006,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB006,1,710,11,D,48,1,46,2,3
10007149,10007149,HUB007,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB007,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB007,1,710,11,D,48,1,46,2,3
10007149,10007149,HUB008,1,85,12,26,75,1,14,3,6
10007149,10007149,HUB008,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB008,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB009,1,85,12,26,75,1,14,3,6
10007149,10007149,HUB009,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB009,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB010,1,85,12,26,75,1,14,3,6
10007149,10007149,HUB010,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB010,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB011,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB011,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB011,1,710,11,D,48,1,46,2,3
10007149,10007149,HUB012,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB012,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB012,1,710,11,D,48,1,46,2,3
10007149,10007149,HUB013,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB013,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB013,1,710,11,D,48,1,46,2,3
10007149,10007149,HUB014,1,230,13,035,81,3,4,6,5
10007149,10007149,HUB014,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB014,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB015,1,230,13,035,81,3,4,6,5
10007149,10007149,HUB015,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB015,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB016,1,230,13,035,81,3,4,6,5
10007149,10007149,HUB016,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB016,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB017,1,55,13,062,54,2,25,12,8
10007149,10007149,HUB017,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB017,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB018,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB018,1,55,13,062,54,2,25,12,8
10007149,10007149,HUB018,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB019,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB019,1,55,13,062,54,2,25,12,8
10007149,10007149,HUB019,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB020,1,55,13,062,54,2,25,12,8
10007149,10007149,HUB020,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB020,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB021,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB021,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB021,1,55,13,062,54,2,25,12,8
10007149,10007149,HUB022,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB022,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB022,1,55,13,062,54,2,25,12,8
10007149,10007149,HUB023,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB023,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB023,1,105,13,066,66,2,28,0,3
10007149,10007149,HUB024,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB024,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB024,1,105,13,066,66,2,28,0,3
10007149,10007149,HUB025,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB025,1,105,13,066,66,2,28,0,3
10007149,10007149,HUB025,1,85,13,063,75,1,14,3,6
10007149,10007149,HUB026,1,365,13,061,39,1,57,1,1
10007149,10007149,HUB026,1,65,13,052,86,1,3,5,6
