PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESP_RATE,EMPAGG,EMPSBJ,WORKSTUDY,STUDY,ASSUNEMP,BOTH,NOAVAIL,WORK
10007857,10007857,BA_MUSFS,1,40,90,13,097,90,40,5,5,5,50
10007857,10007857,BA_MUSFS,1,10,45,13,069,85,10,15,10,0,70
10007857,10007857,BA_PCCCJ,1,60,81,12,21,77,20,18,4,5,53
10007857,10007857,BA_PCCCJ,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BA_PCHSC,1,60,81,12,21,77,20,18,4,5,53
10007857,10007857,BA_PCHSC,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BA_PELQTS,1,35,80,24,,90,0,10,5,0,90
10007857,10007857,BA_PHRE,1,50,85,11,G,80,20,15,0,0,60
10007857,10007857,BA_PRI,1,50,85,11,G,80,20,15,0,0,60
10007857,10007857,BA_PRI,1,50,75,12,32,85,25,5,0,10,60
10007857,10007857,BA_PWF,1,10,45,13,069,85,10,15,10,0,70
10007857,10007857,BA_PWF,1,15,80,13,101,75,15,15,0,10,55
10007857,10007857,BA_PWM,1,10,45,13,069,85,10,15,10,0,70
10007857,10007857,BA_PWM,1,15,80,13,101,75,15,15,0,10,55
10007857,10007857,BA_S,1,10,100,14,,75,25,25,10,0,35
10007857,10007857,BA_SI,1,10,75,13,082,85,20,5,0,10,65
10007857,10007857,BA_SI,1,50,75,12,32,85,25,5,0,10,60
10007857,10007857,BA_SOCPOL,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BA_SOCSP,1,55,80,13,054,80,19,17,4,4,56
10007857,10007857,BA_SOCSP,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BA_SP4,1,10,75,13,082,85,20,5,0,10,65
10007857,10007857,BA_SPBS,1,10,75,13,082,85,20,5,0,10,65
10007857,10007857,BA_SPBS,1,15,75,13,061,95,20,5,0,0,75
10007857,10007857,BA_SPCR,1,55,80,13,054,80,19,17,4,4,56
10007857,10007857,BA_SPCR,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BA_SPCW,1,15,80,13,101,75,15,15,0,10,55
10007857,10007857,BA_SPCW,1,10,75,13,082,85,20,5,0,10,65
10007857,10007857,BA_SPEC,1,15,90,23,052,95,10,5,10,0,75
10007857,10007857,BA_SPEC,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BA_SPFR,1,15,70,13,079,85,15,5,5,10,65
10007857,10007857,BA_SPFR,1,10,75,13,082,85,20,5,0,10,65
10007857,10007857,BA_SPG,1,10,75,13,082,85,20,5,0,10,65
10007857,10007857,BA_SPG,1,15,75,23,080,85,10,10,0,5,70
10007857,10007857,BA_SPH,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BA_SPH,1,45,85,13,090,80,20,15,0,0,60
10007857,10007857,BA_SPI,1,50,75,12,32,85,25,5,0,10,60
10007857,10007857,BA_SPI,1,10,75,13,082,85,20,5,0,10,65
10007857,10007857,BA_SPJO,1,10,75,23,073,80,20,20,0,0,60
10007857,10007857,BA_SPJO,1,10,75,13,082,85,20,5,0,10,65
10007857,10007857,BA_SPMKT,1,10,60,13,062,100,10,0,0,0,90
10007857,10007857,BA_SPMKT,1,10,75,13,082,85,20,5,0,10,65
10007857,10007857,BA_SPP,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BA_SPP,1,170,78,13,019,92,36,5,6,3,50
10007857,10007857,BA_SPWH,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BA_SPWH,1,45,85,13,090,80,20,15,0,0,60
10007857,10007857,BA_SPWW,1,10,85,13,077,90,60,0,0,10,35
10007857,10007857,BA_SPWW,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BA_SPWWH,1,45,85,13,090,80,20,15,0,0,60
10007857,10007857,BA_SPWWH,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BA_SSPW,1,10,85,14,,85,35,10,10,10,40
10007857,10007857,BA_SWW,1,10,85,13,077,90,60,0,0,10,35
10007857,10007857,BA_SWW,1,55,80,13,054,80,19,17,4,4,56
10007857,10007857,BA_SWWH,1,45,85,13,090,80,20,15,0,0,60
10007857,10007857,BA_SWWH,1,55,80,13,054,80,19,17,4,4,56
10007857,10007857,BA_WCW,1,15,80,13,101,75,15,15,0,10,55
10007857,10007857,BA_WCW,1,10,85,13,077,90,60,0,0,10,35
10007857,10007857,BA_WELSHBE,1,10,85,13,077,90,60,0,0,10,35
10007857,10007857,BA_WHA,1,45,85,13,090,80,20,15,0,0,60
10007857,10007857,BA_WHA,1,50,85,12,34,80,20,15,0,0,60
10007857,10007857,BENG_CSE,1,20,85,13,040,85,15,15,5,0,70
10007857,10007857,BENG_ELE,1,10,90,24,,80,10,20,10,0,60
10007857,10007857,BMEDSCI_MD,1,10,75,24,,90,50,10,10,0,30
10007857,10007857,BMUS_MUS,1,30,90,14,,90,40,5,0,5,50
10007857,10007857,BM_MW,1,30,80,14,,100,0,0,0,0,100
10007857,10007857,BN_NURSA,1,70,90,14,,100,0,0,3,0,97
10007857,10007857,BN_NURSC,1,20,85,24,,95,0,5,5,0,90
10007857,10007857,BN_NURSLD,1,120,87,13,005,99,0,1,3,0,96
10007857,10007857,BN_NURSM,1,10,75,14,,100,0,0,20,0,80
10007857,10007857,BSC_ACCB,1,10,75,13,066,100,10,0,20,0,70
10007857,10007857,BSC_ACCB,1,15,80,13,065,95,15,5,15,0,65
10007857,10007857,BSC_ACCEC,1,10,75,13,066,100,10,0,20,0,70
10007857,10007857,BSC_ACCEC,1,15,90,23,052,95,10,5,10,0,75
10007857,10007857,BSC_ACCFIN,1,15,75,14,,100,10,0,25,0,70
10007857,10007857,BSC_AMB4,1,45,60,13,012,80,25,10,5,5,50
10007857,10007857,BSC_APTME,1,45,60,13,012,80,25,10,5,5,50
10007857,10007857,BSC_ATME,1,45,60,13,012,80,25,10,5,5,50
10007857,10007857,BSC_B,1,10,85,14,,80,20,0,0,20,60
10007857,10007857,BSC_BFIN,1,15,80,13,065,95,15,5,15,0,65
10007857,10007857,BSC_BIOT,1,150,71,12,05,75,21,15,3,10,52
10007857,10007857,BSC_BMZ,1,10,65,14,,60,25,25,10,15,25
10007857,10007857,BSC_BS,1,15,75,13,061,95,20,5,0,0,75
10007857,10007857,BSC_BSC,1,20,85,14,,80,5,15,5,5,70
10007857,10007857,BSC_BSFIN,1,15,75,13,061,95,20,5,0,0,75
10007857,10007857,BSC_BSFIN,1,15,80,13,065,95,15,5,15,0,65
10007857,10007857,BSC_BSMKT,1,10,60,13,062,100,10,0,0,0,90
10007857,10007857,BSC_BSMKT,1,15,75,13,061,95,20,5,0,0,75
10007857,10007857,BSC_C,1,15,75,14,,100,30,0,10,0,60
10007857,10007857,BSC_CEE,1,35,85,13,025,85,35,15,5,0,45
10007857,10007857,BSC_CEE,1,50,75,12,32,85,25,5,0,10,60
10007857,10007857,BSC_CFE,1,20,80,23,022,95,20,0,0,5,80
10007857,10007857,BSC_CFE,1,40,75,13,031,85,10,10,5,5,65
10007857,10007857,BSC_CFE4,1,20,80,23,022,95,20,0,0,5,80
10007857,10007857,BSC_CFE4,1,20,80,23,024,85,15,5,5,10,65
10007857,10007857,BSC_CIE,1,35,85,13,025,85,35,15,5,0,45
10007857,10007857,BSC_CIS,1,35,80,13,035,90,10,10,0,5,75
10007857,10007857,BSC_CISB,1,35,80,13,035,90,10,10,0,5,75
10007857,10007857,BSC_CS,1,15,85,14,,90,25,5,0,5,65
10007857,10007857,BSC_CSENG,1,20,85,13,040,85,15,15,5,0,70
10007857,10007857,BSC_CSFB,1,15,75,13,061,95,20,5,0,0,75
10007857,10007857,BSC_CSFB,1,35,80,13,035,90,10,10,0,5,75
10007857,10007857,BSC_CT,1,25,85,23,096,90,5,5,5,5,80
10007857,10007857,BSC_CT,1,35,80,13,035,90,10,10,0,5,75
10007857,10007857,BSC_DC,1,25,85,23,096,90,5,5,5,5,80
10007857,10007857,BSC_DR,1,15,95,14,,100,0,0,0,0,100
10007857,10007857,BSC_DTECH,1,15,85,24,,100,0,0,5,0,95
10007857,10007857,BSC_ECON,1,20,80,23,024,85,15,5,5,10,65
10007857,10007857,BSC_ECON4,1,20,80,23,024,85,15,5,5,10,65
10007857,10007857,BSC_ELE,1,20,85,13,040,85,15,15,5,0,70
10007857,10007857,BSC_ES,1,40,75,13,031,85,10,10,5,5,65
10007857,10007857,BSC_F,1,20,80,23,022,95,20,0,0,5,80
10007857,10007857,BSC_FINEC,1,15,90,23,052,95,10,5,10,0,75
10007857,10007857,BSC_FOR,1,10,80,24,,90,20,0,0,10,75
10007857,10007857,BSC_GEO,1,10,70,24,,90,25,10,0,0,65
10007857,10007857,BSC_GEOG,1,25,85,14,,85,15,15,5,0,65
10007857,10007857,BSC_HSN,1,120,87,13,005,99,0,1,3,0,96
10007857,10007857,BSC_MARG,1,40,75,13,031,85,10,10,5,5,65
10007857,10007857,BSC_MB,1,10,50,14,,90,25,10,10,0,60
10007857,10007857,BSC_MBIO,1,45,60,13,012,80,25,10,5,5,50
10007857,10007857,BSC_MBO,1,20,75,23,029,85,30,10,5,5,50
10007857,10007857,BSC_MBO,1,45,60,13,012,80,25,10,5,5,50
10007857,10007857,BSC_MES,1,20,75,23,029,85,30,10,5,5,50
10007857,10007857,BSC_MKT,1,10,60,13,062,100,10,0,0,0,90
10007857,10007857,BSC_MVZ,1,15,80,14,,60,15,15,0,25,45
10007857,10007857,BSC_MWACC,1,10,75,13,066,100,10,0,20,0,70
10007857,10007857,BSC_MWACC,1,50,70,11,D,100,15,0,10,0,75
10007857,10007857,BSC_OGP,1,10,65,13,028,90,40,10,0,0,50
10007857,10007857,BSC_OGP,1,20,75,23,029,85,30,10,5,5,50
10007857,10007857,BSC_OS,1,20,75,23,029,85,30,10,5,5,50
10007857,10007857,BSC_PD,1,20,90,24,,95,5,5,5,0,85
10007857,10007857,BSC_PHS,1,20,80,14,,95,40,0,10,5,50
10007857,10007857,BSC_PS,1,115,78,14,,92,37,6,6,2,49
10007857,10007857,BSC_PSYN,1,20,85,14,,90,35,0,5,10,45
10007857,10007857,BSC_PWB,1,15,75,13,061,95,20,5,0,0,75
10007857,10007857,BSC_PWB,1,170,78,13,019,92,36,5,6,3,50
10007857,10007857,BSC_SEXP,1,55,68,13,018,96,31,2,4,2,62
10007857,10007857,BSC_SH,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,BSC_SHES,1,25,80,24,,95,15,0,15,5,70
10007857,10007857,BSC_SHPE,1,15,80,14,,95,35,5,0,0,60
10007857,10007857,BSC_SPS,1,15,60,14,,95,20,0,15,5,55
10007857,10007857,BSC_SSOA,1,15,65,24,,80,5,5,0,10,75
10007857,10007857,BSC_Z,1,20,80,14,,55,15,30,0,15,40
10007857,10007857,BSC_ZC,1,10,85,14,,80,30,10,0,10,50
10007857,10007857,BSC_ZCC,1,85,74,13,013,70,20,16,1,13,50
10007857,10007857,BSC_ZCC,1,40,75,13,031,85,10,10,5,5,65
10007857,10007857,BSC_ZH,1,85,74,13,013,70,20,16,1,13,50
10007857,10007857,BSC_ZMZ,1,15,70,24,,80,25,0,0,20,55
10007857,10007857,BSC_ZWAB,1,10,75,14,,70,20,20,0,10,50
10007857,10007857,FDA_APCCD,1,15,75,23,105,100,55,0,0,0,45
10007857,10007857,FDA_ECLSS,1,15,75,23,105,100,55,0,0,0,45
10007857,10007857,LLB_L,1,40,70,14,,90,30,10,15,0,50
10007857,10007857,LLB_LAF,1,10,75,13,066,100,10,0,20,0,70
10007857,10007857,LLB_LAF,1,55,74,13,060,87,27,9,15,4,45
10007857,10007857,LLB_LAW2,1,55,74,13,060,87,27,9,15,4,45
10007857,10007857,LLB_LBS,1,15,75,13,061,95,20,5,0,0,75
10007857,10007857,LLB_LBS,1,55,74,13,060,87,27,9,15,4,45
10007857,10007857,LLB_LCS,1,25,75,22,33,95,30,0,5,5,55
10007857,10007857,LLB_LCS,1,55,74,13,060,87,27,9,15,4,45
10007857,10007857,LLB_LIC,1,15,70,13,079,85,15,5,5,10,65
10007857,10007857,LLB_LIC,1,55,74,13,060,87,27,9,15,4,45
10007857,10007857,LLB_LID,1,15,75,23,080,85,10,10,0,5,70
10007857,10007857,LLB_LID,1,55,74,13,060,87,27,9,15,4,45
10007857,10007857,LLB_LIE,1,50,75,12,32,85,25,5,0,10,60
10007857,10007857,LLB_LIE,1,55,74,13,060,87,27,9,15,4,45
10007857,10007857,LLB_LIG,1,10,75,13,082,85,20,5,0,10,65
10007857,10007857,LLB_LIG,1,55,74,13,060,87,27,9,15,4,45
10007857,10007857,LLB_LSP,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,LLB_LSP,1,55,74,13,060,87,27,9,15,4,45
10007857,10007857,LLB_LW,1,10,85,13,077,90,60,0,0,10,35
10007857,10007857,LLB_LW,1,55,74,13,060,87,27,9,15,4,45
10007857,10007857,LLB_LWCR,1,10,90,24,,90,25,0,15,10,50
10007857,10007857,LLB_UKLFL,1,55,74,13,060,87,27,9,15,4,45
10007857,10007857,MARTS_ARCH,1,50,85,12,34,80,20,15,0,0,60
10007857,10007857,MARTS_BILING,1,25,75,23,084,95,30,0,5,5,55
10007857,10007857,MARTS_COGL,1,25,75,23,084,95,30,0,5,5,55
10007857,10007857,MARTS_CP,1,15,80,12,38,75,15,15,0,10,55
10007857,10007857,MARTS_ELCW,1,15,80,13,101,75,15,15,0,10,55
10007857,10007857,MARTS_ELCW,1,40,75,13,075,75,25,15,5,5,50
10007857,10007857,MARTS_ELIT,1,40,75,13,075,75,25,15,5,5,50
10007857,10007857,MARTS_ELT,1,40,75,13,075,75,25,15,5,5,50
10007857,10007857,MARTS_HIST,1,45,85,13,090,80,20,15,0,0,60
10007857,10007857,MARTS_LING,1,25,75,23,084,95,30,0,5,5,55
10007857,10007857,MARTS_PW,1,15,80,13,101,75,15,15,0,10,55
10007857,10007857,MBIOL_BIO,1,45,60,13,012,80,25,10,5,5,50
10007857,10007857,MBIOL_BIOT,1,150,71,12,05,75,21,15,3,10,52
10007857,10007857,MBIOL_MBIO,1,45,60,13,012,80,25,10,5,5,50
10007857,10007857,MCHEM_CH,1,15,90,14,,65,40,35,0,0,25
10007857,10007857,MCHEM_CIND,1,35,85,13,025,85,35,15,5,0,45
10007857,10007857,MENG_CIE,1,20,85,13,040,85,15,15,5,0,70
10007857,10007857,MENG_CRSEN,1,20,85,13,040,85,15,15,5,0,70
10007857,10007857,MENG_CSE,1,20,85,13,040,85,15,15,5,0,70
10007857,10007857,MENG_EE,1,10,75,24,,100,20,0,10,0,75
10007857,10007857,MFOR_FOR,1,20,80,23,022,95,20,0,0,5,80
10007857,10007857,MGEOG_G,1,40,75,13,031,85,10,10,5,5,65
10007857,10007857,MMBIOL_MB,1,10,55,24,,85,35,15,0,0,50
10007857,10007857,MMSCI_MS,1,20,75,23,029,85,30,10,5,5,50
10007857,10007857,MOCEAN_GO,1,10,65,13,028,90,40,10,0,0,50
10007857,10007857,MOCEAN_PO,1,20,75,23,029,85,30,10,5,5,50
10007857,10007857,MSCI_PHS,1,170,78,13,019,92,36,5,6,3,50
10007857,10007857,MSCI_PS,1,170,78,13,019,92,36,5,6,3,50
10007857,10007857,MSCI_SHS,1,55,68,13,018,96,31,2,4,2,62
10007857,10007857,MSCI_SS,1,55,68,13,018,96,31,2,4,2,62
10007857,10007857,MSCI_SSOA,1,55,68,13,018,96,31,2,4,2,62
10007857,10007857,MSOCSCI_CCJ,1,55,80,13,054,80,19,17,4,4,56
10007857,10007857,MSOCSCI_CYMD,1,55,80,13,054,80,19,17,4,4,56
10007857,10007857,MSOCSCI_CYMD,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,MSOCSCI_HSC,1,10,70,13,058,90,30,10,0,0,65
10007857,10007857,MSOCSCI_S,1,55,80,13,054,80,19,17,4,4,56
10007857,10007857,MSOCSCI_SH,1,10,70,13,058,90,30,10,0,0,65
10007857,10007857,MSOCSCI_SP,1,15,90,23,055,75,30,15,5,10,35
10007857,10007857,MZOOL_AB,1,85,74,13,013,70,20,16,1,13,50
10007857,10007857,MZOOL_CONS,1,85,74,13,013,70,20,16,1,13,50
10007857,10007857,MZOOL_HERP,1,85,74,13,013,70,20,16,1,13,50
10007857,10007857,MZOOL_MARZ,1,85,74,13,013,70,20,16,1,13,50
10007857,10007857,MZOOL_ZCC,1,40,75,13,031,85,10,10,5,5,65
10007857,10007857,MZOOL_ZCC,1,85,74,13,013,70,20,16,1,13,50
10007857,10007857,MZOOL_ZOO,1,10,90,24,,90,0,10,10,0,80
10007857,10007857,M_ENVSCI,1,10,70,24,,90,0,0,10,10,85
10007858,10007858,101D,1,25,85,14,,70,5,25,5,5,60
10007858,10007858,101D,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,101I,1,10,50,14,,65,0,25,0,10,65
10007858,10007858,101I,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,101J,1,10,65,14,,90,10,10,10,0,70
10007858,10007858,101J,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,101P,1,15,90,14,,95,15,5,20,0,55
10007858,10007858,101P,2,20,85,21,H,60,20,15,5,25,35
10007858,10007858,102D,1,15,90,14,,70,15,30,0,0,55
10007858,10007858,102D,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,102K,1,35,90,13,095,70,20,20,5,10,45
10007858,10007858,102K,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,102V,1,10,75,14,,80,10,10,0,10,70
10007858,10007858,102V,2,20,85,21,H,60,20,15,5,25,35
10007858,10007858,103F,1,130,76,13,096,78,8,19,3,3,66
10007858,10007858,103F,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,103I,1,130,76,13,096,78,8,19,3,3,66
10007858,10007858,103I,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,103S,1,10,80,24,,90,0,10,0,0,90
10007858,10007858,103S,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,115J,1,40,85,13,100,85,5,10,10,5,65
10007858,10007858,115J,2,20,85,21,H,60,20,15,5,25,35
10007858,10007858,115P,1,130,76,13,096,78,8,19,3,3,66
10007858,10007858,115P,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,116A,1,10,80,13,102,35,0,45,0,20,35
10007858,10007858,116A,2,20,85,21,H,60,20,15,5,25,35
10007858,10007858,116K,1,35,90,13,095,70,20,20,5,10,45
10007858,10007858,116K,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,116V,1,130,76,13,096,78,8,19,3,3,66
10007858,10007858,116V,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,117D,1,130,76,13,096,78,8,19,3,3,66
10007858,10007858,117D,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,117I,1,130,76,13,096,78,8,19,3,3,66
10007858,10007858,117I,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,118A,1,40,85,13,100,85,5,10,10,5,65
10007858,10007858,118A,2,20,85,21,H,60,20,15,5,25,35
10007858,10007858,118D,1,130,76,13,096,78,8,19,3,3,66
10007858,10007858,118D,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,119C,1,130,76,13,096,78,8,19,3,3,66
10007858,10007858,119C,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,119F,1,130,76,13,096,78,8,19,3,3,66
10007858,10007858,119F,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,119I,1,130,76,13,096,78,8,19,3,3,66
10007858,10007858,119I,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,119S,1,130,76,13,096,78,8,19,3,3,66
10007858,10007858,119S,2,10,85,22,36,50,15,15,10,35,25
10007858,10007858,206A,1,15,70,13,066,70,15,20,0,5,55
10007858,10007858,206A,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,206AP,1,15,70,13,066,70,15,20,0,5,55
10007858,10007858,206B,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,206B,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,206BP,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,206E,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,206E,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,206EP,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,206F,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,206F,1,15,75,12,27,75,15,20,0,5,60
10007858,10007858,206F,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,206FP,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,206FP,1,15,75,12,27,75,15,20,0,5,60
10007858,10007858,206H,1,15,95,23,064,85,0,15,0,0,85
10007858,10007858,206H,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,206HP,1,15,95,23,064,85,0,15,0,0,85
10007858,10007858,206L,1,25,85,13,063,80,5,15,0,5,75
10007858,10007858,206L,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,206M,1,15,75,13,062,85,5,15,0,0,80
10007858,10007858,206M,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,206MP,1,15,75,13,062,85,5,15,0,0,80
10007858,10007858,206Z,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,206Z,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,206ZP,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,208P,1,25,80,14,,80,5,5,0,10,80
10007858,10007858,222B,1,15,100,24,,100,75,0,25,0,0
10007858,10007858,222B,2,20,85,23,061,100,10,0,40,0,45
10007858,10007858,222F,1,25,95,23,061,95,65,5,25,0,5
10007858,10007858,222F,1,15,95,11,D,95,65,0,30,5,0
10007858,10007858,222F,2,20,85,21,D,100,10,0,40,0,45
10007858,10007858,222F,2,20,85,23,061,100,10,0,40,0,45
10007858,10007858,229X,1,15,70,14,,95,40,0,25,5,25
10007858,10007858,257_JLW_JPB,1,25,85,13,011,85,15,10,5,5,65
10007858,10007858,257_JLW_JPB,1,35,90,13,019,90,20,10,5,0,65
10007858,10007858,269B,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,269B,1,25,85,13,063,80,5,15,0,5,75
10007858,10007858,269B,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,269BP,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,269BP,1,25,85,13,063,80,5,15,0,5,75
10007858,10007858,269F,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,269F,1,15,75,12,27,75,15,20,0,5,60
10007858,10007858,269F,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,269FP,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,269FP,1,15,75,12,27,75,15,20,0,5,60
10007858,10007858,269H,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,269H,1,15,95,23,064,85,0,15,0,0,85
10007858,10007858,269H,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,269HP,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,269HP,1,25,85,13,063,80,5,15,0,5,75
10007858,10007858,269L,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,269L,1,25,85,13,063,80,5,15,0,5,75
10007858,10007858,269L,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,269LP,1,25,85,13,063,80,5,15,0,5,75
10007858,10007858,269LP,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,269M,1,15,75,13,062,85,5,15,0,0,80
10007858,10007858,269M,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,269M,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,269MP,1,25,85,13,063,80,5,15,0,5,75
10007858,10007858,269MP,1,15,80,13,061,70,10,30,0,0,60
10007858,10007858,300A,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300A,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,300AP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300B,1,15,80,24,,85,20,15,0,0,65
10007858,10007858,300B,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,300BP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300C,1,10,85,24,,70,10,30,10,0,50
10007858,10007858,300C,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,300CP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300G,1,10,70,24,,75,10,15,0,10,65
10007858,10007858,300G,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,300GP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300L,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300LP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300N,1,15,95,24,,95,20,5,10,0,65
10007858,10007858,300N,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,300NP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300S,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300S,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,300SP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300W,1,15,95,24,,95,0,5,0,0,95
10007858,10007858,300W,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,300WP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300X,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,300XP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,302A,1,20,95,23,035,85,40,15,5,0,35
10007858,10007858,302B,1,20,95,23,035,85,40,15,5,0,35
10007858,10007858,302C,1,20,95,23,035,85,40,15,5,0,35
10007858,10007858,302G,1,20,95,23,035,85,40,15,5,0,35
10007858,10007858,302L,1,20,95,23,035,85,40,15,5,0,35
10007858,10007858,302N,1,20,95,23,035,85,40,15,5,0,35
10007858,10007858,302S,1,20,95,23,035,85,40,15,5,0,35
10007858,10007858,302W,1,20,95,23,035,85,40,15,5,0,35
10007858,10007858,302X,1,20,95,23,035,85,40,15,5,0,35
10007858,10007858,316B,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,316B,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,316BP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,316C,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,316C,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,316CP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,316G,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,316G,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,316GP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,316N,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,316N,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,316NP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,316S,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,316S,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,316SP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,316W,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,316W,2,15,100,23,035,80,20,15,0,5,60
10007858,10007858,316WP,1,75,81,13,035,79,8,18,1,3,70
10007858,10007858,501M,1,65,85,13,037,83,9,16,3,2,71
10007858,10007858,501M,1,70,71,13,067,81,4,13,3,6,75
10007858,10007858,501M,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,501M,2,20,90,13,037,100,5,0,15,0,80
10007858,10007858,501S,1,15,85,13,046,75,5,20,0,5,70
10007858,10007858,501S,2,30,90,11,9,100,5,0,15,0,80
10007858,10007858,502E,1,10,70,14,,85,10,10,0,10,75
10007858,10007858,502E,2,10,85,21,D,90,0,10,0,0,90
10007858,10007858,502LP,1,70,71,13,067,81,4,13,3,6,75
10007858,10007858,502S,1,30,80,14,,85,0,15,5,0,80
