PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESP_RATE,EMPAGG,EMPSBJ,WORKSTUDY,STUDY,ASSUNEMP,BOTH,NOAVAIL,WORK
10004078,10004078,4679A,1,310,69,11,D,82,18,14,4,4,60
10004078,10004078,4680A,1,110,67,13,061,76,16,22,1,2,59
10004078,10004078,4680A,2,20,45,13,061,90,10,10,10,0,70
10004078,10004078,4681A,1,70,75,13,066,88,20,8,8,5,60
10004078,10004078,4681A,1,110,67,13,061,76,16,22,1,2,59
10004078,10004078,4683A,1,90,81,13,035,84,9,15,7,1,68
10004078,10004078,4683A,1,110,67,13,061,76,16,22,1,2,59
10004078,10004078,4684A,1,110,67,13,061,76,16,22,1,2,59
10004078,10004078,4684A,1,115,72,11,B,76,14,17,5,7,57
10004078,10004078,4685A,1,110,67,13,061,76,16,22,1,2,59
10004078,10004078,4686A,1,50,70,13,065,85,20,5,5,5,60
10004078,10004078,4686A,1,110,67,13,061,76,16,22,1,2,59
10004078,10004078,4687A,1,110,67,13,061,76,16,22,1,2,59
10004078,10004078,4687A,1,310,69,11,D,82,18,14,4,4,60
10004078,10004078,4688A,1,60,74,13,060,85,43,8,9,7,33
10004078,10004078,4688A,1,110,67,13,061,76,16,22,1,2,59
10004078,10004078,4689A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4689A,1,110,67,13,061,76,16,22,1,2,59
10004078,10004078,4692A,1,110,67,13,061,76,16,22,1,2,59
10004078,10004078,4692A,1,310,69,11,D,82,18,14,4,4,60
10004078,10004078,4693A,1,110,67,13,061,76,16,22,1,2,59
10004078,10004078,4705A,1,15,80,13,037,80,20,20,5,0,55
10004078,10004078,4705A,2,15,55,23,037,95,5,0,5,5,80
10004078,10004078,4707A,1,15,80,13,037,80,20,20,5,0,55
10004078,10004078,4708A,2,15,55,23,037,95,5,0,5,5,80
10004078,10004078,4709A,1,20,70,13,036,90,20,10,5,0,65
10004078,10004078,4710A,1,60,77,13,096,78,10,17,0,5,68
10004078,10004078,4756A,1,115,72,11,B,76,14,17,5,7,57
10004078,10004078,4809A,2,20,45,13,061,90,10,10,10,0,70
10004078,10004078,4811A,1,85,69,13,054,77,18,17,4,6,55
10004078,10004078,4811A,1,115,72,11,B,76,14,17,5,7,57
10004078,10004078,4811A,2,20,55,23,054,75,10,10,0,15,65
10004078,10004078,4811A,2,20,60,21,B,75,15,10,0,15,60
10004078,10004078,4815A,1,85,69,13,054,77,18,17,4,6,55
10004078,10004078,4815A,2,20,55,23,054,75,10,10,0,15,65
10004078,10004078,4817A,1,115,72,11,B,76,14,17,5,7,57
10004078,10004078,4817A,2,20,60,21,B,75,15,10,0,15,60
10004078,10004078,4819A,1,85,69,13,054,77,18,17,4,6,55
10004078,10004078,4819A,2,20,55,23,054,75,10,10,0,15,65
10004078,10004078,4821A,1,115,72,11,B,76,14,17,5,7,57
10004078,10004078,4821A,2,20,60,21,B,75,15,10,0,15,60
10004078,10004078,4823A,1,85,69,13,054,77,18,17,4,6,55
10004078,10004078,4823A,1,115,72,11,B,76,14,17,5,7,57
10004078,10004078,4823A,2,20,55,23,054,75,10,10,0,15,65
10004078,10004078,4823A,2,20,60,21,B,75,15,10,0,15,60
10004078,10004078,4826A,1,115,72,11,B,76,14,17,5,7,57
10004078,10004078,4826A,2,20,60,21,B,75,15,10,0,15,60
10004078,10004078,4828A,1,85,69,13,054,77,18,17,4,6,55
10004078,10004078,4828A,1,115,72,11,B,76,14,17,5,7,57
10004078,10004078,4828A,2,20,55,23,054,75,10,10,0,15,65
10004078,10004078,4828A,2,20,60,21,B,75,15,10,0,15,60
10004078,10004078,4830A,1,85,69,13,054,77,18,17,4,6,55
10004078,10004078,4830A,1,115,72,11,B,76,14,17,5,7,57
10004078,10004078,4830A,2,20,55,23,054,75,10,10,0,15,65
10004078,10004078,4830A,2,20,60,21,B,75,15,10,0,15,60
10004078,10004078,4833A,1,50,75,13,067,85,20,15,5,0,60
10004078,10004078,4833A,2,25,45,11,D,90,10,10,10,0,75
10004078,10004078,4841A,1,15,65,13,050,65,15,15,5,20,45
10004078,10004078,4841A,2,30,75,23,050,85,5,15,5,0,75
10004078,10004078,4843A,1,15,65,13,050,65,15,15,5,20,45
10004078,10004078,4843A,2,30,75,23,050,85,5,15,5,0,75
10004078,10004078,4845A,1,50,75,13,067,85,20,15,5,0,60
10004078,10004078,4845A,2,25,45,11,D,90,10,10,10,0,75
10004078,10004078,4847A,1,35,75,14,,80,15,20,5,5,60
10004078,10004078,4847A,2,25,45,11,D,90,10,10,10,0,75
10004078,10004078,4872A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4872A,1,70,75,13,066,88,20,8,8,5,60
10004078,10004078,4873A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4873A,1,115,72,11,B,76,14,17,5,7,57
10004078,10004078,4880A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4880A,1,50,70,13,065,85,20,5,5,5,60
10004078,10004078,4881A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4881A,1,310,69,11,D,82,18,14,4,4,60
10004078,10004078,4882A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4882A,1,60,74,13,060,85,43,8,9,7,33
10004078,10004078,4883A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4883A,1,310,69,11,D,82,18,14,4,4,60
10004078,10004078,4884A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4884A,1,310,69,11,D,82,18,14,4,4,60
10004078,10004078,4889A,1,65,67,13,019,82,19,13,3,6,60
10004078,10004078,4891A,1,65,67,13,019,82,19,13,3,6,60
10004078,10004078,4914A,1,50,80,13,042,90,45,5,10,5,40
10004078,10004078,4936A,1,10,65,12,30,100,10,0,10,0,80
10004078,10004078,4941A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4942A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4943A,1,10,65,12,30,100,10,0,10,0,80
10004078,10004078,4943A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4944A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4946A,1,25,55,13,062,80,20,10,0,10,55
10004078,10004078,4989A,1,20,75,14,,60,15,35,0,5,45
10004078,10004078,4A,1,50,75,14,,85,45,10,10,10,30
10004078,10004078,4A,2,15,70,14,,75,25,15,15,10,40
10004078,10004078,501A,1,25,70,14,,80,25,15,10,5,50
10004078,10004078,501A,2,30,65,13,040,95,5,5,0,0,90
10004078,10004078,511A,1,10,55,24,,90,80,10,10,0,0
10004078,10004078,541A,1,15,90,11,9,95,95,5,0,0,0
10004078,10004078,541A,2,15,90,13,036,100,25,0,35,0,40
10004078,10004078,591A,1,15,80,14,,80,20,20,5,0,55
10004078,10004078,591A,2,15,55,23,037,95,5,0,5,5,80
10004078,10004078,593A,1,10,70,14,,90,10,10,10,0,75
10004078,10004078,741A,1,15,90,11,9,95,95,5,0,0,0
10004078,10004078,836A,1,20,75,14,,85,15,15,10,0,60
10004112,10004112,CKF507X,1,25,80,13,067,100,90,0,0,0,10
10004112,10004112,KPK001X,2,10,60,24,,90,15,0,15,10,60
10004112,10004112,KPK005X,2,10,60,24,,90,15,0,15,10,60
10004112,10004112,MPJ005X,2,10,65,14,,100,0,0,0,0,100
10004112,10004112,RFK001X,1,15,74,24,,100,65,0,15,0,20
10004112,10004112,TDK500X,1,30,70,14,,95,85,0,5,5,0
10004112,10004112,TFK508X,1,25,80,13,067,100,90,0,0,0,10
10004112,10004112,TFK527X,1,30,70,14,,95,85,0,5,5,0
10004112,10004112,TFK530X,1,20,70,14,,100,90,0,0,0,10
10004112,10004112,TFK532X,1,25,83,14,,100,90,0,5,0,10
10004112,10004112,TFK533X,1,10,61,24,,100,100,0,0,0,0
10004112,10004112,TFK545X,1,10,63,24,,90,65,0,15,10,10
10004113,10004113,KIS1F59,1,35,75,13,026,90,25,5,15,5,50
10004113,10004113,KIS1F59,1,165,73,13,018,92,25,4,14,4,54
10004113,10004113,KIS1L27,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KIS7F52,1,165,73,13,018,92,25,4,14,4,54
10004113,10004113,KIS7F52,1,35,75,13,026,90,25,5,15,5,50
10004113,10004113,KIS7L27,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISB150,1,40,90,14,,85,10,5,15,10,60
10004113,10004113,KISB151,1,40,90,14,,85,10,5,15,10,60
10004113,10004113,KISC1FY,1,40,90,13,003,85,10,5,15,10,60
10004113,10004113,KISC600,1,85,71,14,,93,31,5,14,2,48
10004113,10004113,KISC6FY,1,165,73,13,018,92,25,4,14,4,54
10004113,10004113,KISC800,1,65,89,14,,98,9,0,18,2,71
10004113,10004113,KISC801,1,65,89,14,,98,9,0,18,2,71
10004113,10004113,KISC86C,1,95,83,13,019,95,11,0,15,5,69
10004113,10004113,KISC880,1,30,70,14,,85,15,0,5,15,65
10004113,10004113,KISC88A,1,30,70,14,,85,15,0,5,15,65
10004113,10004113,KISC8C6,1,95,83,13,019,95,11,0,15,5,69
10004113,10004113,KISC8FY,1,95,83,13,019,95,11,0,15,5,69
10004113,10004113,KISC8M0,1,95,83,13,019,95,11,0,15,5,69
10004113,10004113,KISC8M9,1,95,83,13,019,95,11,0,15,5,69
10004113,10004113,KISC8N0,1,95,83,13,019,95,11,0,15,5,69
10004113,10004113,KISC8N1,1,95,83,13,019,95,11,0,15,5,69
10004113,10004113,KISCF63,1,15,100,24,,90,40,0,15,10,40
10004113,10004113,KISCG61,1,15,90,14,,100,65,0,20,0,15
10004113,10004113,KISCH67,1,25,85,14,,80,15,10,5,5,60
10004113,10004113,KISCH6R,1,190,77,13,037,91,10,4,4,5,77
10004113,10004113,KISCN62,1,25,75,14,,95,10,0,25,5,60
10004113,10004113,KISCN6F,1,25,75,14,,95,10,0,25,5,60
10004113,10004113,KISCX63,1,85,71,14,,93,31,5,14,2,48
10004113,10004113,KISF100,1,30,90,14,,85,15,15,5,0,60
10004113,10004113,KISF101,1,30,90,14,,85,15,15,5,0,60
10004113,10004113,KISF102,1,25,90,14,,85,30,15,0,0,55
10004113,10004113,KISF103,1,25,90,14,,85,30,15,0,0,55
10004113,10004113,KISF104,1,75,85,13,025,85,25,12,3,3,58
10004113,10004113,KISF127,1,25,80,24,,85,25,5,0,10,60
10004113,10004113,KISF128,1,10,100,24,,90,40,10,0,0,50
10004113,10004113,KISF129,1,10,100,24,,90,40,10,0,0,50
10004113,10004113,KISF151,1,25,80,24,,85,25,5,0,10,60
10004113,10004113,KISF300,1,15,80,14,,100,40,0,15,0,45
10004113,10004113,KISF301,1,15,80,14,,100,40,0,15,0,45
10004113,10004113,KISF303,1,15,75,24,,90,20,10,0,0,70
10004113,10004113,KISF304,1,15,75,24,,90,20,10,0,0,70
10004113,10004113,KISF305,1,35,75,13,026,90,25,5,15,5,50
10004113,10004113,KISF311,1,35,75,13,026,90,25,5,15,5,50
10004113,10004113,KISF312,1,35,75,13,026,90,25,5,15,5,50
10004113,10004113,KISF313,1,35,75,13,026,90,25,5,15,5,50
10004113,10004113,KISF382,1,35,75,13,026,90,25,5,15,5,50
10004113,10004113,KISF3F5,1,35,75,13,026,90,25,5,15,5,50
10004113,10004113,KISF3FM,1,35,75,13,026,90,25,5,15,5,50
10004113,10004113,KISF800,1,75,85,14,,86,18,5,1,8,68
10004113,10004113,KISF801,1,75,85,14,,86,18,5,1,8,68
10004113,10004113,KISF840,1,95,83,13,031,88,17,4,2,8,69
10004113,10004113,KISF84F,1,95,83,13,031,88,17,4,2,8,69
10004113,10004113,KISFC16,1,15,80,24,,90,30,10,0,0,60
10004113,10004113,KISFC36,1,15,100,24,,90,40,0,15,10,40
10004113,10004113,KISFC86,1,30,80,24,,90,45,0,0,10,45
10004113,10004113,KISFC8F,1,30,80,24,,90,45,0,0,10,45
10004113,10004113,KISFCC6,1,15,80,24,,90,30,10,0,0,60
10004113,10004113,KISFG31,1,90,75,13,032,83,13,11,23,6,47
10004113,10004113,KISFG31,1,35,75,13,026,90,25,5,15,5,50
10004113,10004113,KISFG3C,1,10,90,24,,75,35,20,10,10,25
10004113,10004113,KISFG3D,1,10,90,24,,75,35,20,10,10,25
10004113,10004113,KISFN82,1,15,75,14,,100,5,0,5,0,85
10004113,10004113,KISFN8F,1,15,75,14,,100,5,0,5,0,85
10004113,10004113,KISG100,1,35,70,14,,80,10,10,25,10,45
10004113,10004113,KISG101,1,35,70,14,,80,10,10,25,10,45
10004113,10004113,KISG102,1,90,75,13,032,83,13,11,23,6,47
10004113,10004113,KISG103,1,10,80,14,,55,0,45,10,0,45
10004113,10004113,KISG104,1,10,80,14,,55,0,45,10,0,45
10004113,10004113,KISG1L1,1,15,70,24,,100,5,0,20,0,75
10004113,10004113,KISG1LC,1,15,70,24,,100,5,0,20,0,75
10004113,10004113,KISG1N2,1,90,75,13,032,83,13,11,23,6,47
10004113,10004113,KISG1N4,1,15,75,14,,100,15,0,35,0,50
10004113,10004113,KISG1NF,1,90,75,13,032,83,13,11,23,6,47
10004113,10004113,KISG1NK,1,15,75,14,,100,15,0,35,0,50
10004113,10004113,KISG1X3,1,90,75,13,032,83,13,11,23,6,47
10004113,10004113,KISG1XH,1,90,75,13,032,83,13,11,23,6,47
10004113,10004113,KISG400,1,35,80,14,,95,10,5,0,0,85
10004113,10004113,KISG401,1,35,80,14,,95,10,5,0,0,85
10004113,10004113,KISG402,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISG403,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISG404,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISG500,1,35,85,13,061,95,0,5,5,5,85
10004113,10004113,KISG500,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISG501,1,35,85,13,061,95,0,5,5,5,85
10004113,10004113,KISG501,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISGC16,1,15,90,14,,100,65,0,20,0,15
10004113,10004113,KISGF13,1,35,75,13,026,90,25,5,15,5,50
10004113,10004113,KISGF13,1,90,75,13,032,83,13,11,23,6,47
10004113,10004113,KISGG13,1,90,75,13,032,83,13,11,23,6,47
10004113,10004113,KISGG1H,1,90,75,13,032,83,13,11,23,6,47
10004113,10004113,KISGG47,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISGG4C,1,15,100,24,,75,10,10,10,10,55
10004113,10004113,KISGG4D,1,15,100,24,,75,10,10,10,10,55
10004113,10004113,KISGG4R,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISGG4T,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISGGK1,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISGGK1,1,90,75,13,032,83,13,11,23,6,47
10004113,10004113,KISGGK7,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISGGL1,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISGGL1,1,90,75,13,032,83,13,11,23,6,47
10004113,10004113,KISGN13,1,15,80,24,,85,20,0,20,15,45
10004113,10004113,KISGN42,1,15,100,14,,100,0,0,5,0,95
10004113,10004113,KISGN4F,1,35,85,13,061,95,0,5,5,5,85
10004113,10004113,KISGN4F,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISGN51,1,20,95,14,,85,0,10,0,5,85
10004113,10004113,KISGN52,1,20,95,14,,85,0,10,0,5,85
10004113,10004113,KISGNC3,1,15,80,24,,85,20,0,20,15,45
10004113,10004113,KISGNK2,1,15,100,14,,100,0,0,5,0,95
10004113,10004113,KISGNL2,1,35,85,13,061,95,0,5,5,5,85
10004113,10004113,KISGNL2,1,75,87,13,035,94,6,6,1,1,86
10004113,10004113,KISH160,1,80,88,13,040,90,12,5,0,5,78
10004113,10004113,KISH161,1,80,88,13,040,90,12,5,0,5,78
10004113,10004113,KISH162,1,80,88,13,040,90,12,5,0,5,78
10004113,10004113,KISH163,1,80,88,13,040,90,12,5,0,5,78
10004113,10004113,KISH200,1,15,65,14,,95,25,0,0,5,70
10004113,10004113,KISH201,1,15,65,14,,95,25,0,0,5,70
10004113,10004113,KISH202,1,45,75,14,,100,0,0,0,0,95
10004113,10004113,KISH203,1,45,75,14,,100,0,0,0,0,95
10004113,10004113,KISH20A,1,75,71,13,041,97,8,0,2,3,88
10004113,10004113,KISH300,1,25,65,14,,90,15,10,5,0,65
10004113,10004113,KISH301,1,25,65,14,,90,15,10,5,0,65
10004113,10004113,KISH302,1,45,80,14,,95,5,5,0,0,85
10004113,10004113,KISH303,1,45,80,14,,95,5,5,0,0,85
10004113,10004113,KISH304,1,190,77,13,037,91,10,4,4,5,77
10004113,10004113,KISH330,1,20,70,24,,85,10,10,5,5,70
10004113,10004113,KISH33A,1,190,77,13,037,91,10,4,4,5,77
10004113,10004113,KISH341,1,20,70,24,,85,10,10,5,5,70
10004113,10004113,KISH342,1,35,85,14,,95,10,0,0,5,90
10004113,10004113,KISH343,1,35,85,14,,95,10,0,0,5,90
10004113,10004113,KISH401,1,15,85,14,,90,25,10,0,0,70
10004113,10004113,KISH402,1,35,80,14,,90,5,5,10,5,80
10004113,10004113,KISH403,1,35,80,14,,90,5,5,10,5,80
10004113,10004113,KISH410,1,15,85,14,,90,25,10,0,0,70
10004113,10004113,KISH411,1,190,77,13,037,91,10,4,4,5,77
10004113,10004113,KISH600,1,10,100,14,,85,10,0,0,15,75
10004113,10004113,KISH601,1,25,80,14,,90,10,5,0,5,80
10004113,10004113,KISH602,1,80,88,13,040,90,12,5,0,5,78
10004113,10004113,KISH604,1,10,100,14,,85,10,0,0,15,75
10004113,10004113,KISH605,1,25,80,14,,90,10,5,0,5,80
10004113,10004113,KISH611,1,80,88,13,040,90,12,5,0,5,78
10004113,10004113,KISH612,1,80,88,13,040,90,12,5,0,5,78
10004113,10004113,KISH613,1,80,88,13,040,90,12,5,0,5,78
10004113,10004113,KISH614,1,80,88,13,040,90,12,5,0,5,78
10004113,10004113,KISH641,1,20,95,14,,95,0,5,0,0,95
10004113,10004113,KISH650,1,15,75,14,,75,25,15,0,10,55
10004113,10004113,KISH652,1,15,75,14,,75,25,15,0,10,55
10004113,10004113,KISH660,1,20,95,14,,95,0,5,0,0,95
10004113,10004113,KISH700,1,190,77,13,037,91,10,4,4,5,77
10004113,10004113,KISH710,1,10,75,24,,100,25,0,10,0,65
10004113,10004113,KISH715,1,15,65,14,,85,20,5,0,5,65
10004113,10004113,KISH775,1,80,87,14,,81,3,8,1,11,77
10004113,10004113,KISH776,1,80,87,14,,81,3,8,1,11,77
10004113,10004113,KISH802,1,25,100,14,,85,15,15,10,0,65
10004113,10004113,KISH803,1,25,100,14,,85,15,15,10,0,65
10004113,10004113,KISH805,1,25,100,14,,80,25,20,5,0,50
10004113,10004113,KISH806,1,25,100,14,,80,25,20,5,0,50
10004113,10004113,KISH80A,1,55,98,13,042,83,17,17,8,0,58
10004113,10004113,KISH8N2,1,15,95,24,,85,5,15,5,0,70
10004113,10004113,KISH8NF,1,15,95,24,,85,5,15,5,0,70
10004113,10004113,KISHC76,1,25,85,14,,80,15,10,5,5,60
10004113,10004113,KISHH17,1,190,77,13,037,91,10,4,4,5,77
10004113,10004113,KISHH1R,1,15,65,14,,85,20,5,0,5,65
10004113,10004113,KISHH1T,1,10,75,24,,100,25,0,10,0,65
10004113,10004113,KISHHC7,1,15,95,14,,95,15,0,0,5,80
10004113,10004113,KISHHD7,1,15,95,14,,95,15,0,0,5,80
10004113,10004113,KISHJ79,1,20,85,14,,75,0,5,0,20,75
10004113,10004113,KISHJ7X,1,20,85,14,,75,0,5,0,20,75
10004113,10004113,KISHK22,1,25,70,14,,90,5,0,5,10,85
10004113,10004113,KISHN12,1,190,77,13,037,91,10,4,4,5,77
10004113,10004113,KISHN49,1,15,80,14,,95,5,5,5,0,80
10004113,10004113,KISHNK9,1,15,80,14,,95,5,5,5,0,80
10004113,10004113,KISJ420,1,50,75,14,,90,0,5,0,5,85
10004113,10004113,KISJ500,1,10,85,14,,100,10,0,0,0,90
10004113,10004113,KISJ501,1,10,85,14,,100,10,0,0,0,90
10004113,10004113,KISJ502,1,25,75,13,044,90,5,10,5,0,85
10004113,10004113,KISJ503,1,25,75,13,044,90,5,10,5,0,85
10004113,10004113,KISJ504,1,25,75,13,044,90,5,10,5,0,85
10004113,10004113,KISJ511,1,15,90,24,,90,0,15,5,0,80
10004113,10004113,KISJ551,1,15,90,24,,90,0,15,5,0,80
10004113,10004113,KISJ552,1,25,75,13,044,90,5,10,5,0,85
10004113,10004113,KISJ553,1,25,75,13,044,90,5,10,5,0,85
10004113,10004113,KISJ5BW,1,25,75,13,044,90,5,10,5,0,85
10004113,10004113,KISJ5BX,1,25,75,13,044,90,5,10,5,0,85
10004113,10004113,KISJ5BY,1,25,75,13,044,90,5,10,5,0,85
10004113,10004113,KISJ5BZ,1,25,75,13,044,90,5,10,5,0,85
10004113,10004113,KISK101,1,80,80,12,18,95,3,4,4,1,88
10004113,10004113,KISK236,1,20,85,14,,90,5,10,5,0,80
10004113,10004113,KISK237,1,20,85,14,,90,5,10,5,0,80
10004113,10004113,KISK291,1,20,70,14,,100,0,0,5,0,95
10004113,10004113,KISL100,1,40,70,14,,85,10,5,20,10,55
10004113,10004113,KISL10A,1,40,70,14,,85,10,5,20,10,55
10004113,10004113,KISL110,1,60,72,13,052,89,9,2,23,10,57
10004113,10004113,KISL115,1,60,72,13,052,89,9,2,23,10,57
10004113,10004113,KISL1F8,1,15,75,13,059,75,25,5,0,15,50
10004113,10004113,KISL1F8,1,60,72,13,052,89,9,2,23,10,57
10004113,10004113,KISL1FV,1,15,75,13,059,75,25,5,0,15,50
10004113,10004113,KISL1FV,1,60,72,13,052,89,9,2,23,10,57
10004113,10004113,KISL1FY,1,60,72,13,052,89,9,2,23,10,57
10004113,10004113,KISL1L2,1,60,72,13,052,89,9,2,23,10,57
10004113,10004113,KISL1L2,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL1LF,1,60,72,13,052,89,9,2,23,10,57
10004113,10004113,KISL1LF,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL1N4,1,10,100,24,,90,30,0,30,10,30
10004113,10004113,KISL1NK,1,10,60,14,,90,0,0,25,10,65
10004113,10004113,KISL1NL,1,10,100,24,,90,30,0,30,10,30
10004113,10004113,KISL202,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL203,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL250,1,50,90,14,,85,25,0,0,15,60
10004113,10004113,KISL251,1,50,90,14,,85,25,0,0,15,60
10004113,10004113,KISL291,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL292,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2L1,1,60,72,13,052,89,9,2,23,10,57
10004113,10004113,KISL2L1,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2L3,1,15,65,13,054,80,25,10,10,5,45
10004113,10004113,KISL2L3,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2L4,1,15,65,13,054,80,25,10,10,5,45
10004113,10004113,KISL2L4,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2L7,1,15,75,13,059,75,25,5,0,15,50
10004113,10004113,KISL2L7,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2LA,1,60,72,13,052,89,9,2,23,10,57
10004113,10004113,KISL2LA,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2LF,1,15,75,13,059,75,25,5,0,15,50
10004113,10004113,KISL2LF,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2N1,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2N1,1,35,85,13,061,95,0,5,5,5,85
10004113,10004113,KISL2N2,1,35,85,13,061,95,0,5,5,5,85
10004113,10004113,KISL2N2,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2P3,1,20,90,13,069,80,0,5,10,15,70
10004113,10004113,KISL2P3,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2PA,1,20,90,13,069,80,0,5,10,15,70
10004113,10004113,KISL2PA,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2V1,1,20,85,13,090,85,15,0,10,15,60
10004113,10004113,KISL2V1,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2VA,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISL2VA,1,20,85,13,090,85,15,0,10,15,60
10004113,10004113,KISL300,1,15,65,14,,80,25,10,10,5,45
10004113,10004113,KISL301,1,15,65,14,,80,25,10,10,5,45
10004113,10004113,KISL3FY,1,15,65,13,054,80,25,10,10,5,45
10004113,10004113,KISL3M0,1,15,65,13,054,80,25,10,10,5,45
10004113,10004113,KISL3M9,1,15,65,13,054,80,25,10,10,5,45
10004113,10004113,KISLL17,1,15,95,24,,80,15,5,5,15,65
10004113,10004113,KISLL18,1,15,95,24,,80,15,5,5,15,65
10004113,10004113,KISLL23,1,15,65,13,054,80,25,10,10,5,45
10004113,10004113,KISLL23,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISLL24,1,15,65,13,054,80,25,10,10,5,45
10004113,10004113,KISLL24,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISLL64,1,20,70,14,,90,25,5,0,5,70
10004113,10004113,KISLN12,1,35,85,13,061,95,0,5,5,5,85
10004113,10004113,KISLN12,1,60,72,13,052,89,9,2,23,10,57
10004113,10004113,KISLN14,1,10,60,14,,90,0,0,25,10,65
10004113,10004113,KISLN1F,1,35,85,13,061,95,0,5,5,5,85
10004113,10004113,KISLN1F,1,60,72,13,052,89,9,2,23,10,57
10004113,10004113,KISLN78,1,15,75,13,059,75,25,5,0,15,50
10004113,10004113,KISLN7F,1,15,75,13,059,75,25,5,0,15,50
10004113,10004113,KISLP33,1,20,90,13,069,80,0,5,10,15,70
10004113,10004113,KISLP34,1,20,90,13,069,80,0,5,10,15,70
10004113,10004113,KISLV21,1,20,85,13,090,85,15,0,10,15,60
10004113,10004113,KISLV21,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISLV22,1,20,85,13,090,85,15,0,10,15,60
10004113,10004113,KISLV22,1,115,89,13,053,88,24,3,4,10,60
10004113,10004113,KISML24,1,20,70,14,,90,25,5,0,5,70
10004113,10004113,KISN110,1,55,81,14,,91,4,4,9,5,79
10004113,10004113,KISN1FY,1,35,85,13,061,95,0,5,5,5,85
10004113,10004113,KISN201,1,25,85,14,,85,0,10,10,10,75
10004113,10004113,KISN222,1,15,55,14,,100,5,0,5,0,90
10004113,10004113,KISN281,1,15,55,14,,100,5,0,5,0,90
10004113,10004113,KISN290,1,190,77,13,037,91,10,4,4,5,77
10004113,10004113,KISN291,1,190,77,13,037,91,10,4,4,5,77
10004113,10004113,KISN301,1,25,85,14,,95,5,5,15,0,75
10004113,10004113,KISN920,1,15,100,14,,100,0,0,0,0,100
10004113,10004113,KISN921,1,15,100,14,,100,0,0,0,0,100
10004113,10004113,KISNN25,1,30,80,14,,90,0,5,10,5,80
10004113,10004113,KISNN34,1,45,75,14,,90,5,5,35,5,45
10004113,10004113,KISP4Q3,1,20,80,14,,90,25,0,0,10,65
10004113,10004113,KISP4QH,1,20,80,14,,90,25,0,0,10,65
10004113,10004113,KISP90A,1,20,90,14,,80,0,5,10,15,70
10004113,10004113,KISP910,1,20,90,14,,80,0,5,10,15,70
10004113,10004113,KISPN11,1,40,80,14,,95,5,5,10,5,80
10004113,10004113,KISPNC1,1,40,80,14,,95,5,5,10,5,80
10004113,10004113,KISQ300,1,50,70,14,,90,10,10,5,0,75
10004113,10004113,KISQ301,1,50,70,14,,90,10,10,5,0,75
