PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,LOCID
10000571,10000571,BS-CRI,1,NP
10000571,10000571,BS-EDABI,1,NP
10000571,10000571,BS-EDAGE,1,NP
10000571,10000571,BS-EDAPS,1,NP
10000571,10000571,BS-EDASC,1,NP
10000571,10000571,BS-EV,1,NP
10000571,10000571,BS-EV-SW,1,NP
10000571,10000571,BS-FS,1,NP
10000571,10000571,BS-FS-SW,1,NP
10000571,10000571,BS-GDS,1,NP
10000571,10000571,BS-GE,1,NP
10000571,10000571,BS-GEPH,1,NP
10000571,10000571,BS-HN,1,NP
10000571,10000571,BS-HN-SW,1,NP
10000571,10000571,BS-PS,1,NP
10000571,10000571,BS-SC,1,NP
10000571,10000571,FD-CCPT,1,CM
10000571,10000571,MOD-BIABM,1,NP
10000571,10000571,MOD-BIACRI,1,NP
10000571,10000571,MOD-BIACW,1,NP
10000571,10000571,MOD-BIADA,1,NP
10000571,10000571,MOD-BIADS,1,NP
10000571,10000571,MOD-BIAED,1,NP
10000571,10000571,MOD-BIAEN,1,NP
10000571,10000571,MOD-BIAFI,1,NP
10000571,10000571,MOD-BIAGE,1,NP
10000571,10000571,MOD-BIAHY,1,NP
10000571,10000571,MOD-BIAMC,1,NP
10000571,10000571,MOD-BIAMU,1,NP
10000571,10000571,MOD-BIAPE,1,NP
10000571,10000571,MOD-BIAPS,1,NP
10000571,10000571,MOD-BIASC,1,NP
10000571,10000571,MOD-BIASR,1,NP
10000571,10000571,MOD-BMACC,1,NP
10000571,10000571,MOD-BMACRI,1,NP
10000571,10000571,MOD-BMACW,1,NP
10000571,10000571,MOD-BMADA,1,NP
10000571,10000571,MOD-BMADS,1,NP
10000571,10000571,MOD-BMAED,1,NP
10000571,10000571,MOD-BMAFI,1,NP
10000571,10000571,MOD-BMAGE,1,NP
10000571,10000571,MOD-BMAHE,1,NP
10000571,10000571,MOD-BMAHY,1,NP
10000571,10000571,MOD-BMAMC,1,NP
10000571,10000571,MOD-BMAMU,1,NP
10000571,10000571,MOD-BMAPE,1,NP
10000571,10000571,MOD-BMAPS,1,NP
10000571,10000571,MOD-BMAPU,1,NP
10000571,10000571,MOD-BMASC,1,NP
10000571,10000571,MOD-BMASR,1,NP
10000571,10000571,MOD-CAPACC,1,NP
10000571,10000571,MOD-CAPAHAD,1,NP
10000571,10000571,MOD-CCACW,1,NP
10000571,10000571,MOD-CCAEN,1,NP
10000571,10000571,MOD-CCAFI,1,NP
10000571,10000571,MOD-CCAHAD,1,NP
10000571,10000571,MOD-CCAHE,1,NP
10000571,10000571,MOD-CCAHY,1,NP
10000571,10000571,MOD-CCAMC,1,NP
10000571,10000571,MOD-CCAPU,1,NP
10000571,10000571,MOD-CRIAGE,1,NP
10000571,10000571,MOD-CRIAMC,1,NP
10000571,10000571,MOD-CRIAPS,1,NP
10000571,10000571,MOD-CRIAPUB,1,NP
10000571,10000571,MOD-CRIASC,1,NP
10000571,10000571,MOD-CWACRI,1,NP
10000571,10000571,MOD-CWAED,1,NP
10000571,10000571,MOD-CWAEN,1,NP
10000571,10000571,MOD-CWAFI,1,NP
10000571,10000571,MOD-CWAGE,1,NP
10000571,10000571,MOD-CWAHY,1,NP
10000571,10000571,MOD-CWAMC,1,NP
10000571,10000571,MOD-CWAPE,1,NP
10000571,10000571,MOD-CWAPS,1,NP
10000571,10000571,MOD-CWAPU,1,NP
10000571,10000571,MOD-CWASC,1,NP
10000571,10000571,MOD-CWASR,1,NP
10000571,10000571,MOD-DAAED,1,NP
10000571,10000571,MOD-DAAEN,1,NP
10000571,10000571,MOD-DAAFI,1,NP
10000571,10000571,MOD-DAAGE,1,NP
10000571,10000571,MOD-DAAHY,1,NP
10000571,10000571,MOD-DAAMC,1,NP
10000571,10000571,MOD-DAAPE,1,NP
10000571,10000571,MOD-DAAPS,1,NP
10000571,10000571,MOD-DAASR,1,NP
10000571,10000571,MOD-DSAED,1,NP
10000571,10000571,MOD-DSAEN,1,NP
10000571,10000571,MOD-DSAFI,1,NP
10000571,10000571,MOD-DSAGE,1,NP
10000571,10000571,MOD-DSAHY,1,NP
10000571,10000571,MOD-DSAMC,1,NP
10000571,10000571,MOD-DSAPE,1,NP
10000571,10000571,MOD-DSAPS,1,NP
10000571,10000571,MOD-DSASC,1,NP
10000571,10000571,MOD-DSASR,1,NP
10000571,10000571,MOD-EDAEN,1,NP
10000571,10000571,MOD-EDAFI,1,NP
10000571,10000571,MOD-EDAGE,1,NP
10000571,10000571,MOD-EDAHY,1,NP
10000571,10000571,MOD-EDAMC,1,NP
10000571,10000571,MOD-EDAMU,1,NP
10000571,10000571,MOD-EDAPE,1,NP
10000571,10000571,MOD-EDAPS,1,NP
10000571,10000571,MOD-EDASC,1,NP
10000571,10000571,MOD-EDASR,1,NP
10000571,10000571,MOD-ENAFI,1,NP
10000571,10000571,MOD-ENAGE,1,NP
10000571,10000571,MOD-ENAHAD,1,NP
10000571,10000571,MOD-ENAHE,1,NP
10000571,10000571,MOD-ENAHY,1,NP
10000571,10000571,MOD-ENAMC,1,NP
10000571,10000571,MOD-ENAMU,1,NP
10000571,10000571,MOD-ENAPE,1,NP
10000571,10000571,MOD-ENAPS,1,NP
10000571,10000571,MOD-ENAPU,1,NP
10000571,10000571,MOD-ENASC,1,NP
10000571,10000571,MOD-ENASR,1,NP
10000571,10000571,MOD-FIAGE,1,NP
10000571,10000571,MOD-FIAHY,1,NP
10000571,10000571,MOD-FIAMC,1,NP
10000571,10000571,MOD-FIAMU,1,NP
10000571,10000571,MOD-FIAPS,1,NP
10000571,10000571,MOD-FIAPU,1,NP
10000571,10000571,MOD-FIASC,1,NP
10000571,10000571,MOD-FIASR,1,NP
10000571,10000571,MOD-GEAHE,1,NP
10000571,10000571,MOD-GEAHY,1,NP
10000571,10000571,MOD-GEAMU,1,NP
10000571,10000571,MOD-GEAPE,1,NP
10000571,10000571,MOD-GEAPS,1,NP
10000571,10000571,MOD-GEASC,1,NP
10000571,10000571,MOD-HADAPU,1,NP
10000571,10000571,MOD-HEAHAD,1,NP
10000571,10000571,MOD-HEAHY,1,NP
10000571,10000571,MOD-HEAMC,1,NP
10000571,10000571,MOD-HEAPU,1,NP
10000571,10000571,MOD-HYAHAD,1,NP
10000571,10000571,MOD-HYAMC,1,NP
10000571,10000571,MOD-HYAMU,1,NP
10000571,10000571,MOD-HYAPE,1,NP
10000571,10000571,MOD-HYAPS,1,NP
10000571,10000571,MOD-HYAPU,1,NP
10000571,10000571,MOD-HYASC,1,NP
10000571,10000571,MOD-HYASR,1,NP
10000571,10000571,MOD-MCAMU,1,NP
10000571,10000571,MOD-MCAPE,1,NP
10000571,10000571,MOD-MCAPS,1,NP
10000571,10000571,MOD-MCAPU,1,NP
10000571,10000571,MOD-MCASC,1,NP
10000571,10000571,MOD-MUAPE,1,NP
10000571,10000571,MOD-MUAPS,1,NP
10000571,10000571,MOD-MUASC,1,NP
10000571,10000571,MOD-MUASR,1,NP
10000571,10000571,MOD-PEAPS,1,NP
10000571,10000571,MOD-PEASC,1,NP
10000571,10000571,MOD-PSASC,1,NP
10000571,10000571,MOD-PSASR,1,NP
10000571,10000571,MOD-SCASR,1,NP
10000610,10000610,B1322,1,SH
10000610,10000610,B868,1,SH
10000610,10000610,C1059,1,MN
10000610,10000610,C1060,1,MN
10000610,10000610,D347,1,MN
10000610,10000610,D489,1,MN
10000610,10000610,E2021,1,MN
10000610,10000610,E780,1,MN
10000610,10000610,F1090,1,MN
10000610,10000610,F1925,1,MN
10000610,10000610,H1400,1,MN
10000610,10000610,H1626,1,MN
10000610,10000610,H1628,1,MN
10000610,10000610,H665C01,1,MN
10000610,10000610,K1246,1,MN
10000610,10000610,K1514,1,MN
10000610,10000610,L1323,1,MN
10000610,10000610,L1324,1,MN
10000610,10000610,L1412C01,1,MN
10000610,10000610,L1582,1,MN
10000610,10000610,L1601,1,MN
10000610,10000610,L1609,1,SM
10000610,10000610,L510C01,1,MN
10000610,10000610,L511C01,1,MN
10000610,10000610,L515,1,MN
10000610,10000610,L516,1,MN
10000654,10000654,NFCDLBCA,1,BC
10000654,10000654,SPRTMFH05,1,BC
10000670,10000670,C40,1,BC
10000712,10000712,BA_AAM,1,00
10000712,10000712,BA_BEN,1,00
10000712,10000712,BA_BEN,2,00
10000712,10000712,BA_BTM,1,00
10000712,10000712,BA_CAMM,1,00
10000712,10000712,BA_CHI,1,00
10000712,10000712,BA_CHIE,1,00
10000712,10000712,BA_DMK,1,00
10000712,10000712,BA_EVE,1,00
10000712,10000712,BA_HBMM,1,00
10000712,10000712,BA_HEV,1,00
10000712,10000712,BA_HMM,1,00
10000712,10000712,BA_HRM,1,00
10000712,10000712,BA_HTM,1,00
10000712,10000712,BA_ITB,1,00
10000712,10000712,BA_ITB,2,00
10000712,10000712,BA_MKT,1,00
10000712,10000712,BA_MKT,2,00
10000712,10000712,BA_MWE,1,00
10000712,10000712,BA_MWE,2,00
10000712,10000712,BA_SFS,1,00
10000712,10000712,BA_SM_,1,00
10000712,10000712,BA_SPA,1,00
10000712,10000712,BA_YCF,1,00
10000712,10000712,BSCAFN,1,00
10000712,10000712,BSCBPT,1,00
10000712,10000712,BSCCSC,1,00
10000712,10000712,BSCFDI,1,00
10000712,10000712,BSCHSC,1,00
10000712,10000712,BSCHSCS,1,00
10000712,10000712,BSCITM,1,00
10000712,10000712,BSCSPT,1,00
10000712,10000712,FDGAAH,1,00
10000712,10000712,FDGAFN,1,00
10000712,10000712,FDGBCT,1,00
10000712,10000712,FDGBTM,1,00
10000712,10000712,FDGBUS,1,00
10000712,10000712,FDGBUS,2,00
10000712,10000712,FDGCAMM,1,00
10000712,10000712,FDGCHI,1,00
10000712,10000712,FDGCHIE,1,00
10000712,10000712,FDGCSC,1,00
10000712,10000712,FDGDMK,1,00
10000712,10000712,FDGEVE,1,00
10000712,10000712,FDGFDI,1,00
10000712,10000712,FDGHBMM,1,00
10000712,10000712,FDGHEV,1,00
10000712,10000712,FDGHMM,1,00
10000712,10000712,FDGHRM,1,00
10000712,10000712,FDGHSC,2,00
10000712,10000712,FDGHSCS,2,00
10000712,10000712,FDGITBH,1,00
10000712,10000712,FDGITBH,2,00
10000712,10000712,FDGMKT,1,00
10000712,10000712,FDGMKT,2,00
10000712,10000712,FDGMWE,1,00
10000712,10000712,FDGPCH,2,00
10000712,10000712,FDGPCHE,2,00
10000712,10000712,FDGPHT,2,00
10000712,10000712,FDGSFS,1,00
