PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,LOCID
10004797,10004797,MODL006_1,1,02
10004797,10004797,MODL007_1,1,02
10004797,10004797,MODL008_1,1,02
10004797,10004797,MODL009_1,1,02
10004797,10004797,MODL010_1,1,02
10004797,10004797,MODL011_1,1,02
10004797,10004797,MODL012_1,1,02
10004797,10004797,MODL013_1,1,02
10004797,10004797,MODL014_1,1,02
10004797,10004797,MODL015_1,1,02
10004797,10004797,MODL016_1,1,02
10004797,10004797,MODL017_1,1,02
10004797,10004797,MODL018_1,1,02
10004797,10004797,MODL019_1,1,02
10004797,10004797,MODL020_1,1,02
10004797,10004797,MODL021_1,1,02
10004797,10004797,MODL022_1,1,02
10004797,10004797,MODL023_1,1,02
10004797,10004797,MODL024_1,1,02
10004797,10004797,MODL025_1,1,02
10004797,10004797,MODL026_1,1,02
10004797,10004797,MODL027_1,1,02
10004797,10004797,MODL028_1,1,02
10004797,10004797,MODL029_1,1,02
10004797,10004797,MODL030_1,1,02
10004797,10004797,MODL031_1,1,02
10004797,10004797,MODL032_1,1,02
10004797,10004797,MODL033_1,1,02
10004797,10004797,MODL034_1,1,02
10004797,10004797,MODL035_1,1,02
10004797,10004797,MODL036_1,1,02
10004797,10004797,MODL037_1,1,02
10004797,10004797,MODL038_1,1,02
10004797,10004797,MODL039_1,1,02
10004797,10004797,MODL040_1,1,02
10004797,10004797,MODL041_1,1,02
10004797,10004797,MODL043_1,1,02
10004797,10004797,MODL044_1,1,02
10004797,10004797,MODL045_1,1,02
10004797,10004797,MODL046_1,1,02
10004797,10004797,MODL047_1,1,02
10004797,10004797,MODL048_1,1,02
10004797,10004797,MODL049_1,1,02
10004797,10004797,MODL050_1,1,02
10004797,10004797,MODL051_1,1,02
10004797,10004797,MODL052_1,1,02
10004797,10004797,MODL053_1,1,02
10004797,10004797,MODL054_1,1,02
10004797,10004797,MODL055_1,1,02
10004797,10004797,MODL056_1,1,02
10004797,10004797,MODL057_1,1,02
10004797,10004797,MODL058_1,1,02
10004797,10004797,MODL059_1,1,02
10004797,10004797,NTAD057_1,1,01
10004797,10004797,NTAD115_1,1,01
10004797,10004797,NTAD135_1,1,04
10004797,10004797,NTAD136_1,1,04
10004797,10004797,NTAD137_1,1,04
10004797,10004797,NTAD138_1,1,04
10004797,10004797,NTAD139_1,1,04
10004797,10004797,NTAD140_1,1,04
10004797,10004797,NTAD141_1,1,04
10004797,10004797,NTAD142_1,1,04
10004797,10004797,PDEP509_1,2,02
10004797,10004797,PHYS003_1,1,02
10004797,10004797,PHYS004_1,1,02
10004797,10004797,PHYS011_1,1,02
10004797,10004797,PHYS023_1,1,02
10004797,10004797,PHYS024_1,1,02
10004797,10004797,PHYS025_1,1,02
10004797,10004797,PHYS026_1,1,02
10004797,10004797,PHYS027_1,1,02
10004797,10004797,PHYS028_1,1,02
10004797,10004797,PHYS029_1,1,02
10004797,10004797,POLI001_1,1,01
10004797,10004797,POLS006_1,1,01
10004797,10004797,PRBA002_1,1,02
10004797,10004797,PRBA002_1,2,02
10004797,10004797,PRCS001_1,1,02
10004797,10004797,PRCS001_1,2,02
10004797,10004797,PRCS004_1,1,02
10004797,10004797,PRCS004_1,2,02
10004797,10004797,PRMD023_1,1,01
10004797,10004797,PRMD024_1,1,01
10004797,10004797,PRMD026_1,1,01
10004797,10004797,PRMD027_1,1,01
10004797,10004797,PRMD037_1,1,01
10004797,10004797,PRMD038_1,1,01
10004797,10004797,PSYC001_1,1,01
10004797,10004797,PSYC005_1,1,01
10004797,10004797,PSYC010_1,1,01
10004797,10004797,PSYC034_1,1,01
10004797,10004797,PSYC036_1,1,01
10004797,10004797,PSYC039_1,1,01
10004797,10004797,SMAN001_1,1,01
10004797,10004797,SMAN004_1,1,01
10004797,10004797,SOCS002_1,1,01
10004797,10004797,SPES001_1,1,02
10004797,10004797,SPES002_1,1,02
10004797,10004797,SPES003_1,1,02
10004797,10004797,SPES004_1,1,02
10004797,10004797,SPES005_1,1,02
10004797,10004797,SPES007_1,1,02
10004797,10004797,SPOR005_1,1,02
10004797,10004797,SPOR034_1,1,02
10004797,10004797,SWRK007_1,1,01
10004797,10004797,VAPA003_1,1,01
10004797,10004797,VAPA004_1,1,01
10004797,10004797,VAPA006_1,1,01
10004797,10004797,VAPA008_1,1,01
10004835,10004835,BSBMFTFD-BUS_MANAG_ACC_OAK,1,WE
10004835,10004835,BSBMFTFD-BUS_MANAG_EV_MANAG_OA,1,WE
10004835,10004835,BSMFTFD-BUS_MANAGEMENT_OAK,1,WE
10004835,10004835,BSMFTFD-BUS_MANAG_MK_OAK,1,WE
10004835,10004835,BSMFTFD-BUS_OAK_LAW,1,WE
10004835,10004835,HEN_FOUND_DEG_EARLY,2,WE
10004835,10004835,IDFDCEDS-MEDIA_PRODUCTION,1,WE
10004835,10004835,IDKFDSS-SPORTS_STUDIES_OAK,1,SA
10004835,10004835,LMOAMFD_OAK,1,SA
10004835,10004835,OHNCSD1F,1,WE
10004835,10004835,OHNDAD1F,1,SA
10004835,10004835,OHNDHS1F,1,WE
10004835,10004835,OHNDMU1F,1,WE
10004835,10004835,OHNDPA1F,1,WE
10004927,10004927,5IFCPIA00R,1,RC
10004927,10004927,6EFEGIAP0R,1,RC
10004927,10004927,BYPHNDGRAPH,1,BC
10004927,10004927,BYPHNDMED,1,BC
10004927,10004927,CV12,1,BC
10004927,10004927,CV12,2,BC
10004927,10004927,CV13,1,OC
10004927,10004927,CV14,1,OC
10004927,10004927,CV16,1,OC
10004927,10004927,CV20,1,OC
10004927,10004927,CV24,1,BI
10004927,10004927,CV24,2,BI
10004927,10004927,CV25,1,OC
10004927,10004927,CV25,2,OC
10004930,10004930,ED15,1,OB
10004930,10004930,ED15,2,OB
10004930,10004930,MC10-AB,1,OB
10004930,10004930,MC10-AB,2,OB
10004930,10004930,MC10-AG,1,OB
10004930,10004930,MC10-AL,1,OB
10004930,10004930,MC10-AM,1,OB
10004930,10004930,MC10-AM,2,OB
10004930,10004930,MC10-ANGG,1,OB
10004930,10004930,MC10-ANGG,2,OB
10004930,10004930,MC10-ANHA,1,OB
10004930,10004930,MC10-ANHA,2,OB
10004930,10004930,MC10-ANHI,1,OB
10004930,10004930,MC10-ANHI,2,OB
10004930,10004930,MC10-ANHQ,1,OB
10004930,10004930,MC10-ANHQ,2,OB
10004930,10004930,MC10-ANJB,1,OB
10004930,10004930,MC10-ANLD,1,OB
10004930,10004930,MC10-ANLD,2,OB
10004930,10004930,MC10-ANPO,1,OB
10004930,10004930,MC10-ANPO,2,OB
10004930,10004930,MC10-ANPQ,1,OB
10004930,10004930,MC10-ANPQ,2,OB
10004930,10004930,MC10-ANPS,1,OB
10004930,10004930,MC10-ANPS,2,OB
10004930,10004930,MC10-ANRL,1,OB
10004930,10004930,MC10-ANRL,2,OB
10004930,10004930,MC10-ANSO,1,OB
10004930,10004930,MC10-ANSO,2,OB
10004930,10004930,MC10-ANXY,1,OB
10004930,10004930,MC10-ANXY,2,OB
10004930,10004930,MC10-AR,1,OB
10004930,10004930,MC10-AR,2,OB
10004930,10004930,MC10-AX,1,OB
10004930,10004930,MC10-AX,2,OB
10004930,10004930,MC10-BG,1,OB
10004930,10004930,MC10-BG,2,OB
10004930,10004930,MC10-BK,1,OB
10004930,10004930,MC10-BT,1,OB
10004930,10004930,MC10-BU,1,OB
10004930,10004930,MC10-BV,1,OB
10004930,10004930,MC10-BV,2,OB
10004930,10004930,MC10-DF,1,OB
10004930,10004930,MC10-DG,1,OB
10004930,10004930,MC10-DO,1,OB
10004930,10004930,MC10-DO,2,OB
10004930,10004930,MC10-DPFC,1,OB
10004930,10004930,MC10-DPFM,1,OB
10004930,10004930,MC10-DPFM,2,OB
10004930,10004930,MC10-DPGG,1,OB
10004930,10004930,MC10-DPGG,2,OB
10004930,10004930,MC10-DPHQ,1,OB
10004930,10004930,MC10-DPHQ,2,OB
10004930,10004930,MC10-DPJB,1,OB
10004930,10004930,MC10-DPLD,1,OB
10004930,10004930,MC10-DPLD,2,OB
10004930,10004930,MC10-DPMA,1,OB
10004930,10004930,MC10-DPMA,2,OB
10004930,10004930,MC10-DPPJ,1,OB
10004930,10004930,MC10-DPPJ,2,OB
10004930,10004930,MC10-DPPO,1,OB
10004930,10004930,MC10-DPPO,2,OB
10004930,10004930,MC10-DPPS,1,OB
10004930,10004930,MC10-DPPS,2,OB
10004930,10004930,MC10-DPRL,1,OB
10004930,10004930,MC10-DPRL,2,OB
10004930,10004930,MC10-DPSD,1,OB
10004930,10004930,MC10-DPSD,2,OB
10004930,10004930,MC10-DPSO,1,OB
10004930,10004930,MC10-DPSO,2,OB
10004930,10004930,MC10-DPSU,1,OB
10004930,10004930,MC10-DPSU,2,OB
10004930,10004930,MC10-DV,1,OB
10004930,10004930,MC10-DV,2,OB
10004930,10004930,MC10-DWFC,1,OB
10004930,10004930,MC10-DWFM,1,OB
10004930,10004930,MC10-DWFM,2,OB
10004930,10004930,MC10-DWHA,1,OB
10004930,10004930,MC10-DWHA,2,OB
10004930,10004930,MC10-DWHI,1,OB
10004930,10004930,MC10-DWHI,2,OB
10004930,10004930,MC10-DWJB,1,OB
10004930,10004930,MC10-DWMS,1,OB
10004930,10004930,MC10-DWMS,2,OB
10004930,10004930,MC10-DWPJ,1,OB
10004930,10004930,MC10-DWPJ,2,OB
10004930,10004930,MC10-DWXY,1,OB
10004930,10004930,MC10-DWXY,2,OB
10004930,10004930,MC10-EF,1,OB
10004930,10004930,MC10-EJ,1,OB
10004930,10004930,MC10-EJ,2,OB
10004930,10004930,MC10-EL,1,OB
10004930,10004930,MC10-EL,2,OB
10004930,10004930,MC10-EM,1,OB
10004930,10004930,MC10-EM,2,OB
10004930,10004930,MC10-EQS,1,OB
10004930,10004930,MC10-EQS,2,OB
10004930,10004930,MC10-EQT,1,OB
10004930,10004930,MC10-FBE,1,OB
10004930,10004930,MC10-FBE,2,OB
10004930,10004930,MC10-FCFM,1,OB
10004930,10004930,MC10-FCFX,1,OB
10004930,10004930,MC10-FCHA,1,OB
10004930,10004930,MC10-FCHI,1,OB
10004930,10004930,MC10-FCHQ,1,OB
10004930,10004930,MC10-FCJB,1,OB
10004930,10004930,MC10-FCLD,1,OB
10004930,10004930,MC10-FCO,1,OB
10004930,10004930,MC10-FCO,2,OB
10004930,10004930,MC10-FCPO,1,OB
10004930,10004930,MC10-FCRL,1,OB
10004930,10004930,MC10-FCWD,1,OB
10004930,10004930,MC10-FCXY,1,OB
10004930,10004930,MC10-FD,1,OB
10004930,10004930,MC10-FD,2,OB
10004930,10004930,MC10-FEG,1,OB
10004930,10004930,MC10-FEG,2,OB
10004930,10004930,MC10-FMFX,1,OB
10004930,10004930,MC10-FMFX,2,OB
10004930,10004930,MC10-FMHA,1,OB
10004930,10004930,MC10-FMHA,2,OB
10004930,10004930,MC10-FMHI,1,OB
10004930,10004930,MC10-FMHI,2,OB
10004930,10004930,MC10-FMHQ,1,OB
10004930,10004930,MC10-FMHQ,2,OB
10004930,10004930,MC10-FMJB,1,OB
10004930,10004930,MC10-FMMS,1,OB
10004930,10004930,MC10-FMMS,2,OB
10004930,10004930,MC10-FMPJ,1,OB
10004930,10004930,MC10-FMPJ,2,OB
10004930,10004930,MC10-FMPQ,1,OB
10004930,10004930,MC10-FMPQ,2,OB
10004930,10004930,MC10-FMXY,1,OB
10004930,10004930,MC10-FMXY,2,OB
10004930,10004930,MC10-FT,1,OB
10004930,10004930,MC10-FT,2,OB
10004930,10004930,MC10-FXHA,1,OB
10004930,10004930,MC10-FXHA,2,OB
10004930,10004930,MC10-FXMS,1,OB
10004930,10004930,MC10-FXMS,2,OB
10004930,10004930,MC10-FXPJ,1,OB
10004930,10004930,MC10-FXPJ,2,OB
10004930,10004930,MC10-GGHI,1,OB
10004930,10004930,MC10-GGHI,2,OB
10004930,10004930,MC10-GGPO,1,OB
10004930,10004930,MC10-GGPO,2,OB
10004930,10004930,MC10-GGRL,1,OB
10004930,10004930,MC10-GGRL,2,OB
10004930,10004930,MC10-GGSO,1,OB
10004930,10004930,MC10-GGSO,2,OB
10004930,10004930,MC10-GGSU,1,OB
10004930,10004930,MC10-GGSU,2,OB
10004930,10004930,MC10-GGWD,1,OB
10004930,10004930,MC10-GGWD,2,OB
10004930,10004930,MC10-GX,1,OB
10004930,10004930,MC10-GX,2,OB
10004930,10004930,MC10-HAHI,1,OB
10004930,10004930,MC10-HAHI,2,OB
10004930,10004930,MC10-HAJB,1,OB
10004930,10004930,MC10-HAMS,1,OB
10004930,10004930,MC10-HAMS,2,OB
10004930,10004930,MC10-HAPJ,1,OB
10004930,10004930,MC10-HAPJ,2,OB
10004930,10004930,MC10-HASO,1,OB
10004930,10004930,MC10-HASO,2,OB
10004930,10004930,MC10-HAXY,1,OB
10004930,10004930,MC10-HAXY,2,OB
10004930,10004930,MC10-HB,1,OB
10004930,10004930,MC10-HB,2,OB
10004930,10004930,MC10-HD,1,OB
10004930,10004930,MC10-HD,2,OB
10004930,10004930,MC10-HIJB,1,OB
10004930,10004930,MC10-HIMS,1,OB
10004930,10004930,MC10-HIMS,2,OB
10004930,10004930,MC10-HIPJ,1,OB
10004930,10004930,MC10-HIPJ,2,OB
10004930,10004930,MC10-HIPO,1,OB
10004930,10004930,MC10-HIPO,2,OB
10004930,10004930,MC10-HIRL,1,OB
10004930,10004930,MC10-HIRL,2,OB
10004930,10004930,MC10-HISO,1,OB
10004930,10004930,MC10-HISO,2,OB
10004930,10004930,MC10-HISU,1,OB
10004930,10004930,MC10-HISU,2,OB
10004930,10004930,MC10-HIWD,1,OB
10004930,10004930,MC10-HIWD,2,OB
10004930,10004930,MC10-HIXY,1,OB
10004930,10004930,MC10-HIXY,2,OB
10004930,10004930,MC10-HJ,1,OB
10004930,10004930,MC10-HO,1,OB
10004930,10004930,MC10-HQLD,1,OB
10004930,10004930,MC10-HQLD,2,OB
10004930,10004930,MC10-HQPJ,1,OB
10004930,10004930,MC10-HQPJ,2,OB
10004930,10004930,MC10-HQPO,1,OB
10004930,10004930,MC10-HQPO,2,OB
10004930,10004930,MC10-HQPQ,1,OB
10004930,10004930,MC10-HQPQ,2,OB
10004930,10004930,MC10-HQRL,1,OB
10004930,10004930,MC10-HQRL,2,OB
10004930,10004930,MC10-HQSO,1,OB
10004930,10004930,MC10-HQSO,2,OB
10004930,10004930,MC10-HQSU,1,OB
10004930,10004930,MC10-HQSU,2,OB
10004930,10004930,MC10-HQWD,1,OB
10004930,10004930,MC10-HQWD,2,OB
10004930,10004930,MC10-HQXY,1,OB
10004930,10004930,MC10-HQXY,2,OB
10004930,10004930,MC10-HT,1,OB
10004930,10004930,MC10-HT,2,OB
10004930,10004930,MC10-HX,1,OB
10004930,10004930,MC10-HX,2,OB
10004930,10004930,MC10-IC,1,OB
10004930,10004930,MC10-IH,1,OB
10004930,10004930,MC10-IH,2,OB
10004930,10004930,MC10-IO,1,OB
10004930,10004930,MC10-IO,2,OB
10004930,10004930,MC10-IX,1,OB
10004930,10004930,MC10-JBLD,1,OB
10004930,10004930,MC10-JBMS,1,OB
10004930,10004930,MC10-JBPJ,1,OB
10004930,10004930,MC10-JBPO,1,OB
10004930,10004930,MC10-JBPQ,1,OB
10004930,10004930,MC10-JBRL,1,OB
10004930,10004930,MC10-JBSD,1,OB
10004930,10004930,MC10-JBSO,1,OB
10004930,10004930,MC10-JBWD,1,OB
10004930,10004930,MC10-JBXY,1,OB
10004930,10004930,MC10-JD,1,OB
10004930,10004930,MC10-KA,1,OB
10004930,10004930,MC10-KE,1,OB
10004930,10004930,MC10-KM,1,OB
10004930,10004930,MC10-LC,1,OB
10004930,10004930,MC10-LC,2,OB
10004930,10004930,MC10-LDPJ,1,OB
10004930,10004930,MC10-LDPJ,2,OB
10004930,10004930,MC10-LDPQ,1,OB
10004930,10004930,MC10-LDPQ,2,OB
10004930,10004930,MC10-LDRL,1,OB
10004930,10004930,MC10-LDRL,2,OB
10004930,10004930,MC10-LDSO,1,OB
10004930,10004930,MC10-LDSO,2,OB
10004930,10004930,MC10-LDSU,1,OB
10004930,10004930,MC10-LDSU,2,OB
10004930,10004930,MC10-LDWD,1,OB
10004930,10004930,MC10-LDWD,2,OB
10004930,10004930,MC10-LDXY,1,OB
10004930,10004930,MC10-LDXY,2,OB
10004930,10004930,MC10-LL,1,OB
10004930,10004930,MC10-LL,2,OB
10004930,10004930,MC10-MAMS,1,OB
10004930,10004930,MC10-MAMS,2,OB
10004930,10004930,MC10-MAPQ,1,OB
10004930,10004930,MC10-MAPQ,2,OB
10004930,10004930,MC10-MASD,1,OB
10004930,10004930,MC10-MASD,2,OB
10004930,10004930,MC10-MAWD,1,OB
10004930,10004930,MC10-MAWD,2,OB
10004930,10004930,MC10-MBI,1,OB
10004930,10004930,MC10-MBI,2,OB
10004930,10004930,MC10-MD,1,OB
10004930,10004930,MC10-MD,2,OB
10004930,10004930,MC10-MEF,1,OB
10004930,10004930,MC10-MF,1,OB
10004930,10004930,MC10-MH,1,OB
10004930,10004930,MC10-ML,1,OB
10004930,10004930,MC10-ML,2,OB
10004930,10004930,MC10-MMF,1,OB
10004930,10004930,MC10-MMH,1,OB
10004930,10004930,MC10-MPL,1,OB
10004930,10004930,MC10-MPL,2,OB
10004930,10004930,MC10-MSI,1,OB
10004930,10004930,MC10-MSI,2,OB
10004930,10004930,MC10-MSPJ,1,OB
10004930,10004930,MC10-MSPJ,2,OB
10004930,10004930,MC10-MSPQ,1,OB
10004930,10004930,MC10-MSPQ,2,OB
10004930,10004930,MC10-MSPS,1,OB
10004930,10004930,MC10-MSPS,2,OB
10004930,10004930,MC10-MSSD,1,OB
10004930,10004930,MC10-MSSD,2,OB
10004930,10004930,MC10-MSWD,1,OB
10004930,10004930,MC10-MSWD,2,OB
10004930,10004930,MC10-MSXY,1,OB
10004930,10004930,MC10-MSXY,2,OB
10004930,10004930,MC10-MY,1,OB
10004930,10004930,MC10-MY,2,OB
10004930,10004930,MC10-NB,1,OB
10004930,10004930,MC10-NB,2,OB
10004930,10004930,MC10-NJ,1,OB
10004930,10004930,MC10-NJ,2,OB
10004930,10004930,MC10-NK,1,OB
10004930,10004930,MC10-NN,1,OB
10004930,10004930,MC10-NN,2,OB
10004930,10004930,MC10-NT,1,OB
10004930,10004930,MC10-NT,2,OB
10004930,10004930,MC10-NTS,1,SC
10004930,10004930,MC10-NTS,2,SC
10004930,10004930,MC10-NX,1,OB
10004930,10004930,MC10-OT,1,OB
10004930,10004930,MC10-OT,2,OB
10004930,10004930,MC10-PA,1,OB
10004930,10004930,MC10-PA,2,OB
10004930,10004930,MC10-PJXY,1,OB
10004930,10004930,MC10-PJXY,2,OB
10004930,10004930,MC10-PK,1,OB
10004930,10004930,MC10-PK,2,OB
10004930,10004930,MC10-POPQ,1,OB
10004930,10004930,MC10-POPQ,2,OB
10004930,10004930,MC10-POSO,1,OB
10004930,10004930,MC10-POSO,2,OB
10004930,10004930,MC10-POXY,1,OB
10004930,10004930,MC10-POXY,2,OB
10004930,10004930,MC10-PQPS,1,OB
10004930,10004930,MC10-PQPS,2,OB
10004930,10004930,MC10-PQRL,1,OB
10004930,10004930,MC10-PQRL,2,OB
10004930,10004930,MC10-PQSO,1,OB
10004930,10004930,MC10-PQSO,2,OB
10004930,10004930,MC10-PQSU,1,OB
10004930,10004930,MC10-PQSU,2,OB
10004930,10004930,MC10-PQWD,1,OB
10004930,10004930,MC10-PQWD,2,OB
10004930,10004930,MC10-PQXY,1,OB
10004930,10004930,MC10-PQXY,2,OB
10004930,10004930,MC10-PSSO,1,OB
10004930,10004930,MC10-PSSO,2,OB
10004930,10004930,MC10-PSSU,1,OB
10004930,10004930,MC10-PSSU,2,OB
10004930,10004930,MC10-PSWD,1,OB
10004930,10004930,MC10-PSWD,2,OB
10004930,10004930,MC10-PSXY,1,OB
10004930,10004930,MC10-PSXY,2,OB
10004930,10004930,MC10-PX,1,OB
10004930,10004930,MC10-PX,2,OB
10004930,10004930,MC10-PZ,1,OB
10004930,10004930,MC10-PZ,2,OB
10004930,10004930,MC10-QM,1,OB
10004930,10004930,MC10-QS,1,OB
10004930,10004930,MC10-RLSO,1,OB
10004930,10004930,MC10-RLSO,2,OB
10004930,10004930,MC10-RN,1,OB
10004930,10004930,MC10-RO,1,OB
10004930,10004930,MC10-RO,2,OB
10004930,10004930,MC10-RP,1,OB
10004930,10004930,MC10-RP,2,OB
10004930,10004930,MC10-RX,1,OB
10004930,10004930,MC10-RX,2,OB
10004930,10004930,MC10-SJ,1,OB
10004930,10004930,MC10-SJ,2,OB
10004930,10004930,MC10-SK,1,OB
10004930,10004930,MC10-SK,2,OB
10004930,10004930,MC10-SOWD,1,OB
10004930,10004930,MC10-SOWD,2,OB
10004930,10004930,MC10-SOXY,1,OB
10004930,10004930,MC10-SOXY,2,OB
10004930,10004930,MC10-SQ,1,OB
10004930,10004930,MC10-SUWD,1,OB
10004930,10004930,MC10-SUWD,2,OB
10004930,10004930,MC10-SY,1,OB
10004930,10004930,MC10-SY,2,OB
10004930,10004930,MC10-WB,1,OB
10004930,10004930,MC10-WDXY,1,OB
10004930,10004930,MC10-WDXY,2,OB
10004930,10004930,MC10-WE,1,OB
10004930,10004930,MC10-WE,2,OB
10004930,10004930,MC10-XC,1,OB
10004930,10004930,MC10-XC,2,OB
10004930,10004930,MC10-XS,1,OB
10004930,10004930,MC10-XS,2,OB
10004930,10004930,MC10-XX,1,OB
10004930,10004930,MC10-XX,2,OB
10004930,10004930,MC11-DOS,1,SC
10004930,10004930,MC11-DOS,2,SC
10005032,10005032,BEM-FDA,1,FS
10005032,10005032,BEM-FDA,2,FS
10005032,10005032,BFM-FDA,1,FS
10005032,10005032,BFM-FDA,2,FS
10005032,10005032,BHM-FDA,1,FS
10005032,10005032,BHM-FDA,2,FS
10005032,10005032,BMA-FDA,1,FS
10005032,10005032,BMA-FDA,2,FS
10005032,10005032,BMM-FDA,1,FS
10005032,10005032,BMM-FDA,2,FS
10005032,10005032,CMU-FDA,1,FS
10005032,10005032,CMU-FDA,2,FS
10005032,10005032,EYC-FDA,2,WA
10005032,10005032,GAM-FDA,1,FS
10005032,10005032,GAM-FDA,2,FS
10005032,10005032,GRA-FDA,1,PN
10005032,10005032,MFP-FDA,1,FS
10005032,10005032,MPR-FDA,1,FS
10005032,10005032,MPR-FDA,2,FS
10005072,10005072,WABWT43HFD5D,1,AH
10005072,10005072,WABWT63HDG5D,1,AH
10005072,10005072,WBFWF32HFD5D,1,AH
10005072,10005072,WBFWF36HBA5D,1,AH
10005072,10005072,WBFWH21HFD5D,1,AH
10005072,10005072,WBFWS09HFD5E,1,AH
10005072,10005072,WBFWU03HFD5D,1,AH
10005077,10005077,HNDCENA1F-01,1,PC
10005077,10005077,HNDCONA1F-01,1,PC
10005124,10005124,AGH00112,1,P1
10005124,10005124,AGH00112,2,P1
10005124,10005124,ANH00112,1,P1
10005124,10005124,ANH00112,2,P1
10005124,10005124,ANH00613,1,P1
10005124,10005124,ANH00613,2,P1
10005124,10005124,BLH00112,1,P1
10005124,10005124,BLH00112,2,P1
10005124,10005124,COH00112,1,P1
10005124,10005124,COH00112,2,P1
10005124,10005124,EQH00212,1,P1
10005124,10005124,EQH00212,2,P1
10005124,10005124,EQH00413,1,P1
10005124,10005124,EQH00413,2,P1
10005124,10005124,EQH00814,2,P1
10005124,10005124,FOH001122,1,P1
10005124,10005124,FOH001122,2,P1
10005124,10005124,FOH00312,1,P1
10005124,10005124,FOH00312,2,P1
10005124,10005124,HOH00112,1,P1
10005124,10005124,HOH00112,2,P1
10005124,10005124,OEH00112,1,P1
10005124,10005124,OEH00112,2,P1
10005124,10005124,OEH00513,1,P1
10005124,10005124,OEH00513,2,P1
10005124,10005124,VNH00113,1,P1
10005124,10005124,WNH00212,1,P1
10005124,10005124,WNH00212,2,P1
10005124,10005124,WNH00612,1,P1
10005124,10005124,WNH00612,2,P1
10005124,10005124,WNH00813,1,P1
10005124,10005124,WNH00813,2,P1
10005124,10005124,WNH01713,1,P1
10005124,10005124,WNH01713,2,P1
10005127,10005127,ANFTK,1,TP
10005127,10005127,CAFTK,1,TP
10005127,10005127,CGFTK,1,TP
10005127,10005127,CMFTK,1,TP
10005127,10005127,COFTK,1,TP
10005127,10005127,CPFTK,1,TP
10005127,10005127,DCFTK,1,TP
10005127,10005127,DEFTK,1,TP
10005127,10005127,DFFTK,1,TP
10005127,10005127,FAFTK,1,TP
10005127,10005127,FIFTK,1,TP
10005127,10005127,FMFTK,1,TP
10005127,10005127,GDFTK,1,TP
10005127,10005127,IDFTK,1,TP
10005127,10005127,ILFTK,1,TP
10005127,10005127,JJFTK,1,TP
10005127,10005127,MMFTK,1,TP
10005127,10005127,PDFTK,1,TP
10005127,10005127,PHFTK,1,TP
10005127,10005127,PTFTK,1,TP
10005127,10005127,TPFTK,1,TP
10005128,10005128,2443,1,KR
10005128,10005128,2473,1,KR
10005128,10005128,2476,1,KR
10005128,10005128,2523,1,KR
10005128,10005128,2524,2,KR
10005128,10005128,2691,1,KR
10005128,10005128,2790,1,KR
10005128,10005128,2791,2,KR
10005128,10005128,2794,1,KR
10005128,10005128,2795,2,KR
10005128,10005128,2797,1,KR
10005128,10005128,2798,2,KR
10005128,10005128,2828,2,KR
10005128,10005128,3366,1,KR
10005128,10005128,3372,1,KR
10005128,10005128,3593,1,KR
10005128,10005128,3623,1,KR
10005128,10005128,3668,2,KR
10005128,10005128,3980,1,DB
10005128,10005128,3981,1,DB
10005128,10005128,4192,1,KR
10005128,10005128,4194,1,KR
10005128,10005128,4356,1,KR
10005128,10005128,4722,2,KR
10005128,10005128,4730,2,KR
10005128,10005128,4731,2,KR
10005128,10005128,4734,2,KR
10005128,10005128,4916,1,KR
10005128,10005128,4917,2,KR
10005128,10005128,4931,1,KR
10005128,10005128,4932,2,KR
10005128,10005128,4933,1,KR
10005128,10005128,4934,2,KR
10005128,10005128,5078,1,KR
10005128,10005128,5253,1,KR
10005128,10005128,5302,1,KR
10005128,10005128,5681,2,KR
10005200,10005200,PC09503,1,01
10005200,10005200,PC20437,1,01
10005200,10005200,PC20970,1,01
10005200,10005200,PC22288,1,01
10005200,10005200,PC90925,1,01
10005200,10005200,PC90927,1,01
10005200,10005200,PC92334,1,01
10005200,10005200,PC92971,1,01
10005200,10005200,PC95412,1,01
10005200,10005200,PC96434,1,01
10005200,10005200,PC97023,1,01
10005337,10005337,BAHBUMS,1,CH
10005337,10005337,BAHBUMS3,1,CH
10005337,10005337,BAHCDCS,1,CH
10005337,10005337,BAHDAPS,1,CH
10005337,10005337,BAHEVMS,1,CH
10005337,10005337,BAHFILJMEAJ,1,CH
10005337,10005337,BAHIHTMS,1,CH
10005337,10005337,BAHMEAS,1,CH
10005337,10005337,BAHPMES,1,CH
10005337,10005337,BAHPURJMEAJ,1,CH
10005337,10005337,BAHTHFS,1,CH
10005337,10005337,BSHAPPS,1,CH
10005337,10005337,BSHDRDS,1,CH
10005337,10005337,BSHDTCS,1,CH
10005337,10005337,BSHHUBS,1,CH
10005337,10005337,BSHNFSS,1,CH
10005337,10005337,BSHNURS,1,CH
10005337,10005337,BSHNUTS,1,CH
10005337,10005337,BSHOCTS,1,CH
10005337,10005337,BSHPAWS,1,CH
10005337,10005337,BSHPHYS,1,CH
10005337,10005337,BSHPODS,1,CH
10005337,10005337,BSHPSOS,1,CH
10005337,10005337,BSHPSYJSOCJ,1,CH
10005337,10005337,BSHPSYS,1,CH
10005337,10005337,BSHSLTS,1,CH
10005337,10005337,BSHTRDS,1,CH
10005337,10005337,UGDHAAUD,1,CH
10005343,10005343,ACC-BSC-S,1,01
10005343,10005343,ACC-MM-FRH,1,01
10005343,10005343,ACC-MM-HSP,1,01
