PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,ACCTYPE,ACCDEPEND,ACCDEPENDURL,ACCDEPENDURLW
10001478,10001478,USBIFI,1,05501,0,,
10001478,10001478,USBIMB,1,08802,0,,
10001478,10001478,USBIMB,1,08702,0,,
10001478,10001478,USBIMB,1,09402,0,,
10001478,10001478,USBUST,1,05501,0,,
10001478,10001478,USBUST,1,04301,0,,
10001478,10001478,USBUST,1,03701,0,,
10001478,10001478,USBUST,1,07501,0,,
10001478,10001478,USBUST,1,00901,0,,
10001478,10001478,USBUST,1,03401,0,,
10001478,10001478,USCIVB,1,09302,0,,
10001478,10001478,USCIVB,1,08102,0,,
10001478,10001478,USCIVB,1,03002,0,,
10001478,10001478,USCIVB,1,10002,0,,
10001478,10001478,USCIVF,1,09302,0,,
10001478,10001478,USCIVF,1,08102,0,,
10001478,10001478,USCIVF,1,03002,0,,
10001478,10001478,USCIVF,1,10002,0,,
10001478,10001478,USCIVM,1,03001,0,,
10001478,10001478,USCIVM,1,08101,0,,
10001478,10001478,USCIVM,1,09301,0,,
10001478,10001478,USCIVM,1,10001,0,,
10001478,10001478,USCSCI,1,01101,0,,
10001478,10001478,USCSCI,1,01105,0,,
10001478,10001478,USCSCI,1,01107,0,,
10001478,10001478,USECON,1,04301,0,,
10001478,10001478,USELEB,1,08702,0,,
10001478,10001478,USELEB,1,09402,0,,
10001478,10001478,USELEF,1,08702,0,,
10001478,10001478,USELEF,1,09402,0,,
10001478,10001478,USELEM,1,08701,0,,
10001478,10001478,USELEM,1,09401,0,,
10001478,10001478,USENGB,1,09902,0,,
10001478,10001478,USENGM,1,09901,0,,
10001478,10001478,USGTEC,1,01101,0,,
10001478,10001478,USGTEC,1,01107,0,,
10001478,10001478,USGTEC,1,01105,0,,
10001478,10001478,USIFRM,1,00901,0,,
10001478,10001478,USIFRM,1,03401,0,,
10001478,10001478,USIFRM,1,07501,0,,
10001478,10001478,USIFRM,1,04301,0,,
10001478,10001478,USIFRM,1,05501,0,,
10001478,10001478,USIFRM,1,03701,0,,
10001478,10001478,USLLAW,1,16401,0,,
10001478,10001478,USLLAW,1,13601,0,,
10001478,10001478,USMANG,1,00901,0,,
10001478,10001478,USMANG,1,03401,0,,
10001478,10001478,USMANG,1,03701,0,,
10001478,10001478,USMANG,1,04301,0,,
10001478,10001478,USMANG,1,05501,0,,
10001478,10001478,USMANG,1,07501,1,http://www.icaew.com/en/qualifications-and-programmes/aca/aca-training-in-the-uk/exams/credit-for-prior-learning/apply-for-credits-academic-qualification,
10001478,10001478,USMECB,1,09902,0,,
10001478,10001478,USMECF,1,09902,0,,
10001478,10001478,USMECM,1,09901,0,,
10001478,10001478,USMIDB,1,11106,0,,
10001478,10001478,USNUAB,1,11102,0,,
10001478,10001478,USNUCB,1,11105,0,,
10001478,10001478,USNUMB,1,11103,0,,
10001478,10001478,USOPTY,1,06001,0,,
10001478,10001478,USPSYC,1,02001,0,,
10001478,10001478,USRDIA,1,06913,0,,
10001478,10001478,USRDIA,1,13201,0,,
10001478,10001478,USRTHY,1,06913,0,,
10001478,10001478,USRTHY,1,13201,0,,
10001478,10001478,USSLTY,1,11901,0,,
10001478,10001478,USSLTY,1,06915,0,,
10001535,10001535,ZH2BACOF,1,01401,0,,
10001535,10001535,ZH2BACOF,2,01401,0,,
10001535,10001535,ZT1BSCCF,1,02801,0,,
10001535,10001535,ZT1BSCCF,2,02801,0,,
10001535,10001535,ZT1BSCSF,1,02801,0,,
10001535,10001535,ZT1BSCSF,2,02801,0,,
10001548,10001548,FN4MCNCH_6DA21A,1,01401,1,http://www.conel.ac.uk/courses/health-care-and-early-years/40-level-4/1680-counselling-bacp-accredited-diploma-level-5.html,
10001696,10001696,100198,1,12001,0,,
10001726,10001726,10,1,11602,0,,
10001726,10001726,102,1,13601,0,,
10001726,10001726,109,1,13601,0,,
10001726,10001726,110,1,11104,0,,
10001726,10001726,115,1,04301,0,,
10001726,10001726,115,1,04401,0,,
10001726,10001726,115,2,04301,0,,
10001726,10001726,115,2,04401,0,,
10001726,10001726,116,1,04301,0,,
10001726,10001726,116,1,04401,0,,
10001726,10001726,116,2,04301,0,,
10001726,10001726,116,2,04401,0,,
10001726,10001726,117,1,00501,0,,
10001726,10001726,117,2,00501,0,,
10001726,10001726,118,1,03501,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Marketing%20undergraduate%20courses.pdf,
10001726,10001726,119,1,08601,0,,
10001726,10001726,120,1,08601,0,,
10001726,10001726,121,1,09902,0,,
10001726,10001726,125,1,11103,0,,
10001726,10001726,127,1,11106,0,,
10001726,10001726,128,1,11106,0,,
10001726,10001726,129,1,09902,0,,
10001726,10001726,130,1,01102,0,,
10001726,10001726,134,1,10101,0,,
10001726,10001726,135,1,01701,0,,
10001726,10001726,135,1,06906,0,,
10001726,10001726,135,2,01701,0,,
10001726,10001726,135,2,06906,0,,
10001726,10001726,137,1,04701,0,,
10001726,10001726,137,1,06907,0,,
10001726,10001726,139,1,06909,0,,
10001726,10001726,14,1,02701,0,,
10001726,10001726,14,1,02801,0,,
10001726,10001726,14,2,02701,0,,
10001726,10001726,14,2,02801,0,,
10001726,10001726,141,1,04601,0,,
10001726,10001726,141,1,06910,0,,
10001726,10001726,148,1,02001,0,,
10001726,10001726,149,1,02001,0,,
10001726,10001726,15,1,00102,0,,
10001726,10001726,15,1,12102,0,,
10001726,10001726,150,1,12201,0,,
10001726,10001726,150,1,02801,0,,
10001726,10001726,150,2,02801,0,,
10001726,10001726,150,2,12201,0,,
10001726,10001726,153,1,06914,0,,
10001726,10001726,161,1,01801,0,,
10001726,10001726,164,1,02001,0,,
10001726,10001726,165,1,16101,0,,
10001726,10001726,177,1,03001,0,,
10001726,10001726,177,1,08101,0,,
10001726,10001726,177,1,09301,0,,
10001726,10001726,177,1,10001,0,,
10001726,10001726,177,2,08101,0,,
10001726,10001726,177,2,03001,0,,
10001726,10001726,177,2,09301,0,,
10001726,10001726,177,2,10001,0,,
10001726,10001726,18,1,09902,0,,
10001726,10001726,19,1,03301,0,,
10001726,10001726,192,1,04401,0,,
10001726,10001726,192,2,04401,0,,
10001726,10001726,193,1,04401,0,,
10001726,10001726,193,2,04401,0,,
10001726,10001726,2,1,00601,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Acccountancy.pdf,
10001726,10001726,2,1,03401,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Acccountancy.pdf,
10001726,10001726,20,1,04301,0,,
10001726,10001726,20,2,04301,0,,
10001726,10001726,21,1,04301,0,,
10001726,10001726,21,2,04301,0,,
10001726,10001726,23,1,07301,0,,
10001726,10001726,25,1,12201,0,,
10001726,10001726,25,2,12201,0,,
10001726,10001726,251,1,03501,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Digital%20Marketing.pdf,
10001726,10001726,27,1,04301,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Business%20and%20Finance.pdf,
10001726,10001726,28,1,03601,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Business%20and%20Human%20Resource%20Management.pdf,
10001726,10001726,29,1,03501,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Marketing%20undergraduate%20courses.pdf,
10001726,10001726,3,1,00501,0,,
10001726,10001726,3,2,00501,0,,
10001726,10001726,31,1,01102,0,,
10001726,10001726,32,1,03901,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Business%20Management.pdf,
10001726,10001726,35,1,11105,0,,
10001726,10001726,37,1,03003,0,,
10001726,10001726,37,1,08102,0,,
10001726,10001726,37,1,10002,0,,
10001726,10001726,37,1,09302,0,,
10001726,10001726,37,2,03003,0,,
10001726,10001726,37,2,08102,0,,
10001726,10001726,37,2,09302,0,,
10001726,10001726,37,2,10002,0,,
10001726,10001726,38,1,03003,0,,
10001726,10001726,38,1,09303,0,,
10001726,10001726,38,1,08103,0,,
10001726,10001726,38,1,10003,0,,
10001726,10001726,38,2,03003,0,,
10001726,10001726,38,2,08103,0,,
10001726,10001726,38,2,10003,0,,
10001726,10001726,38,2,09303,0,,
10001726,10001726,39,1,13601,0,,
10001726,10001726,4,1,00601,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Accounting%20and%20Finance.pdf,
10001726,10001726,4,1,00701,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Accounting%20and%20Finance.pdf,
10001726,10001726,4,1,03401,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Accounting%20and%20Finance.pdf,
10001726,10001726,41,1,01102,0,,
10001726,10001726,41,1,09403,0,,
10001726,10001726,42,1,01102,0,,
10001726,10001726,44,1,01102,0,,
10001726,10001726,45,1,02801,0,,
10001726,10001726,45,2,02801,0,,
10001726,10001726,5,1,11102,0,,
10001726,10001726,50,1,06904,0,,
10001726,10001726,50,1,16501,0,,
10001726,10001726,54,1,09402,0,,
10001726,10001726,56,1,09403,0,,
10001726,10001726,65,1,01102,0,,
10001726,10001726,7,1,03501,1,http://www.coventry.ac.uk/PageFiles/18167/BA%20Marketing%20undergraduate%20courses.pdf,
10001726,10001726,81,1,01102,0,,
10001726,10001726,88,1,13401,0,,
10001726,10001726,9,1,11602,0,,
10001778,10001778,00244736,1,13601,1,http://www.sra.org.uk/students/academic-stage.page,
10001778,10001778,00244736,2,13601,1,http://www.sra.org.uk/students/academic-stage.page,
10001883,10001883,9N49DM,1,00601,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-in-integrated-masters.aspx,
10001883,10001883,9N49DM,1,00701,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-in-integrated-masters.aspx,
10001883,10001883,9N49DM,1,03401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-in-integrated-masters.aspx,
10001883,10001883,9N49DM,1,03701,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-in-integrated-masters.aspx,
10001883,10001883,9N49DM,1,07501,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-in-integrated-masters.aspx,
10001883,10001883,9N49DM,1,19401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-in-integrated-masters.aspx,
10001883,10001883,B230DM,1,06201,0,,
10001883,10001883,B61ADM,1,06905,0,,
10001883,10001883,B61ADM,1,19701,0,,
10001883,10001883,B620DM,1,06915,0,,
10001883,10001883,B620DM,2,06915,0,,
10001883,10001883,B700DM,1,11102,0,,
10001883,10001883,B701DM,1,11103,0,,
10001883,10001883,B702DM,1,11105,0,,
10001883,10001883,B720DM,1,11106,0,,
10001883,10001883,B761DM,1,11104,0,,
10001883,10001883,B940DM,1,07301,0,,
10001883,10001883,B940DM,2,07301,0,,
10001883,10001883,C800DM,1,02001,0,,
10001883,10001883,C800DM,2,02001,0,,
10001883,10001883,C8B9DM,1,02001,0,,
10001883,10001883,C8B9DM,2,02001,0,,
10001883,10001883,C8L3DM,1,02001,0,,
10001883,10001883,C8L3DM,2,02001,0,,
10001883,10001883,C8X3DM,1,02001,0,,
10001883,10001883,C8X3DM,2,02001,0,,
10001883,10001883,F400DM,1,05601,0,,
10001883,10001883,FG45DM,1,01101,0,,
10001883,10001883,G400DM,1,01101,0,,
10001883,10001883,G550DM,1,01101,0,,
10001883,10001883,G600DM,1,01101,0,,
10001883,10001883,G624DM,1,01101,0,,
10001883,10001883,H301DM,1,09903,0,,
10001883,10001883,H301DM,2,09903,0,,
10001883,10001883,H610DM,1,09402,0,,
10001883,10001883,H610DM,2,09402,0,,
10001883,10001883,H936DM,1,09402,0,,
10001883,10001883,H936DM,2,09402,0,,
10001883,10001883,HH36DM,1,09903,0,,
10001883,10001883,HH36DM,2,09903,0,,
10001883,10001883,J930DM,1,09403,0,,
10001883,10001883,J930DM,1,10101,0,,
10001883,10001883,JW9HDM,1,09403,0,,
10001883,10001883,K100DM,1,00102,0,,
10001883,10001883,K100DM,1,12102,0,,
10001883,10001883,K100DM,2,00102,0,,
10001883,10001883,K100DM,2,12102,0,,
10001883,10001883,L502DM,1,06914,0,,
10001883,10001883,L530DM,1,10901,0,,
10001883,10001883,L530DM,2,10901,0,,
10001883,10001883,LN13DM,1,03401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/economics-and-finance-bsc.aspx,
10001883,10001883,M100DM,1,13601,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/law.aspx,
10001883,10001883,M100DM,1,16401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/law.aspx,
10001883,10001883,M200DM,1,13601,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/law-human-rights-and-social-justice.aspx,
10001883,10001883,M200DM,1,16401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/law-human-rights-and-social-justice.aspx,
10001883,10001883,M211DM,1,13601,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/law-and-criminal-justice.aspx,
10001883,10001883,M211DM,1,16401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/law-and-criminal-justice.aspx,
10001883,10001883,M221DM,1,13601,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/business-law-llb.aspx,
10001883,10001883,M221DM,1,16401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/business-law-llb.aspx,
10001883,10001883,N3GFDM,1,00601,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/global-finance.aspx,
10001883,10001883,N3GFDM,1,03401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/global-finance.aspx,
10001883,10001883,N420DM,1,00601,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-ba.aspx,
10001883,10001883,N420DM,1,00701,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-ba.aspx,
10001883,10001883,N420DM,1,03401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-ba.aspx,
10001883,10001883,N420DM,1,03701,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-ba.aspx,
10001883,10001883,N420DM,1,07501,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-ba.aspx,
10001883,10001883,N420DM,1,19401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-finance-ba.aspx,
10001883,10001883,N500DM,1,03501,0,,
10001883,10001883,N500DM,1,18601,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/marketing-management-ba.aspx,
10001883,10001883,N561DM,1,03501,0,,
10001883,10001883,N561DM,1,18601,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/advertising-and-marketing-communications-ba.aspx,
10001883,10001883,N600DM,1,03601,0,,
10001883,10001883,NL41DM,1,03401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-and-economics.aspx,
10001883,10001883,NN14DM,1,03401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/accounting-(joint)-ba.aspx,
10001883,10001883,NN31DM,1,03401,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/business-management-and-finance.aspx,
10001883,10001883,NN61DM,1,03601,0,,
10001883,10001883,NNM1DM,1,03501,0,,
10001883,10001883,NNM1DM,1,18601,1,http://www.dmu.ac.uk/study/courses/undergraduate-courses/international-marketing-and-business-ba.aspx,
10001883,10001883,P310DM,1,09403,0,,
10001883,10001883,P500DM,1,10801,0,,
10001883,10001883,W240DM,1,09504,0,,
10001883,10001883,W240DM,2,09504,0,,
10001883,10001883,W242DM,1,09503,0,,
10001883,10001883,W242DM,2,09503,0,,
10001883,10001883,W261DM,1,09504,0,,
10001883,10001883,W261DM,2,09504,0,,
10001883,10001883,W291DM,1,13101,0,,
10001883,10001883,W293DM,1,09504,0,,
10001883,10001883,W293DM,2,09504,0,,
10001883,10001883,WH21DM,1,09504,0,,
10001883,10001883,WH21DM,2,09504,0,,
10001919,10001919,JBHE0018D1,2,02801,1,http://www.ciob.org/,
10002011,10007146,K0252,1,16901,0,,
10002344,10007146,K0300,1,06101,0,,
10002344,10007146,K0300,2,06101,0,,
10002599,10002599,P4E4701,2,09903,0,,
10002599,10002599,P4E4701,2,09902,0,,
10002599,10002599,P4E4701,2,09402,0,,
10002599,10002599,P4E4701,2,09403,0,,
10002599,10002599,P4E4801,2,09402,0,,
10002599,10002599,P4E4801,2,09403,0,,
10002681,10002681,ARCHBFT,1,00102,0,,
10002681,10002681,ARCHBPT,2,00102,0,,
10002718,10002718,K8C00,1,02001,0,,
10002718,10002718,KC800,1,02001,0,,
10002718,10002718,KC801,1,02001,0,,
10002718,10002718,KC8N2,1,02001,0,,
10002718,10002718,KC990,1,02001,0,,
10002718,10002718,KC991,1,02001,0,,
10002718,10002718,KL500,1,06914,0,,
10002718,10002718,KL530,1,10901,0,,
10002815,10002815,HC10HF1A005Q,1,01401,0,,
10002919,10002919,BD71,1,12002,0,,
10002919,10002919,C612,1,16101,0,,
10002919,10002919,D310,1,12002,0,,
10002919,10002919,D311,1,12002,0,,
10003200,10003200,K101,1,00101,0,,
10003200,10003200,K101,2,00101,0,,
10003270,10003270,A100,1,05901,0,,
10003270,10003270,BH9C,1,08501,0,,
10003270,10003270,BH9C,1,08801,0,,
10003270,10003270,BH9C,1,09401,0,,
10003270,10003270,BH9C,1,09901,0,,
10003270,10003270,BJ95,1,08501,0,,
10003270,10003270,F100,1,12602,0,,
10003270,10003270,F101,1,12601,0,,
10003270,10003270,F103,1,12601,0,,
10003270,10003270,F104,1,12601,0,,
10003270,10003270,F105,1,12601,0,,
10003270,10003270,F124,1,12601,0,,
10003270,10003270,F125,1,12601,0,,
10003270,10003270,F1F3,1,12601,0,,
10003270,10003270,F1FH,1,12601,0,,
10003270,10003270,F1NF,1,12602,0,,
10003270,10003270,F1R1,1,12601,0,,
10003270,10003270,F1R2,1,12601,0,,
10003270,10003270,F1R4,1,12601,0,,
10003270,10003270,F300,1,08902,0,,
10003270,10003270,F303,1,08901,0,,
10003270,10003270,F309,1,08901,0,,
10003270,10003270,F325,1,08902,0,,
10003270,10003270,F390,1,08901,0,,
10003270,10003270,F3W3,1,08902,0,,
10003270,10003270,F600,1,06801,0,,
10003270,10003270,F601,1,06801,0,,
10003270,10003270,F640,1,06801,0,,
10003270,10003270,F660,1,06801,0,,
10003270,10003270,F661,1,06801,0,,
10003270,10003270,F662,1,06801,0,,
10003270,10003270,F663,1,06801,0,,
10003270,10003270,F664,1,06801,0,,
10003270,10003270,FN11,1,12602,0,,
10003270,10003270,G400,1,01105,0,,
10003270,10003270,G400,1,01101,0,,
10003270,10003270,G400,1,01107,0,,
10003270,10003270,G400,1,09402,0,,
10003270,10003270,G401,1,01101,0,,
10003270,10003270,G401,1,01104,0,,
10003270,10003270,G401,1,01106,0,,
10003270,10003270,G401,1,09401,0,,
10003270,10003270,G402,1,01101,0,,
10003270,10003270,G402,1,01104,0,,
10003270,10003270,G402,1,09401,0,,
10003270,10003270,G402,1,01106,0,,
10003270,10003270,G430,1,01101,0,,
10003270,10003270,G430,1,01104,0,,
10003270,10003270,G430,1,01106,0,,
10003270,10003270,G430,1,09401,0,,
10003270,10003270,G501,1,01103,0,,
10003270,10003270,G501,1,01110,0,,
10003270,10003270,G501,1,01107,0,,
10003270,10003270,G501,1,09401,0,,
10003270,10003270,G600,1,01104,0,,
10003270,10003270,G600,1,01101,0,,
10003270,10003270,G600,1,01106,0,,
10003270,10003270,G600,1,09401,0,,
10003270,10003270,G700,1,01104,0,,
10003270,10003270,G700,1,01101,0,,
10003270,10003270,G700,1,01106,0,,
10003270,10003270,G700,1,09401,0,,
10003270,10003270,GG14,1,01101,0,,
10003270,10003270,GG14,1,01105,0,,
10003270,10003270,GG14,1,01107,0,,
10003270,10003270,GG14,1,09402,0,,
10003270,10003270,GG41,1,01104,0,,
10003270,10003270,GG41,1,01101,0,,
10003270,10003270,GG41,1,01106,0,,
10003270,10003270,GG41,1,09401,0,,
10003270,10003270,GG47,1,01101,0,,
10003270,10003270,GG47,1,01104,0,,
10003270,10003270,GG47,1,01106,0,,
10003270,10003270,GG47,1,09401,0,,
10003270,10003270,GH56,1,09401,0,,
10003270,10003270,GI43,1,01101,0,,
10003270,10003270,GI43,1,01104,0,,
10003270,10003270,GI43,1,01106,0,,
10003270,10003270,GI43,1,09401,0,,
10003270,10003270,H201,1,03001,0,,
10003270,10003270,H201,1,08101,0,,
10003270,10003270,H201,1,09301,0,,
10003270,10003270,H201,1,10001,0,,
10003270,10003270,H202,1,03001,0,,
10003270,10003270,H202,1,10001,0,,
10003270,10003270,H202,1,08101,0,,
10003270,10003270,H202,1,09301,0,,
10003270,10003270,H301,1,09901,0,,
10003270,10003270,H304,1,09901,0,,
10003270,10003270,H401,1,09901,0,,
10003270,10003270,H401,1,11601,0,,
10003270,10003270,H600,1,09402,0,,
10003270,10003270,H601,1,09401,0,,
10003270,10003270,H604,1,09401,0,,
10003270,10003270,H6N2,1,09401,0,,
10003270,10003270,H801,1,09202,0,,
10003270,10003270,H802,1,09202,0,,
10003270,10003270,H890,1,09202,0,,
10003270,10003270,HG65,1,09402,0,,
10003270,10003270,HG6M,1,09401,0,,
10003270,10003270,IG11,1,01101,0,,
10003270,10003270,IG11,1,09401,0,,
10003270,10003270,IG11,1,01106,0,,
10003270,10003270,IG11,1,01104,0,,
10003270,10003270,J5H8,1,08501,0,,
10003270,10003270,J5N2,1,08502,0,,
10003270,10003270,JF52,1,08502,0,,
10003270,10003270,JFM2,1,08501,0,,
10003614,10003614,BACFSINGW9F,1,03401,0,,
10003614,10003614,BACFSINGW9F,1,07501,0,,
10003614,10003614,BACFSINGW9F,1,00601,0,,
10003614,10003614,BACMSINGW9F,1,03401,0,,
10003614,10003614,BACMSINGW9F,1,07501,0,,
10003614,10003614,BACMSINGW9F,1,00601,0,,
10003614,10003614,BASESINGW9F,1,01801,0,,
10003614,10003614,BJNMSINGW9F,1,02101,0,,
10003614,10003614,BPSCSINGW9F,1,02001,0,,
10003614,10003614,BPSDSINGW9F,1,02001,0,,
10003614,10003614,BPSSSINGW9F,1,02001,0,,
10003614,10003614,BPSYSINGW9F,1,02001,0,,
10003614,10003614,BQTSBED3W9F,1,13901,0,,
10003614,10003614,BQTSBED4W9F,1,13901,0,,
10003614,10003614,BSOPSINGW9F,1,02001,0,,
10003614,10003614,BSWKSINGW9F,1,06914,0,,
10003614,10003614,LLAWSINGW9F,1,13601,0,,
10003614,10003614,LLAWSINGW9F,1,16401,0,,
10003614,10003614,MAFMSINGW9F,1,07501,0,,
10003614,10003614,MAFMSINGW9F,1,00601,0,,
10003614,10003614,MAFMSINGW9F,1,03401,0,,
10003614,10003614,MAMMSINGW9F,1,00601,0,,
10003614,10003614,MAMMSINGW9F,1,03401,0,,
10003614,10003614,MAMMSINGW9F,1,07501,0,,
10003614,10003614,MQTSMED4W9F,1,13901,0,,
10003645,10003645,UBDS5NSDN,1,05801,0,,
10003645,10003645,UBDS5NSDT,1,05801,0,,
10003645,10003645,UBLH3FSLW,1,13601,0,,
10003645,10003645,UBLH3FSLW,1,16401,0,,
10003645,10003645,UBLH4FJEWFW,1,13601,0,,
10003645,10003645,UBLH4FJEWFW,1,16401,0,,
10003645,10003645,UBLH4FJEWGW,1,13601,0,,
10003645,10003645,UBLH4FJEWGW,1,16401,0,,
10003645,10003645,UBLH4FSPW,1,13601,0,,
10003645,10003645,UBLH4FSPW,1,16401,0,,
10003645,10003645,UBSH3CJMMPH,1,08902,0,,
10003645,10003645,UBSH3CJPHPL,1,08903,0,,
10003645,10003645,UBSH3CMCSIS,1,01101,0,,
10003645,10003645,UBSH3CMCSMT,1,01101,0,,
10003645,10003645,UBSH3CMCSRB,1,01101,0,,
10003645,10003645,UBSH3CMPHMA,1,08902,0,,
10003645,10003645,UBSH3CMPHTP,1,08902,0,,
10003645,10003645,UBSH3CSCS,1,01101,0,,
10003645,10003645,UBSH3CSPH,1,08902,0,,
10003645,10003645,UBSH3MSNT,1,00301,0,,
10003645,10003645,UBSH3PSPN,1,02001,0,,
10003645,10003645,UBSH4CJPHLY,1,08903,0,,
10003645,10003645,UBSH4CSPD,1,08902,0,,
10003645,10003645,UBSR3KSRA,1,11102,0,,
10003645,10003645,UBSR3KSRC,1,11105,0,,
10003645,10003645,UBSR3KSRD,1,11106,0,,
10003645,10003645,UBSR3KSRM,1,11103,0,,
10003645,10003645,UBSR3MSPT,1,06910,0,,
10003645,10003645,UBSR4MJNTDT,1,06904,0,,
10003645,10003645,UMBB5MSMD,1,05901,0,,
10003645,10003645,UMBB6MSMD,1,05901,0,,
10003645,10003645,UMPH4BSPR,1,06201,0,,
10003645,10003645,UMSH4BSBC,1,13402,0,,
10003645,10003645,UMSH4CJMMPH,1,08901,0,,
10003645,10003645,UMSH4CMPHTP,1,08901,0,,
10003645,10003645,UMSH4CSCS,1,01101,0,,
10003645,10003645,UMSH4CSPH,1,08901,0,,
10003674,10003674,ACC4285HU,1,01401,0,,
10003676,10003676,AC006,1,12002,0,,
10003678,10003678,BAHUFARC1ARC01,1,00102,0,,
10003678,10003678,BAHUFARC1ARC01,1,12102,0,,
10003678,10003678,BAHUFFAS1FAS02,1,13101,0,,
10003678,10003678,BAHVSWUFSWK1SWK02,1,06914,0,,
10003678,10003678,BBLLVSUWLLB1LLB02,1,13601,0,,
10003678,10003678,BBLLVSUWLLB1LLB02,1,16401,0,,
10003678,10003678,BBLLVSUWLLB1LLB04,1,13601,0,,
10003678,10003678,BBLLVSUWLLB1LLB04,1,16401,0,,
10003678,10003678,BEHSUSAEE1AEE02,1,11602,0,,
10003678,10003678,BEHSUSCEE1CEE01,1,03002,0,,
10003678,10003678,BEHSUSCEE1CEE01,1,08102,0,,
10003678,10003678,BEHSUSCEE1CEE01,1,09302,0,,
10003678,10003678,BEHSUSCEE1CEE01,1,10002,0,,
10003678,10003678,BEHSUSEAS1EAS01,1,11602,0,,
10003678,10003678,BEHSUSMEE1MEE02,1,09902,0,,
10003678,10003678,BEHUFAEE1AEE02,1,11602,0,,
10003678,10003678,BEHUFCEE1CEE02,1,03002,0,,
10003678,10003678,BEHUFCEE1CEE02,1,08102,0,,
10003678,10003678,BEHUFCEE1CEE02,1,10002,0,,
10003678,10003678,BEHUFCEE1CEE02,1,09302,0,,
10003678,10003678,BEHUFEAS1EAS02,1,11602,0,,
10003678,10003678,BEHUFMEE1MEE03,1,09902,0,,
10003678,10003678,BLHEVSUWLLB1LLB03,1,13601,0,,
10003678,10003678,BLHEVSUWLLB1LLB03,1,16401,0,,
10003678,10003678,BLHEVSUWLLB1LLB05,1,13601,0,,
10003678,10003678,BLHEVSUWLLB1LLB05,1,16401,0,,
10003678,10003678,BSHNURUFADN1ADN02,1,11102,0,,
10003678,10003678,BSHNURUFCHN1CHN01,1,11105,0,,
10003678,10003678,BSHNURUFLDN1LDN01,1,11104,0,,
10003678,10003678,BSHNURUFMHN1MHN01,1,11103,0,,
10003678,10003678,BSHNUUFMWN1MWN02,1,11106,0,,
10003678,10003678,BSHSUSACT1ACT01,1,08602,0,,
10003678,10003678,BSHSUSAEB1AEB01,1,11603,0,,
10003678,10003678,BSHSUSAMS1AMS01,1,08602,0,,
10003678,10003678,BSHSUSBCH1BCH01,1,13402,0,,
10003678,10003678,BSHSUSBCM1BCM01,1,02801,0,,
10003678,10003678,BSHSUSBCM1BCM01,1,03003,0,,
10003678,10003678,BSHSUSBCM1BCM01,1,08103,0,,
10003678,10003678,BSHSUSBCM1BCM01,1,09303,0,,
10003678,10003678,BSHSUSBCM1BCM01,1,10003,0,,
10003678,10003678,BSHSUSBMS1BMS02,1,07301,0,,
10003678,10003678,BSHSUSBSC1BSC01,1,13402,0,,
10003678,10003678,BSHSUSBSU1BSU01,1,02801,0,,
10003678,10003678,BSHSUSBSU1BSU01,1,12201,0,,
