PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,ACCTYPE,ACCDEPEND,ACCDEPENDURL,ACCDEPENDURLW
10000163,10000824,MCCF-B320,1,05701,0,,
10000291,10000291,K00001,1,16401,0,,
10000291,10000291,K00001,1,13601,0,,
10000291,10000291,K00033,1,09402,0,,
10000291,10000291,K00035,1,06101,0,,
10000291,10000291,K00066,1,03501,0,,
10000291,10000291,K00082,1,11102,0,,
10000291,10000291,K00098,1,03501,0,,
10000291,10000291,K00101,1,09402,0,,
10000291,10000291,K00102,1,09402,0,,
10000291,10000291,K00103,1,02701,0,,
10000291,10000291,K00103,1,14101,0,,
10000291,10000291,K00104,1,09403,0,,
10000291,10000291,K00104,1,10101,0,,
10000291,10000291,K00108,1,11106,0,,
10000291,10000291,K00109,1,11105,0,,
10000291,10000291,K00119,1,11103,0,,
10000291,10000291,K00123,1,01110,0,,
10000291,10000291,K00123,1,01101,0,,
10000291,10000291,K00123,1,09402,0,,
10000291,10000291,K00126,1,06914,0,,
10000291,10000291,K00134,1,08104,0,,
10000291,10000291,K00134,1,03004,0,,
10000291,10000291,K00134,1,09304,0,,
10000291,10000291,K00134,1,10004,0,,
10000291,10000291,K00140,1,09303,0,,
10000291,10000291,K00140,1,08103,0,,
10000291,10000291,K00140,1,03003,0,,
10000291,10000291,K00140,1,10003,0,,
10000291,10000291,K00141,1,03002,0,,
10000291,10000291,K00141,1,08102,0,,
10000291,10000291,K00141,1,09302,0,,
10000291,10000291,K00141,1,10002,0,,
10000291,10000291,K00142,1,09402,0,,
10000291,10000291,K00143,1,00102,0,,
10000291,10000291,K00144,1,02801,0,,
10000291,10000291,K00144,1,14101,0,,
10000291,10000291,K00145,1,12201,0,,
10000291,10000291,K00146,1,02701,0,,
10000291,10000291,K00146,1,14101,0,,
10000291,10000291,K00147,1,12201,0,,
10000291,10000291,K00150,2,06905,0,,
10000291,10000291,K00151,2,06001,0,,
10000291,10000291,K00152,1,06001,0,,
10000291,10000291,K00153,1,06001,0,,
10000291,10000291,K00157,1,02001,0,,
10000291,10000291,K00158,1,02001,0,,
10000291,10000291,K00170,1,01101,0,,
10000291,10000291,K00170,1,01110,0,,
10000291,10000291,K00170,1,09402,0,,
10000291,10000291,K00179,1,09403,0,,
10000291,10000291,K00179,1,10101,0,,
10000291,10000291,K00187,2,06101,0,,
10000291,10000291,K00188,1,07301,0,,
10000291,10000291,K00189,1,13401,0,,
10000291,10000291,K00190,1,13401,0,,
10000291,10000291,K00191,1,13401,0,,
10000291,10000291,K00192,1,13401,0,,
10000291,10000291,K00199,1,06101,0,,
10000291,10000291,K00200,1,05601,0,,
10000291,10000291,K00202,1,05601,0,,
10000291,10000291,K00267,1,12002,0,,
10000291,10000291,K00268,1,12002,0,,
10000291,10000291,K00277,2,08103,0,,
10000291,10000291,K00277,2,03003,0,,
10000291,10000291,K00277,2,09303,0,,
10000291,10000291,K00277,2,10003,0,,
10000291,10000291,K00278,2,03002,0,,
10000291,10000291,K00278,2,08102,0,,
10000291,10000291,K00278,2,09302,0,,
10000291,10000291,K00278,2,10002,0,,
10000291,10000291,K00283,2,12201,0,,
10000291,10000291,K00290,1,03601,0,,
10000291,10000291,K00292,1,04401,0,,
10000291,10000291,K00299,1,06001,0,,
10000291,10000291,K00300,1,06909,0,,
10000291,10000291,K00306,1,04401,0,,
10000291,10000291,K00308,1,06907,0,,
10000291,10000291,K00309,1,13401,0,,
10000291,10000291,K00311,2,09402,0,,
10000291,10000291,K00312,1,19701,0,,
10000291,10000291,K00320,1,13401,0,,
10000291,10000291,K00322,2,12201,0,,
10000291,10000291,K00333,2,08104,0,,
10000291,10000291,K00333,2,03004,0,,
10000291,10000291,K00333,2,09304,0,,
10000291,10000291,K00333,2,10004,0,,
10000291,10000291,K00335,2,02801,0,,
10000291,10000291,K00357,2,03601,0,,
10000291,10000291,K00358,2,04401,0,,
10000291,10000291,K00360,2,04401,0,,
10000291,10000291,K00362,2,18401,0,,
10000385,10000385,BAANP,1,13101,0,,
10000385,10000385,BAARC,1,00101,0,,
10000385,10000385,BAARC,1,12101,0,,
10000385,10000385,BACPH,1,13101,0,,
10000385,10000385,BACSS,1,13101,0,,
10000385,10000385,BAFLP,1,13101,0,,
10000385,10000385,BAFSC,1,13101,0,,
10000385,10000385,BAGDS,1,13101,0,,
10000385,10000385,BAMDM,1,13101,0,,
10000385,10000385,BAMMP,1,13101,0,,
10000385,10000385,BAPHO,1,13101,0,,
10000385,10000385,BAVCO,1,13101,0,,
10000415,10000415,DFVNX,1,12001,0,,
10000415,10000415,DFVNXF,1,12001,0,,
10000571,10000571,BS-BI,1,13401,0,,
10000571,10000571,BS-HN,1,00301,0,,
10000571,10000571,BS-PS,1,02001,0,,
10000712,10000712,BA_AAM,1,14901,0,,
10000712,10000712,BA_BEN,1,04401,0,,
10000712,10000712,BA_BEN,2,04401,0,,
10000712,10000712,BA_CAMM,1,08301,0,,
10000712,10000712,BA_EVE,1,08301,0,,
10000712,10000712,BA_HBMM,1,08301,0,,
10000712,10000712,BA_HEV,1,08301,0,,
10000712,10000712,BA_HTM,1,08301,0,,
10000712,10000712,BA_ITB,1,18401,0,,
10000712,10000712,BA_ITB,1,08301,0,,
10000712,10000712,BA_ITB,1,14901,0,,
10000712,10000712,BA_ITB,2,08301,0,,
10000712,10000712,BA_ITB,2,18401,0,,
10000712,10000712,BA_ITB,2,14901,0,,
10000712,10000712,BA_MKT,1,03501,0,,
10000712,10000712,BA_MKT,2,03501,0,,
10000712,10000712,BA_MWE,1,03501,0,,
10000712,10000712,BA_MWE,2,03501,0,,
10000712,10000712,BSCITM,1,08301,0,,
10000712,10000712,BSCITM,1,18401,0,,
10000712,10000712,BSCITM,1,14901,0,,
10000712,10000712,BSCSPT,1,16101,0,,
10000712,10000712,FDGAAH,1,14901,0,,
10000712,10000712,FDGBUS,1,04401,0,,
10000712,10000712,FDGBUS,2,04401,0,,
10000712,10000712,FDGCAMM,1,08301,0,,
10000712,10000712,FDGEVE,1,08301,0,,
10000712,10000712,FDGHBMM,1,08301,0,,
10000712,10000712,FDGHEV,1,08301,0,,
10000712,10000712,FDGITBH,1,08301,0,,
10000712,10000712,FDGITBH,1,18401,0,,
10000712,10000712,FDGITBH,1,14901,0,,
10000712,10000712,FDGITBH,2,08301,0,,
10000712,10000712,FDGITBH,2,14901,0,,
10000712,10000712,FDGITBH,2,18401,0,,
10000712,10000712,FDGMKT,1,03501,0,,
10000712,10000712,FDGMKT,2,03501,0,,
10000712,10000712,FDGMWE,1,03501,0,,
10000712,10000712,FDGPHT,2,08301,0,,
10000712,10000712,FDGSPT,1,16101,0,,
10000712,10000712,FDGTHM,1,08301,0,,
10000747,10000747,BS3030A14,1,13601,0,,
10000747,10000747,BS3030A14,1,16401,0,,
10000747,10000747,BS3030A14,2,13601,0,,
10000747,10000747,BS3030A14,2,16401,0,,
10000747,10000747,BS3310A14,1,13601,0,,
10000747,10000747,BS3310A14,1,16401,0,,
10000747,10000747,BS3310A14,2,16401,0,,
10000747,10000747,BS3310A14,2,13601,0,,
10000747,10000747,SS2571A12,1,09701,0,,
10000747,10000747,SS2571A12,2,09701,0,,
10000754,10000754,EM1HE508,1,00401,0,,
10000754,10000754,EM1HE508,2,00401,0,,
10000754,10000754,ET1HE548,1,09402,0,,
10000754,10000754,ET1HE548,2,09402,0,,
10000754,10000754,ET1HE549,1,09402,0,,
10000754,10000754,ET1HE549,2,09402,0,,
10000824,10000824,BAAFFS_N420,1,07501,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-finance/ba-hons/23/course_information-course_overview/,
10000824,10000824,BAAFFS_N420,1,03401,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-finance/ba-hons/23/course_information-course_overview/,
10000824,10000824,BAAFFS_N420,1,00601,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-finance/ba-hons/23/course_information-course_overview/,
10000824,10000824,BAAFFS_N420,1,00701,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-finance/ba-hons/23/course_information-course_overview/,
10000824,10000824,BAAFFS_NL31,1,00601,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/finance-economics/ba-hons/477/course_information-course_overview/,
10000824,10000824,BAAFFS_NL31,1,03401,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/finance-economics/ba-hons/477/course_information-course_overview/,
10000824,10000824,BAAFFS_NL31,1,07501,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/finance-economics/ba-hons/477/course_information-course_overview/,
10000824,10000824,BAAFFS_NL31,1,00701,0,,
10000824,10000824,BAAFFS_NM41,1,00701,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-law/ba-hons/26/course_information-course_overview/,
10000824,10000824,BAAFFS_NM41,1,03401,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-law/ba-hons/26/,
10000824,10000824,BAAFFS_NM41,1,07501,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-law/ba-hons/26/,
10000824,10000824,BAAFFS_NM41,1,00601,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-law/ba-hons/26/,
10000824,10000824,BAAFFS_NN13,1,03401,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/finance-business/ba-hons/59/course_information-course_overview/,
10000824,10000824,BAAFFS_NN13,1,00701,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/finance-business/ba-hons/59/course_information-course_overview/,
10000824,10000824,BAAFFS_NN13,1,07501,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/finance-business/ba-hons/59/course_information-course_overview/,
10000824,10000824,BAAFFS_NN13,1,00601,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/finance-business/ba-hons/59/course_information-course_overview/,
10000824,10000824,BAAFFS_NN41,1,07501,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-business/ba-hons/60/course_information-course_overview/,
10000824,10000824,BAAFFS_NN41,1,00601,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-business/ba-hons/60/course_information-course_overview/,
10000824,10000824,BAAFFS_NN41,1,03401,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-business/ba-hons/60/course_information-course_overview/,
10000824,10000824,BAAFFS_NN41,1,00701,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-business/ba-hons/60/course_information-course_overview/,
10000824,10000824,BAAFFS_NN43,1,07501,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-taxation/ba-hons/27/course_information-course_overview/,
10000824,10000824,BAAFFS_NN43,1,03401,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-taxation/ba-hons/27/course_information-course_overview/,
10000824,10000824,BAAFFS_NN43,1,00601,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-taxation/ba-hons/27/course_information-course_overview/,
10000824,10000824,BAAFFS_NN43,1,00701,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/accounting-taxation/ba-hons/27/course_information-course_overview/,
10000824,10000824,BAAS_N590,1,03501,0,,
10000824,10000824,BABSS_N100,1,07501,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/business-studies-with-finance/ba-hons/414/course_content-course_content/,
10000824,10000824,BABSS_N100,1,00601,1,http://courses.bournemouth.ac.uk/courses/undergraduate-degree/business-studies-with-finance/ba-hons/414/course_content-course_content/,
10000824,10000824,BACVAF_W280,1,13101,0,,
10000824,10000824,BAELMS_N506,1,14901,0,,
10000824,10000824,BAEMS_N820,1,14901,0,,
10000824,10000824,BAIHMS_N863,1,14901,0,,
10000824,10000824,BAINDS_W242,1,09504,0,,
10000824,10000824,BAMCS_N591,1,03501,0,,
10000824,10000824,BAMMJF_P500,1,02101,0,,
10000824,10000824,BAMMJF_P500,1,10801,0,,
10000824,10000824,BAMMJF_P500,1,11401,0,,
10000824,10000824,BAMSWF_W620,1,13101,0,,
10000824,10000824,BAPRS_P210,1,03801,0,,
10000824,10000824,BASPDS_H101,1,09504,0,,
10000824,10000824,BASPDS_W240,1,09504,0,,
10000824,10000824,BASWF_L500,1,06914,0,,
10000824,10000824,BATMS_N800,1,14901,0,,
10000824,10000824,BATMS_N800,1,18401,0,,
10000824,10000824,BATPF_W621,1,13101,0,,
10000824,10000824,BSANF_B700,1,11102,0,,
10000824,10000824,BSANF_B740,1,11102,0,,
10000824,10000824,BSCOFS_G503,1,01101,0,,
10000824,10000824,BSCOFS_G506,1,01101,0,,
10000824,10000824,BSCOFS_G550,1,01101,0,,
10000824,10000824,BSCOFS_G602,1,01101,0,,
10000824,10000824,BSCOFS_G610,1,01101,0,,
10000824,10000824,BSCOFS_I120,1,01101,0,,
10000824,10000824,BSCYNF_B702,1,11105,0,,
10000824,10000824,BSCYNF_B730,1,11105,0,,
10000824,10000824,BSDES_H100,1,09503,0,,
10000824,10000824,BSEVSF_D449,1,09601,0,,
10000824,10000824,BSGTS_G601,1,19501,1,https://www1.bournemouth.ac.uk/study/courses/bsc-hons-games-technology,
10000824,10000824,BSMATS_J932,1,10101,0,,
10000824,10000824,BSMNF_B701,1,11103,0,,
10000824,10000824,BSMNF_B761,1,11103,0,,
10000824,10000824,BSMSPS_W390,1,10101,0,,
10000824,10000824,BSMS_N504,1,03501,0,,
10000824,10000824,BSMWF_B720,1,11106,0,,
10000824,10000824,BSNF_B400,1,00301,0,,
10000824,10000824,BSOTF_B930,1,01701,0,,
10000824,10000824,BSOTF_B930,1,06906,0,,
10000824,10000824,BSPF_C800,1,02001,0,,
10000824,10000824,BSPTF_B160,1,04601,0,,
10000824,10000824,BSPTF_B160,1,06910,0,,
10000824,10000824,BSSMS_N290,1,16701,0,,
10000824,10000824,BSSTF_846W,1,16101,0,,
10000824,10000824,DHODPF_B991,1,06907,0,,
10000824,10000824,LLBLFS_M100,1,13601,0,,
10000824,10000824,LLBLFS_M100,1,16401,0,,
10000824,10000824,MAFAFF_N420,1,00601,1,http://www.bournemouth.ac.uk/courses/MAFAFF,
10000824,10000824,MAFAFF_N420,1,03401,1,http://www.bournemouth.ac.uk/courses/MAFAFF,
10000824,10000824,MAFAFF_N420,1,07501,1,http://www.bournemouth.ac.uk/courses/MAFAFF,
10000824,10000824,MDPDF_3LD4,1,09504,0,,
10000824,10000824,MEES_H105,1,09501,0,,
10000840,10000840,BDAT6001A,1,13601,0,,
10000840,10000840,BDAT6001A,1,16401,0,,
10000840,10000840,BDAT6001B,2,13601,0,,
10000840,10000840,BDAT6001B,2,16401,0,,
10000840,10000840,BDAT6002,2,13601,0,,
10000840,10000840,BDAT6002,2,16401,0,,
10000840,10000840,BDAT6002B,1,13601,0,,
10000840,10000840,BDAT6002B,1,16401,0,,
10000840,10000840,BDAT6003,2,13601,0,,
10000840,10000840,BDAT6003,2,16401,0,,
10000840,10000840,BDAT6003B,1,13601,0,,
10000840,10000840,BDAT6003B,1,16401,0,,
10000840,10000840,BDAT6004A,1,13601,0,,
10000840,10000840,BDAT6004A,1,16401,0,,
10000840,10000840,BDAT6004B,2,13601,0,,
10000840,10000840,BDAT6004B,2,16401,0,,
10000840,10000840,TBAT6002,1,06914,0,,
10000840,10000840,TBAT6002B,2,06914,0,,
10000840,10000840,TBAT6003,1,10901,0,,
10000840,10000840,TEAT6003,1,13901,0,,
10000840,10000840,YDAT5001B,2,06001,0,,
10000840,10000840,YDAT6001A,1,06001,0,,
10000878,10000878,1918,1,09904,1,http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,
10000878,10000878,1918,1,09404,1,http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,
10000886,10000886,H1EA008MUU,1,00102,0,,
10000886,10000886,H1EA008MUU,1,12102,0,,
10000886,10000886,H8EA005EUU,1,02101,0,,
10000886,10000886,J1EG003MUU,1,00601,0,,
10000886,10000886,J1EG003MUU,1,00701,0,,
10000886,10000886,J1EG004MUU,1,03401,0,,
10000886,10000886,J1EG004MUU,1,03701,0,,
10000886,10000886,J1EG004MUU,1,07501,0,,
10000886,10000886,J1EG004MUU,1,00601,0,,
10000886,10000886,J1EG004MUU,1,00701,0,,
10000886,10000886,J1EG005MUU,1,04401,0,,
10000886,10000886,J1EG005MUU,1,03501,1,http://www.cim.co.uk/qualifications/graduate-gateway/,
10000886,10000886,J1EG007MUU,1,03501,1,http://www.cim.co.uk/qualifications/graduate-gateway/,
10000886,10000886,J1EG007MUU,1,04401,0,,
10000886,10000886,J1EG008MUU,1,00601,0,,
10000886,10000886,J1EG008MUU,1,04401,0,,
10000886,10000886,J1EG009MUU,1,03501,1,http://www.cim.co.uk/qualifications/graduate-gateway/,
10000886,10000886,J1EG011MUU,1,04401,0,,
10000886,10000886,J1EG012MUU,1,04401,0,,
10000886,10000886,J1EG013MUU,1,03501,1,http://www.cim.co.uk/qualifications/graduate-gateway/,
10000886,10000886,J1EG016MUU,1,03501,1,http://www.cim.co.uk/qualifications/graduate-gateway/,
10000886,10000886,J1EG017MUU,1,00601,0,,
10000886,10000886,J1EL001MUU,1,13601,0,,
10000886,10000886,J1EL001MUU,1,16401,0,,
10000886,10000886,J1EL002MUU,1,13601,0,,
10000886,10000886,J1EL002MUU,1,16401,0,,
10000886,10000886,J4CA003MUU,1,09401,0,,
10000886,10000886,J4CE001MUU,1,01101,0,,
10000886,10000886,J4CE001MUU,1,01104,0,,
10000886,10000886,J4CE001MUU,1,01102,0,,
10000886,10000886,J4CE002MUU,1,01102,0,,
10000886,10000886,J4CE002MUU,1,01101,0,,
10000886,10000886,J4CE002MUU,1,01104,0,,
10000886,10000886,J4CE003MUU,1,01102,0,,
10000886,10000886,J4CE003MUU,1,01101,0,,
10000886,10000886,J4CE003MUU,1,01104,0,,
10000886,10000886,J4EA008MUU,1,01101,0,,
10000886,10000886,J4EA008MUU,1,01110,0,,
10000886,10000886,J4EA008MUU,1,01111,0,,
10000886,10000886,J4ED003MUU,1,09402,0,,
10000886,10000886,J4ED004MUU,1,09402,0,,
10000886,10000886,J4EG006MUU,1,08602,0,,
10000886,10000886,J4EG007MUU,1,01101,0,,
10000886,10000886,J4EG007MUU,1,01110,0,,
10000886,10000886,J4EG007MUU,1,01111,0,,
10000886,10000886,J4EG011MUU,1,01101,0,,
10000886,10000886,J4EG011MUU,1,01110,0,,
10000886,10000886,J4EG011MUU,1,01111,0,,
10000886,10000886,J4EG018MUU,1,01101,0,,
10000886,10000886,J4EG018MUU,1,01111,0,,
10000886,10000886,J4EG018MUU,1,01110,0,,
10000886,10000886,J4EG024MUU,1,08602,0,,
10000886,10000886,J4EG025MUU,1,08602,0,,
10000886,10000886,J4EG027MUU,1,01101,0,,
10000886,10000886,J4EG027MUU,1,01110,0,,
10000886,10000886,J4EG027MUU,1,01111,0,,
10000886,10000886,J4EG028MUU,1,01101,0,,
10000886,10000886,J4EG028MUU,1,01111,0,,
10000886,10000886,J4EG028MUU,1,01110,0,,
10000886,10000886,J4EG031MUU,1,08602,0,,
10000886,10000886,J4EG039MUU,1,01101,0,,
10000886,10000886,J4EG039MUU,1,01111,0,,
10000886,10000886,K1DA001EUU,1,13901,0,,
10000886,10000886,K1EA006EUU,1,10801,0,,
10000886,10000886,K1EG003EUU,1,01801,0,,
10000886,10000886,K2DA006FUU,1,13901,0,,
10000886,10000886,K2DA053FUU,1,13901,0,,
10000886,10000886,K2DA054FUU,1,13901,0,,
10000886,10000886,K2DA079FUU,1,13901,0,,
10000886,10000886,K2DA080FUU,1,13901,0,,
10000886,10000886,K2EA019FDU,2,10901,0,,
10000886,10000886,K7EA004EUU,1,10801,0,,
10000886,10000886,L1EA012FUU,1,02001,1,http://www.bps.org.uk/careers-education-training/accredited-courses-training-programmes/accredited-courses-training-progra,
10000886,10000886,L1EA023FUU,1,02001,1,http://www.bps.org.uk/careers-education-training/accredited-courses-training-programmes/accredited-courses-training-progra,
10000886,10000886,L1EG001FUU,1,06914,0,,
10000886,10000886,L1EG002FUU,1,02001,0,,
10000886,10000886,L2EG001EUU,1,04601,0,,
10000886,10000886,L2EG001EUU,1,06910,0,,
10000886,10000886,L2EG002EUU,1,06903,0,,
10000886,10000886,L2EG002EUU,1,18201,0,,
10000886,10000886,L2EG015EDU,2,01701,0,,
10000886,10000886,L2EG015EDU,2,06906,0,,
10000886,10000886,L3EG021IUU,1,11106,0,,
10000886,10000886,L3EG029IUU,1,06909,0,,
10000886,10000886,L3EG032EUU,1,11102,0,,
10000886,10000886,L3EG033EUU,1,11103,0,,
10000886,10000886,L3EG034EUU,1,11105,0,,
10000886,10000886,P1CA001MUU,1,09401,0,,
10000886,10000886,P1CA008MUU,1,09401,0,,
10000886,10000886,P1CA008MUU,1,09901,0,,
10000886,10000886,P1CA011MUU,1,09401,0,,
10000886,10000886,P1CA011MUU,1,09901,0,,
10000886,10000886,P1CA026MUU,1,09401,0,,
10000886,10000886,P1CA026MUU,1,09901,0,,
10000886,10000886,P1ED001MUU,1,09402,0,,
10000886,10000886,P1ED011MUU,1,09402,0,,
10000886,10000886,P1ED011MUU,1,09902,0,,
10000886,10000886,P1ED026MUU,1,09902,0,,
10000886,10000886,P1ED026MUU,1,09402,0,,
10000886,10000886,P1ED027MUU,1,09402,0,,
10000886,10000886,P1ED027MUU,1,09902,0,,
10000886,10000886,P1EG028MAU,1,09504,0,,
10000886,10000886,P1EG029MUU,1,09504,0,,
10000886,10000886,P1EG031MUU,1,09504,0,,
10000886,10000886,P2CA001MUU,1,09301,0,,
10000886,10000886,P2CA001MUU,1,03001,0,,
10000886,10000886,P2CA001MUU,1,08101,0,,
10000886,10000886,P2CA001MUU,1,10001,0,,
10000886,10000886,P2ED001MUU,1,09302,0,,
10000886,10000886,P2ED001MUU,1,10002,0,,
10000886,10000886,P2ED001MUU,1,08102,0,,
10000886,10000886,P2ED001MUU,1,03002,0,,
10000886,10000886,P2ED008MUU,1,10002,0,,
10000886,10000886,P2ED008MUU,1,03002,0,,
10000886,10000886,P2ED008MUU,1,09302,0,,
10000886,10000886,P2ED008MUU,1,08102,0,,
10000886,10000886,P2EG001MUU,1,09601,0,,
10000886,10000886,P2EG003MUU,1,12201,0,,
10000886,10000886,P2EG003MUU,2,12201,0,,
10000886,10000886,P2EG004MUU,1,02801,0,,
10000886,10000886,P2EG005MUU,1,02801,0,,
10000886,10000886,P2EG005MUU,1,12201,0,,
10000886,10000886,P2EG005MUU,2,12201,0,,
10000886,10000886,P2EG005MUU,2,02801,0,,
10000886,10000886,P2EG008MUU,1,02701,0,,
10000886,10000886,P2EG008MUU,1,02801,0,,
10000886,10000886,P2EG008MUU,2,02801,0,,
10000886,10000886,P2EG008MUU,2,02701,0,,
10000886,10000886,P2EG010MUU,1,06801,0,,
10000886,10000886,P2EG013MUU,1,09601,0,,
10000886,10000886,P3CB001MUU,1,06201,0,,
10000886,10000886,P3EG003MUU,1,13401,0,,
10000886,10000886,P3EG006MUU,1,12602,0,,
10000886,10000886,P3EG020MUU,1,07301,0,,
10000886,10000886,P3EG022MUU,1,12602,0,,
10000886,10000886,P8CA002MUU,1,10001,0,,
10000886,10000886,P8CA002MUU,1,09301,0,,
10000886,10000886,P8CA002MUU,1,03001,0,,
10000886,10000886,P8CA002MUU,1,08101,0,,
10000886,10000886,P8CA003MUU,1,08101,0,,
10000886,10000886,P8CA003MUU,1,09301,0,,
10000886,10000886,P8CA003MUU,1,10001,0,,
10000886,10000886,P8CA003MUU,1,03001,0,,
10000886,10000886,P8ED001MUU,1,09302,0,,
10000886,10000886,P8ED001MUU,1,10002,0,,
10000886,10000886,P8ED002MUU,1,09902,0,,
10000886,10000886,P8ED002MUU,1,09402,0,,
10000886,10000886,P8ED003MUU,1,09902,0,,
10000886,10000886,P8ED003MUU,1,09402,0,,
10000886,10000886,P8ED004MUU,1,09402,0,,
10000886,10000886,P8ED006MUU,1,09402,0,,
10000886,10000886,P8ED006MUU,1,09902,0,,
10000886,10000886,P8ED007MUU,1,03002,0,,
10000886,10000886,P8ED007MUU,1,08102,0,,
10000886,10000886,P8ED007MUU,1,09302,0,,
10000886,10000886,P8ED007MUU,1,10002,0,,
10000886,10000886,P8EG004MUU,1,06801,0,,
10000911,10007801,4592,1,06101,0,,
10000936,10000936,MOSTFT,1,06101,0,,
10000936,10000936,MOSTPT,2,06101,0,,
10000961,10000961,B160UPHYSIO-FT-BSC,1,04601,0,,
10000961,10000961,B160UPHYSIO-FT-BSC,1,06910,0,,
10000961,10000961,B960UOT-FT-BSC,1,01701,0,,
10000961,10000961,B960UOT-FT-BSC,1,06906,0,,
10000961,10000961,B990UBIOMEHH-FT-BSC,1,13402,0,,
10000961,10000961,B990UBIOMEHH-SW-BSC,1,13402,0,,
10000961,10000961,C400UBIOMEGE-FT-BSC,1,13402,0,,
10000961,10000961,C400UBIOMEGE-SW-BSC,1,13402,0,,
10000961,10000961,C550UBIOMEIM-FT-BSC,1,13402,0,,
10000961,10000961,C550UBIOMEIM-SW-BSC,1,13402,0,,
10000961,10000961,C600USPHEXSB-FT-BSC,1,03401,0,,
10000961,10000961,C600USPHEXSB-SW-BSC,1,03401,0,,
10000961,10000961,C722UBIOMECH-FT-BSC,1,13402,0,,
10000961,10000961,C722UBIOMECH-SW-BSC,1,13402,0,,
10000961,10000961,C800UPSYCHOL-FT-BSC,1,02001,0,,
10000961,10000961,C800UPSYCHOL-SW-BSC,1,02001,0,,
10000961,10000961,C900UBIOMED-FT-BSC,1,13402,0,,
10000961,10000961,C900UBIOMED-SW-BSC,1,13402,0,,
10000961,10000961,G100UFNMMATH-FT-MMATH,1,08601,0,,
10000961,10000961,G100UFNMMATH-SW-MMATH,1,08601,0,,
10000961,10000961,G100UMMATH-FT-MMATH,1,08601,0,,
10000961,10000961,G100UMMATH-SW-MMATH,1,08601,0,,
10000961,10000961,G100USMSTMG-FT-BSC,1,00601,0,,
10000961,10000961,G100USMSTMG-FT-BSC,1,03401,0,,
10000961,10000961,G100USMSTMG-SW-BSC,1,00601,0,,
10000961,10000961,G100USMSTMG-SW-BSC,1,03401,0,,
10000961,10000961,G400UCSARTIN-FT-BSC,1,01101,0,,
10000961,10000961,G400UCSARTIN-FT-BSC,1,01105,0,,
10000961,10000961,G400UCSARTIN-FT-BSC,1,01107,0,,
10000961,10000961,G400UCSARTIN-SW-BSC,1,01107,0,,
10000961,10000961,G400UCSARTIN-SW-BSC,1,01105,0,,
10000961,10000961,G400UCSARTIN-SW-BSC,1,01101,0,,
10000961,10000961,G400UDIGMEDI-FT-BSC,1,01101,0,,
10000961,10000961,G400UDIGMEDI-FT-BSC,1,01105,0,,
10000961,10000961,G400UDIGMEDI-FT-BSC,1,01107,0,,
10000961,10000961,G400UDIGMEDI-SW-BSC,1,01107,0,,
10000961,10000961,G400UDIGMEDI-SW-BSC,1,01105,0,,
10000961,10000961,G400UDIGMEDI-SW-BSC,1,01101,0,,
10000961,10000961,G400UNETWKCM-FT-BSC,1,01101,0,,
10000961,10000961,G400UNETWKCM-FT-BSC,1,01105,0,,
10000961,10000961,G400UNETWKCM-FT-BSC,1,01107,0,,
10000961,10000961,G400UNETWKCM-SW-BSC,1,01107,0,,
10000961,10000961,G400UNETWKCM-SW-BSC,1,01105,0,,
10000961,10000961,G400UNETWKCM-SW-BSC,1,01101,0,,
10000961,10000961,G400USCMPSC1-FT-BSC,1,01101,0,,
10000961,10000961,G400USCMPSC1-FT-BSC,1,01105,0,,
10000961,10000961,G400USCMPSC1-FT-BSC,1,01107,0,,
10000961,10000961,G400USCMPSC1-SW-BSC,1,01107,0,,
10000961,10000961,G400USCMPSC1-SW-BSC,1,01105,0,,
10000961,10000961,G400USCMPSC1-SW-BSC,1,01101,0,,
10000961,10000961,G400USOFENG1-FT-BSC,1,01107,0,,
