PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,JOBPOP,JOBRESP_RATE,JOBAGG,JOBSBJ,PROFMAN,OTHERJOB,UNKWN
10007137,10007137,UGBAMUSPER,1,20,60,24,,65,35,0
10007137,10007137,UGBAMUSPR,1,25,75,14,,10,90,0
10007137,10007137,UGBAMUSVOPER,1,75,75,13,097,37,63,0
10007137,10007137,UGBAMUSVT,1,75,75,13,097,37,63,0
10007137,10007137,UGBAMUSWIES,1,10,85,13,075,50,50,0
10007137,10007137,UGBAMUSWIES,1,75,75,13,097,37,63,0
10007137,10007137,UGBAMUSWMMA,1,75,75,13,097,37,63,0
10007137,10007137,UGBAMUTH,1,25,80,14,,50,50,0
10007137,10007137,UGBAMUTHAAD,1,15,70,22,28,60,40,0
10007137,10007137,UGBAMUTHAAD,1,75,75,13,097,37,63,0
10007137,10007137,UGBAMUTHP,1,75,75,13,097,37,63,0
10007137,10007137,UGBAMUWAD,1,75,75,13,097,37,63,0
10007137,10007137,UGBAMUWJS,1,75,75,13,097,37,63,0
10007137,10007137,UGBAMUWLM,1,75,75,13,097,37,63,0
10007137,10007137,UGBAMUWT,1,75,75,13,097,37,63,0
10007137,10007137,UGBAOADV,1,150,80,13,018,50,50,0
10007137,10007137,UGBAPADA,1,15,70,24,,25,75,0
10007137,10007137,UGBAPCH,1,50,75,11,B,40,60,0
10007137,10007137,UGBAPESC,1,45,90,14,,50,50,0
10007137,10007137,UGBAPETEYU,1,125,84,13,108,87,13,0
10007137,10007137,UGBAPETU,1,85,85,14,,92,8,0
10007137,10007137,UGBAPHIL,1,20,95,22,35,45,55,0
10007137,10007137,UGBARES,1,20,95,22,35,45,55,0
10007137,10007137,UGBARES,1,20,95,23,094,45,55,0
10007137,10007137,UGBASACT,1,15,80,13,069,40,60,0
10007137,10007137,UGBASCP,1,150,80,13,018,50,50,0
10007137,10007137,UGBASCR,1,35,75,13,101,25,75,0
10007137,10007137,UGBASPMED,1,15,80,13,069,40,60,0
10007137,10007137,UGBASPTBUMG,1,15,70,23,067,60,40,0
10007137,10007137,UGBASPTDVCO,1,150,80,13,018,50,50,0
10007137,10007137,UGBASPTSTD,1,150,80,13,018,50,50,0
10007137,10007137,UGBASWK,1,15,60,14,,95,5,0
10007137,10007137,UGBATHRS,1,20,95,23,094,45,55,0
10007137,10007137,UGBATHRSWIES,1,10,85,13,075,50,50,0
10007137,10007137,UGBATHRSWIES,1,40,80,13,090,20,80,0
10007137,10007137,UGBATHT,1,15,70,14,,15,85,0
10007137,10007137,UGBATPP,1,20,70,13,098,15,85,0
10007137,10007137,UGBMSCIPSY,1,15,65,13,019,30,70,0
10007137,10007137,UGBMSISPTSES,1,150,80,13,018,50,50,0
10007137,10007137,UGBMUSCD,1,75,75,13,097,37,63,0
10007137,10007137,UGBMUSOP,1,75,75,13,097,37,63,0
10007137,10007137,UGBSCDM,1,15,80,13,069,40,60,0
10007137,10007137,UGBSCSPC,1,150,80,13,018,50,50,0
10007137,10007137,UGBSDANSCI,1,15,80,13,099,40,65,0
10007137,10007137,UGBSDIGMKT,1,15,80,13,062,85,15,0
10007137,10007137,UGBSENVSB,1,15,70,22,28,60,40,0
10007137,10007137,UGBSKS23MAT,1,125,84,13,108,87,13,0
10007137,10007137,UGBSPOL,1,50,75,11,B,40,60,0
10007137,10007137,UGBSPSY,1,15,65,14,,30,70,0
10007137,10007137,UGBSSPEXPS,1,10,70,14,,25,75,0
10007137,10007137,UGBSSPSCICO,1,150,80,13,018,50,50,0
10007137,10007137,UGBSSPTSES,1,20,75,14,,40,60,0
10007137,10007137,UGBSSPTSTH,1,25,80,14,,45,55,0
10007137,10007137,UGBSSTMG,1,15,70,23,067,60,40,0
10007137,10007137,UGFDEYBOC,1,10,65,13,058,55,45,0
10007137,10007137,UGFDTLSPD,2,15,70,24,,5,95,0
10007137,10007137,UGMSSPTSTH,1,150,80,13,018,50,50,0
10007138,10007138,CBAAACTCT,1,25,70,14,,60,40,0
10007138,10007138,CBAAACTIN,1,25,70,14,,60,40,0
10007138,10007138,CBAAADVDM,1,10,50,24,,70,30,0
10007138,10007138,CBAAADVDMYZ,1,10,50,24,,70,30,0
10007138,10007138,CBAABUSEN,1,15,50,24,,60,40,0
10007138,10007138,CBAABUSENYZ,1,15,50,24,,60,40,0
10007138,10007138,CBAABUSST,1,20,75,14,,40,60,0
10007138,10007138,CBAABUSSTYZ,1,20,75,14,,40,60,0
10007138,10007138,CBAACHYOU,1,20,80,14,,45,55,0
10007138,10007138,CBAACHYOUYZ,1,20,80,14,,45,55,0
10007138,10007138,CBAACREWR,1,10,75,24,,60,40,0
10007138,10007138,CBAACRIMY,1,15,75,14,,45,55,0
10007138,10007138,CBAADRAMA,1,10,75,14,,20,80,0
10007138,10007138,CBAADRAMAYZ,1,10,75,14,,20,80,0
10007138,10007138,CBAAECHST,1,30,90,14,,15,85,0
10007138,10007138,CBAAECHSTYZ,1,30,90,14,,15,85,0
10007138,10007138,CBAAEDSTD,1,125,79,13,105,26,74,0
10007138,10007138,CBAAEDSTDYZ,1,125,79,13,105,26,74,0
10007138,10007138,CBAAENGLH,1,10,80,14,,35,65,0
10007138,10007138,CBAAEVMAN,1,25,70,14,,40,60,0
10007138,10007138,CBAAEVMANYZ,1,25,70,14,,40,60,0
10007138,10007138,CBAAFARTP,1,10,75,24,,25,75,0
10007138,10007138,CBAAFARTPYZ,1,10,75,24,,25,75,0
10007138,10007138,CBAAFASHM,1,25,75,14,,40,60,0
10007138,10007138,CBAAFASHMYZ,1,25,75,14,,40,60,0
10007138,10007138,CBAAFASHN,1,15,65,14,,15,85,0
10007138,10007138,CBAAFASHNYZ,1,15,65,14,,15,85,0
10007138,10007138,CBAAFASLE,1,15,65,14,,15,85,0
10007138,10007138,CBAAFASTF,1,15,65,14,,15,85,0
10007138,10007138,CBAAFASTFYZ,1,15,65,14,,15,85,0
10007138,10007138,CBAAFNART,1,20,55,24,,35,65,0
10007138,10007138,CBAAFNARTYZ,1,20,55,24,,35,65,0
10007138,10007138,CBAAFSHPC,1,65,69,13,096,38,62,0
10007138,10007138,CBAAFWACS,1,15,65,14,,15,85,0
10007138,10007138,CBAAFWACSYZ,1,15,65,14,,15,85,0
10007138,10007138,CBAAGAART,1,40,85,13,035,75,25,0
10007138,10007138,CBAAGRCOM,1,15,65,14,,60,40,0
10007138,10007138,CBAAGRCOMYZ,1,15,65,14,,60,40,0
10007138,10007138,CBAAHISHR,1,20,80,14,,35,65,0
10007138,10007138,CBAAHISHRYZ,1,20,80,14,,35,65,0
10007138,10007138,CBAAHISTY,1,20,80,14,,35,65,0
10007138,10007138,CBAAHISTYYZ,1,20,80,14,,35,65,0
10007138,10007138,CBAAHRMAN,1,10,60,24,,75,25,0
10007138,10007138,CBAAHRMANYZ,1,10,60,24,,75,25,0
10007138,10007138,CBAAILLUS,1,15,65,24,,30,70,0
10007138,10007138,CBAAILLUSYZ,1,15,65,24,,30,70,0
10007138,10007138,CBAAINDES,1,10,55,24,,55,45,0
10007138,10007138,CBAAINDESYZ,1,10,55,24,,55,45,0
10007138,10007138,CBAAINTBS,1,50,60,13,061,50,50,0
10007138,10007138,CBAAINTBSYZ,1,50,60,13,061,50,50,0
10007138,10007138,CBAAINTOM,1,10,75,14,,20,80,0
10007138,10007138,CBAAINTOMYZ,1,10,75,14,,20,80,0
10007138,10007138,CBAAINTPO,1,10,70,23,053,25,75,0
10007138,10007138,CBAAINVPR,1,30,80,13,060,35,65,0
10007138,10007138,CBAAINVPRYZ,1,30,80,13,060,35,65,0
10007138,10007138,CBAAMANAG,1,10,70,24,,80,20,0
10007138,10007138,CBAAMANAGYZ,1,10,70,24,,80,20,0
10007138,10007138,CBAAMEPMI,1,15,75,14,,55,45,0
10007138,10007138,CBAAMEPMIYZ,1,15,75,14,,55,45,0
10007138,10007138,CBAAMMJOU,1,10,75,14,,50,50,0
10007138,10007138,CBAAMMJOUYZ,1,15,80,13,073,40,60,0
10007138,10007138,CBAAMSJOU,1,15,80,13,073,40,60,0
10007138,10007138,CBAAPHOTO,1,10,60,14,,20,80,0
10007138,10007138,CBAAPHOTOYZ,1,10,60,14,,20,80,0
10007138,10007138,CBAAPOLIC,1,15,60,23,063,65,35,0
10007138,10007138,CBAAPOPMU,1,10,70,24,,35,65,0
10007138,10007138,CBAAPOPMUYZ,1,10,70,24,,35,65,0
10007138,10007138,CBAAPREDU,1,80,90,14,,98,2,0
10007138,10007138,CBAAPRI37,1,20,95,14,,95,5,0
10007138,10007138,CBAASENIN,1,10,70,14,,10,90,0
10007138,10007138,CBAASENINYZ,1,10,70,14,,10,90,0
10007138,10007138,CBAASOCIY,1,20,60,23,054,25,75,0
10007138,10007138,CBAASOCIYYZ,1,20,60,23,054,25,75,0
10007138,10007138,CBAASOCOD,1,20,80,14,,35,65,0
10007138,10007138,CBAASOCWK,1,25,75,14,,90,10,0
10007138,10007138,CBAASPDPE,1,20,75,24,,50,50,0
10007138,10007138,CBAASPDPEYZ,1,20,75,24,,50,50,0
10007138,10007138,CBAATWDEV,1,45,75,13,057,45,55,0
10007138,10007138,CBAATWDEVYZ,1,45,75,13,057,45,55,0
10007138,10007138,CBENCOMCN,1,25,75,13,036,75,25,0
10007138,10007138,CBENCOMCS,1,25,75,13,036,75,25,0
10007138,10007138,CBENENGEE,1,30,70,11,9,75,25,0
10007138,10007138,CBENENGIN,1,15,70,23,037,80,20,0
10007138,10007138,CBENENMEC,1,15,70,23,037,80,20,0
10007138,10007138,CBSCACFIN,1,40,70,14,,30,70,0
10007138,10007138,CBSCADNUR,1,95,65,13,005,96,4,0
10007138,10007138,CBSCARCTY,1,20,60,24,,80,20,0
10007138,10007138,CBSCARCTYYZ,1,20,60,24,,80,20,0
10007138,10007138,CBSCBAFPL,1,50,70,12,27,35,65,0
10007138,10007138,CBSCBAFPLYZ,1,50,70,12,27,35,65,0
10007138,10007138,CBSCBCSYS,1,40,85,13,035,75,25,0
10007138,10007138,CBSCBCWEB,1,40,85,13,035,75,25,0
10007138,10007138,CBSCBIOLY,1,15,85,13,012,35,65,0
10007138,10007138,CBSCBIOLYYZ,1,15,85,13,012,35,65,0
10007138,10007138,CBSCCGDEV,1,40,85,13,035,75,25,0
10007138,10007138,CBSCCHNUR,1,95,65,13,005,96,4,0
10007138,10007138,CBSCCOMGV,1,30,60,24,,95,5,0
10007138,10007138,CBSCCOMMC,1,30,60,24,,95,5,0
10007138,10007138,CBSCCOMPU,1,30,60,24,,95,5,0
10007138,10007138,CBSCCOMPUYZ,1,30,60,24,,95,5,0
10007138,10007138,CBSCCOMSE,1,30,60,24,,95,5,0
10007138,10007138,CBSCCOMWT,1,30,60,24,,95,5,0
10007138,10007138,CBSCDEPSY,1,15,90,24,,30,70,0
10007138,10007138,CBSCECONI,1,10,75,13,052,30,70,0
10007138,10007138,CBSCECONIYZ,1,10,75,13,052,30,70,0
10007138,10007138,CBSCENGIN,1,15,65,14,,85,15,0
10007138,10007138,CBSCENGINYZ,1,15,65,14,,85,15,0
10007138,10007138,CBSCENVSC,1,25,85,13,031,35,65,0
10007138,10007138,CBSCENVSCYZ,1,25,85,13,031,35,65,0
10007138,10007138,CBSCGEOGY,1,20,85,14,,30,70,0
10007138,10007138,CBSCGEOGYYZ,1,20,85,14,,30,70,0
10007138,10007138,CBSCGEOHG,1,20,85,14,,30,70,0
10007138,10007138,CBSCGEOPG,1,20,85,14,,30,70,0
10007138,10007138,CBSCHBIOS,1,15,70,24,,35,65,0
10007138,10007138,CBSCHBIOSYZ,1,15,70,24,,35,65,0
10007138,10007138,CBSCINTAC,1,45,70,13,066,30,70,0
10007138,10007138,CBSCINTACYZ,1,45,70,13,066,30,70,0
10007138,10007138,CBSCLDNUR,1,10,55,24,,90,10,0
10007138,10007138,CBSCLEATH,1,30,70,11,9,75,25,0
10007138,10007138,CBSCLEATHYZ,1,30,70,11,9,75,25,0
10007138,10007138,CBSCMHNUR,1,95,65,13,005,96,4,0
10007138,10007138,CBSCMIDWF,1,20,60,14,,90,10,0
10007138,10007138,CBSCMKTMA,1,10,65,14,,55,45,0
10007138,10007138,CBSCMKTMAYZ,1,10,65,14,,55,45,0
10007138,10007138,CBSCOCCTH,1,35,80,14,,95,5,0
10007138,10007138,CBSCPARSC,1,95,65,13,005,96,4,0
10007138,10007138,CBSCPODIA,1,10,85,14,,100,0,0
10007138,10007138,CBSCPRDES,1,15,75,24,,80,20,0
10007138,10007138,CBSCPRDESYZ,1,15,75,24,,80,20,0
10007138,10007138,CBSCPSCOU,1,15,75,14,,30,70,0
10007138,10007138,CBSCPSYCH,1,40,75,14,,20,80,0
10007138,10007138,CBSCPSYCHYZ,1,40,75,14,,20,80,0
10007138,10007138,CBSCSPEXS,1,10,80,14,,25,75,0
10007138,10007138,CBSCSPEXSYZ,1,10,80,14,,25,75,0
10007138,10007138,CFDABUSEN,1,15,85,11,D,60,40,0
10007138,10007138,CFDAEARYR,1,15,80,14,,35,65,0
10007138,10007138,CFDALEATE,1,25,90,14,,5,95,0
10007138,10007138,CFDASUPCL,1,15,70,23,063,75,25,0
10007138,10007138,CFDSDENNU,1,10,55,24,,10,90,0
10007138,10007138,CFDSHSOCC,1,10,85,24,,25,75,0
10007138,10007138,CFDSPMSCI,1,15,75,14,,100,0,0
10007138,10007138,CHNDBUSIN,1,15,85,11,D,60,40,0
10007138,10007138,CHNDTTOUR,1,15,85,11,D,60,40,0
10007138,10007138,CLLBBLAWS,1,25,80,14,,30,70,0
10007138,10007138,CLLBBLAWSYZ,1,25,80,14,,30,70,0
10007138,10007138,CLLBBLAWS_IN,1,25,80,14,,30,70,0
10007138,10007138,SUBACCOSUBBUSI,1,45,70,13,066,30,70,0
10007138,10007138,SUBACCOSUBBUSI,1,50,60,13,061,50,50,0
10007138,10007138,SUBACCOSUBECON,1,10,75,13,052,30,70,0
10007138,10007138,SUBACCOSUBECON,1,45,70,13,066,30,70,0
10007138,10007138,SUBACCOSUBEDST,1,45,70,13,066,30,70,0
10007138,10007138,SUBACCOSUBEDST,1,125,79,13,105,26,74,0
10007138,10007138,SUBACCOSUBEVMA,1,45,70,13,066,30,70,0
10007138,10007138,SUBACCOSUBEVMA,1,50,75,13,067,30,70,0
10007138,10007138,SUBACCOSUBHEAL,1,20,70,23,055,35,65,0
10007138,10007138,SUBACCOSUBHEAL,1,45,70,13,066,30,70,0
10007138,10007138,SUBACCOSUBLAWS,1,30,80,13,060,35,65,0
10007138,10007138,SUBACCOSUBLAWS,1,45,70,13,066,30,70,0
10007138,10007138,SUBACCOSUBMGMT,1,15,60,23,063,65,35,0
10007138,10007138,SUBACCOSUBMGMT,1,45,70,13,066,30,70,0
10007138,10007138,SUBACCOSUBSPST,1,25,75,13,018,40,60,0
10007138,10007138,SUBACCOSUBSPST,1,45,70,13,066,30,70,0
10007138,10007138,SUBACCOSUBTWDE,1,45,70,13,066,30,70,0
10007138,10007138,SUBACCOSUBTWDE,1,45,75,13,057,45,55,0
10007138,10007138,SUBADVESUBACCO,1,40,70,13,062,50,50,0
10007138,10007138,SUBADVESUBACCO,1,45,70,13,066,30,70,0
10007138,10007138,SUBADVESUBBUSI,1,40,70,13,062,50,50,0
10007138,10007138,SUBADVESUBBUSI,1,50,60,13,061,50,50,0
10007138,10007138,SUBADVESUBMGMT,1,15,60,23,063,65,35,0
10007138,10007138,SUBADVESUBMGMT,1,40,70,13,062,50,50,0
10007138,10007138,SUBBENTSUBACCO,1,45,70,13,066,30,70,0
10007138,10007138,SUBBENTSUBACCO,1,50,60,13,061,50,50,0
10007138,10007138,SUBBENTSUBDRAM,1,50,60,13,061,50,50,0
10007138,10007138,SUBBENTSUBDRAM,1,40,70,13,098,45,55,0
10007138,10007138,SUBBENTSUBEDST,1,50,60,13,061,50,50,0
10007138,10007138,SUBBENTSUBEDST,1,125,79,13,105,26,74,0
10007138,10007138,SUBBENTSUBMGMT,1,50,60,13,061,50,50,0
10007138,10007138,SUBBENTSUBMGMT,1,15,60,23,063,65,35,0
10007138,10007138,SUBBENTSUBSOCI,1,50,60,13,061,50,50,0
10007138,10007138,SUBBENTSUBSOCI,1,20,60,23,054,25,75,0
10007138,10007138,SUBBENTSUBSPST,1,50,60,13,061,50,50,0
10007138,10007138,SUBBENTSUBSPST,1,25,75,13,018,40,60,0
10007138,10007138,SUBBENTSUBTWDE,1,45,75,13,057,45,55,0
10007138,10007138,SUBBENTSUBTWDE,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBBENT,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBCRIM,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBCRIM,1,25,75,13,056,40,60,0
10007138,10007138,SUBBUSISUBECON,1,10,75,13,052,30,70,0
10007138,10007138,SUBBUSISUBECON,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBHGEO,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBHGEO,1,25,85,11,L,35,65,0
10007138,10007138,SUBBUSISUBHIST,1,25,85,13,090,35,65,0
10007138,10007138,SUBBUSISUBHIST,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBHRMA,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBHRMA,1,15,60,23,064,70,30,0
10007138,10007138,SUBBUSISUBLAWS,1,30,80,13,060,35,65,0
10007138,10007138,SUBBUSISUBLAWS,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBMPMI,1,20,75,13,069,45,55,0
10007138,10007138,SUBBUSISUBMPMI,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBPOPM,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBPOPM,1,10,65,13,097,35,65,0
10007138,10007138,SUBBUSISUBPSYC,1,70,79,13,019,22,78,0
10007138,10007138,SUBBUSISUBPSYC,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBSCAR,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBSCAR,1,35,75,13,058,65,35,0
10007138,10007138,SUBBUSISUBSPST,1,50,60,13,061,50,50,0
10007138,10007138,SUBBUSISUBSPST,1,25,75,13,018,40,60,0
10007138,10007138,SUBBUSISUBTWDE,1,45,75,13,057,45,55,0
10007138,10007138,SUBBUSISUBTWDE,1,50,60,13,061,50,50,0
10007138,10007138,SUBCREWSUBBUSI,1,20,75,23,101,45,55,0
10007138,10007138,SUBCREWSUBBUSI,1,50,60,13,061,50,50,0
10007138,10007138,SUBCREWSUBDRAM,1,20,75,23,101,45,55,0
10007138,10007138,SUBCREWSUBDRAM,1,40,70,13,098,45,55,0
10007138,10007138,SUBCREWSUBEDST,1,20,75,23,101,45,55,0
10007138,10007138,SUBCREWSUBEDST,1,125,79,13,105,26,74,0
10007138,10007138,SUBCREWSUBENGL,1,20,75,23,101,45,55,0
10007138,10007138,SUBCREWSUBENGL,1,20,80,13,075,25,75,0
10007138,10007138,SUBCREWSUBHIST,1,20,75,23,101,45,55,0
10007138,10007138,SUBCREWSUBHIST,1,25,85,13,090,35,65,0
10007138,10007138,SUBCREWSUBMPMI,1,20,75,13,069,45,55,0
10007138,10007138,SUBCREWSUBMPMI,1,20,75,23,101,45,55,0
10007138,10007138,SUBCRIMSUBADVE,1,25,75,13,056,40,60,0
10007138,10007138,SUBCRIMSUBADVE,1,40,70,13,062,50,50,0
10007138,10007138,SUBCRIMSUBBENT,1,25,75,13,056,40,60,0
10007138,10007138,SUBCRIMSUBBENT,1,50,60,13,061,50,50,0
10007138,10007138,SUBCRIMSUBCREW,1,20,75,23,101,45,55,0
10007138,10007138,SUBCRIMSUBCREW,1,25,75,13,056,40,60,0
10007138,10007138,SUBCRIMSUBECON,1,10,75,13,052,30,70,0
10007138,10007138,SUBCRIMSUBECON,1,25,75,13,056,40,60,0
10007138,10007138,SUBCRIMSUBENGL,1,20,80,13,075,25,75,0
10007138,10007138,SUBCRIMSUBENGL,1,25,75,13,056,40,60,0
10007138,10007138,SUBCRIMSUBEVMA,1,25,75,13,056,40,60,0
10007138,10007138,SUBCRIMSUBEVMA,1,50,75,13,067,30,70,0
10007138,10007138,SUBCRIMSUBFILM,1,20,75,13,069,45,55,0
10007138,10007138,SUBCRIMSUBFILM,1,25,75,13,056,40,60,0
10007138,10007138,SUBCRIMSUBHEAL,1,20,70,23,055,35,65,0
10007138,10007138,SUBCRIMSUBHEAL,1,25,75,13,056,40,60,0
10007138,10007138,SUBCRIMSUBLAWS,1,25,75,13,056,40,60,0
10007138,10007138,SUBCRIMSUBLAWS,1,30,80,13,060,35,65,0
10007138,10007138,SUBCRIMSUBMPMI,1,20,75,13,069,45,55,0
10007138,10007138,SUBCRIMSUBMPMI,1,25,75,13,056,40,60,0
10007138,10007138,SUBCRIMSUBPSYC,1,15,75,24,,15,85,0
10007138,10007138,SUBCRIMSUBSOCI,1,20,60,23,054,25,75,0
10007138,10007138,SUBCRIMSUBSOCI,1,25,75,13,056,40,60,0
10007138,10007138,SUBCRIMSUBSPST,1,25,75,13,018,40,60,0
10007138,10007138,SUBCRIMSUBSPST,1,25,75,13,056,40,60,0
10007138,10007138,SUBDRAMSUBCRIM,1,25,75,13,056,40,60,0
10007138,10007138,SUBDRAMSUBCRIM,1,40,70,13,098,45,55,0
10007138,10007138,SUBDRAMSUBENGL,1,20,80,13,075,25,75,0
10007138,10007138,SUBDRAMSUBENGL,1,40,70,13,098,45,55,0
10007138,10007138,SUBDRAMSUBMPMI,1,20,75,13,069,45,55,0
10007138,10007138,SUBDRAMSUBMPMI,1,40,70,13,098,45,55,0
10007138,10007138,SUBDRAMSUBPOPM,1,10,65,13,097,35,65,0
10007138,10007138,SUBDRAMSUBPOPM,1,40,70,13,098,45,55,0
10007138,10007138,SUBDRAMSUBPSYC,1,40,70,13,098,45,55,0
10007138,10007138,SUBDRAMSUBPSYC,1,70,79,13,019,22,78,0
10007138,10007138,SUBDRAMSUBSPST,1,25,75,13,018,40,60,0
10007138,10007138,SUBDRAMSUBSPST,1,40,70,13,098,45,55,0
10007138,10007138,SUBECONSUBHGEO,1,10,75,13,052,30,70,0
10007138,10007138,SUBECONSUBHGEO,1,25,85,11,L,35,65,0
10007138,10007138,SUBECONSUBHIST,1,10,75,13,052,30,70,0
10007138,10007138,SUBECONSUBHIST,1,25,85,13,090,35,65,0
10007138,10007138,SUBECONSUBLAWS,1,10,75,13,052,30,70,0
10007138,10007138,SUBECONSUBLAWS,1,30,80,13,060,35,65,0
10007138,10007138,SUBECONSUBMGMT,1,10,75,13,052,30,70,0
10007138,10007138,SUBECONSUBMGMT,1,15,60,23,063,65,35,0
10007138,10007138,SUBECONSUBSOCI,1,10,75,13,052,30,70,0
10007138,10007138,SUBECONSUBSOCI,1,20,60,23,054,25,75,0
10007138,10007138,SUBECONSUBTWDE,1,10,75,13,052,30,70,0
10007138,10007138,SUBECONSUBTWDE,1,45,75,13,057,45,55,0
10007138,10007138,SUBEDSTSUBADVE,1,40,70,13,062,50,50,0
10007138,10007138,SUBEDSTSUBADVE,1,125,79,12,40,26,74,0
10007138,10007138,SUBEDSTSUBBUSI,1,50,60,13,061,50,50,0
10007138,10007138,SUBEDSTSUBBUSI,1,125,79,12,40,26,74,0
10007138,10007138,SUBEDSTSUBCRIM,1,25,75,13,056,40,60,0
10007138,10007138,SUBEDSTSUBCRIM,1,125,79,12,40,26,74,0
10007138,10007138,SUBEDSTSUBDRAM,1,40,70,13,098,45,55,0
10007138,10007138,SUBEDSTSUBDRAM,1,125,79,12,40,26,74,0
10007138,10007138,SUBEDSTSUBECON,1,10,75,13,052,30,70,0
10007138,10007138,SUBEDSTSUBECON,1,125,79,12,40,26,74,0
10007138,10007138,SUBEDSTSUBENGL,1,20,80,13,075,25,75,0
10007138,10007138,SUBEDSTSUBENGL,1,125,79,13,105,26,74,0
10007138,10007138,SUBEDSTSUBHGEO,1,25,85,11,L,35,65,0
10007138,10007138,SUBEDSTSUBHGEO,1,125,79,13,105,26,74,0
10007138,10007138,SUBEDSTSUBHIST,1,25,85,13,090,35,65,0
10007138,10007138,SUBEDSTSUBHIST,1,125,79,13,105,26,74,0
10007138,10007138,SUBEDSTSUBHRMA,1,15,60,23,064,70,30,0
10007138,10007138,SUBEDSTSUBHRMA,1,125,79,13,105,26,74,0
10007138,10007138,SUBEDSTSUBPOPM,1,10,65,13,097,35,65,0
10007138,10007138,SUBEDSTSUBPOPM,1,125,79,13,105,26,74,0
10007138,10007138,SUBEDSTSUBPSYC,1,10,75,24,,45,55,0
10007138,10007138,SUBEDSTSUBSCAR,1,15,90,24,,30,70,0
10007138,10007138,SUBEDSTSUBSPST,1,25,75,13,018,40,60,0
10007138,10007138,SUBEDSTSUBSPST,1,125,79,13,105,26,74,0
10007138,10007138,SUBEDSTSUBTWDE,1,45,75,13,057,45,55,0
10007138,10007138,SUBEDSTSUBTWDE,1,125,79,13,105,26,74,0
10007138,10007138,SUBENGLSUBACCO,1,20,80,13,075,25,75,0
10007138,10007138,SUBENGLSUBACCO,1,45,70,13,066,30,70,0
10007138,10007138,SUBENGLSUBADVE,1,20,80,13,075,25,75,0
10007138,10007138,SUBENGLSUBADVE,1,40,70,13,062,50,50,0
10007138,10007138,SUBENGLSUBBENT,1,20,80,13,075,25,75,0
10007138,10007138,SUBENGLSUBBENT,1,50,60,13,061,50,50,0
10007138,10007138,SUBENGLSUBBUSI,1,20,80,13,075,25,75,0
10007138,10007138,SUBENGLSUBBUSI,1,50,60,13,061,50,50,0
10007138,10007138,SUBENGLSUBECON,1,10,75,13,052,30,70,0
10007138,10007138,SUBENGLSUBECON,1,20,80,13,075,25,75,0
10007138,10007138,SUBENGLSUBFILM,1,20,75,13,069,45,55,0
10007138,10007138,SUBENGLSUBFILM,1,20,80,13,075,25,75,0
10007138,10007138,SUBENGLSUBHEAL,1,20,70,23,055,35,65,0
10007138,10007138,SUBENGLSUBHEAL,1,20,80,13,075,25,75,0
10007138,10007138,SUBENGLSUBHGEO,1,20,80,13,075,25,75,0
10007138,10007138,SUBENGLSUBHGEO,1,25,85,11,L,35,65,0
10007138,10007138,SUBENGLSUBHIST,1,20,80,13,075,25,75,0
10007138,10007138,SUBENGLSUBHIST,1,25,85,13,090,35,65,0
10007138,10007138,SUBENGLSUBPOPM,1,10,65,13,097,35,65,0
10007138,10007138,SUBENGLSUBPOPM,1,20,80,13,075,25,75,0
10007138,10007138,SUBENGLSUBPSYC,1,20,80,13,075,25,75,0
10007138,10007138,SUBENGLSUBPSYC,1,70,79,13,019,22,78,0
10007138,10007138,SUBENGLSUBSOCI,1,20,60,23,054,25,75,0
10007138,10007138,SUBENGLSUBSOCI,1,20,80,13,075,25,75,0
10007138,10007138,SUBEVMASUBBUSI,1,50,60,13,061,50,50,0
10007138,10007138,SUBEVMASUBBUSI,1,50,75,13,067,30,70,0
10007138,10007138,SUBEVMASUBDRAM,1,40,70,13,098,45,55,0
10007138,10007138,SUBEVMASUBDRAM,1,50,75,13,067,30,70,0
10007138,10007138,SUBEVMASUBENGL,1,20,80,13,075,25,75,0
10007138,10007138,SUBEVMASUBENGL,1,50,75,13,067,30,70,0
10007138,10007138,SUBEVMASUBHRMA,1,15,60,23,064,70,30,0
10007138,10007138,SUBEVMASUBHRMA,1,50,75,13,067,30,70,0
10007138,10007138,SUBEVMASUBLAWS,1,30,80,13,060,35,65,0
10007138,10007138,SUBEVMASUBLAWS,1,50,75,13,067,30,70,0
10007138,10007138,SUBEVMASUBMPMI,1,20,75,13,069,45,55,0
10007138,10007138,SUBEVMASUBMPMI,1,50,75,13,067,30,70,0
10007138,10007138,SUBEVMASUBSCAR,1,35,75,13,058,65,35,0
10007138,10007138,SUBEVMASUBSCAR,1,50,75,13,067,30,70,0
