PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,JOBPOP,JOBRESP_RATE,JOBAGG,JOBSBJ,PROFMAN,OTHERJOB,UNKWN
10007147,10007147,CTGD-GRAPH_DES,2,10,60,23,096,60,40,0
10007147,10007147,CTIL-ILLUSTRATION,1,115,84,13,096,72,28,0
10007147,10007147,CTIL-ILLUSTRATION,2,10,60,23,096,60,40,0
10007147,10007147,CTIMD-INT_MED_DES,1,120,78,13,100,71,29,0
10007147,10007147,CTIMD-INT_MED_DES,2,10,75,11,H,65,35,0
10007147,10007147,CTMD-MODEL_DES_CHAR_CREAT_EFF,1,115,84,13,096,72,28,0
10007147,10007147,CTMD-MODEL_DES_MOD_EFF,1,115,84,13,096,72,28,0
10007147,10007147,CTMD-MODEL_DES_SPEC_EFF,1,115,84,13,096,72,28,0
10007147,10007147,CTMIM-MUS_IND_MAN,1,55,76,13,097,55,45,0
10007147,10007147,CTMIM-MUS_IND_MAN,2,10,75,11,H,65,35,0
10007147,10007147,CTPH-PHOTOGRAPHY,1,25,75,14,,70,30,0
10007147,10007147,CTPH-PHOTOGRAPHY,2,10,75,11,H,65,35,0
10007147,10007147,EDECE-EARLY_CHILD_EDU,1,40,80,13,105,45,55,0
10007147,10007147,EDECE-EARLY_CHILD_EDU,2,20,75,13,105,70,30,0
10007147,10007147,EDES-ED_STUDIES,1,40,80,13,105,45,55,0
10007147,10007147,EDES-ED_STUDIES,2,20,75,13,105,70,30,0
10007147,10007147,EDES-ED_STUDIES_LT,1,40,80,13,105,45,55,0
10007147,10007147,EDES-ED_STUDIES_LT,2,20,75,13,105,70,30,0
10007147,10007147,EDES-ED_STUDIES_SEN_DIS,1,40,80,13,105,45,55,0
10007147,10007147,EDES-ED_STUDIES_SEN_DIS,2,20,75,13,105,70,30,0
10007147,10007147,EIBENGAAE-AERO_ENG,1,15,80,14,,95,5,0
10007147,10007147,EIBENGAAE-AERO_ENG,2,15,70,23,038,60,40,0
10007147,10007147,EIBENGAAE-AERO_ENG_SPACE,1,15,80,14,,95,5,0
10007147,10007147,EIBENGAAE-AERO_ENG_SPACE,2,15,70,23,038,60,40,0
10007147,10007147,EIBENGAAE-AERO_SYS_ENG,1,15,80,14,,95,5,0
10007147,10007147,EIBENGAAE-AERO_SYS_ENG,2,15,70,23,038,60,40,0
10007147,10007147,EIBENGAAE-AERO_SYS_PILOT,1,15,80,14,,95,5,0
10007147,10007147,EIBENGAAE-AERO_SYS_PILOT,2,15,70,23,038,60,40,0
10007147,10007147,EIBENGAAU-AUTOMOTIVE_ENG,1,15,75,14,,85,15,0
10007147,10007147,EIBENGAAU-AUTOMOTIVE_ENG,2,25,70,22,14,55,45,0
10007147,10007147,EIBENGAAU-AUTO_ENG_MOTOR,1,15,75,14,,85,15,0
10007147,10007147,EIBENGAAU-AUTO_ENG_MOTOR,2,25,70,22,14,55,45,0
10007147,10007147,EIBENGAME-MECH_ENGINEERING,1,10,65,14,,65,35,0
10007147,10007147,EIBENGAME-MECH_ENGINEERING,2,25,70,22,14,55,45,0
10007147,10007147,EIBENGAMEMC-MECH_ENG_MECHTR,1,60,74,13,037,81,19,0
10007147,10007147,EIBENGAMEMC-MECH_ENG_MECHTR,2,25,70,22,14,55,45,0
10007147,10007147,EIEE-ELECT_ELEC_ENG,1,15,75,23,040,75,25,0
10007147,10007147,EIEE-ELECT_ELEC_ENG,2,15,80,11,9,75,25,0
10007147,10007147,EIEECE-ELECT_COM_ENG,1,15,75,23,040,75,25,0
10007147,10007147,EIEECE-ELECT_COM_ENG,1,115,70,13,035,87,13,0
10007147,10007147,EIEECE-ELECT_COM_ENG,2,15,80,11,9,75,25,0
10007147,10007147,EIEECE-ELECT_COM_ENG,2,20,65,13,035,90,10,0
10007147,10007147,EIEECME-ELECT_COMM_ENG,1,15,75,23,040,75,25,0
10007147,10007147,EIEECME-ELECT_COMM_ENG,2,15,80,11,9,75,25,0
10007147,10007147,EIEEMC-ELECT_ENG_MECHTR,1,15,75,23,040,75,25,0
10007147,10007147,EIEEMC-ELECT_ENG_MECHTR,1,60,74,13,037,81,19,0
10007147,10007147,EIEEMC-ELECT_ENG_MECHTR,2,15,80,11,9,75,25,0
10007147,10007147,EIEEMC-ELECT_ENG_MECHTR,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_COMP_NET_TECH,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_COMP_NET_TECH,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ELECT_COMM_ENG,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ELECT_COMM_ENG,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ELECT_COM_ENG,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ELECT_COM_ENG,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ELECT_ENG_MECHTR,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ELECT_ENG_MECHTR,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_AEROENG,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_AEROENG,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_AEROTWM,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_AEROTWM,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_AEROTWPS,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_AEROTWPS,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_AERO_SPACE,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_AERO_SPACE,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_AEWMOT,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_AEWMOT,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_ASE,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_ASE,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_ASEWPS,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_ASEWPS,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_AUTOENG,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_AUTOENG,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_AUTOTWM,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_AUTOTWM,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_EEE,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_EEE,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_MECH,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_MECH,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_ENG_DEG_MOTOR,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_ENG_DEG_MOTOR,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_INT_TECH_ANIMATR,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_INT_TECH_ANIMATR,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_MECH_ENG_MECHTR,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_MECH_ENG_MECHTR,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_MOB_COMM_TECH,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_MOB_COMM_TECH,2,25,70,22,14,55,45,0
10007147,10007147,EIEF-EXT_MULTIM_INT_TECH,1,110,78,12,14,81,19,0
10007147,10007147,EIEF-EXT_MULTIM_INT_TECH,2,25,70,22,14,55,45,0
10007147,10007147,EIMENGAE-AERO_ENG,1,20,85,14,,75,25,0
10007147,10007147,EIMENGAE-AERO_ENG,2,15,70,23,038,60,40,0
10007147,10007147,EIMENGAE-AERO_ENG_SPACE,1,20,85,14,,75,25,0
10007147,10007147,EIMENGAE-AERO_ENG_SPACE,2,15,70,23,038,60,40,0
10007147,10007147,EIMENGAE-AERO_SYS_ENG,1,20,85,14,,75,25,0
10007147,10007147,EIMENGAE-AERO_SYS_ENG,2,15,70,23,038,60,40,0
10007147,10007147,EIMENGAE-AERO_SYS_PILOT,1,20,85,14,,75,25,0
10007147,10007147,EIMENGAE-AERO_SYS_PILOT,2,15,70,23,038,60,40,0
10007147,10007147,EIMENGAU-AUTOMOTIVE_ENG,1,10,90,14,,100,0,0
10007147,10007147,EIMENGAU-AUTOMOTIVE_ENG,2,25,70,22,14,55,45,0
10007147,10007147,EIMENGAU-AUTO_ENG_MOTOR,1,10,90,14,,100,0,0
10007147,10007147,EIMENGAU-AUTO_ENG_MOTOR,2,25,70,22,14,55,45,0
10007147,10007147,EIMENGME-MECH_ENGINEERING,1,10,75,24,,100,0,0
10007147,10007147,EIMENGME-MECH_ENGINEERING,2,25,70,22,14,55,45,0
10007147,10007147,EIMENGMEMC-MECH_ENG_MECHTR,1,60,74,13,037,81,19,0
10007147,10007147,EIMENGMEMC-MECH_ENG_MECHTR,2,25,70,22,14,55,45,0
10007147,10007147,EIMM-FINANCIAL_MATH,1,20,65,14,,55,45,0
10007147,10007147,EIMM-MATHEMATICS,1,20,65,14,,55,45,0
10007147,10007147,EIPHY-PHYSICS,1,15,90,14,,65,35,0
10007147,10007147,EIPHYAP-ASTROPHYSICS,1,10,75,24,,40,60,0
10007147,10007147,EITDITA-INT_TECH_ANIMATR,1,15,75,23,040,75,25,0
10007147,10007147,EITDITA-INT_TECH_ANIMATR,1,60,74,13,037,81,19,0
10007147,10007147,EITDITA-INT_TECH_ANIMATR,1,115,70,13,035,87,13,0
10007147,10007147,EITDITA-INT_TECH_ANIMATR,2,15,80,11,9,75,25,0
10007147,10007147,EITDITA-INT_TECH_ANIMATR,2,20,65,13,035,90,10,0
10007147,10007147,EITDITA-INT_TECH_ANIMATR,2,25,70,22,14,55,45,0
10007147,10007147,EITDMCT-MOB_COMM_TECH,1,15,75,23,040,75,25,0
10007147,10007147,EITDMCT-MOB_COMM_TECH,1,115,70,13,035,87,13,0
10007147,10007147,EITDMCT-MOB_COMM_TECH,2,15,80,11,9,75,25,0
10007147,10007147,EITDMCT-MOB_COMM_TECH,2,20,65,13,035,90,10,0
10007147,10007147,EITDMIT-MULTIM_INT_TECH,1,115,70,13,035,87,13,0
10007147,10007147,EITDMIT-MULTIM_INT_TECH,2,20,65,13,035,90,10,0
10007147,10007147,EITMAE-AERO_TECH_MAN,1,15,90,14,,75,25,0
10007147,10007147,EITMAE-AERO_TECH_MAN,2,10,65,24,,60,40,0
10007147,10007147,EITMAE-AERO_TECH_PILOT,1,15,90,14,,75,25,0
10007147,10007147,EITMAE-AERO_TECH_PILOT,2,10,65,24,,60,40,0
10007147,10007147,EITMAU-AUTO_TECH_MAN,1,20,70,14,,70,30,0
10007147,10007147,EITMAU-AUTO_TECH_MAN,2,25,70,22,14,55,45,0
10007147,10007147,EITMAU-MOTOR_TECH,1,20,70,14,,70,30,0
10007147,10007147,EITMAU-MOTOR_TECH,2,25,70,22,14,55,45,0
10007147,10007147,EITNC-COMP_NET_TECH,1,115,70,13,035,87,13,0
10007147,10007147,EITNC-COMP_NET_TECH,2,20,65,13,035,90,10,0
10007147,10007147,ENBMDBENG-BIOMED_ENG,1,15,75,23,040,75,25,0
10007147,10007147,ENBMDBENG-BIOMED_ENG,2,15,80,11,9,75,25,0
10007147,10007147,ENBMDMENG-BIOMED_ENG,1,15,75,23,040,75,25,0
10007147,10007147,ENBMDMENG-BIOMED_ENG,2,15,80,11,9,75,25,0
10007147,10007147,ENMENGCME-ELECT_COMM_ENG,1,15,75,23,040,75,25,0
10007147,10007147,ENMENGCME-ELECT_COMM_ENG,2,15,80,11,9,75,25,0
10007147,10007147,ENMENGECE-ELECT_COM_ENG,1,115,70,13,035,87,13,0
10007147,10007147,ENMENGECE-ELECT_COM_ENG,1,15,75,23,040,75,25,0
10007147,10007147,ENMENGECE-ELECT_COM_ENG,2,20,65,13,035,90,10,0
10007147,10007147,ENMENGECE-ELECT_COM_ENG,2,15,80,11,9,75,25,0
10007147,10007147,ENMENGEE-ELECT_ELEC_ENG,1,15,75,23,040,75,25,0
10007147,10007147,ENMENGEE-ELECT_ELEC_ENG,2,15,80,11,9,75,25,0
10007147,10007147,ENMENGEMC-ELECT_ENG_MECHTR,1,60,74,13,037,81,19,0
10007147,10007147,ENMENGEMC-ELECT_ENG_MECHTR,1,15,75,23,040,75,25,0
10007147,10007147,ENMENGEMC-ELECT_ENG_MECHTR,2,15,80,11,9,75,25,0
10007147,10007147,ENMENGEMC-ELECT_ENG_MECHTR,2,25,70,22,14,55,45,0
10007147,10007147,HEBP-PRIMARY_EDU,1,100,94,14,,99,1,0
10007147,10007147,HEHMSCE-CREAT_LIT,1,30,80,13,075,45,55,0
10007147,10007147,HEHMSCE-CREAT_LIT,1,125,78,12,38,71,29,0
10007147,10007147,HEHMSCE-CREAT_LIT,2,10,75,11,H,65,35,0
10007147,10007147,HEHMSCH-CREAT_HISTORY,1,20,70,13,090,30,70,0
10007147,10007147,HEHMSCH-CREAT_HISTORY,1,125,78,12,38,71,29,0
10007147,10007147,HEHMSCH-CREAT_HISTORY,2,10,75,11,H,65,35,0
10007147,10007147,HEHMSCL-CREAT_ELC,1,20,85,13,084,55,45,0
10007147,10007147,HEHMSCL-CREAT_ELC,1,125,78,12,38,71,29,0
10007147,10007147,HEHMSCL-CREAT_ELC,2,10,75,11,H,65,35,0
10007147,10007147,HEHMSCP-CREAT_PHIL,1,25,80,23,093,60,40,0
10007147,10007147,HEHMSCP-CREAT_PHIL,1,125,78,12,38,71,29,0
10007147,10007147,HEHMSCP-CREAT_PHIL,2,10,75,11,H,65,35,0
10007147,10007147,HEHMSEG-ENGLISH_LIT,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENGLISH_LIT,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_AMER,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_AMER,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_CREATE,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_CREATE,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_ELT,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_ELT,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_FILM,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_FILM,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_FRENCH,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_FRENCH,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_GERMAN,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_GERMAN,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_JAPAN,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_JAPAN,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_JOUR,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_JOUR,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_MAND,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_MAND,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_MEDIA,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_MEDIA,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_NMP,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_NMP,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_PUB_HIST,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_PUB_HIST,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_RELIG_STUDIES,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_RELIG_STUDIES,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_SPANISH,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_SPANISH,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEG-ENG_LIT_TWO,1,20,85,14,,35,65,0
10007147,10007147,HEHMSEG-ENG_LIT_TWO,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSEH-ENGl_LIT_HIST,1,20,70,13,090,30,70,0
10007147,10007147,HEHMSEH-ENGl_LIT_HIST,1,30,80,13,075,45,55,0
10007147,10007147,HEHMSEL-ENG_LIT_ELC,1,20,85,13,084,55,45,0
10007147,10007147,HEHMSEL-ENG_LIT_ELC,1,30,80,13,075,45,55,0
10007147,10007147,HEHMSEP-ENG_LIT_PHIL,1,25,80,23,093,60,40,0
10007147,10007147,HEHMSEP-ENG_LIT_PHIL,1,30,80,13,075,45,55,0
10007147,10007147,HEHMSHG-HISTORY,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HISTORY,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_AMER,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_AMER,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_CREATE,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_CREATE,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_ELT,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_ELT,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_FILM,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_FILM,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_FRENCH,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_FRENCH,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_GERMAN,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_GERMAN,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_JAPAN,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_JAPAN,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_JOUR,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_JOUR,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_MAND,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_MAND,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_MEDIA,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_MEDIA,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_NMP,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_NMP,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_PUB_HIST,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_PUB_HIST,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_RELIG_STUDIES,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_RELIG_STUDIES,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_SPANISH,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_SPANISH,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHG-HIST_TWO,1,15,85,24,,25,75,0
10007147,10007147,HEHMSHG-HIST_TWO,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSHL-HISTORY_ELC,1,20,70,13,090,30,70,0
10007147,10007147,HEHMSHL-HISTORY_ELC,1,20,85,13,084,55,45,0
10007147,10007147,HEHMSHM-HIS_AMER,1,20,70,13,090,30,70,0
10007147,10007147,HEHMSHM-HIS_AMER,1,30,80,12,31,45,55,0
10007147,10007147,HEHMSHP-HISTORY_PHIL,1,20,70,13,090,30,70,0
10007147,10007147,HEHMSHP-HISTORY_PHIL,1,25,80,23,093,60,40,0
10007147,10007147,HEHMSJE-ENG_LIT_JOUR,1,20,80,13,107,45,55,0
10007147,10007147,HEHMSJE-ENG_LIT_JOUR,1,30,80,13,075,45,55,0
10007147,10007147,HEHMSJE-ENG_LIT_JOUR,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSJH-HIST_JOUR,1,20,70,13,090,30,70,0
10007147,10007147,HEHMSJH-HIST_JOUR,1,20,80,13,107,45,55,0
10007147,10007147,HEHMSJH-HIST_JOUR,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSJL-ELC_JOUR,1,20,80,13,107,45,55,0
10007147,10007147,HEHMSJL-ELC_JOUR,1,20,85,13,084,55,45,0
10007147,10007147,HEHMSJL-ELC_JOUR,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSJP-JOUR_PHIL,1,20,80,13,107,45,55,0
10007147,10007147,HEHMSJP-JOUR_PHIL,1,25,80,23,093,60,40,0
10007147,10007147,HEHMSJP-JOUR_PHIL,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_AMER,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_AMER,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_CREATE,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_CREATE,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_ELT,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_ELT,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_FILM,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_FILM,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_FRENCH,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_FRENCH,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_GERMAN,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_GERMAN,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_JAPAN,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_JAPAN,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_JOUR,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_JOUR,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_MAND,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_MAND,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_MEDIA,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_MEDIA,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_NMP,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_NMP,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_PUB_HIST,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_PUB_HIST,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_RELIG_STUDIES,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_RELIG_STUDIES,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_SPANISH,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_SPANISH,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ELC_TWO,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ELC_TWO,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSLG-ENG_LANG_COMM,1,15,75,14,,60,40,0
10007147,10007147,HEHMSLG-ENG_LANG_COMM,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSME-ENG_LIT_MEDIA,1,15,80,21,E,55,45,0
10007147,10007147,HEHMSME-ENG_LIT_MEDIA,1,30,80,13,075,45,55,0
10007147,10007147,HEHMSMH_HIST_MEDIA,1,15,80,21,E,55,45,0
10007147,10007147,HEHMSMH_HIST_MEDIA,1,20,70,13,090,30,70,0
10007147,10007147,HEHMSML-ELC_MEDIA,1,15,80,21,E,55,45,0
10007147,10007147,HEHMSML-ELC_MEDIA,1,20,85,13,084,55,45,0
10007147,10007147,HEHMSMP-MEDIA_PHIL,1,15,80,21,E,55,45,0
10007147,10007147,HEHMSMP-MEDIA_PHIL,1,25,80,23,093,60,40,0
10007147,10007147,HEHMSOP-OPEN_PROG,1,20,80,13,107,45,55,0
10007147,10007147,HEHMSOP-OPEN_PROG,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHILOSOPHY,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHILOSOPHY,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_AMER,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_AMER,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_CREATE,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_CREATE,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_ELT,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_ELT,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_FILM,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_FILM,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_FRENCH,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_FRENCH,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_GERMAN,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_GERMAN,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_JAPAN,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_JAPAN,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_JOUR,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_JOUR,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_MAND,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_MAND,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_MEDIA,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_MEDIA,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_NMP,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_NMP,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_PUB_HIST,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_PUB_HIST,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_SPANISH,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_SPANISH,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPG-PHIL_TWO,1,10,80,24,,55,45,0
10007147,10007147,HEHMSPG-PHIL_TWO,2,15,70,23,107,55,45,0
10007147,10007147,HEHMSPL-ELC_PHIL,1,20,85,13,084,55,45,0
10007147,10007147,HEHMSPL-ELC_PHIL,1,25,80,23,093,60,40,0
10007147,10007147,HEHMSPM-AMER_STUDIES_PHIL,1,25,80,23,093,60,40,0
