PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,DEGPOP,DEGAGG,DEGSBJ,UFIRST,UUPPER,ULOWER,UOTHER,UORDINARY,UDISTINCTION,UMERIT,UPASS,UNA
10004930,10004930,MC10-GGHI,1,25,13,059,10,65,25,0,0,0,0,0,0
10004930,10004930,MC10-GGHI,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-GGHI,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-GGPO,1,25,13,059,10,65,25,0,0,0,0,0,0
10004930,10004930,MC10-GGPO,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-GGPO,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-GGRL,1,10,14,,10,60,30,0,0,0,0,0,0
10004930,10004930,MC10-GGRL,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-GGSO,1,10,24,,0,80,20,0,0,0,0,0,0
10004930,10004930,MC10-GGSO,2,10,22,21,0,60,35,5,0,0,0,0,0
10004930,10004930,MC10-GGSU,1,25,13,059,10,65,25,0,0,0,0,0,0
10004930,10004930,MC10-GGSU,1,30,13,103,20,65,15,0,0,0,0,0,0
10004930,10004930,MC10-GGSU,2,20,21,I,0,20,50,15,15,0,0,0,0
10004930,10004930,MC10-GGWD,1,25,13,059,10,65,25,0,0,0,0,0,0
10004930,10004930,MC10-GGWD,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-GGWD,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-GX,1,25,13,059,10,65,25,0,0,0,0,0,0
10004930,10004930,MC10-HAHI,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HAHI,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HAJB,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HAJB,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-HAMS,1,10,13,097,20,60,20,0,0,0,0,0,0
10004930,10004930,MC10-HAMS,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HAMS,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HAPJ,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HAPJ,1,35,13,072,20,70,10,0,0,0,0,0,0
10004930,10004930,MC10-HAPJ,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HAPJ,2,10,21,E,0,45,45,0,10,0,0,0,0
10004930,10004930,MC10-HASO,1,15,13,054,10,65,20,0,0,0,0,0,0
10004930,10004930,MC10-HASO,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HASO,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HASO,2,10,22,21,0,60,35,5,0,0,0,0,0
10004930,10004930,MC10-HAXY,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HAXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-HAXY,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HB,1,15,14,,15,75,10,0,0,0,0,0,0
10004930,10004930,MC10-HB,2,10,23,003,20,20,45,0,20,0,0,0,0
10004930,10004930,MC10-HD,1,30,14,,15,70,10,5,0,0,0,0,0
10004930,10004930,MC10-HD,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HIJB,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HIJB,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-HIMS,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HIMS,1,10,13,097,20,60,20,0,0,0,0,0,0
10004930,10004930,MC10-HIMS,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HIPJ,1,35,13,072,20,70,10,0,0,0,0,0,0
10004930,10004930,MC10-HIPJ,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HIPJ,2,10,21,E,0,45,45,0,10,0,0,0,0
10004930,10004930,MC10-HIPJ,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HIPO,1,15,24,,15,55,25,10,0,0,0,0,0
10004930,10004930,MC10-HIPO,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HIPO,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-HIRL,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-HIRL,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HIRL,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HIRL,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-HISO,1,15,13,054,10,65,20,0,0,0,0,0,0
10004930,10004930,MC10-HISO,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HISO,2,10,22,21,0,60,35,5,0,0,0,0,0
10004930,10004930,MC10-HISO,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HISU,1,30,13,103,20,65,15,0,0,0,0,0,0
10004930,10004930,MC10-HISU,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HISU,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HISU,2,20,21,I,0,20,50,15,15,0,0,0,0
10004930,10004930,MC10-HIWD,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-HIWD,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HIWD,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HIWD,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-HIXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-HIXY,1,120,13,090,17,68,13,1,1,0,0,0,0
10004930,10004930,MC10-HIXY,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HJ,1,285,13,063,16,59,22,1,2,0,0,0,0
10004930,10004930,MC10-HO,1,70,14,,25,61,14,0,0,0,0,0,0
10004930,10004930,MC10-HQLD,1,60,13,069,17,56,27,0,0,0,0,0,0
10004930,10004930,MC10-HQLD,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-HQLD,2,10,23,069,0,40,45,0,15,0,0,0,0
10004930,10004930,MC10-HQPJ,1,35,13,072,20,70,10,0,0,0,0,0,0
10004930,10004930,MC10-HQPJ,1,60,13,069,17,56,27,0,0,0,0,0,0
10004930,10004930,MC10-HQPJ,2,10,21,E,0,45,45,0,10,0,0,0,0
10004930,10004930,MC10-HQPJ,2,10,23,069,0,40,45,0,15,0,0,0,0
10004930,10004930,MC10-HQPO,1,60,13,069,17,56,27,0,0,0,0,0,0
10004930,10004930,MC10-HQPO,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-HQPO,2,10,23,069,0,40,45,0,15,0,0,0,0
10004930,10004930,MC10-HQPO,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-HQPQ,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-HQPQ,1,60,13,069,17,56,27,0,0,0,0,0,0
10004930,10004930,MC10-HQPQ,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-HQPQ,2,10,23,069,0,40,45,0,15,0,0,0,0
10004930,10004930,MC10-HQRL,1,60,13,069,17,56,27,0,0,0,0,0,0
10004930,10004930,MC10-HQRL,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-HQRL,2,10,23,069,0,40,45,0,15,0,0,0,0
10004930,10004930,MC10-HQRL,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-HQSO,1,15,13,054,10,65,20,0,0,0,0,0,0
10004930,10004930,MC10-HQSO,1,60,13,069,17,56,27,0,0,0,0,0,0
10004930,10004930,MC10-HQSO,2,10,22,21,0,60,35,5,0,0,0,0,0
10004930,10004930,MC10-HQSO,2,10,23,069,0,40,45,0,15,0,0,0,0
10004930,10004930,MC10-HQSU,1,30,13,103,20,65,15,0,0,0,0,0,0
10004930,10004930,MC10-HQSU,1,60,13,069,17,56,27,0,0,0,0,0,0
10004930,10004930,MC10-HQSU,2,10,23,069,0,40,45,0,15,0,0,0,0
10004930,10004930,MC10-HQSU,2,20,21,I,0,20,50,15,15,0,0,0,0
10004930,10004930,MC10-HQWD,1,60,13,069,17,56,27,0,0,0,0,0,0
10004930,10004930,MC10-HQWD,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-HQWD,2,10,23,069,0,40,45,0,15,0,0,0,0
10004930,10004930,MC10-HQWD,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-HQXY,1,60,13,069,17,56,27,0,0,0,0,0,0
10004930,10004930,MC10-HQXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-HQXY,2,10,23,069,0,40,45,0,15,0,0,0,0
10004930,10004930,MC10-HT,1,65,14,,17,67,16,0,0,0,0,0,0
10004930,10004930,MC10-HT,2,10,23,090,0,30,50,0,20,0,0,0,0
10004930,10004930,MC10-HX,1,15,14,,5,55,40,0,0,0,0,0,0
10004930,10004930,MC10-HX,2,10,23,069,0,40,45,0,15,0,0,0,0
10004930,10004930,MC10-IC,1,15,14,,15,45,45,0,0,0,0,0,0
10004930,10004930,MC10-IH,1,20,14,,10,60,30,0,0,0,0,0,0
10004930,10004930,MC10-IH,2,15,13,047,0,55,40,0,10,0,0,0,0
10004930,10004930,MC10-IO,1,15,24,,20,65,15,0,0,0,0,0,0
10004930,10004930,MC10-IO,2,20,23,016,0,15,50,25,5,0,0,0,0
10004930,10004930,MC10-IX,1,20,14,,5,45,45,0,0,0,0,0,0
10004930,10004930,MC10-JBLD,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-JBLD,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-JBMS,1,10,13,097,20,60,20,0,0,0,0,0,0
10004930,10004930,MC10-JBMS,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-JBPJ,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-JBPJ,1,35,13,072,20,70,10,0,0,0,0,0,0
10004930,10004930,MC10-JBPO,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-JBPO,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-JBPQ,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-JBPQ,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-JBRL,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-JBRL,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-JBSD,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-JBSD,1,60,13,035,36,38,26,0,0,0,0,0,0
10004930,10004930,MC10-JBSO,1,15,13,054,10,65,20,0,0,0,0,0,0
10004930,10004930,MC10-JBSO,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-JBWD,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-JBWD,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-JBXY,1,30,13,087,30,45,15,5,5,0,0,0,0
10004930,10004930,MC10-JBXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-JD,1,15,14,,15,65,15,5,0,0,0,0,0
10004930,10004930,MC10-KA,1,90,13,062,21,59,17,2,1,0,0,0,0
10004930,10004930,MC10-KE,1,85,13,052,19,53,24,1,2,0,0,0,0
10004930,10004930,MC10-KM,1,90,13,062,21,59,17,2,1,0,0,0,0
10004930,10004930,MC10-LC,1,15,14,,10,60,30,0,0,0,0,0,0
10004930,10004930,MC10-LDPJ,1,35,13,072,20,70,10,0,0,0,0,0,0
10004930,10004930,MC10-LDPJ,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-LDPJ,2,10,21,E,0,45,45,0,10,0,0,0,0
10004930,10004930,MC10-LDPQ,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-LDPQ,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-LDPQ,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-LDRL,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-LDRL,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-LDRL,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-LDSO,1,15,13,054,10,65,20,0,0,0,0,0,0
10004930,10004930,MC10-LDSO,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-LDSO,2,10,22,21,0,60,35,5,0,0,0,0,0
10004930,10004930,MC10-LDSU,1,30,13,103,20,65,15,0,0,0,0,0,0
10004930,10004930,MC10-LDSU,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-LDSU,2,20,21,I,0,20,50,15,15,0,0,0,0
10004930,10004930,MC10-LDWD,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-LDWD,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-LDWD,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-LDXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-LL,1,65,14,,13,67,19,0,0,0,0,0,0
10004930,10004930,MC10-LL,2,10,24,,10,20,70,0,0,0,0,0,0
10004930,10004930,MC10-MAMS,1,10,13,097,20,60,20,0,0,0,0,0,0
10004930,10004930,MC10-MAMS,1,25,13,032,20,65,10,0,5,0,0,0,0
10004930,10004930,MC10-MAPQ,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-MAPQ,1,25,13,032,20,65,10,0,5,0,0,0,0
10004930,10004930,MC10-MAPQ,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-MASD,1,60,13,035,36,38,26,0,0,0,0,0,0
10004930,10004930,MC10-MASD,1,25,13,032,20,65,10,0,5,0,0,0,0
10004930,10004930,MC10-MASD,2,15,13,035,10,30,35,10,10,0,0,0,0
10004930,10004930,MC10-MAWD,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-MAWD,1,25,13,032,20,65,10,0,5,0,0,0,0
10004930,10004930,MC10-MAWD,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-MBI,1,35,13,012,20,45,20,10,5,0,0,0,0
10004930,10004930,MC10-MBI,2,15,12,05,10,10,55,25,10,0,0,0,0
10004930,10004930,MC10-MD,1,20,24,,25,65,10,0,0,0,0,0,0
10004930,10004930,MC10-MEF,1,125,13,037,22,36,11,1,3,19,8,0,0
10004930,10004930,MC10-MF,1,40,14,,40,55,10,0,0,0,0,0,0
10004930,10004930,MC10-MH,1,20,14,,40,40,20,5,0,0,0,0,0
10004930,10004930,MC10-ML,1,25,13,032,20,65,10,0,5,0,0,0,0
10004930,10004930,MC10-MMF,1,125,13,037,22,36,11,1,3,19,8,0,0
10004930,10004930,MC10-MMH,1,125,13,037,22,36,11,1,3,19,8,0,0
10004930,10004930,MC10-MPL,1,30,13,050,10,55,20,5,0,0,5,5,0
10004930,10004930,MC10-MPL,2,20,23,050,0,20,65,0,10,0,5,0,0
10004930,10004930,MC10-MSI,1,35,13,003,40,55,5,0,0,0,0,0,0
10004930,10004930,MC10-MSI,2,10,23,003,20,20,45,0,20,0,0,0,0
10004930,10004930,MC10-MSPJ,1,10,13,097,20,60,20,0,0,0,0,0,0
10004930,10004930,MC10-MSPJ,1,35,13,072,20,70,10,0,0,0,0,0,0
10004930,10004930,MC10-MSPJ,2,10,21,E,0,45,45,0,10,0,0,0,0
10004930,10004930,MC10-MSPQ,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-MSPQ,1,10,13,097,20,60,20,0,0,0,0,0,0
10004930,10004930,MC10-MSPQ,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-MSPS,1,10,13,097,20,60,20,0,0,0,0,0,0
10004930,10004930,MC10-MSPS,1,65,13,019,11,67,22,0,0,0,0,0,0
10004930,10004930,MC10-MSPS,2,15,11,3,5,5,55,25,10,0,0,0,0
10004930,10004930,MC10-MSSD,1,10,13,097,20,60,20,0,0,0,0,0,0
10004930,10004930,MC10-MSSD,1,60,13,035,36,38,26,0,0,0,0,0,0
10004930,10004930,MC10-MSSD,2,15,13,035,10,30,35,10,10,0,0,0,0
10004930,10004930,MC10-MSWD,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-MSWD,1,10,13,097,20,60,20,0,0,0,0,0,0
10004930,10004930,MC10-MSWD,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-MSXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-MSXY,1,10,13,097,20,60,20,0,0,0,0,0,0
10004930,10004930,MC10-MY,1,15,14,,80,20,0,0,0,0,0,0,0
10004930,10004930,MC10-MY,2,20,13,005,10,10,10,5,60,0,0,0,0
10004930,10004930,MC10-NB,1,20,24,,20,60,20,0,0,0,0,0,0
10004930,10004930,MC10-NB,2,20,13,005,10,10,10,5,60,0,0,0,0
10004930,10004930,MC10-NJ,1,15,14,,35,55,5,0,0,0,0,0,0
10004930,10004930,MC10-NJ,2,20,13,005,10,10,10,5,60,0,0,0,0
10004930,10004930,MC10-NK,1,15,24,,40,55,5,0,0,0,0,0,0
10004930,10004930,MC10-NN,1,25,14,,20,45,35,5,0,0,0,0,0
10004930,10004930,MC10-NN,2,35,12,04,0,25,15,5,55,0,0,0,0
10004930,10004930,MC10-NT,1,60,14,,15,52,32,2,0,0,0,0,0
10004930,10004930,MC10-NT,2,20,13,005,10,10,10,5,60,0,0,0,0
10004930,10004930,MC10-NTS,1,25,14,,25,40,30,5,0,0,0,0,0
10004930,10004930,MC10-NTS,2,20,13,005,10,10,10,5,60,0,0,0,0
10004930,10004930,MC10-NX,1,125,13,037,22,36,11,1,3,19,8,0,0
10004930,10004930,MC10-OT,1,50,14,,35,55,10,0,0,0,0,0,0
10004930,10004930,MC10-OT,2,30,13,011,0,25,15,0,60,0,0,0,0
10004930,10004930,MC10-PA,1,25,14,,25,65,10,0,0,0,0,0,0
10004930,10004930,MC10-PA,2,10,21,E,0,45,45,0,10,0,0,0,0
10004930,10004930,MC10-PJXY,1,35,13,072,20,70,10,0,0,0,0,0,0
10004930,10004930,MC10-PJXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-PJXY,2,10,21,E,0,45,45,0,10,0,0,0,0
10004930,10004930,MC10-PK,1,20,14,,10,80,10,0,0,0,0,0,0
10004930,10004930,MC10-PK,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-POPQ,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-POPQ,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-POPQ,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-POPQ,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-POSO,1,15,13,054,10,65,20,0,0,0,0,0,0
10004930,10004930,MC10-POSO,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-POSO,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-POSO,2,10,22,21,0,60,35,5,0,0,0,0,0
10004930,10004930,MC10-POXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-POXY,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-POXY,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-PQPS,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-PQPS,1,65,13,019,11,67,22,0,0,0,0,0,0
10004930,10004930,MC10-PQPS,2,15,11,3,5,5,55,25,10,0,0,0,0
10004930,10004930,MC10-PQPS,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-PQRL,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-PQRL,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-PQRL,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-PQRL,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-PQSO,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-PQSO,1,15,13,054,10,65,20,0,0,0,0,0,0
10004930,10004930,MC10-PQSO,2,10,22,21,0,60,35,5,0,0,0,0,0
10004930,10004930,MC10-PQSO,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-PQSU,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-PQSU,1,30,13,103,20,65,15,0,0,0,0,0,0
10004930,10004930,MC10-PQSU,2,20,21,I,0,20,50,15,15,0,0,0,0
10004930,10004930,MC10-PQSU,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-PQWD,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-PQWD,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-PQWD,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-PQWD,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-PQXY,1,30,13,093,15,75,15,0,0,0,0,0,0
10004930,10004930,MC10-PQXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-PQXY,2,10,11,G,20,20,35,10,15,0,0,0,0
10004930,10004930,MC10-PSSO,1,15,13,054,10,65,20,0,0,0,0,0,0
10004930,10004930,MC10-PSSO,1,65,13,019,11,67,22,0,0,0,0,0,0
10004930,10004930,MC10-PSSO,2,10,22,21,0,60,35,5,0,0,0,0,0
10004930,10004930,MC10-PSSO,2,15,11,3,5,5,55,25,10,0,0,0,0
10004930,10004930,MC10-PSSU,1,65,13,019,11,67,22,0,0,0,0,0,0
10004930,10004930,MC10-PSSU,1,30,13,103,20,65,15,0,0,0,0,0,0
10004930,10004930,MC10-PSSU,2,15,11,3,5,5,55,25,10,0,0,0,0
10004930,10004930,MC10-PSSU,2,20,21,I,0,20,50,15,15,0,0,0,0
10004930,10004930,MC10-PSWD,1,65,13,019,11,67,22,0,0,0,0,0,0
10004930,10004930,MC10-PSWD,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-PSWD,2,15,11,3,5,5,55,25,10,0,0,0,0
10004930,10004930,MC10-PSWD,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-PSXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-PSXY,1,65,13,019,11,67,22,0,0,0,0,0,0
10004930,10004930,MC10-PSXY,2,15,11,3,5,5,55,25,10,0,0,0,0
10004930,10004930,MC10-PX,1,55,14,,11,66,23,0,0,0,0,0,0
10004930,10004930,MC10-PX,2,15,11,3,5,5,55,25,10,0,0,0,0
10004930,10004930,MC10-PZ,1,25,14,,55,40,5,0,0,0,0,0,0
10004930,10004930,MC10-PZ,2,10,23,003,20,20,45,0,20,0,0,0,0
10004930,10004930,MC10-QM,1,25,14,,10,50,30,10,0,0,0,0,0
10004930,10004930,MC10-QS,1,20,14,,5,65,30,0,0,0,0,0,0
10004930,10004930,MC10-RLSO,1,15,13,054,10,65,20,0,0,0,0,0,0
10004930,10004930,MC10-RLSO,1,65,13,053,12,54,29,0,5,0,0,0,0
10004930,10004930,MC10-RLSO,2,10,22,21,0,60,35,5,0,0,0,0,0
10004930,10004930,MC10-RLSO,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-RN,1,285,13,063,16,59,22,1,2,0,0,0,0
10004930,10004930,MC10-RO,1,60,13,035,36,38,26,0,0,0,0,0,0
10004930,10004930,MC10-RO,2,15,13,035,10,30,35,10,10,0,0,0,0
10004930,10004930,MC10-RP,1,10,24,,55,35,10,0,0,0,0,0,0
10004930,10004930,MC10-RP,2,20,23,050,0,20,65,0,10,0,5,0,0
10004930,10004930,MC10-RX,1,40,14,,10,60,35,0,0,0,0,0,0
10004930,10004930,MC10-RX,2,15,23,053,5,15,50,15,15,0,0,0,0
10004930,10004930,MC10-SJ,1,25,14,,25,60,15,0,0,0,0,0,0
10004930,10004930,MC10-SJ,2,20,21,I,0,20,50,15,15,0,0,0,0
10004930,10004930,MC10-SK,1,20,14,,25,30,35,10,0,0,0,0,0
10004930,10004930,MC10-SK,2,10,24,,0,35,45,20,0,0,0,0,0
10004930,10004930,MC10-SOWD,1,15,13,054,10,65,20,0,0,0,0,0,0
10004930,10004930,MC10-SOWD,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-SOWD,2,10,22,21,0,60,35,5,0,0,0,0,0
10004930,10004930,MC10-SOWD,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-SOXY,1,15,13,054,10,65,20,0,0,0,0,0,0
10004930,10004930,MC10-SOXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-SOXY,2,10,22,21,0,60,35,5,0,0,0,0,0
10004930,10004930,MC10-SQ,1,20,14,,40,40,20,0,0,0,0,0,0
10004930,10004930,MC10-SUWD,1,30,13,103,20,65,15,0,0,0,0,0,0
10004930,10004930,MC10-SUWD,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-SUWD,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-SUWD,2,20,21,I,0,20,50,15,15,0,0,0,0
10004930,10004930,MC10-SY,1,25,14,,25,50,25,0,0,0,0,0,0
10004930,10004930,MC10-WB,1,60,13,035,36,38,26,0,0,0,0,0,0
10004930,10004930,MC10-WDXY,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-WDXY,1,75,13,105,12,65,20,2,1,0,0,0,0
10004930,10004930,MC10-WDXY,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-WE,1,20,14,,30,65,5,0,0,0,0,0,0
10004930,10004930,MC10-WE,2,10,23,105,0,20,50,10,20,0,0,0,0
10004930,10004930,MC10-XC,1,70,13,075,12,67,20,1,0,0,0,0,0
10004930,10004930,MC10-XS,1,30,14,,10,70,20,0,0,0,0,0,0
10004930,10004930,MC10-XS,2,10,23,018,0,15,70,10,5,0,0,0,0
10004930,10004930,MC10-XX,1,70,13,075,12,67,20,1,0,0,0,0,0
10005124,10005124,ANH00613,1,10,12,09,0,0,0,0,0,0,0,100,0
10005124,10005124,EQH00413,1,10,13,024,0,0,0,0,0,0,0,100,0
10005124,10005124,WNH00813,1,10,14,,0,0,0,0,0,0,0,100,0
10005127,10005127,ANFTK,1,60,13,100,15,39,30,16,0,0,0,0,0
10005127,10005127,CGFTK,1,115,13,096,15,44,34,7,0,0,0,0,0
10005127,10005127,CMFTK,1,60,13,100,15,39,30,16,0,0,0,0,0
10005127,10005127,COFTK,1,60,13,100,15,39,30,16,0,0,0,0,0
10005127,10005127,CPFTK,1,215,11,H,15,43,32,10,0,0,0,0,0
