PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,DEGPOP,DEGAGG,DEGSBJ,UFIRST,UUPPER,ULOWER,UOTHER,UORDINARY,UDISTINCTION,UMERIT,UPASS,UNA
10007163,10007163,U-R1R5,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R1R7,1,65,13,079,27,62,11,0,0,0,0,0,0
10007163,10007163,U-R1R7,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R1T1,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R1T1,1,65,13,079,27,62,11,0,0,0,0,0,0
10007163,10007163,U-R1T2,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R1T2,1,65,13,079,27,62,11,0,0,0,0,0,0
10007163,10007163,U-R1T6,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R1T6,1,65,13,079,27,62,11,0,0,0,0,0,0
10007163,10007163,U-R1W4,1,40,13,098,45,55,0,0,0,0,0,0,0
10007163,10007163,U-R1W4,1,65,13,079,27,62,11,0,0,0,0,0,0
10007163,10007163,U-R1W5,1,30,13,069,30,60,10,0,0,0,0,0,0
10007163,10007163,U-R1W5,1,65,13,079,27,62,11,0,0,0,0,0,0
10007163,10007163,U-R200,1,20,24,,30,60,5,5,0,0,0,0,0
10007163,10007163,U-R2L1,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R2L1,1,390,13,052,37,48,12,3,0,0,0,0,0
10007163,10007163,U-R2Q1,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R2Q1,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R2R1,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R2R1,1,65,13,079,27,62,11,0,0,0,0,0,0
10007163,10007163,U-R2R3,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R2R3,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R2R4,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R2R4,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R2R5,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R2R5,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R2R7,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R2R7,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R2T1,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R2T1,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R2T2,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R2T2,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R2T6,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R2T6,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R310,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3L2,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3L2,1,390,13,052,37,48,12,3,0,0,0,0,0
10007163,10007163,U-R3Q1,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3Q1,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R3R1,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3R1,1,65,13,079,27,62,11,0,0,0,0,0,0
10007163,10007163,U-R3R2,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3R2,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R3R4,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3R4,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R3R5,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3R5,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R3R7,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3R7,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R3T1,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3T1,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R3T2,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3T2,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R3T6,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3T6,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R3V3,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3V3,1,200,13,090,35,60,5,0,0,0,0,0,0
10007163,10007163,U-R3W4,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3W4,1,40,13,098,45,55,0,0,0,0,0,0,0
10007163,10007163,U-R3W5,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R3W5,1,30,13,069,30,60,10,0,0,0,0,0,0
10007163,10007163,U-R400,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4L1,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4L1,1,390,13,052,37,48,12,3,0,0,0,0,0
10007163,10007163,U-R4Q1,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R4Q1,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4R1,1,65,13,079,27,62,11,0,0,0,0,0,0
10007163,10007163,U-R4R1,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4R2,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R4R2,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4R3,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R4R3,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4R5,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4R7,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4RA,1,65,13,079,27,62,11,0,0,0,0,0,0
10007163,10007163,U-R4RA,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4RB,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-R4RB,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4RC,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-R4RC,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4T1,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R4T1,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4T2,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R4T2,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4T6,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R4T6,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R4W4,1,40,13,098,45,55,0,0,0,0,0,0,0
10007163,10007163,U-R4W4,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R900,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R9L1,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R9L1,1,390,13,052,37,48,12,3,0,0,0,0,0
10007163,10007163,U-R9Q1,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R9Q1,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-R9Q2,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-R9Q2,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-RL23,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-RL23,1,75,13,054,21,67,12,0,0,0,0,0,0
10007163,10007163,U-RN21,1,15,24,,35,55,5,0,0,0,0,0,0
10007163,10007163,U-RP23,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-RP23,1,30,13,069,30,60,10,0,0,0,0,0,0
10007163,10007163,U-RP43,1,30,13,069,30,60,10,0,0,0,0,0,0
10007163,10007163,U-RP43,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-RQ32,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-RQ32,1,150,12,32,29,63,8,0,0,0,0,0,0
10007163,10007163,U-RQ38,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-RQ38,1,35,13,078,35,65,0,0,0,0,0,0,0
10007163,10007163,U-RR12,1,15,14,,30,55,20,0,0,0,0,0,0
10007163,10007163,U-RR13,1,15,24,,20,70,10,0,0,0,0,0,0
10007163,10007163,U-RR23,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-RR23,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-RV11,1,20,14,,35,60,5,0,0,0,0,0,0
10007163,10007163,U-RV21,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-RV21,1,200,13,090,35,60,5,0,0,0,0,0,0
10007163,10007163,U-RW24,1,35,13,080,30,60,15,0,0,0,0,0,0
10007163,10007163,U-RW24,1,40,13,098,45,55,0,0,0,0,0,0,0
10007163,10007163,U-V100,1,115,14,,37,59,4,0,0,0,0,0,1
10007163,10007163,U-V1L8,1,20,13,057,10,20,50,20,0,0,0,0,0
10007163,10007163,U-V1L8,1,200,13,090,35,60,5,0,0,0,0,0,0
10007163,10007163,U-V1V5,1,80,13,093,27,59,14,1,0,0,0,0,0
10007163,10007163,U-V1V5,1,200,13,090,35,60,5,0,0,0,0,0,0
10007163,10007163,U-V3R3,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-V3R3,1,200,13,090,35,60,5,0,0,0,0,0,0
10007163,10007163,U-V400,1,40,14,,30,65,5,0,0,0,0,0,0
10007163,10007163,U-V5C8,1,15,24,,20,65,15,0,0,0,0,0,0
10007163,10007163,U-V5L8,1,20,13,057,10,20,50,20,0,0,0,0,0
10007163,10007163,U-V5L8,1,80,13,093,27,59,14,1,0,0,0,0,0
10007163,10007163,U-V700,1,40,14,,25,55,20,0,0,0,0,0,0
10007163,10007163,U-V7Q8,1,35,13,078,35,65,0,0,0,0,0,0,0
10007163,10007163,U-V7Q8,1,80,13,093,27,59,14,1,0,0,0,0,0
10007163,10007163,U-VL13,1,15,24,,25,65,15,0,0,0,0,0,0
10007163,10007163,U-VM11,1,25,14,,30,60,10,0,0,0,0,0,0
10007163,10007163,U-VQ72,1,15,14,,5,80,15,0,0,0,0,0,0
10007163,10007163,U-VR13,1,15,13,081,30,70,0,0,0,0,0,0,0
10007163,10007163,U-VR13,1,200,13,090,35,60,5,0,0,0,0,0,0
10007163,10007163,U-VV16,1,10,14,,40,50,10,0,0,0,0,0,0
10007163,10007163,U-VV18,1,15,23,091,30,50,20,0,0,0,0,0,0
10007163,10007163,U-VV18,1,200,13,090,35,60,5,0,0,0,0,0,0
10007163,10007163,U-W420,1,30,14,,40,60,0,0,0,0,0,0,0
10007163,10007163,U-W4L8,1,20,13,057,10,20,50,20,0,0,0,0,0
10007163,10007163,U-W4L8,1,40,13,098,45,55,0,0,0,0,0,0,0
10007163,10007163,U-W620,1,20,14,,20,60,15,0,0,0,0,0,0
10007163,10007163,U-X35B,1,40,13,105,15,35,35,15,0,0,0,0,0
10007163,10007163,U-X3Q5,1,30,12,33,25,70,5,0,0,0,0,0,0
10007163,10007163,U-Y602,1,85,14,,42,33,19,6,0,0,0,0,0
10007164,10007164,0PC3,1,100,13,075,13,67,19,1,0,0,0,0,0
10007164,10007164,0V53,1,235,13,096,24,45,22,9,0,0,0,0,0
10007164,10007164,0V53,2,15,23,096,15,20,30,35,0,0,0,0,0
10007164,10007164,2C3W,1,235,13,096,24,45,22,9,0,0,0,0,0
10007164,10007164,2C3W,2,15,23,096,15,20,30,35,0,0,0,0,0
10007164,10007164,3RN2,1,60,13,090,8,71,18,3,0,0,0,0,0
10007164,10007164,45FF,1,50,13,012,25,50,25,0,0,0,0,0,0
10007164,10007164,45MF,1,50,13,012,25,50,25,0,0,0,0,0,0
10007164,10007164,45MM,1,50,13,012,25,50,25,0,0,0,0,0,0
10007164,10007164,45MN,1,50,13,012,25,50,25,0,0,0,0,0,0
10007164,10007164,45MN,2,10,23,012,10,20,60,10,0,0,0,0,0
10007164,10007164,6F3B,1,190,13,035,41,39,18,1,1,0,0,0,0
10007164,10007164,B160,1,65,14,,28,42,23,8,0,0,0,0,0
10007164,10007164,B701,1,75,24,,21,36,26,11,7,0,0,0,0
10007164,10007164,B702,1,25,24,,45,25,15,0,15,0,0,0,0
10007164,10007164,B703,1,600,13,005,23,38,28,6,5,0,0,0,0
10007164,10007164,B704,1,20,24,,35,30,30,5,0,0,0,0,0
10007164,10007164,B711,1,65,14,,46,46,8,0,0,0,0,0,0
10007164,10007164,B821,1,45,14,,25,45,25,0,0,0,0,0,0
10007164,10007164,B822,1,25,14,,30,40,25,5,0,0,0,0,0
10007164,10007164,B920,1,55,14,,49,28,17,6,0,0,0,0,0
10007164,10007164,B950,1,600,13,005,23,38,28,6,5,0,0,0,0
10007164,10007164,BC96,1,15,14,,20,60,25,0,0,0,0,0,0
10007164,10007164,C110,1,25,14,,30,35,35,0,0,0,0,0,0
10007164,10007164,C110,2,10,23,012,10,20,60,10,0,0,0,0,0
10007164,10007164,C11F,1,50,13,012,25,50,25,0,0,0,0,0,0
10007164,10007164,C11M,1,50,13,012,25,50,25,0,0,0,0,0,0
10007164,10007164,C1MF,1,50,13,012,25,50,25,0,0,0,0,0,0
10007164,10007164,C800,1,120,14,,17,71,11,0,1,0,0,0,1
10007164,10007164,C800,2,15,21,3,20,20,40,5,15,0,0,0,0
10007164,10007164,C80F,1,135,13,019,15,71,12,0,1,0,0,0,1
10007164,10007164,C89F,1,135,13,019,15,71,12,0,1,0,0,0,1
10007164,10007164,C89F,1,420,13,060,17,66,16,1,0,0,0,0,0
10007164,10007164,C89F,2,15,21,3,20,20,40,5,15,0,0,0,0
10007164,10007164,C89F,2,20,23,060,0,35,35,25,5,0,0,0,0
10007164,10007164,C8L3,1,135,13,019,15,71,12,0,1,0,0,0,1
10007164,10007164,C8L3,1,145,13,054,5,72,19,3,1,0,0,0,0
10007164,10007164,C8L3,2,15,21,3,20,20,40,5,15,0,0,0,0
10007164,10007164,C8L3,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,C8LF,1,135,13,019,15,71,12,0,1,0,0,0,1
10007164,10007164,C8LF,1,145,13,054,5,72,19,3,1,0,0,0,0
10007164,10007164,C8LF,2,15,21,3,20,20,40,5,15,0,0,0,0
10007164,10007164,C8LF,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,C8M9,1,20,24,,0,85,15,0,0,0,0,0,0
10007164,10007164,C8M9,2,15,21,3,20,20,40,5,15,0,0,0,0
10007164,10007164,C8M9,2,20,23,060,0,35,35,25,5,0,0,0,0
10007164,10007164,C90F,1,50,12,05,25,50,25,0,0,0,0,0,0
10007164,10007164,C91F,1,75,13,003,31,42,21,6,0,0,0,0,0
10007164,10007164,C980,1,95,14,,26,43,23,4,4,0,0,0,0
10007164,10007164,C980,2,10,14,,0,10,70,10,10,0,0,0,0
10007164,10007164,C98F,1,180,13,011,32,39,22,4,3,0,0,0,0
10007164,10007164,C98M,1,180,13,011,32,39,22,4,3,0,0,0,0
10007164,10007164,C990,1,50,12,05,25,50,25,0,0,0,0,0,0
10007164,10007164,C991,1,75,13,003,31,42,21,6,0,0,0,0,0
10007164,10007164,C9MF,1,180,13,011,32,39,22,4,3,0,0,0,0
10007164,10007164,F410,1,20,14,,15,55,20,0,15,0,0,0,0
10007164,10007164,F41F,1,50,13,027,10,35,40,5,10,0,0,0,0
10007164,10007164,F41M,1,50,13,027,10,35,40,5,10,0,0,0,0
10007164,10007164,F4MF,1,50,13,027,10,35,40,5,10,0,0,0,0
10007164,10007164,F600,1,50,12,10,10,35,40,5,10,0,0,0,0
10007164,10007164,F900,1,20,14,,15,65,20,0,0,0,0,0,0
10007164,10007164,F900,2,10,23,031,10,30,50,10,0,0,0,0,0
10007164,10007164,F90F,1,70,13,031,21,58,21,0,0,0,0,0,0
10007164,10007164,F90M,1,70,13,031,21,58,21,0,0,0,0,0,0
10007164,10007164,F9MF,1,70,13,031,21,58,21,0,0,0,0,0,0
10007164,10007164,FF89,1,40,14,,25,55,25,0,0,0,0,0,0
10007164,10007164,FF89,2,10,23,031,10,30,50,10,0,0,0,0,0
10007164,10007164,FF8F,1,70,13,031,21,58,21,0,0,0,0,0,0
10007164,10007164,FF8F,2,10,23,031,10,30,50,10,0,0,0,0,0
10007164,10007164,FJ79,1,15,14,,25,60,15,0,0,0,0,0,0
10007164,10007164,FJ7F,1,70,13,031,21,58,21,0,0,0,0,0,0
10007164,10007164,G101,1,40,14,,50,25,15,10,0,0,0,0,0
10007164,10007164,G10F,1,45,13,032,50,25,20,5,0,0,0,0,0
10007164,10007164,G1X9,1,115,13,108,15,60,24,1,0,0,0,0,0
10007164,10007164,G1XF,1,115,13,108,15,60,24,1,0,0,0,0,0
10007164,10007164,G300,1,10,24,,55,25,20,0,0,0,0,0,0
10007164,10007164,G30F,1,45,13,032,50,25,20,5,0,0,0,0,0
10007164,10007164,G400,1,40,14,,45,45,10,0,0,0,0,0,0
10007164,10007164,G401,1,35,24,,40,40,15,0,0,0,0,0,0
10007164,10007164,G402,1,15,14,,45,45,5,0,0,0,0,0,0
10007164,10007164,G40F,1,190,13,035,41,39,18,1,1,0,0,0,0
10007164,10007164,G42F,1,190,13,035,41,39,18,1,1,0,0,0,0
10007164,10007164,G451,1,10,14,,35,60,10,0,0,0,0,0,0
10007164,10007164,G45F,1,190,13,035,41,39,18,1,1,0,0,0,0
10007164,10007164,G4H4,1,190,13,035,41,39,18,1,1,0,0,0,0
10007164,10007164,G4HF,1,190,13,035,41,39,18,1,1,0,0,0,0
10007164,10007164,G611,1,20,14,,40,20,30,5,5,0,0,0,0
10007164,10007164,G61F,1,190,13,035,41,39,18,1,1,0,0,0,0
10007164,10007164,GN52,1,25,24,,60,30,10,0,0,0,0,0,0
10007164,10007164,H131,1,20,14,,30,45,25,0,0,0,0,0,0
10007164,10007164,H13F,1,15,13,036,40,40,10,0,10,0,0,0,0
10007164,10007164,H13F,1,235,13,096,24,45,22,9,0,0,0,0,0
10007164,10007164,H290,1,15,13,041,25,70,10,0,0,0,0,0,0
10007164,10007164,H290,2,30,13,041,40,35,25,0,0,0,0,0,0
10007164,10007164,H29F,1,15,13,041,25,70,10,0,0,0,0,0,0
10007164,10007164,H300,1,55,14,,23,54,20,2,2,0,0,0,0
10007164,10007164,H300,2,15,24,,0,50,35,5,5,0,0,0,0
10007164,10007164,H301,1,40,14,,5,20,20,0,0,25,25,5,0
10007164,10007164,H301,2,25,13,037,15,30,15,5,5,20,10,5,0
10007164,10007164,H31F,1,115,13,037,17,38,16,1,1,13,11,1,1
10007164,10007164,H331,1,115,13,037,17,38,16,1,1,13,11,1,1
10007164,10007164,H335,1,115,13,037,17,38,16,1,1,13,11,1,1
10007164,10007164,H3FF,1,115,13,037,17,38,16,1,1,13,11,1,1
10007164,10007164,H403,1,40,24,,40,50,15,0,0,0,0,0,0
10007164,10007164,H404,1,75,13,038,19,24,12,0,3,20,20,3,0
10007164,10007164,H405,1,75,13,038,19,24,12,0,3,20,20,3,0
10007164,10007164,H406,1,75,13,038,19,24,12,0,3,20,20,3,0
10007164,10007164,H43F,1,75,13,038,19,24,12,0,3,20,20,3,0
10007164,10007164,H45F,1,75,13,038,19,24,12,0,3,20,20,3,0
10007164,10007164,H61C,1,45,13,040,25,30,30,0,0,0,15,0,0
10007164,10007164,H61C,2,15,13,040,50,40,5,5,0,0,0,0,0
10007164,10007164,H61D,1,45,13,040,25,30,30,0,0,0,15,0,0
10007164,10007164,H61D,2,15,13,040,50,40,5,5,0,0,0,0,0
10007164,10007164,H671,1,20,14,,40,30,30,5,0,0,0,0,0
10007164,10007164,H67F,1,45,13,040,25,30,30,0,0,0,15,0,0
10007164,10007164,H6DF,1,45,13,040,25,30,30,0,0,0,15,0,0
10007164,10007164,H6DF,2,15,13,040,50,40,5,5,0,0,0,0,0
10007164,10007164,H6J9,1,55,13,046,33,47,16,2,2,0,0,0,0
10007164,10007164,H6JF,1,55,13,046,33,47,16,2,2,0,0,0,0
10007164,10007164,I10F,1,190,13,035,41,39,18,1,1,0,0,0,0
10007164,10007164,I3NB,1,190,13,035,41,39,18,1,1,0,0,0,0
10007164,10007164,J932,1,45,14,,30,45,20,0,0,0,0,0,0
10007164,10007164,J93F,1,55,13,046,33,47,16,2,2,0,0,0,0
10007164,10007164,K100,1,45,13,047,25,50,20,0,0,0,0,0,0
10007164,10007164,K10F,1,45,13,047,25,50,20,0,0,0,0,0,0
10007164,10007164,K120,1,45,13,047,25,50,20,0,0,0,0,0,0
10007164,10007164,K12F,1,45,13,047,25,50,20,0,0,0,0,0,0
10007164,10007164,K130,1,10,14,,25,65,10,0,0,0,0,0,0
10007164,10007164,K13F,1,45,13,047,25,50,20,0,0,0,0,0,0
10007164,10007164,K230,1,15,14,,15,45,40,0,0,0,0,0,0
10007164,10007164,K230,2,20,24,,30,35,25,5,0,0,0,0,0
10007164,10007164,K23F,1,55,13,048,18,43,34,5,0,0,0,0,0
10007164,10007164,K401,1,30,24,,5,5,0,0,0,10,70,5,0
10007164,10007164,K41F,1,75,13,050,21,29,25,3,0,1,19,3,0
10007164,10007164,K430,1,10,14,,25,20,0,10,0,10,25,10,0
10007164,10007164,K43F,1,75,13,050,21,29,25,3,0,1,19,3,0
10007164,10007164,K440,1,15,14,,25,30,40,5,0,0,0,0,0
10007164,10007164,K44F,1,75,13,050,21,29,25,3,0,1,19,3,0
10007164,10007164,KH12,1,10,14,,50,30,20,0,0,0,0,0,0
10007164,10007164,KH1F,1,45,13,047,25,50,20,0,0,0,0,0,0
10007164,10007164,KK14,1,30,14,,15,45,35,5,0,0,0,0,0
10007164,10007164,KK1F,1,45,13,047,25,50,20,0,0,0,0,0,0
10007164,10007164,KK1F,1,75,13,050,21,29,25,3,0,1,19,3,0
10007164,10007164,KN21,1,25,14,,15,50,30,5,0,0,0,0,0
10007164,10007164,KN21,2,15,14,,35,45,20,0,0,0,0,0,0
10007164,10007164,KN2F,1,55,13,048,18,43,34,5,0,0,0,0,0
10007164,10007164,L100,1,75,14,,39,47,14,0,0,0,0,0,0
10007164,10007164,L10F,1,120,13,052,34,44,21,1,0,0,0,0,0
10007164,10007164,L190,1,120,13,052,34,44,21,1,0,0,0,0,0
10007164,10007164,L19F,1,120,13,052,34,44,21,1,0,0,0,0,0
10007164,10007164,L290,1,10,14,,15,65,15,0,0,0,0,0,0
10007164,10007164,L290,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,L29F,1,50,13,053,20,65,15,0,0,0,0,0,0
10007164,10007164,L29F,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,L300,1,40,14,,10,75,15,5,0,0,0,0,0
10007164,10007164,L300,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,L30F,1,145,13,054,5,72,19,3,1,0,0,0,0
10007164,10007164,L30F,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,L38F,1,135,13,019,15,71,12,0,1,0,0,0,1
10007164,10007164,L38F,1,145,13,054,5,72,19,3,1,0,0,0,0
10007164,10007164,L38F,2,15,21,3,20,20,40,5,15,0,0,0,0
10007164,10007164,L38F,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,L3C8,1,10,24,,0,90,10,0,0,0,0,0,0
10007164,10007164,L3C8,2,15,21,3,20,20,40,5,15,0,0,0,0
10007164,10007164,L3C8,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,L500,1,35,14,,40,35,10,10,0,0,0,0,0
10007164,10007164,L500,2,20,14,,10,45,10,20,10,0,0,0,0
10007164,10007164,L700,1,45,14,,5,80,15,0,0,0,0,0,0
10007164,10007164,L70F,1,50,13,059,5,75,10,0,0,0,5,0,0
10007164,10007164,L74F,1,75,13,050,21,29,25,3,0,1,19,3,0
10007164,10007164,L74F,1,50,13,059,5,75,10,0,0,0,5,0,0
10007164,10007164,L7K4,1,75,13,050,21,29,25,3,0,1,19,3,0
10007164,10007164,L7K4,1,50,13,059,5,75,10,0,0,0,5,0,0
10007164,10007164,L90A,1,150,12,21,5,72,20,3,1,0,0,0,0
10007164,10007164,L90A,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,M100,1,250,24,,32,54,13,0,0,0,0,0,0
10007164,10007164,M10F,1,420,13,060,17,66,16,1,0,0,0,0,0
10007164,10007164,M121,1,420,13,060,17,66,16,1,0,0,0,0,0
10007164,10007164,M12F,1,420,13,060,17,66,16,1,0,0,0,0,0
10007164,10007164,M21F,1,420,13,060,17,66,16,1,0,0,0,0,0
10007164,10007164,M221,1,10,24,,35,25,40,0,0,0,0,0,0
10007164,10007164,M900,1,60,14,,3,71,22,3,0,0,0,0,0
10007164,10007164,M900,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,M90F,1,145,13,054,5,72,19,3,1,0,0,0,0
10007164,10007164,M90F,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,M98F,1,135,13,019,15,71,12,0,1,0,0,0,1
10007164,10007164,M98F,1,420,13,060,17,66,16,1,0,0,0,0,0
10007164,10007164,M98F,2,20,23,060,0,35,35,25,5,0,0,0,0
10007164,10007164,M98F,2,15,21,3,20,20,40,5,15,0,0,0,0
10007164,10007164,M9C8,1,15,24,,0,85,15,0,0,0,0,0,0
10007164,10007164,M9C8,2,15,21,3,20,20,40,5,15,0,0,0,0
10007164,10007164,M9C8,2,20,23,060,0,35,35,25,5,0,0,0,0
10007164,10007164,ML3F,1,145,13,054,5,72,19,3,1,0,0,0,0
10007164,10007164,ML3F,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,ML93,1,10,14,,0,75,10,10,10,0,0,0,0
10007164,10007164,ML93,2,20,11,B,10,50,15,20,10,0,0,0,0
10007164,10007164,MM19,1,15,24,,40,40,20,5,0,0,0,0,0
10007164,10007164,MM9F,1,420,13,060,17,66,16,1,0,0,0,0,0
10007164,10007164,MM9F,1,145,13,054,5,72,19,3,1,0,0,0,0
10007164,10007164,N100,1,195,14,,16,60,20,3,1,0,0,0,0
10007164,10007164,N10F,1,20,23,064,15,45,35,10,0,0,0,0,0
10007164,10007164,N10F,1,450,13,061,15,51,29,4,1,0,0,0,0
10007164,10007164,N110,1,30,24,,20,60,15,5,0,0,0,0,0
10007164,10007164,N11F,1,450,13,061,15,51,29,4,1,0,0,0,0
10007164,10007164,N191,1,450,13,061,15,51,29,4,1,0,0,0,0
10007164,10007164,N19F,1,450,13,061,15,51,29,4,1,0,0,0,0
10007164,10007164,N1N4,1,75,14,,24,41,31,3,1,0,0,0,0
10007164,10007164,N1N5,1,100,14,,18,56,23,2,1,0,0,0,0
10007164,10007164,N1N6,1,15,24,,25,55,25,0,0,0,0,0,0
10007164,10007164,N201,1,50,14,,20,50,30,0,0,0,0,0,0
10007164,10007164,N21F,1,50,13,063,20,50,30,0,0,0,0,0,0
10007164,10007164,N300,1,135,13,065,28,41,28,2,1,0,0,0,0
10007164,10007164,N30F,1,135,13,065,28,41,28,2,1,0,0,0,0
