PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,LOCID,UCASCOURSEID
10003957,10003957,3500006687,1,IM,3265
10003957,10003957,3500006749,1,RB,6942
10003957,10003957,3500006754,1,RB,8750
10003957,10003957,3500006755,1,RB,7862
10003957,10003957,3500006756,1,RB,6486
10003957,10003957,3500006757,1,RB,8492
10003957,10003957,3500006758,1,RB,0234
10003957,10003957,3500006759,1,RB,1754
10003957,10003957,3500006771,1,RB,7102
10003957,10003957,3500006801,1,RB,8967
10003957,10003957,3500006802,1,RB,0326
10003957,10003957,3500006804,1,RB,2177
10003957,10003957,3500006805,1,RB,1603
10003957,10003957,3500006807,1,RB,4174
10003957,10003957,3500006808,1,RB,3927
10003957,10003957,3500006809,1,RB,0941
10003957,10003957,3500006810,1,RB,7471
10003957,10003957,3500006811,1,RB,9170
10003957,10003957,3500006812,1,RB,0917
10003957,10003957,3500006866,1,RB,7655
10003957,10003957,3500006873,1,RB,0354
10003957,10003957,3500006876,1,RB,7398
10003957,10003957,3500006877,1,RB,0765
10003957,10003957,3500006880,1,RB,2950
10003957,10003957,3500006881,1,RB,1546
10003957,10003957,3500006885,1,IM,3224
10003957,10003957,3500006886,1,IM,5804
10003957,10003957,3500006994,1,RB,7707
10003957,10003957,3500007262,1,RB,7501
10003957,10003957,3500007263,1,RB,1010
10003957,10003957,3500007283,1,RB,0425
10003957,10003957,3500007439,1,RB,9490
10003957,10003957,3500007440,1,RB,9344
10004048,10004048,UDAAAMAN,1,MG,4307
10004048,10004048,UDAAAMAN,2,MG,4307
10004048,10004048,UDACFINA,1,MG,7836
10004048,10004048,UDACFINA,2,MG,7836
10004048,10004048,UDADMCPR,1,MG,5849
10004048,10004048,UDADMCPR,2,MG,5849
10004048,10004048,UDARCHIT,1,AL,8902
10004048,10004048,UDARCHIT,2,AL,8902
10004048,10004048,UDBANKFN,1,MG,1748
10004048,10004048,UDBANKFN,2,MG,1748
10004048,10004048,UDBEMAJO,1,HO,4474
10004048,10004048,UDBEMAJO,2,HO,4474
10004048,10004048,UDBIOCHE,1,HO,3905
10004048,10004048,UDBIOCHE,2,HO,3905
10004048,10004048,UDBIOSCI,1,HO,1641
10004048,10004048,UDBIOSCI,2,HO,1641
10004048,10004048,UDBIOTEC,1,HO,0237
10004048,10004048,UDBIOTEC,2,HO,0237
10004048,10004048,UDBKFIPT,1,MG,7276
10004048,10004048,UDBMDSCI,1,HO,1852
10004048,10004048,UDBMDSCI,2,HO,1852
10004048,10004048,UDBMDSNC,1,HO,9758
10004048,10004048,UDBMDSNC,2,HO,9758
10004048,10004048,UDBMMARK,1,MG,7019
10004048,10004048,UDBMMARK,2,MG,7019
10004048,10004048,UDBSINTC,1,HO,4172
10004048,10004048,UDBSINTC,2,HO,4172
10004048,10004048,UDBSNMGT,1,MG,5361
10004048,10004048,UDBSNMGT,2,MG,5361
10004048,10004048,UDBUSECM,1,MG,4209
10004048,10004048,UDBUSECM,2,MG,4209
10004048,10004048,UDBUSLAW,1,MG,5307
10004048,10004048,UDBUSLAW,2,MG,5307
10004048,10004048,UDCHEMST,1,HO,8057
10004048,10004048,UDCHEMST,2,HO,8057
10004048,10004048,UDCMDVLR,1,HO,7423
10004048,10004048,UDCMDVLR,2,HO,7423
10004048,10004048,UDCMFRIS,1,HO,4443
10004048,10004048,UDCMFRIS,2,HO,4443
10004048,10004048,UDCMGMPR,1,HO,9061
10004048,10004048,UDCMGMPR,2,HO,9061
10004048,10004048,UDCMPNET,1,HO,3987
10004048,10004048,UDCMPNET,2,HO,3987
10004048,10004048,UDCMPSCI,1,HO,7399
10004048,10004048,UDCMPSCI,2,HO,7399
10004048,10004048,UDCMPTNG,1,HO,7146
10004048,10004048,UDCMPTNG,2,HO,7146
10004048,10004048,UDCMSYEN,1,HO,5222
10004048,10004048,UDCMSYEN,2,HO,5222
10004048,10004048,UDCNITSC,1,HO,8710
10004048,10004048,UDCNITSC,2,HO,8710
10004048,10004048,UDCRILAW,1,HO,2514
10004048,10004048,UDCRILAW,2,HO,2514
10004048,10004048,UDCRIMGY,1,HO,9541
10004048,10004048,UDCRIMGY,2,HO,9541
10004048,10004048,UDCRINSE,1,HO,4956
10004048,10004048,UDCRINSE,2,HO,4956
10004048,10004048,UDCRIPOL,1,HO,1558
10004048,10004048,UDCRIPOL,2,HO,1558
10004048,10004048,UDCRIPSY,1,HO,9344
10004048,10004048,UDCRIPSY,2,HO,9344
10004048,10004048,UDCRISOC,1,HO,4170
10004048,10004048,UDCRISOC,2,HO,4170
10004048,10004048,UDCRMUTE,1,AL,8904
10004048,10004048,UDCRMUTE,2,AL,8904
10004048,10004048,UDCRYHST,1,HO,9073
10004048,10004048,UDCRYHST,2,HO,9073
10004048,10004048,UDCWENLI,1,HO,0778
10004048,10004048,UDCWENLI,2,HO,0778
10004048,10004048,UDDESTPR,1,AL,9687
10004048,10004048,UDDESTPR,2,AL,9687
10004048,10004048,UDDIENUT,1,HO,3058
10004048,10004048,UDDIGMDA,1,HO,2577
10004048,10004048,UDDIGMDA,2,HO,2577
10004048,10004048,UDDIINRL,1,HO,4213
10004048,10004048,UDDIINRL,2,HO,4213
10004048,10004048,UDDIPLAW,1,HO,2024
10004048,10004048,UDDIPLAW,2,HO,2024
10004048,10004048,UDECNMIC,1,MG,4290
10004048,10004048,UDECNMIC,2,MG,4290
10004048,10004048,UDECOFIN,1,MG,1314
10004048,10004048,UDECOFIN,2,MG,1314
10004048,10004048,UDEDSCPL,1,HO,0879
10004048,10004048,UDEDSCPL,2,HO,0879
10004048,10004048,UDEDUSTU,1,HO,1441
10004048,10004048,UDEDUSTU,2,HO,1441
10004048,10004048,UDELCMEN,1,HO,5549
10004048,10004048,UDELCMEN,2,HO,5549
10004048,10004048,UDENGLIT,1,HO,9409
10004048,10004048,UDENGLIT,2,HO,9409
10004048,10004048,UDERLYCS,1,HO,0072
10004048,10004048,UDERLYCS,2,HO,0072
10004048,10004048,UDESENLI,1,HO,1810
10004048,10004048,UDESENLI,2,HO,1810
10004048,10004048,UDEVEMAN,1,MG,6025
10004048,10004048,UDEVEMAN,2,MG,6025
10004048,10004048,UDFILTVS,1,HO,1768
10004048,10004048,UDFILTVS,2,HO,1768
10004048,10004048,UDFINART,1,AL,3503
10004048,10004048,UDFINART,2,AL,3503
10004048,10004048,UDFLMBPR,1,AL,2686
10004048,10004048,UDFLMBPR,2,AL,2686
10004048,10004048,UDFMBSMN,1,MG,8781
10004048,10004048,UDFMBSMN,2,MG,8781
10004048,10004048,UDFRNSCI,1,HO,0521
10004048,10004048,UDFRNSCI,2,HO,0521
10004048,10004048,UDFSHION,1,AL,1744
10004048,10004048,UDFSHION,2,AL,1744
10004048,10004048,UDFSMKJR,1,HO,3055
10004048,10004048,UDFSMKJR,2,HO,3055
10004048,10004048,UDFUPRDE,1,AL,1403
10004048,10004048,UDFUPRDE,2,AL,1403
10004048,10004048,UDGAMANE,1,HO,5546
10004048,10004048,UDGAMANE,2,HO,5546
10004048,10004048,UDGRPDES,1,AL,1695
10004048,10004048,UDGRPDES,2,AL,1695
10004048,10004048,UDHECODE,1,HO,7044
10004048,10004048,UDHECODE,2,HO,7044
10004048,10004048,UDHEWEEC,1,HO,7380
10004048,10004048,UDHEWEEC,2,HO,7380
10004048,10004048,UDHLSCPY,1,HO,6633
10004048,10004048,UDHLSCPY,2,HO,6633
10004048,10004048,UDHSCARE,1,HO,1703
10004048,10004048,UDHSCARE,2,HO,1703
10004048,10004048,UDHUMNUT,1,HO,8668
10004048,10004048,UDHUMNUT,2,HO,8668
10004048,10004048,UDILLUST,1,AL,9486
10004048,10004048,UDILLUST,2,AL,9486
10004048,10004048,UDINARDE,1,AL,2483
10004048,10004048,UDINARDE,2,AL,2483
10004048,10004048,UDINBUSM,1,MG,5889
10004048,10004048,UDINBUSM,2,MG,5889
10004048,10004048,UDINDEDE,1,AL,9875
10004048,10004048,UDINDEDE,2,AL,9875
10004048,10004048,UDINRLAW,1,HO,9731
10004048,10004048,UDINRLAW,2,HO,9731
10004048,10004048,UDINRPOL,1,HO,2555
10004048,10004048,UDINRPOL,2,HO,2555
10004048,10004048,UDINTDGN,1,AL,8602
10004048,10004048,UDINTDGN,2,AL,8602
10004048,10004048,UDINTRLT,1,HO,1418
10004048,10004048,UDINTRLT,2,HO,1418
10004048,10004048,UDIRPCST,1,HO,5167
10004048,10004048,UDIRPCST,2,HO,5167
10004048,10004048,UDJFTSTU,1,HO,9868
10004048,10004048,UDJFTSTU,2,HO,9868
10004048,10004048,UDJOURNM,1,HO,4518
10004048,10004048,UDJOURNM,2,HO,4518
10004048,10004048,UDLAWINR,1,MG,5155
10004048,10004048,UDLAWINR,2,MG,5155
10004048,10004048,UDLAWZZZ,1,MG,0304
10004048,10004048,UDLAWZZZ,2,MG,0304
10004048,10004048,UDLLBLAW,1,MG,5123
10004048,10004048,UDLLBLAW,2,MG,5123
10004048,10004048,UDMATHMS,1,HO,2203
10004048,10004048,UDMATHMS,2,HO,2203
10004048,10004048,UDMATSCI,1,HO,1392
10004048,10004048,UDMATSCI,2,HO,1392
10004048,10004048,UDMAVICU,1,AL,6086
10004048,10004048,UDMAVICU,2,AL,6086
10004048,10004048,UDMBLIVE,1,MG,0453
10004048,10004048,UDMBLIVE,2,MG,0453
10004048,10004048,UDMCJOUR,1,HO,8669
10004048,10004048,UDMCJOUR,2,HO,8669
10004048,10004048,UDMEDBSC,1,HO,4214
10004048,10004048,UDMEDBSC,2,HO,4214
10004048,10004048,UDMEDCOM,1,HO,5846
10004048,10004048,UDMEDCOM,2,HO,5846
10004048,10004048,UDMEDMAR,1,HO,1579
10004048,10004048,UDMEDMAR,2,HO,1579
10004048,10004048,UDMEDSPA,1,HO,7544
10004048,10004048,UDMEDSPA,2,HO,7544
10004048,10004048,UDMEPURE,1,HO,4574
10004048,10004048,UDMEPURE,2,HO,4574
10004048,10004048,UDMULJOU,1,HO,7194
10004048,10004048,UDMULJOU,2,HO,7194
10004048,10004048,UDPAINTI,1,AL,9913
10004048,10004048,UDPAINTI,2,AL,9913
10004048,10004048,UDPHARMA,1,HO,4565
10004048,10004048,UDPHARMA,2,HO,4565
10004048,10004048,UDPHMSCI,1,HO,0958
10004048,10004048,UDPHMSCI,2,HO,0958
10004048,10004048,UDPHOTGR,1,AL,6830
10004048,10004048,UDPHOTGR,2,AL,6830
10004048,10004048,UDPHOTOJ,1,HO,4439
10004048,10004048,UDPHOTOJ,2,HO,4439
10004048,10004048,UDPOLTCS,1,HO,3811
10004048,10004048,UDPOLTCS,2,HO,3811
10004048,10004048,UDPSPRIN,1,HO,3893
10004048,10004048,UDPSPRIN,2,HO,3893
10004048,10004048,UDPSYCGY,1,HO,1043
10004048,10004048,UDPSYCGY,2,HO,1043
10004048,10004048,UDPSYSCG,1,HO,3402
10004048,10004048,UDPSYSCG,2,HO,3402
10004048,10004048,UDPUBLIS,1,AL,7871
10004048,10004048,UDPUBLIS,2,AL,7871
10004048,10004048,UDSCLOGY,1,HO,0071
10004048,10004048,UDSCLOGY,2,HO,0071
10004048,10004048,UDSOCWOR,1,HO,8563
10004048,10004048,UDSPDTHE,1,HO,7619
10004048,10004048,UDSPDTHE,2,HO,7619
10004048,10004048,UDSPMACO,1,HO,1750
10004048,10004048,UDSPMACO,2,HO,1750
10004048,10004048,UDSPOSCI,1,HO,4520
10004048,10004048,UDSPOSCI,2,HO,4520
10004048,10004048,UDSPOTHE,1,HO,4064
10004048,10004048,UDSPOTHE,2,HO,4064
10004048,10004048,UDSPPCOA,1,HO,8056
10004048,10004048,UDSPPCOA,2,HO,8056
10004048,10004048,UDSSLPLY,1,HO,5440
10004048,10004048,UDSSLPLY,2,HO,5440
10004048,10004048,UDSSPEDU,1,HO,0996
10004048,10004048,UDSSPEDU,2,HO,0996
10004048,10004048,UDTHEFLM,1,HO,9164
10004048,10004048,UDTHEFLM,2,HO,9164
10004048,10004048,UDTHEFSD,1,AL,6612
10004048,10004048,UDTHEFSD,2,AL,6612
10004048,10004048,UDTHPEPR,1,HO,6298
10004048,10004048,UDTHPEPR,2,HO,6298
10004048,10004048,UDTRASTU,1,HO,5802
10004048,10004048,UDTRASTU,2,HO,5802
10004048,10004048,UDTTRMAN,1,MG,0455
10004048,10004048,UDTTRMAN,2,MG,0455
10004048,10004048,UDTXTDES,1,AL,8040
10004048,10004048,UDTXTDES,2,AL,8040
10004048,10004048,UDYTHSTU,1,HO,6763
10004048,10004048,UDYTHSTU,2,HO,6763
10004048,10004048,UEBIOCES,1,HO,6836
10004048,10004048,UEBIOCES,2,HO,6836
10004048,10004048,UEBIONCE,1,HO,8381
10004048,10004048,UEBIONCE,2,HO,8381
10004048,10004048,UEBIOOGY,1,HO,1728
10004048,10004048,UEBIOOGY,2,HO,1728
10004048,10004048,UEBIOTRY,1,HO,1041
10004048,10004048,UEBIOTRY,2,HO,1041
10004048,10004048,UEBMGEXT,1,MG,6835
10004048,10004048,UEBMGEXT,2,MG,6835
10004048,10004048,UECHETRY,1,HO,6382
10004048,10004048,UECHETRY,2,HO,6382
10004048,10004048,UECOMING,1,HO,6527
10004048,10004048,UECOMING,2,HO,6527
10004048,10004048,UECOMUTH,1,HO,5458
10004048,10004048,UECOMUTH,2,HO,5458
10004048,10004048,UECONENG,1,HO,5335
10004048,10004048,UECONENG,2,HO,5335
10004048,10004048,UECOTEMA,1,HO,8316
10004048,10004048,UECOTEMA,2,HO,8316
10004048,10004048,UECREURE,1,HO,3201
10004048,10004048,UECREURE,2,HO,3201
10004048,10004048,UECRIING,1,HO,6345
10004048,10004048,UECRIING,2,HO,6345
10004048,10004048,UECYBITY,1,HO,1814
10004048,10004048,UECYBITY,2,HO,1814
10004048,10004048,UEEACHST,1,HO,7887
10004048,10004048,UEEACHST,2,HO,7887
10004048,10004048,UEEDUIES,1,HO,1902
10004048,10004048,UEEDUIES,2,HO,1902
10004048,10004048,UEFARIND,1,AL,9590
10004048,10004048,UEFARIND,2,AL,9590
10004048,10004048,UEFARTDE,1,AL,3603
10004048,10004048,UEFARTDE,2,AL,3603
10004048,10004048,UEFFIPHM,1,AL,7078
10004048,10004048,UEFFIPHM,2,AL,7078
10004048,10004048,UEFFSHTX,1,AL,3951
10004048,10004048,UEFFSHTX,2,AL,3951
10004048,10004048,UEFORNCE,1,HO,6671
10004048,10004048,UEFORNCE,2,HO,6671
10004048,10004048,UEHUMION,1,HO,8852
10004048,10004048,UEHUMION,2,HO,8852
10004048,10004048,UEINTICS,1,HO,1012
10004048,10004048,UEINTICS,2,HO,1012
10004048,10004048,UEMATICS,1,HO,8667
10004048,10004048,UEMATICS,2,HO,8667
10004048,10004048,UEMEDCES,1,HO,6305
10004048,10004048,UEMEDCES,2,HO,6305
10004048,10004048,UEMEDICO,1,HO,7470
10004048,10004048,UEMEDICO,2,HO,7470
10004048,10004048,UEPHANCE,1,HO,1015
10004048,10004048,UEPHANCE,2,HO,1015
10004048,10004048,UEPHAOGY,1,HO,0567
10004048,10004048,UEPHAOGY,2,HO,0567
10004048,10004048,UEPSYOGY,1,HO,9596
10004048,10004048,UEPSYOGY,2,HO,9596
10004048,10004048,UESCIENC,1,HO,1294
10004048,10004048,UESCIENC,2,HO,1294
10004048,10004048,UESOSCHU,1,HO,7286
10004048,10004048,UESOSCHU,2,HO,7286
10004048,10004048,UESPOAPY,1,HO,1464
10004048,10004048,UESPOAPY,2,HO,1464
10004048,10004048,UESPONCE,1,HO,2156
10004048,10004048,UESPONCE,2,HO,2156
10004048,10004048,UFFRNTRE,1,AL,8784
10004048,10004048,UFFRNTRE,2,AL,8784
10004063,10004063,F9L1-UBENPOWEC,1,HS,1068
10004063,10004063,FK84-UBENDV,1,HS,2261
10004063,10004063,G0N0-UBBMS2,1,HS,5183
10004063,10004063,G1L1-UBMAWEC,1,HS,3948
10004063,10004063,G3N3-UBSTWFI,1,HS,5928
10004063,10004063,GL11-UBMAEC,1,HS,4258
10004063,10004063,L0V0-UBPHPOLEC,1,HS,2029
10004063,10004063,L101-UBEC,1,HS,3795
10004063,10004063,L140-UBEM,1,HS,1831
10004063,10004063,L1V3-UBECWEH,1,HS,3746
10004063,10004063,L230-UBGV,1,HS,8730
10004063,10004063,L250-UBIR,1,HS,0409
10004063,10004063,L290-UBPOLIR,1,HS,9208
10004063,10004063,L301-UBSO2,1,HS,6703
10004063,10004063,L400-UBSPA3,1,HS,0907
10004063,10004063,L601-UBANA2,1,HS,9331
10004063,10004063,L603-UBANS2,1,HS,1264
10004063,10004063,L702-UBGY2,1,HS,9185
10004063,10004063,L7L1-UBGYWEC,1,HS,0642
10004063,10004063,LL12-UBGVEC,1,HS,0375
10004063,10004063,LL34-UBSPSO,1,HS,2836
10004063,10004063,LL42-UBSPWGV,1,HS,9078
10004063,10004063,LLK1-UBSPEC,1,HS,9560
10004063,10004063,LV15-UBPHEC,1,HS,2138
10004063,10004063,LV21-UBGVHY,1,HS,0972
10004063,10004063,LV25-UBPOLPH,1,HS,7927
10004063,10004063,M100-UBLL,1,HS,7189
10004063,10004063,ML16-UBANLL2,1,HS,8594
10004063,10004063,N200-UBMG,1,HS,1330
10004063,10004063,N300-UBFI,1,HS,8128
10004063,10004063,N321-UBACT2,1,HS,0998
10004063,10004063,NN34-UBAF,1,HS,0257
10004063,10004063,V146-UBHY2,1,HS,1221
10004063,10004063,V300-UBEH,1,HS,7512
10004063,10004063,V3L1-UBEHWEC,1,HS,9620
10004063,10004063,V503-UBPHS3,1,HS,4745
10004063,10004063,VL12-UBIRHY,1,HS,8141
10004063,10004063,VL31-UBECEH,1,HS,6477
10004078,10004078,101A,1,SW,1860
10004078,10004078,101A,2,SW,1860
10004078,10004078,1086A,1,SW,1328
10004078,10004078,1086A,2,SW,1328
10004078,10004078,1163A,1,SW,5970
10004078,10004078,1232A,1,SW,5610
10004078,10004078,1232A,2,SW,5610
10004078,10004078,1248A,1,SW,7117
10004078,10004078,1248A,2,SW,7117
10004078,10004078,1262A,1,SW,0683
10004078,10004078,1262A,2,SW,0683
10004078,10004078,1358A,1,SW,9530
10004078,10004078,1358A,2,SW,9530
10004078,10004078,191A,1,SW,2232
10004078,10004078,191A,2,SW,2232
10004078,10004078,2072A,1,SW,1397
10004078,10004078,2072A,2,SW,1397
10004078,10004078,2134A,1,SW,5297
10004078,10004078,2170A,1,SW,4177
10004078,10004078,2172A,1,SW,1546
10004078,10004078,2177A,1,SW,3149
10004078,10004078,2215A,1,SW,4939
10004078,10004078,2215A,2,SW,4939
10004078,10004078,2216A,1,SW,2545
10004078,10004078,2216A,2,SW,2545
10004078,10004078,2306A,1,SW,7868
10004078,10004078,2309A,1,SW,9659
10004078,10004078,2309A,2,SW,9659
10004078,10004078,2311A,1,SW,3287
10004078,10004078,2312A,1,SW,5852
10004078,10004078,2312A,2,SW,5852
10004078,10004078,2384A,1,SW,1166
10004078,10004078,2384A,2,SW,1166
10004078,10004078,2388A,1,SW,9038
10004078,10004078,2388A,2,SW,9038
10004078,10004078,3016A,1,SW,7165
10004078,10004078,3112A,1,SW,1076
10004078,10004078,3133A,1,SW,4681
10004078,10004078,3133A,2,SW,4681
10004078,10004078,3134A,1,SW,0940
10004078,10004078,3134A,2,SW,0940
10004078,10004078,3143A,1,SW,0929
10004078,10004078,3311A,1,SW,2245
10004078,10004078,3343A,1,SW,9340
10004078,10004078,3522A,1,SW,5718
10004078,10004078,3538A,1,SW,6149
10004078,10004078,3538A,2,SW,6149
10004078,10004078,3540A,1,SW,5942
10004078,10004078,3540A,2,SW,5942
10004078,10004078,3603A,1,SW,9775
10004078,10004078,3644A,1,HV,3377
10004078,10004078,3644A,1,SW,3377
10004078,10004078,3769A,1,SW,4013
10004078,10004078,3769A,2,SW,4013
10004078,10004078,3785A,1,SW,1141
10004078,10004078,3828A,1,SW,0627
10004078,10004078,3975A,1,HV,7933
10004078,10004078,3975A,1,HV,6531
10004078,10004078,3975A,1,SW,6531
10004078,10004078,3976A,1,HV,6699
10004078,10004078,3976A,1,SW,6699
10004078,10004078,3977A,1,HV,2150
10004078,10004078,3977A,1,HV,3221
10004078,10004078,3977A,1,SW,2150
10004078,10004078,3977A,1,SW,3221
10004078,10004078,3978A,1,SW,3198
10004078,10004078,3998A,1,SW,2087
10004078,10004078,4092A,1,SW,7243
10004078,10004078,4092A,2,SW,7243
10004078,10004078,4094A,1,SW,7572
10004078,10004078,4094A,2,SW,7572
10004078,10004078,4100A,1,SW,1911
10004078,10004078,4100A,2,SW,1911
10004078,10004078,4136A,1,SW,5460
10004078,10004078,4162A,1,SW,8743
10004078,10004078,4171A,1,SW,5194
10004078,10004078,4171A,2,SW,5194
10004078,10004078,4193A,1,SW,4959
10004078,10004078,4194A,1,SW,9635
10004078,10004078,4202A,1,SW,1481
10004078,10004078,4202A,2,SW,1481
10004078,10004078,4204A,1,SW,6138
10004078,10004078,4204A,2,SW,6138
10004078,10004078,4206A,1,SW,5143
10004078,10004078,4206A,2,SW,5143
10004078,10004078,4208A,1,SW,8169
10004078,10004078,4208A,2,SW,8169
10004078,10004078,4210A,1,SW,7571
10004078,10004078,4210A,2,SW,7571
10004078,10004078,4286A,1,SW,9964
10004078,10004078,4286A,2,SW,9964
10004078,10004078,4288A,1,SW,7795
10004078,10004078,4288A,2,SW,7795
10004078,10004078,4314A,1,SW,2041
10004078,10004078,4350A,1,SW,8858
10004078,10004078,4350A,2,SW,8858
10004078,10004078,4350B,1,SW,6492
10004078,10004078,4350B,2,SW,6492
10004078,10004078,4350E,1,SW,9251
10004078,10004078,4350E,2,SW,9251
10004078,10004078,4350G,1,SW,5139
10004078,10004078,4350G,2,SW,5139
10004078,10004078,4350H,1,SW,2529
10004078,10004078,4350H,2,SW,2529
10004078,10004078,4350I,1,SW,3748
10004078,10004078,4350I,2,SW,3748
10004078,10004078,4355A,1,SW,2411
10004078,10004078,4358A,1,SW,4711
10004078,10004078,4369A,1,SW,0985
10004078,10004078,4383A,1,SW,8804
10004078,10004078,4400A,1,SW,9251
10004078,10004078,4433A,1,SW,8169
10004078,10004078,4433A,2,SW,8169
10004078,10004078,4494A,1,SW,6466
10004078,10004078,4495A,1,SW,2471
10004078,10004078,4510A,1,SW,7769
10004078,10004078,4511A,1,SW,7637
10004078,10004078,4519A,1,SW,4017
10004078,10004078,4526A,1,SW,3676
10004078,10004078,4527A,1,SW,7160
10004078,10004078,4528A,1,SW,3733
10004078,10004078,4594A,1,SW,9324
10004078,10004078,4594A,2,SW,9324
10004078,10004078,4596A,1,SW,8278
10004078,10004078,4596A,2,SW,8278
10004078,10004078,4598A,1,SW,0128
10004078,10004078,4598A,2,SW,0128
10004078,10004078,4618A,1,SW,5275
10004078,10004078,4618A,2,SW,5275
10004078,10004078,4620A,1,SW,1443
10004078,10004078,4622A,1,SW,8928
10004078,10004078,4628A,1,SW,3237
10004078,10004078,4630A,1,SW,1376
10004078,10004078,4630A,2,SW,1376
10004078,10004078,4632A,1,SW,9387
10004078,10004078,4632A,2,SW,9387
10004078,10004078,4634A,1,SW,3659
10004078,10004078,4634A,2,SW,3659
10004078,10004078,4637A,1,SW,2678
10004078,10004078,4637A,2,SW,2678
10004078,10004078,4639A,1,SW,3289
10004078,10004078,4643A,1,SW,0762
10004078,10004078,4667A,1,SW,3544
10004078,10004078,4669A,1,SW,2977
10004078,10004078,4670A,1,SW,3968
10004078,10004078,4671A,1,SW,9615
10004078,10004078,4672A,1,SW,7532
10004078,10004078,4673A,1,SW,6953
10004078,10004078,4674A,1,SW,6155
10004078,10004078,4675A,1,SW,3702
10004078,10004078,4678A,1,SW,1381
10004078,10004078,4679A,1,SW,2908
10004078,10004078,4680A,1,SW,8687
10004078,10004078,4680A,2,SW,8687
10004078,10004078,4681A,1,SW,4476
10004078,10004078,4683A,1,SW,1636
10004078,10004078,4684A,1,SW,6011
10004078,10004078,4685A,1,SW,2206
10004078,10004078,4686A,1,SW,4395
10004078,10004078,4687A,1,SW,7936
10004078,10004078,4688A,1,SW,3356
10004078,10004078,4689A,1,SW,1824
10004078,10004078,4692A,1,SW,6404
10004078,10004078,4693A,1,SW,4955
10004078,10004078,4705A,1,SW,9827
10004078,10004078,4705A,2,SW,9827
10004078,10004078,4707A,1,SW,3325
10004078,10004078,4709A,1,SW,5973
10004078,10004078,4710A,1,SW,6676
10004078,10004078,4756A,1,SW,4674
10004078,10004078,4811A,1,SW,4179
10004078,10004078,4811A,2,SW,4179
10004078,10004078,4813A,1,SW,3312
10004078,10004078,4813A,2,SW,3312
10004078,10004078,4815A,1,SW,3720
10004078,10004078,4815A,2,SW,3720
10004078,10004078,4817A,1,SW,8792
10004078,10004078,4817A,2,SW,8792
10004078,10004078,4819A,1,SW,3583
10004078,10004078,4819A,2,SW,3583
10004078,10004078,4821A,1,SW,8894
10004078,10004078,4821A,2,SW,8894
10004078,10004078,4823A,1,SW,3211
10004078,10004078,4823A,2,SW,3211
10004078,10004078,4826A,1,SW,4754
10004078,10004078,4826A,2,SW,4754
10004078,10004078,4828A,1,SW,1583
10004078,10004078,4828A,2,SW,1583
10004078,10004078,4830A,1,SW,2908
10004078,10004078,4830A,2,SW,2908
10004078,10004078,4833A,1,SW,9238
10004078,10004078,4833A,2,SW,9238
10004078,10004078,4839A,1,SW,1772
10004078,10004078,4839A,2,SW,1772
10004078,10004078,4841A,1,SW,5820
10004078,10004078,4841A,2,SW,5820
10004078,10004078,4843A,1,SW,6924
10004078,10004078,4843A,2,SW,6924
10004078,10004078,4845A,1,SW,0048
10004078,10004078,4845A,2,SW,0048
10004078,10004078,4847A,1,SW,4274
10004078,10004078,4847A,2,SW,4274
10004078,10004078,4872A,1,SW,7883
10004078,10004078,4873A,1,SW,4141
10004078,10004078,4880A,1,SW,4692
10004078,10004078,4881A,1,SW,9767
10004078,10004078,4882A,1,SW,0875
10004078,10004078,4883A,1,SW,7101
10004078,10004078,4884A,1,SW,2122
10004078,10004078,4889A,1,SW,1791
10004078,10004078,4889A,2,SW,1791
10004078,10004078,4891A,1,SW,2884
10004078,10004078,4891A,2,SW,2884
10004078,10004078,4914A,1,SW,2736
10004078,10004078,4936A,1,SW,6914
10004078,10004078,4941A,1,SW,0154
10004078,10004078,4942A,1,SW,7795
10004078,10004078,4943A,1,SW,4060
10004078,10004078,4944A,1,SW,0653
10004078,10004078,4946A,1,SW,4004
10004078,10004078,4989A,1,SW,9132
10004078,10004078,4A,1,SW,0935
10004078,10004078,4A,2,SW,0935
10004078,10004078,501A,1,SW,2980
10004078,10004078,501A,2,SW,2980
10004078,10004078,511A,1,SW,5111
10004078,10004078,541A,1,SW,9517
10004078,10004078,541A,2,SW,9517
10004078,10004078,591A,1,SW,9948
10004078,10004078,591A,2,SW,9948
10004078,10004078,593A,1,SW,0215
10004078,10004078,741A,1,SW,4470
10004078,10004078,836A,1,SW,5871
10004112,10004112,CKF507X,1,MA,4784
10004112,10004112,NFK103X,1,MA,7690
10004112,10004112,NFK104X,1,MA,1492
10004112,10004112,RFK001X,1,MA,5367
10004112,10004112,TDK500X,1,MA,9425
10004112,10004112,TDK500X,2,MA,9425
10004112,10004112,TFK508X,1,MA,4298
10004112,10004112,TFK527X,1,MA,9943
10004112,10004112,TFK530X,1,MA,9521
10004112,10004112,TFK532X,1,MA,7260
10004112,10004112,TFK533X,1,MA,9223
10004112,10004112,TFK534X,1,MA,9911
10004112,10004112,TFK545X,1,MA,1896
10004113,10004113,KIS1F59,1,LU,0465
10004113,10004113,KIS1L27,1,LU,1383
10004113,10004113,KIS7F52,1,LU,5286
10004113,10004113,KIS7L27,1,LU,7162
10004113,10004113,KISB150,1,LU,4121
10004113,10004113,KISB151,1,LU,4016
10004113,10004113,KISC1FY,1,LU,8468
10004113,10004113,KISC600,1,LU,9868
10004113,10004113,KISC6FY,1,LU,1920
