PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,ENTPOP,ENTAGG,ENTSBJ,ACCESS,ALEVEL,BACC,DEGREE,FOUNDTN,NOQUALS,OTHER,OTHERHE
10001549,10001549,BEFCD1AW,1,20,14,,0,55,0,5,5,0,20,10
10001549,10001549,BEKBP1AW,1,15,14,,0,45,0,0,0,10,45,0
10001549,10001549,BEKCP1AW,1,15,14,,0,50,0,0,0,5,15,30
10001653,10001653,2-H00-ACT,1,25,14,,0,65,0,20,0,0,10,5
10001653,10001653,2-J10-TTM,1,30,14,,0,85,0,10,0,0,5,5
10001653,10001653,4-J10-PDP,1,45,14,,0,10,0,0,0,5,75,5
10001653,10001653,5-J10-CIR,1,25,14,,0,65,0,15,0,5,10,15
10001653,10001653,6-H00-AC3,1,30,14,,0,85,5,5,0,5,5,5
10001653,10001653,6-J10-AC2,1,25,14,,0,10,5,80,0,5,0,5
10001653,10001653,6-J10-SMT,1,25,14,,0,65,0,25,0,0,15,0
10001653,10001653,7-J10-BCD,1,50,14,,0,35,0,5,0,15,40,0
10001653,10001653,8-H00-CDX,1,60,14,,3,75,5,2,0,0,8,7
10001653,10001653,B-H00-ACT,1,15,14,,0,80,0,0,0,0,5,15
10001653,10001653,B-H00-PSM,1,15,14,,0,100,0,0,0,0,0,0
10001653,10001653,B-J10-ACT,1,15,14,,0,5,0,95,0,0,0,0
10001653,10001653,B-J10-COS,1,125,13,098,0,50,2,37,0,2,5,5
10001653,10001653,B-J10-PSM,1,125,13,098,0,50,2,37,0,2,5,5
10001653,10001653,N-H00-CDX,1,55,14,,2,68,2,7,2,5,4,11
10001696,10001696,100101,1,15,24,,0,70,0,0,0,0,0,30
10001696,10001696,1001203,1,35,12,37,0,60,0,5,0,5,5,25
10001696,10001696,100123,1,15,24,,0,90,0,0,0,0,10,0
10001696,10001696,100123,2,35,13,045,0,85,5,5,0,5,0,5
10001696,10001696,100133,1,15,23,023,0,55,0,0,0,0,25,25
10001696,10001696,100135,1,15,24,,0,95,0,5,0,0,0,0
10001696,10001696,100143,1,35,13,012,10,85,0,0,0,5,0,0
10001696,10001696,100155,1,10,23,036,10,75,0,10,0,0,10,0
10001696,10001696,100155,2,10,13,036,0,75,0,0,0,0,0,25
10001696,10001696,100175,1,15,22,10,5,80,0,0,0,0,0,15
10001696,10001696,100178,1,15,13,045,5,65,5,0,0,5,20,0
10001696,10001696,100178,2,35,13,045,0,85,5,5,0,5,0,5
10001696,10001696,100181,1,15,23,060,0,95,0,0,0,5,0,0
10001696,10001696,100183,1,15,24,,0,75,0,0,0,0,15,10
10001696,10001696,100183,2,45,11,9,0,80,0,5,0,0,0,10
10001696,10001696,100198,1,10,24,,10,75,0,10,0,0,0,10
10001696,10001696,100199,1,87,13,024,1,71,1,2,0,3,13,9
10001696,10001696,100199,1,35,13,012,10,85,0,0,0,5,0,0
10001696,10001696,100200,1,25,13,013,15,80,0,0,0,0,0,10
10001696,10001696,100333,1,10,24,,0,75,0,0,0,10,20,0
10001696,10001696,100556,1,15,23,027,5,80,0,0,0,0,0,15
10001696,10001696,210659,1,45,13,021,0,85,0,0,0,5,5,0
10001696,10001696,210667,1,10,24,,10,90,0,0,0,0,0,0
10001696,10001696,210859,1,20,24,,0,80,5,0,0,0,10,5
10001696,10001696,211701,1,45,13,021,0,85,0,0,0,5,5,0
10001696,10001696,211802,1,15,24,,55,40,0,5,0,0,0,0
10001696,10001696,212550,1,15,24,,0,80,0,0,0,5,5,5
10001696,10001696,212552,1,35,13,097,0,60,0,5,0,5,5,25
10001696,10001696,212571,1,45,13,035,0,50,0,0,0,5,5,40
10001696,10001696,212997,1,87,13,024,1,71,1,2,0,3,13,9
10001696,10001696,213056,1,30,24,,5,80,0,0,0,5,5,10
10001696,10001696,213285,1,20,23,061,5,10,0,0,0,0,0,85
10001696,10001696,213317,1,20,23,054,5,5,0,0,0,0,0,90
10001696,10001696,213838,1,40,13,013,0,15,0,0,0,0,0,85
10001696,10001696,213852,1,20,23,018,0,0,0,0,0,0,0,100
10001696,10001696,213856,1,40,13,013,0,15,0,0,0,0,0,85
10001696,10001696,214873,1,15,24,,5,65,0,0,0,0,20,5
10001696,10001696,214875,1,40,12,05,0,15,0,0,0,0,0,85
10001726,10001726,10,1,70,14,,1,84,0,1,3,0,3,7
10001726,10001726,100,1,15,14,,5,40,0,55,0,0,0,0
10001726,10001726,101,1,45,14,,0,45,0,0,30,0,0,15
10001726,10001726,102,1,30,14,,10,75,0,0,5,0,5,5
10001726,10001726,104,1,50,14,,0,80,0,0,10,0,0,5
10001726,10001726,107,1,40,14,,0,95,0,0,5,0,0,0
10001726,10001726,108,1,10,24,,0,90,0,0,0,0,0,10
10001726,10001726,109,1,210,14,,8,71,0,3,13,0,1,4
10001726,10001726,11,1,30,14,,5,80,0,0,10,0,0,5
10001726,10001726,110,1,10,14,,50,40,0,10,0,0,0,0
10001726,10001726,111,1,35,14,,5,85,0,0,5,0,10,5
10001726,10001726,112,1,15,24,,5,80,0,0,0,0,0,15
10001726,10001726,115,1,80,14,,5,69,0,4,1,0,9,12
10001726,10001726,115,2,95,13,063,0,15,0,5,0,6,4,69
10001726,10001726,116,1,10,24,,0,90,0,0,0,0,0,10
10001726,10001726,116,2,50,13,063,0,35,0,10,0,25,15,15
10001726,10001726,117,1,30,14,,5,75,0,5,0,0,5,10
10001726,10001726,117,2,95,11,D,0,16,0,5,0,6,4,69
10001726,10001726,117,2,95,13,063,0,15,0,5,0,6,4,69
10001726,10001726,118,1,30,14,,0,85,0,5,5,0,0,5
10001726,10001726,119,1,55,14,,0,95,0,0,2,0,2,2
10001726,10001726,120,1,15,14,,0,100,0,0,0,0,0,0
10001726,10001726,121,1,220,14,,3,64,0,1,21,1,0,10
10001726,10001726,122,1,90,14,,0,65,0,2,20,0,1,12
10001726,10001726,123,1,105,14,,1,74,0,2,3,0,1,19
10001726,10001726,124,1,40,14,,5,90,0,0,0,0,0,0
10001726,10001726,125,1,35,14,,50,35,0,5,0,0,10,5
10001726,10001726,126,2,10,14,,0,40,0,10,10,10,10,25
10001726,10001726,127,1,30,14,,70,30,0,5,0,0,0,0
10001726,10001726,128,1,310,13,005,42,48,0,4,0,0,2,4
10001726,10001726,129,1,35,14,,0,80,0,5,5,5,0,10
10001726,10001726,130,1,15,14,,0,85,0,0,15,0,0,0
10001726,10001726,134,1,20,14,,5,95,0,0,0,0,0,0
10001726,10001726,135,1,175,14,,30,62,0,2,0,0,5,2
10001726,10001726,135,2,15,24,,5,35,0,35,0,5,0,15
10001726,10001726,136,1,20,14,,10,45,0,0,20,0,5,25
10001726,10001726,137,1,20,14,,35,30,0,10,0,5,20,0
10001726,10001726,139,1,30,14,,40,45,0,5,5,0,0,5
10001726,10001726,14,1,25,14,,0,75,0,0,10,0,5,15
10001726,10001726,14,2,20,12,18,0,35,0,0,0,0,5,60
10001726,10001726,140,1,30,14,,0,95,0,0,0,0,0,5
10001726,10001726,141,1,100,14,,9,84,0,5,0,0,1,1
10001726,10001726,142,1,20,14,,0,85,0,0,10,0,5,0
10001726,10001726,143,1,10,14,,0,100,0,0,0,0,0,0
10001726,10001726,144,1,35,14,,0,85,0,5,5,0,0,5
10001726,10001726,145,1,25,14,,0,85,0,5,5,0,5,0
10001726,10001726,148,1,200,14,,4,92,0,1,3,0,1,1
10001726,10001726,149,1,40,14,,5,90,0,0,5,0,0,5
10001726,10001726,15,1,30,14,,5,75,0,5,10,0,0,5
10001726,10001726,150,1,15,14,,5,80,0,0,0,0,0,15
10001726,10001726,150,2,20,13,048,0,35,0,0,0,0,5,60
10001726,10001726,152,1,10,23,062,0,100,0,0,0,0,0,0
10001726,10001726,152,2,145,12,25,0,15,0,35,1,1,19,28
10001726,10001726,153,1,50,14,,30,40,0,10,0,0,10,10
10001726,10001726,154,1,30,14,,0,95,0,0,0,0,0,5
10001726,10001726,155,1,35,14,,5,95,0,0,0,0,0,0
10001726,10001726,157,1,15,13,082,0,95,0,0,0,0,0,5
10001726,10001726,16,1,50,14,,0,75,0,5,15,0,0,5
10001726,10001726,160,1,15,13,082,0,95,0,0,0,0,0,5
10001726,10001726,160,1,15,13,103,10,75,0,0,5,0,0,10
10001726,10001726,161,1,90,14,,4,92,0,1,1,0,0,1
10001726,10001726,162,1,55,14,,2,84,0,0,4,0,2,9
10001726,10001726,163,1,15,14,,0,100,0,0,0,0,0,0
10001726,10001726,164,1,25,14,,0,95,0,0,5,0,0,0
10001726,10001726,165,1,65,14,,3,92,0,0,2,0,2,2
10001726,10001726,166,1,15,14,,10,90,0,0,0,0,0,0
10001726,10001726,166,2,95,11,D,0,16,0,5,0,6,4,69
10001726,10001726,167,1,15,14,,0,35,0,0,25,0,20,25
10001726,10001726,167,2,95,11,D,0,16,0,5,0,6,4,69
10001726,10001726,169,1,30,14,,0,95,0,0,0,0,0,5
10001726,10001726,17,1,65,14,,0,84,0,6,3,0,0,6
10001726,10001726,170,1,15,23,067,0,80,0,0,0,0,15,5
10001726,10001726,170,2,200,11,D,0,20,0,28,1,8,19,24
10001726,10001726,177,1,15,14,,5,80,0,0,5,0,0,5
10001726,10001726,177,2,10,13,041,0,45,0,0,0,0,0,55
10001726,10001726,18,1,95,14,,1,58,0,11,19,0,2,9
10001726,10001726,19,1,65,14,,2,63,0,0,23,0,2,11
10001726,10001726,190,1,40,14,,5,85,0,0,0,0,0,0
10001726,10001726,191,1,15,23,017,0,100,0,0,0,0,0,0
10001726,10001726,191,2,15,22,05,0,50,0,5,0,10,30,5
10001726,10001726,192,1,10,24,,0,90,0,10,0,0,0,0
10001726,10001726,192,2,95,11,D,0,16,0,5,0,6,4,69
10001726,10001726,193,1,15,23,061,5,90,0,0,0,5,0,5
10001726,10001726,193,1,30,13,060,5,90,0,0,0,0,0,5
10001726,10001726,193,2,145,13,061,0,15,0,35,1,1,19,28
10001726,10001726,194,1,20,14,,0,70,0,5,10,0,5,10
10001726,10001726,194,2,15,13,036,0,40,0,5,5,20,5,20
10001726,10001726,195,1,20,23,036,0,100,0,0,0,0,0,0
10001726,10001726,195,2,25,13,036,0,30,0,5,0,20,40,5
10001726,10001726,196,1,15,14,,0,90,0,0,5,0,0,5
10001726,10001726,198,1,25,14,,0,75,0,0,0,0,0,25
10001726,10001726,198,2,15,23,054,0,55,0,0,0,30,0,15
10001726,10001726,198,2,95,13,063,0,15,0,5,0,6,4,69
10001726,10001726,199,1,15,12,21,10,90,0,0,0,0,0,0
10001726,10001726,199,1,70,13,063,3,85,0,0,0,3,7,1
10001726,10001726,199,2,40,11,B,0,30,0,25,0,15,20,20
10001726,10001726,199,2,50,13,063,0,35,0,10,0,25,15,15
10001726,10001726,2,1,35,14,,0,65,0,5,10,0,0,20
10001726,10001726,20,1,15,14,,0,80,0,5,0,0,0,15
10001726,10001726,20,2,95,11,D,0,16,0,5,0,6,4,69
10001726,10001726,200,1,45,14,,50,30,0,0,5,0,10,0
10001726,10001726,200,2,15,21,B,0,55,0,0,0,25,5,15
10001726,10001726,200,2,15,22,21,0,55,0,0,0,30,5,15
10001726,10001726,201,1,15,23,055,10,90,0,0,0,0,0,0
10001726,10001726,201,1,80,13,058,3,91,0,1,0,0,5,0
10001726,10001726,201,2,40,11,B,0,30,0,25,0,15,20,20
10001726,10001726,201,2,40,13,058,0,30,0,25,0,15,15,20
10001726,10001726,203,1,20,14,,0,100,0,0,0,0,0,0
10001726,10001726,203,2,25,23,037,0,0,0,0,0,0,0,100
10001726,10001726,206,1,430,13,096,0,81,0,3,7,0,1,8
10001726,10001726,21,1,20,13,065,0,90,0,0,0,0,0,10
10001726,10001726,21,2,200,11,D,0,20,0,28,1,8,19,24
10001726,10001726,210,1,80,13,058,3,91,0,1,0,0,5,0
10001726,10001726,210,2,40,13,058,0,30,0,25,0,15,15,20
10001726,10001726,211,1,155,13,058,25,57,0,5,1,1,6,7
10001726,10001726,211,2,15,21,B,0,55,0,0,0,25,5,15
10001726,10001726,214,1,20,24,,5,85,0,0,0,0,0,10
10001726,10001726,214,2,95,13,063,0,15,0,5,0,6,4,69
10001726,10001726,215,1,70,13,063,3,85,0,0,0,3,7,1
10001726,10001726,215,2,50,13,063,0,35,0,10,0,25,15,15
10001726,10001726,216,1,10,24,,0,85,0,0,0,0,0,15
10001726,10001726,216,2,95,11,D,0,16,0,5,0,6,4,69
10001726,10001726,216,2,95,13,063,0,15,0,5,0,6,4,69
10001726,10001726,22,1,25,14,,5,90,0,0,0,0,0,10
10001726,10001726,221,1,25,13,055,50,30,0,0,5,0,10,0
10001726,10001726,221,1,155,13,058,25,57,0,5,1,1,6,7
10001726,10001726,221,2,15,21,B,0,55,0,0,0,25,5,15
10001726,10001726,221,2,15,22,21,0,55,0,0,0,30,5,15
10001726,10001726,222,1,15,23,055,10,90,0,0,0,0,0,0
10001726,10001726,222,1,80,13,058,3,91,0,1,0,0,5,0
10001726,10001726,222,2,40,11,B,0,30,0,25,0,15,20,20
10001726,10001726,222,2,40,13,058,0,30,0,25,0,15,15,20
10001726,10001726,223,1,80,13,058,3,91,0,1,0,0,5,0
10001726,10001726,223,2,40,13,058,0,30,0,25,0,15,15,20
10001726,10001726,224,1,155,13,058,25,57,0,5,1,1,6,7
10001726,10001726,224,2,15,21,B,0,55,0,0,0,25,5,15
10001726,10001726,228,1,185,13,062,1,69,0,4,6,1,1,20
10001726,10001726,228,1,535,13,063,1,65,0,4,11,0,3,17
10001726,10001726,229,1,150,13,067,1,63,0,0,15,0,3,17
10001726,10001726,23,1,200,14,,15,75,0,0,8,0,0,3
10001726,10001726,231,1,10,23,026,0,100,0,0,0,0,0,0
10001726,10001726,231,1,75,13,032,0,96,0,0,1,0,1,1
10001726,10001726,233,1,75,13,032,0,96,0,0,1,0,1,1
10001726,10001726,233,1,440,13,035,3,85,0,1,4,0,2,5
10001726,10001726,239,1,430,13,096,0,81,0,3,7,0,1,8
10001726,10001726,240,1,390,13,011,22,68,0,1,4,0,2,3
10001726,10001726,240,2,15,13,011,15,30,0,20,0,15,5,15
10001726,10001726,241,1,100,11,2,19,20,0,12,1,1,4,42
10001726,10001726,241,2,40,23,011,0,0,0,40,0,0,0,65
10001726,10001726,242,1,60,13,007,19,66,0,2,5,0,0,8
10001726,10001726,247,1,60,12,05,6,85,0,2,2,0,2,4
10001726,10001726,248,1,85,13,016,3,95,0,1,0,1,0,0
10001726,10001726,248,2,10,23,016,0,50,0,5,0,15,25,5
10001726,10001726,249,1,215,13,041,6,58,0,2,17,1,2,14
10001726,10001726,249,2,10,13,041,0,45,0,0,0,0,0,55
10001726,10001726,25,1,25,14,,10,75,0,0,10,0,0,10
10001726,10001726,25,2,20,13,048,0,35,0,0,0,0,5,60
10001726,10001726,251,1,185,13,062,1,69,0,4,6,1,1,20
10001726,10001726,26,1,75,14,,0,33,0,16,25,0,1,24
10001726,10001726,27,1,55,14,,0,57,0,9,15,0,0,19
10001726,10001726,28,1,50,14,,0,55,0,5,20,0,0,20
10001726,10001726,29,1,90,14,,0,69,0,3,14,0,2,11
10001726,10001726,3,1,20,24,,0,90,0,0,0,5,0,5
10001726,10001726,3,2,145,13,061,0,15,0,35,1,1,19,28
10001726,10001726,3,2,200,11,D,0,20,0,28,1,8,19,24
10001726,10001726,30,1,35,14,,0,75,0,5,15,0,0,5
10001726,10001726,31,1,70,14,,6,90,0,0,1,0,0,3
10001726,10001726,32,1,320,14,,0,58,0,5,17,0,2,18
10001726,10001726,34,1,50,14,,10,90,0,0,0,0,0,0
10001726,10001726,35,1,20,14,,25,70,0,5,0,0,0,0
10001726,10001726,37,1,135,14,,4,50,0,2,20,2,3,20
10001726,10001726,37,2,10,14,,0,45,0,0,0,0,0,55
10001726,10001726,38,1,40,14,,15,70,0,5,15,0,0,5
10001726,10001726,38,2,10,13,041,0,45,0,0,0,0,0,55
10001726,10001726,39,1,15,14,,20,60,0,0,5,0,0,15
10001726,10001726,4,1,205,14,,1,56,0,15,14,0,0,14
10001726,10001726,41,1,30,14,,5,90,0,0,5,0,0,5
10001726,10001726,42,1,160,14,,1,87,0,2,6,0,1,3
10001726,10001726,44,1,45,14,,0,95,0,0,0,0,0,0
10001726,10001726,45,1,10,14,,10,60,0,0,15,0,0,15
10001726,10001726,45,2,20,13,048,0,35,0,0,0,0,5,60
10001726,10001726,46,1,70,14,,9,87,0,0,0,0,0,4
10001726,10001726,47,1,30,14,,5,95,0,0,0,0,0,0
10001726,10001726,48,1,55,14,,8,91,0,0,0,0,0,2
10001726,10001726,49,1,15,14,,0,95,0,0,0,0,0,5
10001726,10001726,5,1,200,14,,41,54,0,4,0,0,1,1
10001726,10001726,50,1,40,14,,30,70,0,0,5,0,0,5
10001726,10001726,51,1,25,14,,5,55,0,5,25,5,0,10
10001726,10001726,52,1,20,14,,10,75,0,0,5,0,0,10
10001726,10001726,53,1,75,14,,1,87,0,4,5,0,0,3
10001726,10001726,54,1,85,14,,2,43,0,4,37,0,1,12
10001726,10001726,56,1,40,14,,5,65,0,15,5,0,0,15
10001726,10001726,59,1,40,14,,0,90,0,0,0,0,0,5
10001726,10001726,60,1,30,14,,10,85,0,0,0,0,0,5
10001726,10001726,61,1,15,14,,10,75,0,0,0,0,0,10
10001726,10001726,62,1,20,14,,10,75,0,0,5,0,0,10
10001726,10001726,63,1,15,14,,0,100,0,0,0,0,0,0
10001726,10001726,65,1,65,14,,3,84,0,0,9,0,3,1
10001726,10001726,66,1,80,14,,0,91,0,0,3,0,1,5
10001726,10001726,68,1,45,14,,0,85,0,0,5,0,0,5
10001726,10001726,7,1,40,14,,0,80,0,0,5,0,0,5
10001726,10001726,70,1,30,14,,0,70,0,5,15,0,0,10
10001726,10001726,71,1,20,14,,0,65,0,0,25,0,0,10
10001726,10001726,72,1,35,14,,0,85,0,0,5,5,0,10
10001726,10001726,73,1,30,14,,0,90,0,0,5,0,5,0
10001726,10001726,74,1,35,14,,5,75,0,5,10,0,0,5
10001726,10001726,75,1,35,14,,5,90,0,0,0,0,0,5
10001726,10001726,76,1,15,13,079,5,95,0,0,0,0,0,5
10001726,10001726,78,1,10,24,,0,100,0,0,0,0,0,0
10001726,10001726,79,1,15,24,,0,95,0,0,0,0,0,5
10001726,10001726,81,1,35,14,,5,90,0,0,0,0,5,5
10001726,10001726,82,1,30,14,,0,95,0,0,5,0,0,0
10001726,10001726,83,1,25,14,,0,95,0,0,5,0,0,0
10001726,10001726,84,1,40,14,,5,95,0,0,0,0,0,0
10001726,10001726,85,1,175,14,,0,34,0,5,24,1,4,32
10001726,10001726,86,1,75,14,,0,83,0,0,4,0,0,13
10001726,10001726,87,1,45,14,,10,90,0,0,0,0,0,0
10001726,10001726,88,1,55,14,,8,87,0,2,0,2,2,0
10001726,10001726,89,1,45,14,,0,85,0,5,0,0,0,0
10001726,10001726,9,1,65,14,,6,77,0,0,11,0,0,6
10001726,10001726,90,1,35,14,,0,90,0,5,5,0,0,5
10001726,10001726,91,1,30,14,,5,70,0,10,0,0,5,5
10001726,10001726,92,1,10,24,,0,80,0,0,0,20,0,0
10001726,10001726,92,2,15,23,035,0,20,0,0,0,55,15,15
10001726,10001726,97,1,35,14,,0,60,0,0,10,0,0,25
10001726,10001726,98,1,15,14,,0,65,0,0,20,0,0,15
10001726,10001726,99,1,60,14,,7,72,0,2,10,0,0,10
10001743,10001743,BSFH0001,1,10,23,067,10,65,0,0,0,0,25,0
10001743,10001743,BSFH0011,1,25,21,D,5,80,0,0,0,5,10,0
10001743,10001743,BSFH0021,1,10,23,067,10,65,0,0,0,0,25,0
10001743,10001743,GSFH0021,1,15,24,,0,95,0,0,0,5,0,0
10001743,10001743,GSFH0031,1,10,14,,0,80,0,0,0,10,0,10
10001743,10001743,LSPH0011,2,20,24,,0,45,0,35,0,10,0,5
10001743,10001743,RSPH0001,2,15,24,,0,75,0,0,0,0,5,20
10001743,10001743,RSPH0011,2,15,24,,5,5,0,0,0,20,0,65
10001743,10001743,SSFH0001,1,15,23,018,0,90,0,0,0,0,5,5
10001743,10001743,TSFH0001,1,25,21,D,5,80,0,0,0,5,10,0
10001743,10001743,VLFH0001,1,30,14,,0,75,0,0,0,5,10,10
10001743,10001743,VLFH0011,1,30,13,038,0,75,0,0,0,5,10,10
10001743,10001743,VLFH0041,1,15,14,,0,5,0,0,5,0,0,85
10001743,10001743,XSFH0061,1,10,13,098,0,90,0,0,0,0,0,10
10001743,10001743,XSFH0071,1,10,13,098,0,90,0,0,0,0,0,10
10001744,10001744,13AEH5,2,40,12,14,0,85,0,0,0,10,0,5
10001744,10001744,16EEH5,2,10,24,,0,85,0,0,0,15,0,0
10001744,10001744,17MEH5,2,20,14,,0,90,0,0,0,5,0,5
10001744,10001744,17MMH5,2,35,13,037,0,90,0,0,0,10,0,5
10001744,10001744,41EYH5,2,15,14,,0,5,0,0,0,95,0,0
10001778,10001778,00244736,1,30,14,,0,0,0,0,0,100,0,0
10001778,10001778,00245631,1,50,14,,0,10,0,0,5,85,0,0
10001778,10001778,00245996,1,30,14,,0,0,0,0,0,100,0,0
10001778,10001778,00245997,1,75,14,,0,0,0,0,0,100,0,0
10001778,10001778,00246062,1,15,24,,0,15,0,0,0,80,5,0
10001778,10001778,00246064,1,15,14,,0,5,0,0,0,85,5,0
10001778,10001778,00300368,1,30,14,,0,0,0,0,0,100,0,0
10001778,10001778,00300917,1,55,14,,0,64,0,0,0,2,35,0
10001778,10001778,00300918,1,30,14,,0,55,0,0,0,0,45,0
10001778,10001778,00300919,1,10,14,,0,0,0,0,0,0,100,0
10001778,10001778,00300920,1,10,14,,0,50,0,0,0,0,50,0
10001850,10007161,AOHND-D_PT,2,30,13,040,0,65,0,5,0,0,5,30
10001850,10007161,BMFND-D_PT,2,15,14,,0,70,0,0,0,0,25,10
10001850,10007161,CNAFND-D_FT,1,10,14,,0,75,0,10,0,10,10,0
10001850,10007161,CSLFND-D_PT,2,15,14,,0,20,0,40,0,5,35,0
10001850,10007161,EJFND-D_PT,2,15,14,,0,90,0,5,0,0,5,0
10001850,10007161,MFHND-D_PT,2,35,13,037,0,60,0,0,0,5,0,35
10001850,10007161,MGHND-D_PT,2,15,24,,0,0,0,0,0,0,0,100
10001850,10007161,MOHND-D_PT,2,30,13,040,0,65,0,5,0,0,5,30
10001883,10001883,52F1DM,1,25,14,,5,95,0,0,0,0,0,5
10001883,10001883,52F2DM,1,30,13,026,5,95,0,0,0,0,0,5
10001883,10001883,5LN3DM,1,130,14,,10,86,0,1,0,0,0,4
10001883,10001883,5N23DM,1,130,14,,10,86,0,1,0,0,0,4
10001883,10001883,845FDM,1,185,13,069,1,93,0,0,1,0,0,5
10001883,10001883,9N49DM,1,235,13,066,2,53,0,1,0,0,1,43
10001883,10001883,9N49DM,1,285,13,065,1,41,0,1,0,0,1,56
10001883,10001883,B204DM,1,70,14,,4,89,0,3,0,0,0,4
10001883,10001883,B230DM,1,130,14,,2,88,2,5,0,0,0,5
10001883,10001883,B61ADM,1,60,14,,29,63,0,2,0,0,0,7
10001883,10001883,B620DM,1,25,14,,20,55,0,20,0,0,0,0
10001883,10001883,B700DM,1,265,14,,45,35,0,7,0,0,1,12
10001883,10001883,B701DM,1,80,14,,50,24,0,14,0,0,1,10
10001883,10001883,B702DM,1,30,14,,30,55,0,10,0,0,0,5
10001883,10001883,B720DM,1,45,14,,25,50,0,20,0,0,0,5
10001883,10001883,B761DM,1,20,14,,25,60,0,10,0,0,5,0
10001883,10001883,B902DM,1,235,14,,15,78,0,0,0,0,1,6
10001883,10001883,B940DM,1,235,14,,15,78,0,0,0,0,1,6
10001883,10001883,B991DM,1,75,14,,16,76,0,1,0,0,1,5
10001883,10001883,C800DM,1,125,14,,11,79,1,0,0,0,1,8
10001883,10001883,C8B9DM,1,10,14,,0,90,0,0,0,0,0,10
10001883,10001883,C8L3DM,1,30,14,,15,80,0,0,0,0,0,5
10001883,10001883,C8X3DM,1,15,24,,0,95,0,0,0,0,0,5
10001883,10001883,F400DM,1,55,14,,7,77,0,2,0,0,0,14
10001883,10001883,FG45DM,1,150,14,,3,95,1,0,0,0,1,1
10001883,10001883,G100DM,1,25,14,,5,95,0,0,0,0,0,0
10001883,10001883,G400DM,1,150,14,,3,95,1,0,0,0,1,1
10001883,10001883,G521DM,1,50,14,,10,80,0,0,0,0,0,10
10001883,10001883,G550DM,1,150,14,,3,95,1,0,0,0,1,1
10001883,10001883,G600DM,1,30,14,,10,80,0,0,0,0,5,5
10001883,10001883,G624DM,1,60,14,,2,94,2,2,0,0,2,0
10001883,10001883,H301DM,1,65,14,,6,81,0,2,0,0,2,9
10001883,10001883,H301DM,2,10,24,,0,40,0,0,0,0,0,60
10001883,10001883,H610DM,1,40,14,,0,40,0,0,0,0,30,30
10001883,10001883,H610DM,2,20,21,9,5,45,0,0,0,0,0,45
10001883,10001883,H675DM,1,65,13,037,6,82,0,2,0,0,2,9
10001883,10001883,H675DM,2,10,23,037,0,40,0,0,0,0,0,60
10001883,10001883,H747DM,1,65,13,037,6,82,0,2,0,0,2,9
10001883,10001883,H747DM,2,10,23,037,0,40,0,0,0,0,0,60
10001883,10001883,H936DM,1,40,13,040,0,40,0,0,0,0,30,30
10001883,10001883,H936DM,2,20,21,9,5,45,0,0,0,0,0,45
10001883,10001883,HG64DM,1,25,14,,5,90,0,0,0,0,0,5
10001883,10001883,HH36DM,1,65,14,,6,81,0,2,0,0,2,9
10001883,10001883,HH36DM,2,10,24,,0,40,0,0,0,0,0,60
10001883,10001883,I100DM,1,50,14,,10,80,0,0,0,0,0,10
10001883,10001883,I562DM,1,20,14,,0,95,0,5,0,0,0,0
10001883,10001883,IN21DM,1,50,14,,10,80,0,0,0,0,0,10
10001883,10001883,J930DM,1,50,14,,0,90,5,0,0,0,0,0
10001883,10001883,J932DM,1,50,14,,0,90,5,0,0,0,0,0
10001883,10001883,JW93DM,1,15,14,,0,75,0,0,0,0,10,15
10001883,10001883,JW9HDM,1,50,14,,0,90,5,0,0,0,0,0
10001883,10001883,K100DM,1,140,14,,0,87,0,2,0,1,4,6
10001883,10001883,K130DM,1,140,13,047,0,87,0,2,0,1,4,6
10001883,10001883,L100DM,1,45,14,,0,95,0,0,0,0,0,5
10001883,10001883,L200DM,1,15,24,,5,90,0,0,0,0,0,5
10001883,10001883,L245DM,1,15,14,,0,90,0,0,0,0,0,15
10001883,10001883,L250DM,1,15,14,,0,80,0,5,0,5,5,0
10001883,10001883,L390DM,1,130,14,,10,86,0,1,0,0,0,4
10001883,10001883,L3C8DM,1,30,24,,5,85,0,0,0,0,5,5
10001883,10001883,L502DM,1,40,14,,35,45,0,0,0,0,0,20
10001883,10001883,L530DM,1,15,14,,30,45,0,0,0,10,0,15
10001883,10001883,LL12DM,1,15,14,,0,100,0,0,0,0,0,0
10001883,10001883,LN13DM,1,30,14,,0,95,0,0,0,0,0,5
10001883,10001883,LN2FDM,1,260,12,21,13,81,0,1,0,0,0,4
10001883,10001883,LP25DM,1,10,24,,0,90,0,0,0,0,0,10
10001883,10001883,LPF5DM,1,10,24,,0,90,0,0,0,0,0,10
10001883,10001883,LV21DM,1,10,24,,0,100,0,0,0,0,0,0
10001883,10001883,LVF1DM,1,60,13,053,0,90,0,2,0,2,2,5
10001883,10001883,LVF1DM,1,65,13,090,3,91,0,0,0,3,0,3
10001883,10001883,M100DM,1,130,14,,7,80,0,0,0,0,2,11
10001883,10001883,M200DM,1,130,14,,7,80,0,0,0,0,2,11
10001883,10001883,M211DM,1,45,14,,10,90,0,0,0,0,0,0
10001883,10001883,M221DM,1,30,14,,5,90,0,0,0,0,5,5
10001883,10001883,ML21DM,1,90,13,052,0,96,0,0,0,0,1,3
10001883,10001883,ML21DM,1,210,13,060,7,84,0,0,0,0,2,7
10001883,10001883,MN11DM,1,15,14,,0,100,0,0,0,0,0,0
