PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,ENTPOP,ENTAGG,ENTSBJ,ACCESS,ALEVEL,BACC,DEGREE,FOUNDTN,NOQUALS,OTHER,OTHERHE
10007144,10007144,SO0078,2,15,23,011,5,25,0,15,0,15,0,45
10007144,10007144,SO0158,1,10,14,,80,0,0,10,0,0,0,10
10007144,10007144,SO0158,2,15,23,011,5,25,0,15,0,15,0,45
10007144,10007144,SO0214,1,35,14,,10,55,0,25,0,0,0,10
10007144,10007144,SO0266,1,35,14,,65,25,0,0,0,0,5,10
10007144,10007144,SO0266,2,15,23,011,5,25,0,15,0,15,0,45
10007144,10007144,SO0291,1,15,14,,10,80,5,0,0,0,0,0
10007144,10007144,SO0291,2,20,21,2,5,20,0,15,0,10,0,45
10007144,10007144,SO0336,1,35,14,,10,90,0,0,0,0,0,0
10007144,10007144,SO0340,1,25,24,,20,60,0,0,0,0,0,15
10007144,10007144,SO0340,2,20,21,2,5,20,0,15,0,10,0,45
10007144,10007144,SO0359,1,15,14,,5,80,0,0,0,0,5,5
10007144,10007144,SO0359,2,15,21,9,0,40,0,5,0,0,5,50
10007144,10007144,SO0359,2,45,11,3,10,65,0,5,0,0,0,15
10007144,10007144,SO0360,1,15,14,,10,75,0,0,0,0,0,15
10007144,10007144,SO0360,2,45,11,3,10,65,0,5,0,0,0,15
10007144,10007144,SO0361,1,40,24,,40,30,0,20,5,0,0,15
10007144,10007144,SO0371,1,35,14,,10,80,0,0,0,0,0,10
10007144,10007144,SO0371,2,15,23,018,5,55,0,0,0,0,0,35
10007144,10007144,SO0381,1,40,14,,65,25,0,0,0,0,10,5
10007144,10007144,SO0381,2,15,23,011,5,25,0,15,0,15,0,45
10007144,10007144,SO0382,1,185,13,063,21,58,0,1,1,1,4,13
10007144,10007144,SO0382,1,230,13,011,43,42,1,1,1,0,3,10
10007144,10007144,SO0382,2,15,21,D,20,35,0,10,0,10,0,30
10007144,10007144,SO0382,2,15,23,011,5,25,0,15,0,15,0,45
10007144,10007144,SS0059,1,10,14,,15,65,0,0,0,10,10,0
10007144,10007144,SS0059,2,10,12,21,15,50,0,0,0,0,10,25
10007144,10007144,SS0067,1,50,14,,50,35,0,0,0,0,0,15
10007144,10007144,SS0067,2,15,23,054,15,50,0,0,0,0,10,25
10007144,10007144,SS0071,1,25,14,,35,60,0,0,5,0,0,5
10007144,10007144,SS0071,2,15,23,054,15,50,0,0,0,0,10,25
10007144,10007144,SS0072,1,25,24,,25,60,0,0,5,0,0,10
10007144,10007144,SS0072,2,15,23,054,15,50,0,0,0,0,10,25
10007144,10007144,SS0184,1,20,14,,60,40,0,0,0,0,0,0
10007144,10007144,SS0184,2,15,23,054,15,50,0,0,0,0,10,25
10007144,10007144,SS0185,1,45,13,057,25,40,0,0,0,15,5,15
10007144,10007144,SS0185,2,10,12,21,15,50,0,0,0,0,10,25
10007144,10007144,SS0186,1,25,14,,25,40,0,0,0,20,0,15
10007144,10007144,SS0186,2,10,12,21,15,50,0,0,0,0,10,25
10007144,10007144,SS0218,1,235,13,054,29,60,0,1,0,2,1,7
10007144,10007144,SS0218,2,15,23,054,15,50,0,0,0,0,10,25
10007144,10007144,SS0221D0427,1,235,13,054,29,60,0,1,0,2,1,7
10007144,10007144,SS0221D0427,2,15,23,054,15,50,0,0,0,0,10,25
10007144,10007144,SS0436,1,235,13,054,29,60,0,1,0,2,1,7
10007144,10007144,SS0436,2,15,23,054,15,50,0,0,0,0,10,25
10007144,10007144,SS0447,1,20,24,,15,60,0,0,0,15,0,10
10007144,10007144,SS0447,2,15,11,B,15,55,0,0,0,0,10,25
10007145,10007145,ADVDG,1,25,14,,0,90,0,0,0,0,0,10
10007145,10007145,AFIDG,1,10,14,,0,60,0,0,0,0,20,20
10007145,10007145,AFIDG4,1,20,14,,5,85,5,0,0,0,0,5
10007145,10007145,ANBDG,1,20,14,,0,85,0,0,0,0,0,15
10007145,10007145,ANMDG,1,15,14,,0,80,0,5,0,0,5,5
10007145,10007145,ARTDG,1,40,14,,0,85,0,0,0,0,5,10
10007145,10007145,BIODG,1,10,14,,0,100,0,0,0,0,0,0
10007145,10007145,BMMDG,1,10,24,,0,90,0,0,0,0,0,10
10007145,10007145,BMMDG4,1,10,14,,0,100,0,0,0,0,0,0
10007145,10007145,BMNDG,1,20,14,,0,75,0,0,5,0,0,20
10007145,10007145,BMNDG2,1,10,24,,10,60,0,0,10,0,0,25
10007145,10007145,BMNDG3FTR,1,85,13,063,1,86,0,0,1,0,2,10
10007145,10007145,BMNDG4,1,15,14,,0,100,0,0,0,0,0,0
10007145,10007145,BUCDG,1,15,24,,0,55,0,0,10,0,10,30
10007145,10007145,BUCDG4,1,15,14,,0,100,0,0,0,0,0,0
10007145,10007145,CCFDG,1,15,24,,5,75,0,0,0,0,5,15
10007145,10007145,CCFDG4,1,15,14,,5,80,0,0,0,0,5,5
10007145,10007145,CGPDG,1,145,13,035,2,85,1,1,0,0,4,6
10007145,10007145,CGPDG4,1,145,13,035,2,85,1,1,0,0,4,6
10007145,10007145,CGSDG,1,10,14,,0,90,10,0,0,0,0,0
10007145,10007145,CGSDG4,1,30,14,,0,100,0,0,0,0,0,0
10007145,10007145,COPDG,1,10,14,,0,100,0,0,0,0,0,0
10007145,10007145,COPDG4,1,15,14,,0,70,0,0,0,0,5,25
10007145,10007145,CPSDG,1,25,14,,15,70,0,0,0,5,10,0
10007145,10007145,CRIDG,1,45,14,,0,100,0,0,0,0,0,0
10007145,10007145,CRSDG,1,15,24,,10,90,0,0,0,0,0,0
10007145,10007145,CRTDG,1,30,13,097,0,95,0,5,0,0,0,5
10007145,10007145,CRWDG,1,30,14,,0,100,0,0,0,0,0,0
10007145,10007145,CYPFD,1,15,14,,10,70,0,0,0,10,15,0
10007145,10007145,DANDG,1,100,12,37,0,84,0,1,0,0,0,15
10007145,10007145,DGMDG,1,55,13,062,2,92,0,0,0,0,2,5
10007145,10007145,DGMDG4,1,55,13,062,2,92,0,0,0,0,2,5
10007145,10007145,DMWDG,1,145,13,035,2,85,1,1,0,0,4,6
10007145,10007145,DMWDG4,1,25,24,,0,95,0,0,0,0,0,5
10007145,10007145,DRADG,1,15,14,,0,100,0,0,0,0,0,0
10007145,10007145,DSCDG,1,10,24,,0,90,0,0,0,0,0,10
10007145,10007145,DSCDG4,1,10,24,,0,100,0,0,0,0,0,0
10007145,10007145,ECSDG,1,65,14,,2,71,0,0,0,0,0,28
10007145,10007145,ECTDG,1,20,13,103,0,100,0,0,0,0,0,0
10007145,10007145,ECTDG,1,115,13,105,2,69,0,0,0,0,2,27
10007145,10007145,EDLFD,1,20,14,,0,85,0,0,0,0,5,10
10007145,10007145,EESDG,1,15,13,012,0,100,0,0,0,0,0,0
10007145,10007145,EESDG,1,30,13,031,0,95,5,0,0,0,0,0
10007145,10007145,EFHFD,1,15,14,,0,95,0,0,0,0,0,5
10007145,10007145,ELCDG,1,20,24,,10,90,0,0,0,0,0,0
10007145,10007145,ELIDG,1,20,14,,0,95,0,0,0,0,5,0
10007145,10007145,EVMDG3FTR,1,85,13,067,1,90,1,1,0,0,0,7
10007145,10007145,EVMDG4,1,40,14,,5,95,0,5,0,0,0,5
10007145,10007145,FADDG,1,85,13,096,1,84,0,2,0,0,3,9
10007145,10007145,FLSDG,1,10,14,,0,90,0,0,0,0,0,10
10007145,10007145,FMNDG,1,20,14,,0,5,0,35,0,0,30,25
10007145,10007145,FPRDG,1,85,14,,4,90,2,1,0,0,0,2
10007145,10007145,GEADG,1,35,11,L,0,95,5,0,0,0,0,0
10007145,10007145,GEODG,1,25,14,,0,95,5,0,0,0,0,0
10007145,10007145,GRDDG,1,35,14,,5,85,0,5,0,0,0,10
10007145,10007145,HCSDG,1,35,14,,20,55,0,0,0,0,10,15
10007145,10007145,HISDG,1,20,14,,0,90,5,0,0,0,5,0
10007145,10007145,HREDG4,1,10,14,,0,85,0,0,0,0,0,15
10007145,10007145,HRTDG4,1,15,24,,0,100,0,0,0,0,0,0
10007145,10007145,HSPFD,1,15,14,,0,70,0,0,0,5,20,0
10007145,10007145,IBGDG,1,25,13,061,0,20,0,30,0,0,35,15
10007145,10007145,IBGDG,1,85,13,063,1,86,0,0,1,0,2,10
10007145,10007145,IBGDG4,1,25,13,061,0,20,0,30,0,0,35,15
10007145,10007145,IBGDG4,1,85,13,063,1,86,0,0,1,0,2,10
10007145,10007145,ILLDG,1,35,14,,0,90,0,0,0,0,5,10
10007145,10007145,INDDG,1,25,12,18,0,50,5,5,0,0,15,25
10007145,10007145,INDDG,1,85,13,096,1,84,0,2,0,0,3,9
10007145,10007145,JOUDG,1,30,14,,5,95,0,0,0,0,0,0
10007145,10007145,LAADG,1,25,14,,0,50,5,5,0,0,15,25
10007145,10007145,LAWDG,1,40,14,,5,90,5,0,0,0,5,0
10007145,10007145,LAWDG2,1,25,24,,15,40,0,10,0,0,10,20
10007145,10007145,MABDG,1,10,14,,0,90,0,0,0,0,10,0
10007145,10007145,MABDG4,1,45,24,,0,90,0,0,0,0,5,0
10007145,10007145,MEPDG,1,25,14,,0,70,0,0,0,0,5,25
10007145,10007145,MHPFD,1,25,14,,0,60,0,10,0,0,25,5
10007145,10007145,MJPDG,1,45,13,073,0,100,0,0,0,0,0,0
10007145,10007145,MMMDG,1,25,24,,0,90,0,0,0,0,0,10
10007145,10007145,MMMDG4,1,10,14,,0,90,0,0,0,0,10,0
10007145,10007145,PCCFD,1,55,13,058,4,66,0,4,0,4,21,2
10007145,10007145,PECDG,1,35,14,,0,100,0,0,0,0,0,0
10007145,10007145,PEDDG,1,25,14,,0,100,0,0,0,0,0,0
10007145,10007145,PFADG,1,50,14,,0,70,0,0,0,0,0,30
10007145,10007145,PHYDG,1,165,13,100,2,90,1,1,0,0,2,3
10007145,10007145,PJDDG,1,15,14,,0,85,0,0,0,0,0,15
10007145,10007145,POMDG,1,30,14,,0,95,0,5,0,0,0,5
10007145,10007145,PRDDG,1,85,13,096,1,84,0,2,0,0,3,9
10007145,10007145,PRDDG4,1,55,13,062,2,92,0,0,0,0,2,5
10007145,10007145,PRDDG4,1,85,13,063,1,86,0,0,1,0,2,10
10007145,10007145,PREED3K1DG,1,25,14,,0,100,0,0,0,0,0,0
10007145,10007145,PREED3K2DG,1,95,14,,1,95,0,1,0,0,2,1
10007145,10007145,PREED3MA,1,120,13,108,1,96,0,1,0,0,2,1
10007145,10007145,PSYDG,1,50,14,,5,85,0,0,0,0,5,5
10007145,10007145,PVPDG,1,45,14,,0,95,0,0,0,0,5,0
10007145,10007145,RADDG,1,20,24,,0,95,0,0,0,0,0,5
10007145,10007145,RPEDG,1,20,14,,10,90,0,0,0,0,0,0
10007145,10007145,SCDFD,1,40,14,,0,95,0,0,0,0,5,0
10007145,10007145,SDCDG,1,35,14,,0,60,0,0,0,0,0,40
10007145,10007145,SOCDG,1,15,14,,15,85,0,0,0,0,0,0
10007145,10007145,SPCDG,1,35,14,,0,55,0,0,0,0,0,45
10007145,10007145,SPJDG,1,15,14,,0,100,0,0,0,0,0,0
10007145,10007145,SPMDG3FTR,1,85,13,067,1,90,1,1,0,0,0,7
10007145,10007145,SPMDG4,1,10,14,,0,100,0,0,0,0,0,0
10007145,10007145,SPRDG,1,30,14,,5,95,0,0,0,0,0,0
10007145,10007145,SPRDG2,1,10,14,,0,80,0,0,0,0,0,20
10007145,10007145,SPTDG,1,80,14,,3,89,3,1,0,0,1,4
10007145,10007145,SPXDG,1,60,14,,2,93,0,0,0,0,5,0
10007145,10007145,SWUDG,1,45,14,,20,70,0,0,0,0,10,0
10007145,10007145,TVPDG,1,20,14,,0,100,0,0,0,0,0,0
10007145,10007145,YWKDG,1,15,14,,0,80,0,0,0,0,5,15
10007146,10007146,K0003,1,20,14,,0,90,0,5,0,0,5,0
10007146,10007146,K0014,1,35,14,,5,95,0,0,0,0,0,0
10007146,10007146,K0015,1,85,14,,0,84,2,1,0,1,5,7
10007146,10007146,K0015,2,30,12,18,0,30,0,15,0,0,5,50
10007146,10007146,K0018,1,20,14,,0,50,0,0,0,0,5,45
10007146,10007146,K0018,2,20,24,,0,20,0,5,0,0,0,70
10007146,10007146,K0020,1,10,14,,0,90,0,0,0,0,0,10
10007146,10007146,K0025,1,45,14,,0,65,0,0,0,0,0,35
10007146,10007146,K0033,1,15,14,,20,70,0,0,0,0,0,5
10007146,10007146,K0033,2,15,22,26,10,10,0,0,0,0,10,75
10007146,10007146,K0034,1,45,14,,0,95,0,0,0,0,0,5
10007146,10007146,K0035,1,35,14,,20,70,0,0,0,0,0,10
10007146,10007146,K0036,1,50,14,,0,45,0,0,0,0,30,20
10007146,10007146,K0036,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0037,1,15,14,,10,60,0,0,0,0,0,30
10007146,10007146,K0037,2,10,23,063,10,10,0,0,0,0,10,75
10007146,10007146,K0042,1,90,14,,8,81,0,0,0,0,2,9
10007146,10007146,K0042,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0043,1,25,14,,10,85,5,0,0,0,0,5
10007146,10007146,K0043,2,10,23,063,10,10,0,0,0,0,10,75
10007146,10007146,K0044,1,140,14,,1,14,0,0,0,0,51,34
10007146,10007146,K0044,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0045,1,50,14,,5,75,0,0,0,0,0,20
10007146,10007146,K0045,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0046,1,25,14,,5,65,0,0,0,0,5,25
10007146,10007146,K0046,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0046,2,15,22,26,10,10,0,0,0,0,10,75
10007146,10007146,K0047,1,210,14,,6,60,1,0,0,0,10,23
10007146,10007146,K0047,2,10,23,063,10,10,0,0,0,0,10,75
10007146,10007146,K0049,1,160,14,,0,52,0,1,0,0,15,33
10007146,10007146,K0049,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0050,1,30,14,,5,75,0,5,0,5,5,5
10007146,10007146,K0050,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0051,1,25,14,,20,50,5,0,5,0,5,15
10007146,10007146,K0051,2,15,22,26,10,10,0,0,0,0,10,75
10007146,10007146,K0052,1,115,14,,3,79,3,0,0,0,0,15
10007146,10007146,K0052,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0054,1,25,14,,10,70,0,0,0,0,0,20
10007146,10007146,K0054,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0055,1,25,14,,20,70,0,0,0,0,0,10
10007146,10007146,K0055,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0057,1,20,14,,10,65,0,0,0,0,10,10
10007146,10007146,K0057,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0057,2,30,11,9,0,10,0,0,0,0,5,85
10007146,10007146,K0058,1,10,24,,0,85,0,0,0,0,0,15
10007146,10007146,K0058,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0060,1,50,14,,5,80,0,0,0,0,0,15
10007146,10007146,K0060,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0061,1,25,14,,5,95,0,0,0,0,0,0
10007146,10007146,K0061,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0062,1,15,24,,15,55,0,0,0,5,5,15
10007146,10007146,K0062,2,10,23,063,10,10,0,0,0,0,10,75
10007146,10007146,K0063,1,15,14,,0,100,0,0,0,0,0,0
10007146,10007146,K0063,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0064,1,35,14,,15,80,0,0,0,0,0,5
10007146,10007146,K0064,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0066,1,35,14,,5,75,5,0,0,0,5,5
10007146,10007146,K0068,1,20,14,,0,80,0,0,0,0,0,20
10007146,10007146,K0068,2,10,23,063,10,10,0,0,0,0,10,75
10007146,10007146,K0070,1,65,14,,0,87,0,0,0,0,1,12
10007146,10007146,K0071,1,10,24,,0,80,0,0,0,0,0,20
10007146,10007146,K0072,1,90,13,032,1,85,0,0,0,0,1,13
10007146,10007146,K0072,1,385,13,061,4,49,0,0,0,0,18,28
10007146,10007146,K0072,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0073,1,90,13,032,1,85,0,0,0,0,1,13
10007146,10007146,K0074,1,85,14,,2,80,0,0,0,0,4,14
10007146,10007146,K0075,1,20,14,,0,85,0,0,0,0,5,10
10007146,10007146,K0076,1,25,14,,0,75,0,0,0,0,0,25
10007146,10007146,K0077,1,45,14,,0,70,0,0,0,0,0,25
10007146,10007146,K0082,1,25,14,,5,75,0,0,0,0,0,20
10007146,10007146,K0084,1,35,14,,0,90,5,0,0,0,5,5
10007146,10007146,K0086,1,50,14,,5,65,0,0,0,0,5,25
10007146,10007146,K0088,1,15,14,,5,80,0,0,0,0,0,10
10007146,10007146,K0089,1,20,14,,0,95,0,0,0,0,0,5
10007146,10007146,K0091,1,45,14,,0,90,0,0,0,0,0,5
10007146,10007146,K0092,1,15,24,,15,90,0,0,0,0,0,0
10007146,10007146,K0093,1,50,14,,0,90,0,0,0,0,0,5
10007146,10007146,K0095,1,15,14,,0,80,0,0,0,0,0,20
10007146,10007146,K0096,1,100,14,,0,97,2,0,0,0,0,1
10007146,10007146,K0098,1,65,14,,0,98,0,0,0,0,2,0
10007146,10007146,K0099,2,10,24,,0,50,0,0,0,0,15,35
10007146,10007146,K0102,1,85,13,040,1,67,0,1,0,0,2,28
10007146,10007146,K0102,2,15,13,040,0,0,0,0,0,0,0,100
10007146,10007146,K0114,1,85,13,040,1,67,0,1,0,0,2,28
10007146,10007146,K0114,2,15,13,040,0,0,0,0,0,0,0,100
10007146,10007146,K0115,1,20,24,,0,65,0,0,0,0,0,35
10007146,10007146,K0116,1,20,14,,0,85,0,0,0,0,0,15
10007146,10007146,K0116,2,30,11,9,0,10,0,0,0,0,5,85
10007146,10007146,K0118,1,50,13,041,0,90,0,0,0,0,0,5
10007146,10007146,K0118,2,30,11,9,0,10,0,0,0,0,5,85
10007146,10007146,K0119,1,20,14,,0,90,5,0,0,0,5,0
10007146,10007146,K0119,2,30,11,9,0,10,0,0,0,0,5,85
10007146,10007146,K0122,1,25,14,,0,90,0,0,0,0,5,10
10007146,10007146,K0122,2,15,23,037,0,30,0,0,0,0,0,70
10007146,10007146,K0125,1,100,13,037,0,74,0,0,1,1,9,15
10007146,10007146,K0125,2,15,23,037,0,30,0,0,0,0,0,70
10007146,10007146,K0126,1,40,14,,0,95,0,0,0,5,5,0
10007146,10007146,K0126,2,15,23,037,0,30,0,0,0,0,0,70
10007146,10007146,K0128,1,20,24,,0,65,0,5,0,0,0,30
10007146,10007146,K0128,2,10,24,,0,0,0,0,0,0,0,100
10007146,10007146,K0130,1,85,13,040,1,67,0,1,0,0,2,28
10007146,10007146,K0130,2,15,13,040,0,0,0,0,0,0,0,100
10007146,10007146,K0132,1,20,24,,0,95,0,0,0,0,5,0
10007146,10007146,K0132,2,15,13,040,0,0,0,0,0,0,0,100
10007146,10007146,K0143,1,15,14,,0,100,0,0,0,0,0,0
10007146,10007146,K0143,2,15,13,040,0,0,0,0,0,0,0,100
10007146,10007146,K0146,1,10,24,,0,55,0,0,0,0,10,35
10007146,10007146,K0146,2,10,12,14,0,20,0,0,0,0,0,80
10007146,10007146,K0147,1,40,23,036,5,70,0,0,0,0,5,20
10007146,10007146,K0147,2,10,12,14,0,20,0,0,0,0,0,80
10007146,10007146,K0151,1,20,14,,0,75,0,0,0,5,20,0
10007146,10007146,K0152,1,20,14,,5,75,0,0,0,0,0,20
10007146,10007146,K0152,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0154,1,10,24,,10,30,0,0,0,0,0,60
10007146,10007146,K0154,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0155,1,25,24,,5,15,0,0,0,0,5,80
10007146,10007146,K0155,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0160,1,25,14,,0,100,0,0,0,0,0,0
10007146,10007146,K0160,2,65,13,061,0,92,0,0,0,0,0,8
10007146,10007146,K0165,2,10,24,,0,60,0,0,0,0,25,15
10007146,10007146,K0166,2,20,14,,0,90,5,5,0,0,0,0
10007146,10007146,K0175,1,85,14,,7,72,0,0,0,0,0,21
10007146,10007146,K0177,1,80,14,,10,61,0,1,0,0,0,28
10007146,10007146,K0181,1,40,14,,5,85,0,0,0,0,0,15
10007146,10007146,K0181,2,35,23,105,0,0,0,5,0,0,0,95
10007146,10007146,K0182,1,70,14,,7,87,0,1,0,0,0,4
10007146,10007146,K0183,1,65,14,,2,80,0,0,0,0,0,19
10007146,10007146,K0192,1,90,14,,23,54,0,19,0,0,0,4
10007146,10007146,K0193,1,60,14,,15,75,2,3,0,0,0,5
10007146,10007146,K0194,1,210,14,,33,50,0,9,0,0,0,9
10007146,10007146,K0195,1,60,14,,18,43,0,28,0,0,2,8
10007146,10007146,K0196,1,25,14,,20,35,0,40,0,0,0,10
10007146,10007146,K0197,1,100,14,,19,66,0,10,0,0,0,6
10007146,10007146,K0199,1,20,14,,15,80,0,0,0,0,0,5
10007146,10007146,K0199,2,65,13,011,0,15,0,10,0,0,0,75
10007146,10007146,K0200,1,80,14,,0,81,3,1,0,0,1,14
10007146,10007146,K0201,1,40,14,,20,75,0,5,0,0,0,10
10007146,10007146,K0201,2,65,13,011,0,15,0,10,0,0,0,75
10007146,10007146,K0202,1,25,14,,50,35,0,5,0,0,0,5
10007146,10007146,K0212,1,25,14,,35,60,0,0,0,0,0,5
10007146,10007146,K0212,2,65,13,011,0,15,0,10,0,0,0,75
10007146,10007146,K0220,1,25,14,,0,75,5,5,0,0,10,5
10007146,10007146,K0222,1,25,14,,0,95,0,0,0,0,0,5
10007146,10007146,K0223,1,10,14,,20,80,0,0,0,0,0,0
10007146,10007146,K0224,1,15,14,,0,100,0,0,0,0,0,0
10007146,10007146,K0227,1,130,14,,5,90,0,0,0,0,1,4
10007146,10007146,K0228,1,35,14,,5,95,0,0,0,0,0,0
10007146,10007146,K0229,1,70,14,,4,91,1,0,0,0,3,0
10007146,10007146,K0230,1,25,14,,0,90,0,0,0,0,0,10
10007146,10007146,K0233,1,20,14,,5,85,0,0,0,0,0,10
10007146,10007146,K0234,1,35,14,,0,90,0,0,0,0,5,5
10007146,10007146,K0235,1,30,14,,0,90,0,0,0,0,0,10
10007146,10007146,K0236,1,15,14,,0,90,0,0,0,0,5,5
10007146,10007146,K0238,1,15,14,,5,95,0,0,0,0,0,0
10007146,10007146,K0239,1,15,24,,0,95,0,0,0,0,0,5
10007146,10007146,K0241,1,45,14,,0,100,0,0,0,0,0,0
10007146,10007146,K0242,1,15,24,,0,100,0,0,0,0,0,0
10007146,10007146,K0243,1,10,24,,20,80,0,0,0,0,0,0
10007146,10007146,K0244,1,55,13,090,3,97,0,0,0,0,0,0
10007146,10007146,K0244,1,75,13,075,2,92,0,0,0,0,1,5
10007146,10007146,K0245,1,35,14,,0,80,0,0,0,0,5,15
10007146,10007146,K0250,1,30,14,,0,55,5,0,0,0,5,35
10007146,10007146,K0253,1,20,24,,5,75,0,0,0,0,5,15
10007146,10007146,K0253,2,35,21,I,0,0,0,5,0,0,0,95
10007146,10007146,K0258,1,15,14,,5,95,0,0,0,0,0,0
10007146,10007146,K0263,1,35,14,,5,70,0,0,0,0,0,25
10007146,10007146,K0263,2,95,11,2,0,21,0,21,0,0,0,57
10007146,10007146,K0265,1,15,14,,10,75,0,10,0,0,0,10
10007146,10007146,K0265,2,25,13,007,0,35,0,50,0,0,0,15
10007146,10007146,K0267,1,10,24,,10,65,0,0,0,0,10,15
10007146,10007146,K0268,1,105,14,,2,60,1,0,0,0,0,37
10007146,10007146,K0269,1,25,14,,0,65,0,0,0,0,0,35
10007146,10007146,K0271,1,20,14,,0,90,0,0,0,0,10,0
10007146,10007146,K0272,1,20,24,,5,55,0,0,0,0,0,40
10007146,10007146,K0288,1,15,24,,0,90,0,10,0,0,0,0
10007146,10007146,K0289,1,25,14,,0,85,0,0,0,0,0,15
10007146,10007146,K0290,1,10,14,,25,60,0,0,0,0,0,15
10007146,10007146,K0292,1,15,14,,5,85,0,0,0,0,5,0
10007146,10007146,K0293,1,10,14,,0,90,0,10,0,0,0,0
10007146,10007146,K0294,1,15,24,,10,85,0,0,0,0,0,10
10007146,10007146,K0301,1,20,24,,0,90,0,5,0,0,0,5
10007146,10007146,K0301,2,10,23,063,10,10,0,0,0,0,10,75
10007146,10007146,K0346,1,15,14,,0,90,0,0,0,0,0,15
10007146,10007146,K0346,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0348,1,30,13,083,10,85,0,0,0,0,0,5
10007146,10007146,K0348,1,385,13,061,4,49,0,0,0,0,18,28
10007146,10007146,K0348,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0357,1,35,13,012,5,35,0,5,0,0,25,35
10007146,10007146,K0368,1,65,14,,2,94,0,2,0,0,0,3
10007146,10007146,K0369,1,15,14,,5,85,0,0,0,0,5,0
10007146,10007146,K0369,2,15,11,D,10,40,0,0,0,0,10,45
10007146,10007146,K0436,1,135,13,060,5,89,0,0,0,0,1,4
10007146,10007146,K0461,2,25,14,,0,35,0,50,0,0,0,15
10007146,10007146,K0463,1,35,13,012,5,35,0,5,0,0,25,35
10007146,10007146,K0470,1,100,13,037,0,74,0,0,1,1,9,15
10007146,10007146,K0470,2,15,23,037,0,30,0,0,0,0,0,70
10007146,10007146,K0471,1,100,13,037,0,74,0,0,1,1,9,15
10007146,10007146,K0471,2,15,23,037,0,30,0,0,0,0,0,70
10007146,10007146,K0472,1,100,13,037,0,74,0,0,1,1,9,15
10007146,10007146,K0472,2,15,23,037,0,30,0,0,0,0,0,70
10007146,10007146,K0473,1,85,13,040,1,67,0,1,0,0,2,28
10007146,10007146,K0473,2,15,13,040,0,0,0,0,0,0,0,100
10007146,10007146,K0474,1,85,13,040,1,67,0,1,0,0,2,28
10007146,10007146,K0474,2,15,13,040,0,0,0,0,0,0,0,100
10007146,10007146,K0475,1,85,13,040,1,67,0,1,0,0,2,28
10007146,10007146,K0475,2,15,13,040,0,0,0,0,0,0,0,100
10007146,10007146,K0479,1,40,23,036,5,70,0,0,0,0,5,20
10007146,10007146,K0479,2,10,12,14,0,20,0,0,0,0,0,80
10007146,10007146,K0480,1,40,23,036,5,70,0,0,0,0,5,20
10007146,10007146,K0480,2,10,12,14,0,20,0,0,0,0,0,80
10007146,10007146,K0481,1,40,23,036,5,70,0,0,0,0,5,20
10007146,10007146,K0481,2,10,12,14,0,20,0,0,0,0,0,80
10007146,10007146,K0482,1,40,23,036,5,70,0,0,0,0,5,20
10007146,10007146,K0482,2,10,12,14,0,20,0,0,0,0,0,80
10007146,10007146,K0483,1,40,23,036,5,70,0,0,0,0,5,20
10007146,10007146,K0483,2,10,12,14,0,20,0,0,0,0,0,80
10007146,10007146,K0484,1,135,13,060,5,89,0,0,0,0,1,4
10007146,10007146,K0486,1,90,13,032,1,85,0,0,0,0,1,13
10007146,10007146,K0486,1,70,13,103,1,93,0,1,0,0,0,4
10007146,10007146,K0487,1,70,13,103,1,93,0,1,0,0,0,4
10007146,10007146,K0487,1,75,13,075,2,92,0,0,0,0,1,5
10007146,10007146,K0488,1,35,13,048,0,60,0,0,0,0,5,40
10007146,10007146,K0488,2,30,13,048,0,30,0,15,0,0,5,50
10007146,10007146,K0500,1,35,12,37,0,85,0,0,0,0,5,15
10007146,10007146,K0501,1,105,13,054,5,92,0,0,0,0,1,1
10007146,10007146,K0502,1,90,13,032,1,85,0,0,0,0,1,13
10007146,10007146,K0503,1,90,13,032,1,85,0,0,0,0,1,13
10007146,10007146,K0504,1,90,13,032,1,85,0,0,0,0,1,13
